#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1616//b2764//
AcrR_neg	b4698//b3270//b0785//b2730//b2483//b0970//b4431//b1540//b1325//b2559//b3525//
Ada_neg	b4122//b3942//
Ada_pos	b3514//b0086//b2078//b2687//
AdiY_pos	b2091//b2601//b3183//b3452//b1079//b3011//b1923//b3707//
AgaR_neg	b3092//b0929//b4194//b3790//b0351//b2470//b0382//b2531//b4321//b3335//b1395//
AidB_neg	b3036//
AlaS_neg	b0891//
AllR_neg	b0887//b4076//b4026//b2558//b4637//b1674//b1297//b3919//b4313//
AllS_pos	b1679//b3417//b2728//
AlsR_neg	b0378//b3329//b4698//b4177//b3188//b0068//
AppY_pos	b2393//b3139//b0894//b0463//b3066//b0514//b3518//b1924//b1243//b4312//
AraC_neg	b0730//b2306//b1184//b0784//b0810//b4415//b0234//b3709//
AraC_pos	b2617//b1077//b4002//b0303//b1589//b4398//b0514//b3037//b0623//b2224//
ArgP_neg	b0037//
ArgP_pos	b4260//b0464//b3067//b2572//b1389//b1441//b1877//b3565//b3753//b1300//b3221//b3183//b1530//
ArgR_neg	b0620//b1444//b2215//b3571//b0301//b2741//b4366//b4567//b3328//b1165//b2194//b3477//b1265//b0585//b4417//b2716//b1016//b0811//b4525//b2730//b1707//b4198//b0092//b2195//b3409//b2237//b3335//b2373//b2789//b3613//b3071//b3091//b0484//
ArgR_pos	b2058//b0221//b0903//b3139//b0997//
ArsR_neg	b0945//b4086//b0019//
AscG_neg	b2560//sroC//b2488//b3701//b3565//
AsnC_neg	b3959//b1948//b1475//
AsnC_pos	b1077//
AtoC_pos	b0976//b0756//b4366//b1493//
BaeR_pos	b3514//b0439//b1791//b3413//b1327//b0398//b1038//b2150//
BasR_neg	b2153//b1501//
BasR_pos	b0726//b3507//b4198//b0072//b3511//b3577//b1252//b3742//b4357//b1719//b2224//
BetI_neg	b3730//b3255//b2464//b0066//
BirA_neg	b2763//b1782//b2659//b0774//b4050//
BluR_neg	b2159//b1673//b1200//b1396//
BolA_neg	b1987//b1608//
BolA_pos	b2107//b2557//
CadC_pos	b1112//b3926//b4399//
CaiF_pos	b1674//b1040//b2730//b2800//b1563//b1024//b0698//b2782//b4452//b2756//
Cbl_pos	b4522//b3416//b2406//b1729//b0312//b0233//b0861//b4522//b2159//
CdaR_pos	b0573//b0806//b3077//b0304//b1562//b2663//b1322//b1410//b4040//b0958//
CecR_neg	b0088//b4457//b3785//b0855//b1225//
ChbR_neg	b2167//b3038//b1325//b1948//b3752//b3907//
ChbR_pos	b1681//b4511//b2149//b1225//b1222//b4354//
ComR_neg	b0048//
CpxR_neg	b4592//b2167//b1276//b2500//b0334//b2095//b0040//b0450//b2308//b3911//b0682//b1552//b2964//b2093//b3172//b1500//b3614//b1397//b3582//b4451//b4311//b3721//b2421//b3869//
CpxR_pos	b3237//b2373//b1261//b2237//b4131//b3137//b2097//b0303//b2800//b1071//b3794//b1948//b2697//b1567//b2800//b3942//b3410//b1922//b1594//b0352//b0368//b2699//b1222//b4254//b1487//b0861//b1434//b3171//b1649//b0087//b1507//b2582//b1650//b4439//b4032//b1038//b0850//b1399//b2421//b4085//b2150//b4347//b1076//b0995//b1616//b4035//
Cra_neg	b0792//b2718//b0765//b3060//b0614//b2603//b2723//b1333//b0793//b3331//b4019//b1488//b1569//b2374//b0225//b2169//b0123//b0586//b1939//b0273//b1298//b2208//b1283//b4123//b0827//b1397//b1015//b2375//molR_1//b2687//b0572//b2490//b4321//b3083//b3707//b3521//b2061//b2379//b2372//b4160//b0514//b1410//b1649//b1411//b4100//b2201//b2666//b3113//b4599//b2224//b0463//b0929//b1706//b0378//b4195//b0964//b1712//b3579//b4074//
Cra_pos	b0428//b2674//b2425//b4397//b1858//b1492//b4279//b2996//b3450//b0451//b0786//b0887//b0463//b3027//b4511//b0068//b2665//b2751//b1297//b0805//b0954//b1011//b4322//
CreB_neg	b0604//b4280//b0860//
CreB_pos	b0335//b3008//
CsgD_neg	b0679//b0082//b1511//b2241//b1501//b0333//b2573//b2530//b3923//b1655//b2424//b1921//b2722//b0231//b1283//
CsgD_pos	b1257//b1741//b0810//b0604//b4313//b4637//b2582//b2076//b3748//b3418//b4138//b1262//b1300//
CsiR_neg	b2470//b2313//b2717//b3214//b3521//
CspA_pos	b0225//b1487//
CueR_neg	b0675//b3452//b0613//b0116//b0799//
CueR_pos	b1821//b2709//
CusR_pos	b1515//b1043//b0726//b0792//b2287//b4522//b0484//b1015//b3575//b1022//b3128//b4393//
CynR_neg	b0980//
CynR_pos	b1852//b2234//b2557//
CysB_neg	b4042//b0069//b4115//b1184//b0730//b2551//b0806//
CysB_pos	b3123//b4289//b0429//b1851//b2061//b2912//b0687//b2224//b3700//b2824//b4192//b1227//b1623//b4431//b0553//b0903//b0396//b3625//b1222//b3509//b1288//b2202//b4089//b3477//b1891//
CytR_neg	b4086//b4209//b3752//b0061//b0557//b1904//b0728//b4029//b1136//b0207//b0312//b1948//b3751//
Dan_pos	b2711//b2421//b4036//b3096//
DcuR_pos	b1303//b1949//b3115//b2994//b3271//b1900//b3785//b1552//b2996//
DeoR_neg	b2788//b4702//b4539//b1071//b4265//b2712//
DhaR_neg	b0515//
DhaR_pos	b2904//b0382//b3450//
DicA_neg	b1591//b1200//b2784//b3413//b3481//b4006//b0034//b0974//
DinJ-YafQ_neg	b1021//b0892//b3335//
DnaA_neg	b4039//b1743//b2943//b0430//b2741//b1944//b1287//b2582//b1939//b1061//b3437//
DnaA_pos	b4117//b0931//b4435//b1385//b4441//b0586//efeU_2//
DpiA_neg	b0979//
