#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1166//b4101//
AcrR_neg	b0935//b0513//b3269//b1674//b0937//b1042//b2484//b2127//b1076//b2752//b0207//
Ada_neg	b3008//b1283//
Ada_pos	b2169//b2366//b1850//b0950//
AdiY_pos	b1536//b3478//b3902//b1945//b0765//b3013//b0792//b2704//
AgaR_neg	b3431//b3516//b2579//b1507//b4266//b0451//b0074//b4198//b0237//b4383//b2342//
AidB_neg	b1476//
AlaS_neg	b2551//
AllR_neg	b4090//b4475//b3515//b1982//b1988//b1552//b1515//b1947//yegZ//
AllS_pos	b3582//b0729//b2489//
AlsR_neg	b0987//b0604//b3062//b0154//b2805//b3449//
AppY_pos	b1256//b1900//b2204//b3785//b1408//b4100//b1761//b1263//b4444//b1129//
AraC_neg	b1889//b2127//b3680//b3270//b1987//b2085//b0594//b3037//
AraC_pos	b4367//b0978//b2750//b0855//sroA//b0091//b1223//b3126//b3934//b3021//
ArgP_neg	b1132//
ArgP_pos	b3773//b0350//b3156//b0039//b0063//b1591//b2821//b3450//b3725//b1385//b1501//b3547//b3094//
ArgR_neg	b0314//b3788//b1588//b2470//b1532//b2937//b0301//b3922//b2725//b4039//b2284//b4101//b3922//b0463//b1388//b3036//b3625//b0473//b3062//b2202//b0950//b1805//b2416//b2285//b2152//b0153//b3702//b2705//b0443//b1507//b4662//b2279//b2421//
ArgR_pos	b1719//b1187//b2541//b1305//b0890//
ArsR_neg	b4435//b3410//b1850//
AscG_neg	b1716//b1540//b0462//b1848//b4577//
AsnC_neg	b1954//b1474//b1042//
AsnC_pos	b4117//
AtoC_pos	b1684//b0314//b2424//b3222//
BaeR_pos	b3516//b1617//b3006//b3680//b1287//b0594//b4287//b2529//
BasR_neg	b1061//b0809//
BasR_pos	b1715//b0035//b2095//b1597//b0061//b2484//b2222//b2239//b1283//b0945//b0162//
BetI_neg	b3906//b2316//b4054//b1568//
BirA_neg	b2837//b1397//b4475//b0341//b3410//
BluR_neg	b1163//b1552//b3513//b0066//
BolA_neg	b1007//b0588//
BolA_pos	b3793//b2529//
CadC_pos	b1182//b0776//b1588//
CaiF_pos	b1618//b3117//b3773//b1386//b0805//b0871//b1276//b1166//b0153//b3580//
Cbl_pos	b2704//b1880//b0178//b2205//b4039//b3428//b3426//b1877//b4408//
CdaR_pos	b0070//b4139//b3022//b2288//b1043//b2195//b1093//b1442//b0439//b0162//
CecR_neg	b1617//b1276//b3035//b2388//b3612//
ChbR_neg	b0775//b1714//b3067//b3708//b2236//b0312//
ChbR_pos	b2558//b4120//b4460//b2465//b2604//b1497//
ComR_neg	b4264//
CpxR_neg	b1925//b2058//b2784//b1621//b0933//b2482//b0033//b4198//b1008//b0080//b1164//b3925//b0353//b2838//cpxQ//b4522//b3785//b4123//b4309//b0855//b4004//b3118//b4096//b1507//
CpxR_pos	b1283//b0722//b2724//b2058//b0396//b3417//b2826//b4074//b2604//b4152//b0850//b0778//b0199//b3094//b4376//b2491//b0588//b3521//b1183//b4239//b0762//b4293//b0384//sroA//b1846//b0061//b1717//b3432//b2711//b4035//b0575//b4292//b3565//b0732//b0523//b3501//b3723//b2068//b1009//b2538//b2152//b3793//b0998//b3431//b1904//b4076//
Cra_neg	b1075//b0998//b1762//b1187//b1852//b1674//b1941//b3511//b3037//b2763//b4119//b0863//b1434//b1486//b1237//b2106//b0565//b1080//b4431//b2805//b2062//b1258//b1669//b4439//b1683//b2808//b3421//b2365//b0856//b0727//b1609//b1511//b3185//b3800//b4321//efeU_2//b0352//b3139//b0041//b3186//b1452//b4118//b4139//b0431//b1590//b3157//b1012//b4444//b2805//b4267//b1623//b0799//b2706//b2407//b3829//b1076//b1498//b1263//b1783//
Cra_pos	b3169//b0751//b2617//b1973//b3904//b0090//b2499//b2368//b2729//b0675//b1275//b0312//b0854//b3421//b2726//b0889//b2407//b1298//b1818//b2820//b4673//b1043//b3071//
CreB_neg	b1517//b1744//b2726//
CreB_pos	b0156//b3164//
CsgD_neg	b2237//b1790//b1609//b2666//b4030//b2388//b0895//b2167//b0044//b3452//b3481//b3601//b0314//b2223//b2291//
CsgD_pos	b3214//b1261//b1819//b3911//b0950//b2237//b0043//b0435//b0086//b3428//b1011//b0591//b3859//
CsiR_neg	b4310//b1649//b0604//b3190//b0933//
CspA_pos	b1184//b3923//
CueR_neg	b4209//b0296//b0043//b4102//b3613//
CueR_pos	b0781//b0951//
CusR_pos	b3418//b0516//b2731//b2143//b1851//b4408//b0614//b1260//b4396//b1377//b1132//b0620//
CynR_neg	b3744//
CynR_pos	b4392//b0617//b4089//
CysB_neg	b4131//b3726//b2904//b4445//b0062//b1260//b2713//
CysB_pos	b1011//b0081//b3168//b1860//b0031//b3580//b1078//b3214//b1083//b1482//sroC//b1684//b0432//b2913//b4357//b4266//b4242//b3942//b1702//b2923//b2895//b0513//b2942//b3517//b1260//
CytR_neg	b2704//b2782//b1714//b1887//b0731//b4075//b0602//b1296//b0432//b0511//b3077//b4484//b0677//
Dan_pos	b1562//b4193//b0198//b2499//
DcuR_pos	b3331//b1784//b2482//b3364//b2155//b2600//b0765//b2530//b4451//
DeoR_neg	b2095//b2662//phnE_2//b4438//b4032//b3564//
DhaR_neg	b3005//
DhaR_pos	b3125//b2975//b4093//
DicA_neg	b4393//b0080//b0606//b3449//b1577//b3096//b2429//b2417//
DinJ-YafQ_neg	b4287//b4539//b1275//
DnaA_neg	b3868//b0397//b1702//b3707//b2557//b0344//b4115//b0862//b0342//b3124//b0430//
DnaA_pos	b0765//b0688//b2278//b0860//b2283//b4104//b0090//
DpiA_neg	b0377//
DpiA_pos	b1905//b0234//b2092//b2724//b2994//b0784//b3027//b0273//sroD//b2061//
DsdC_neg	b0996//
DsdC_pos	b0062//b3787//
EbgR_neg	b2631//b1021//
EnvR_neg	b0303//b4431//
EnvY_pos	b0167//b0678//
EvgA_pos	b2992//b2752//b1507//b0162//b1618//b3038//b0696//b1333//b0975//b0343//b1390//b4354//b3135//b2805//b2579//b2782//b1735//b3502//b3957//
ExuR_neg	b0951//b0880//b2725//b0162//b3060//b2574//b2306//b0398//b2231//
FabR_neg	b0450//b1810//
FadR_neg	b2837//b4357//b0225//b2344//b2823//b0513//b0681//b3171//b0118//b3124//b2107//
FadR_pos	b3437//b1010//b1389//b1905//b0061//b1492//b2943//b4074//b1497//b2788//b1517//b4095//
FeaR_pos	b1225//b4118//
FhlA_pos	b3513//b0473//b0085//b4195//b2943//b3327//b2979//b2686//b2367//b2153//b3037//b4039//b3912//b1925//b2977//b1717//b4445//b1970//b2821//b3118//b4238//b3579//b4139//b1846//b1297//b4040//b3511//b2313//b4027//b0116//
FlhDC_neg	b4092//b1747//b3789//b1493//
