#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0485//b1303//
AcrR_neg	b2241//b0936//b0863//b0935//b0795//b1165//b3578//b4260//b2239//b2366//b1718//
Ada_neg	b2852//b1391//
Ada_pos	b3012//b0365//b2059//b0863//
AdiY_pos	b2236//b4321//b3726//b0852//b3516//b0856//b2725//b3333//
AgaR_neg	b3753//b2572//b1567//b2808//b1081//b2489//b2676//b0765//b2539//b0964//b3036//
AidB_neg	b2916//
AlaS_neg	b0019//
AllR_neg	b0161//b2991//b2205//b3601//b1442//b3791//b1738//b1591//b4311//
AllS_pos	b0523//b0805//b2709//
AlsR_neg	b3431//b1257//b1743//b0677//b1857//b3036//
AppY_pos	b3869//b3726//sroC//b4476//b3131//b1335//b2551//b0019//b4309//b0237//
AraC_neg	b1300//b1716//b1080//b0331//b0557//b4702//b0234//b0890//
AraC_pos	b0980//b3707//b3125//b2631//b2574//b0682//b1037//b3161//b3236//b3860//
ArgP_neg	b4397//
ArgP_pos	b2278//b1020//b4354//b3364//b4288//b1892//b4030//b1263//b4366//b1036//b0150//b3185//b0584//
ArgR_neg	b3453//b0604//b1300//b1513//b1590//b2604//b0167//b1011//b1850//b0063//b4322//b0162//b2277//b0033//b1679//b0091//b1014//b0378//b2990//b1608//b0652//b4005//b1796//b1260//b0207//b3729//b4034//b0654//b4458//b1973//b2617//b3934//b4018//
ArgR_pos	b3413//b4090//b0341//b1925//b2528//
ArsR_neg	b0334//b0678//b0293//
AscG_neg	b1430//b1408//b2808//b0513//b1007//
AsnC_neg	b3518//b2560//b0819//
AsnC_pos	b4383//
AtoC_pos	b0572//b0180//b1187//b1384//
BaeR_pos	b1546//b2552//b4452//b3113//b0697//b3707//b0619//b3169//
BasR_neg	b0429//b0980//
BasR_pos	b3449//b2980//b0084//b1821//b1377//b1415//b1243//b1389//b4266//b1791//b2671//
BetI_neg	b0574//b4292//b3625//b3183//
BirA_neg	b0198//b0335//b3612//b1608//b0089//
BluR_neg	b0071//b0156//b4280//b2060//
BolA_neg	b1102//b3330//
BolA_pos	b2723//b4117//
CadC_pos	b0296//b4125//b3368//
CaiF_pos	b2200//b3186//b4397//b2604//b4100//b1011//b1225//b4119//b3786//b1227//
Cbl_pos	b1387//b4159//b2206//b3190//b0233//b4400//b3612//b0443//b1791//
CdaR_pos	b4309//b1563//b1036//b1388//b0333//b1389//b4193//b0615//b2826//b0486//
CecR_neg	b3132//b4071//b3186//b2417//b4233//
ChbR_neg	b4354//b1327//b0067//b1334//b1784//b1200//
ChbR_pos	b1277//b1783//b2286//b2808//b2762//b1480//
ComR_neg	b1712//
CpxR_neg	b2487//b3061//b3601//b0573//b4347//b3938//b2719//b0958//b4698//b4242//b0185//b4025//b0585//b2995//b0594//b2724//b3580//b3724//b2713//b1262//b2234//b2078//b1589//b4280//
CpxR_pos	b4132//b2730//b1817//b1745//b0232//b3721//b1920//b4289//b4567//b4355//b1198//b2278//b3961//b3183//b2195//b1536//b1546//b3500//b1225//b2316//b0340//b1223//b3728//b3940//b1014//b3514//b0851//b1797//b2630//b3748//b1395//b2784//b2375//b1442//b3414//b0726//b1040//b0594//b0181//b2837//b1878//b3363//b0486//b1389//b4036//b1444//
Cra_neg	b3137//b0181//b2579//b2800//b3357//yegZ//b0334//b3700//b2207//b2601//b1516//b1743//b2167//b3846//b1589//b0891//b4087//b1321//b3227//b1164//b0755//b2560//b0622//b2820//b2234//b0460//b3940//b2068//b4105//b0161//b2542//b3478//b4347//b4059//b3156//b3613//b0240//b1579//b0934//b2470//b0063//b4124//b3869//b0792//b2895//b1302//b1741//b1521//b1301//b2789//b3511//b1791//b0071//b0337//b2991//b4014//b2423//b4673//b4151//
Cra_pos	b0776//b4476//b0514//b2725//b2703//b4042//b0207//b0337//b2838//b4311//b1082//b1022//b2994//b4209//b0039//b3724//b0778//b1654//b0841//b1517//b1485//b1796//b2539//
CreB_neg	b0931//b4292//b3919//
CreB_pos	b1497//b0860//
CsgD_neg	b1302//b1552//b1924//b1616//b1923//b2752//b1399//b3449//b2414//b0827//b2149//b4240//b3728//b0048//b2800//
CsgD_pos	b1791//b1623//b1746//b3603//b2553//b2659//b0851//b1671//b1682//b2287//b0678//b3426//b1093//
CsiR_neg	b0759//b1590//b1926//b3326//b2341//
CspA_pos	b2803//b2428//
CueR_neg	b0154//b3127//b2507//b1226//b1011//
CueR_pos	b0557//b1879//
CusR_pos	b2559//b1391//b2759//b2551//b4618//b1623//b0781//b3604//b3509//b2975//b4268//b1184//
CynR_neg	b0602//
CynR_pos	b4092//b0303//b3846//
CysB_neg	b3599//b2168//b3363//b2483//b1476//b4198//b0732//
CysB_pos	b0397//b3507//b0167//b1859//b1850//b4093//b2500//b2195//b0887//b2371//b0827//b0296//b1707//b3071//b3428//b2925//b2684//b0069//b0061//b3863//b3730//b1519//b3680//b1008//b3452//
CytR_neg	b4310//b2926//b0035//b2925//b1078//b3450//b1535//b3789//b2976//b4291//b2994//b3906//b0583//
Dan_pos	b1735//b3576//b1075//b2823//
DcuR_pos	b1939//b0350//b1819//b4599//b4028//b2699//b1747//b0934//b1922//
DeoR_neg	b2913//b3903//b2079//b3091//b1944//b1748//
DhaR_neg	b0811//
DhaR_pos	b0945//b3185//b1818//
DicA_neg	b2288//b1508//b0783//b3367//b0197//b2757//b4152//b0977//
DinJ-YafQ_neg	b4291//b3751//b0039//
DnaA_neg	b2313//b4198//b0587//b2528//b2490//b0854//b2977//b1946//b2313//b3269//b0553//
DnaA_pos	b3513//b0622//b1483//b1713//b1129//b1618//b0035//
DpiA_neg	b2558//
DpiA_pos	b2091//b2603//b1511//b2058//b1166//b1223//b1921//b4092//b4019//b4139//
DsdC_neg	b1199//
DsdC_pos	b4027//b0221//
EbgR_neg	b4367//b2760//
EnvR_neg	b1922//b0399//
EnvY_pos	b1225//b0894//
EvgA_pos	b0602//b0166//b4292//b1443//b0854//b3190//b1244//b1264//efeU_2//b1746//b4415//b3904//b2428//b1012//b4445//b1221//b1259//b1673//b4095//
ExuR_neg	b3566//b1954//b2709//b1950//b3787//b0684//b0855//b1015//b3022//
FabR_neg	b0207//b1252//
FadR_neg	b0996//b1440//b0378//b1717//b1988//b1498//b3868//b2530//b2825//b2421//b1016//
FadR_pos	b3666//b2167//b1303//b0776//b4237//b4101//b2464//b1322//b1407//b1387//b2365//b1779//
FeaR_pos	b2484//b1622//
FhlA_pos	b4152//b2168//b1396//b1597//b4035//b3907//b1900//b2236//b2741//b2741//b1568//b4381//b2421//b3902//b4673//b1857//b4355//b1201//b1443//b1587//b1514//b2060//b0032//b0473//b1914//b1735//b4321//b1015//b3528//b0652//
FlhDC_neg	b4311//b4076//b3115//b4160//
FlhDC_pos	b2558//b1073//b2077//b3567//b0087//b3326//b2942//b1070//b1182//b1938//b0723//b3614//b1334//b0954//b2904//b4698//b0048//b3227//b3224//b1702//b4238//b1200//b0732//b0516//b3066//b0931//b3793//b3748//b2580//b2077//b2604//b0873//b3912//b3363//b3601//b1484//b3008//b3741//b0806//b1826//b4417//b0161//b3185//b2942//b1821//b4290//b0574//b3828//b1519//b0366//b0774//b1074//b2487//b3924//b2464//b0891//b3324//b3748//b2000//b1136//b3923//b1745//b0977//b2286//b1499//b1377//b0958//b2094//b4451//b4365//b0041//b2375//b1821//b1377//b1131//b1071//b1322//b0564//
FliZ_neg	b3727//b3960//b0161//b0353//phnE_2//b2285//b3859//b2716//b0185//b3461//b0178//b2838//b0066//b2725//b2279//b0032//b3912//b0037//b3511//b3035//b1715//
FucR_pos	b1938//b1444//b1741//b4365//b3172//b0976//b2311//
Fur_neg	b0571//b0091//b1399//b0296//b1621//b4037//b2167//b0806//b3906//b4321//b2095//b0428//b1650//b3057//b3136//b3006//b0062//b2709//b4484//b1925//b3430//b1247//b2487//b2713//b0411//b2482//b4087//b1621//b1109//b0564//b1325//b2224//b1378//b3136//b4096//b3741//b2702//b2152//b0075//b0605//b2676//b3709//b2751//b3335//b0507//b1036//b4267//b3270//b4014//b4029//b3750//b1129//b1508//b0777//b1475//b3860//b4101//b4376//b0571//b4139//b3789//b1940//b3607//b1252//b4092//b1475//b1569//b0857//b0061//b3748//b0756//b2702//b1377//b0871//b4397//b3525//b0861//b4310//b0606//b1608//b0757//b4059//b3859//b2539//b4030//b0383//b2601//b2728//b3748//b3071//b0782//b0314//b2538//b1577//b4396//b1323//b1389//b0995//b3601//b0081//b2488//b2979//b0296//b1391//b2060//b2148//b4662//b1200//b1552//b2309//b2309//b2781//b3940//b0605//b3138//
Fur_pos	b2285//b3132//b3333//b4106//b0033//b1201//b0778//b2783//b4094//yegZ//b3967//b2784//b2492//b1398//b2284//b0241//b4105//b1597//b4097//b1891//b2802//
GadE-RcsB_pos	b0853//b0348//b3027//b2307//b0033//b2571//b4241//b4197//b0091//
GadE_pos	b4132//b4698//b2068//b0384//b1669//b1333//b0891//b2105//b1021//b3571//b1305//b3237//b2711//b0035//b1546//b0347//b3168//b0586//b0854//b0515//b3791//b3027//b0721//b1988//b1902//b2759//b2200//b1536//b0042//
GadW_neg	b0861//b3012//b0860//b1483//b0383//b1671//b0225//b1288//b2153//b2713//b0794//
GadW_pos	b2800//b2197//b3958//b1618//b3429//b4159//b0857//b3025//b4070//b1237//b0812//
GadX_neg	b1679//b0156//b3479//b4438//b1415//b2341//
GadX_pos	b4460//b1224//b3327//b1082//b1590//b2277//b1716//b1091//b1388//b2570//b1008//b4093//b0861//b2541//b1634//b0341//b2201//b3331//b0929//b4415//b2904//b3223//b3605//b1136//b3508//b3939//b0435//
GalR_neg	b4481//b1519//b2659//b3441//b1797//b0075//b1256//b3906//b3500//b2127//
GalR_pos	b0398//b0839//b1012//b3426//
GalS_neg	b0447//b4522//b4027//b4088//b1617//b2893//b1223//b0199//b2757//b3566//
GalS_pos	b4058//b2912//b2279//b3605//
GatR_neg	b2976//b2603//b4400//b1531//b2751//b0839//
GcvA_neg	b2105//b0886//b0388//b0678//
GcvA_pos	b3700//b0861//b0116//b2310//
GlcC_neg	b1396//
GlcC_pos	b2427//b3237//b1924//b0597//b2197//b3124//
GlpR_neg	b4618//b2573//b1949//b3547//b3790//b2492//b0726//b2306//b0234//
GlrR_pos	b0167//b2823//b2489//b2062//b1305//
GntR_neg	b4131//b3271//b1224//b2571//b1042//b3022//b4032//b4197//b2760//b0093//b2079//b1622//
GutM_pos	b4160//b0895//b4072//b0344//b0178//b1256//b2703//
GutR_neg	b2660//b0066//b4397//b4159//b0998//b2289//b3583//
HU_neg	b0784//b1704//b2195//b0312//b3477//b2221//b0082//b3709//
HU_pos	b2284//
HcaR_neg	b1131//
HcaR_pos	b1946//sroD//b0856//b4072//b1920//
HdfR_neg	b4637//b0198//
HdfR_pos	b1805//b4177//b3794//
HigA_neg	b0895//b1569//
HigB-HigA_neg	b2659//b2485//
HipAB_neg	b0964//b2242//b0565//b1484//b1012//
HipB_neg	b0167//b4441//b2852//b0590//b0181//b0679//
HyfR_pos	b2375//b3750//b0958//b4151//b0041//b1781//b4099//b1517//b1079//b0447//b4322//b1392//
HypT_neg	b2508//b1576//b0348//b3599//b3013//
HypT_pos	b4468//b2787//b1877//b0783//b2063//b1398//b3580//b2991//
IclR_neg	b0151//b1950//b3415//b2895//
IdnR_neg	b4670//b2213//
IdnR_pos	b4254//b1264//b4006//b1679//b2074//
IlvY_neg	b0652//
IlvY_pos	b3190//
IscR_neg	b0517//b4132//b1743//b4025//b1590//b2755//b4279//b1905//b3452//b1288//b1942//b1594//b4292//b0071//b1531//b3026//b0432//b1079//b2699//b2364//b3227//
IscR_pos	b0398//b1904//b4280//b1165//b0853//b0794//b1182//b0886//b3271//b1081//b3728//
KdgR_neg	b4322//b0583//
KdpE_pos	b0315//b3773//b4313//b1859//
LacI_neg	b2366//b1483//b4365//
LeuO_neg	b0112//b2406//b3125//
LeuO_pos	b1783//b1784//b1532//b1905//b1987//b0777//b2686//b1656//b4095//b3012//b0596//b0757//b2715//b1879//b1377//b4288//b2600//b3510//
LexA_neg	b4070//b4019//b2825//b4698//b1622//b2287//b2552//b2823//b2159//b1943//b1552//b1531//b3067//b1890//b0074//b0805//b2425//b2417//b3518//b3368//b3172//b1949//b0972//b3094//b0089//b1951//b1579//b2975//b2686//b3912//b4101//b0389//b0085//b3722//b4397//b1729//b0343//b2278//b2574//b3491//b0343//b2839//b2716//b3870//b1511//b0517//b2422//b1297//b0886//b0652//b0819//b4034//b2699//b2491//b2662//b2096//b1951//b2837//b4267//
LldR_neg	b1608//b1092//b0727//
LldR_pos	b0463//b4467//b4132//
LrhA_neg	b2194//b3500//
LrhA_pos	b1674//b1521//
LsrR_neg	b2722//b0595//b4397//b3476//b1514//b2481//b0978//b3114//b0891//
LysR_neg	b3906//
LysR_pos	b3132//
MalI_neg	b3403//b0851//b1497//
MalT_pos	b3702//b0033//b2282//b2553//b3091//b0734//b0150//b4408//b1016//b1261//
MarA_neg	b3123//b3140//b2943//b2364//b1378//b4039//b1263//
MarA_pos	b1848//b2508//b1846//b1260//b2530//b3334//b1782//b0074//b1530//b1718//b1821//b0733//b4383//b0154//b2364//b3613//b0033//b1728//b4441//b0776//b0390//b0682//b0623//b4443//b3025//b2818//b1237//b2491//b0397//b0980//b0523//
MarR_neg	b0060//b2152//b0450//
MatA_neg	b3365//b1857//b0782//b3577//b1950//b3727//
MatA_pos	b0509//b0294//
MazE-MazF_neg	b1682//b3517//b4062//
MazE_neg	b0974//b3568//b1719//
McbR_neg	b2483//
McbR_pos	b1682//b0839//b3612//
MelR_neg	b3115//b3113//b4043//
MelR_pos	b3271//b0315//b2808//
MetJ_neg	b2167//b2779//b4187//b2799//b1082//b4063//b2379//b4321//b1857//b2499//b2464//b1300//b3666//b0296//b0514//
MetR_neg	b1015//b2484//
MetR_pos	b3021//b0084//b3476//b4209//
MhpR_pos	b4159//b4264//b1951//b4279//b2151//b1949//
Mlc_neg	b3959//b2234//b0871//b0782//b0314//b0081//b4384//b3476//b3785//b0152//
MlrA_pos	b0277//b0925//b2424//b4367//b0588//b1546//b3038//b3134//b2240//b2782//
MngR_neg	b0799//b4698//b2207//
MntR_neg	b3156//b3774//b0072//b2841//
MntR_pos	b0618//
ModE_neg	b2617//b1683//b3744//b0114//b3956//b3156//b0856//b1322//b0075//b0758//b4291//b3113//b1308//b3960//b4070//
ModE_pos	b2407//b1649//b4027//b2240//b3172//b2723//b0855//b0311//b3271//b2194//b3905//b3025//b4637//b1791//b1548//b0096//b1702//b1681//b1075//b0605//b4132//b2371//b0232//b2415//b1684//b3421//b4071//b1297//b2600//b1285//b1913//
MprA_neg	molR_1//b4393//b4018//b3066//b3578//b1224//
MqsA_neg	b4195//b4042//b0723//b1287//b4002//b0683//b1892//b3161//
MraZ_neg	b1704//b1683//b2370//b0887//b0958//b0849//b2276//b0081//b4237//b4076//b4154//b0152//b0676//b4132//b0042//b0475//b0036//
MtlR_neg	b0116//b2239//b3066//
MurR_neg	b4036//b2487//b4015//
MurR_pos	b3330//
Nac_neg	b1077//b4310//b1682//b3927//b0928//b0894//b3911//b4059//b3061//
Nac_pos	b1222//b2732//b1300//b1015//b3923//b3333//b0366//b0123//b1589//b1680//b1796//b0464//
NadR_neg	b2127//b1782//b1939//b3707//
NagC_neg	b3517//b1988//b4384//b4467//b4058//b3330//b3327//b0368//b3125//phnE_2//b2912//b0617//b1379//b3449//b2489//b2416//b3451//b2904//b3514//b4438//b4029//b1297//b2662//b4036//b2975//b0929//b2168//b1016//b4411//b0783//b3421//b4280//b0301//
NagC_pos	b2764//b4637//b2943//
NanR_neg	b4268//b0340//b2538//b1024//b0972//b3481//b3183//b1578//b4096//b0571//
NanR_pos	b1511//
