#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b2708//b3860//
AcrR_neg	b0623//b3869//b1940//b2912//b1671//b3118//b0392//b0399//b2540//b2200//b2206//
Ada_neg	b1641//b0508//
Ada_pos	b1745//b0443//b4637//b0887//
AdiY_pos	b1790//b0365//b0685//b2427//b2375//b2979//b0951//b0987//
AgaR_neg	b4513//b3751//b1943//b0850//b3515//b4392//b3413//b2687//b3752//b2197//b4452//
AidB_neg	b3025//
AlaS_neg	b1521//
AllR_neg	b1079//b2416//b0973//b1674//b2308//b4452//b4033//b3132//b0874//
AllS_pos	b1618//b1905//b2204//
AlsR_neg	b0958//b0613//b4292//b0475//b4702//b3605//
AppY_pos	b3185//b1706//b3140//b4030//b3368//b2675//b3786//b4122//b2313//b0399//
AraC_neg	b3722//b0583//b0973//b1514//b1379//b2726//b1900//b0484//
AraC_pos	b4073//b1008//b0856//b0384//b1485//b3502//b1079//b2208//b2582//b3786//
ArgP_neg	b0613//
ArgP_pos	b1679//b3403//b1237//b4399//b1682//b0826//b0514//b0019//b3479//b0677//b4138//b1715//b2280//
ArgR_neg	b0337//b0974//b4698//b4265//b3789//b3604//b4468//b2605//b4438//b4026//b3138//b0857//b0505//b3934//b2159//b1443//b2674//b4523//b2560//b3961//b0857//b2720//b2825//b2977//b0618//b1858//b1921//b4193//b2571//b3791//b0586//b0019//b1258//
ArgR_pos	b0429//b4101//b1013//b0181//b4195//
ArsR_neg	b1577//b3138//b1679//
AscG_neg	b1889//b4618//b3566//b4324//b0089//
AsnC_neg	b2310//b0934//b1379//
AsnC_pos	b3722//
AtoC_pos	b2666//b0928//b0933//b4400//
BaeR_pos	b3027//b4122//b3139//b4120//b2285//b1243//b1009//b0294//
BasR_neg	b3506//b1634//
BasR_pos	b4075//b2707//b4115//b0653//b1078//b2557//b2207//b2307//b2061//b1682//b0871//
BetI_neg	b2741//b1307//b2698//b3207//
BirA_neg	b0311//b1183//b4260//b4014//b0349//
BluR_neg	b4233//b3126//b0315//b2488//
BolA_neg	b2421//b1732//
BolA_pos	b3461//b1389//
CadC_pos	b2243//b2342//b2058//
CaiF_pos	b4058//b1507//b4233//b1301//b4071//b1486//b4074//b4599//b3604//b3114//
Cbl_pos	b1587//b4376//b0352//b0514//b0096//b3222//b4592//b0584//b0068//
CdaR_pos	b0653//b1407//b0605//b0385//b0232//b4133//b3750//b3743//b1680//b0338//
CecR_neg	b0096//b3222//b0860//b0675//b2077//
ChbR_neg	b1591//b3751//b0044//b1892//b3702//b4484//
ChbR_pos	b1810//b0980//b0681//b1736//b2558//b2277//
ComR_neg	b1654//
CpxR_neg	b3480//b2852//b2756//b1252//b0987//b4118//b1304//b1634//b2077//b2097//b4115//b0507//b0750//b3741//b2483//b3912//b3268//b4005//b0774//b3784//b1182//b2198//b3413//b4324//
CpxR_pos	b0091//b2092//b0180//b3066//b0074//b4484//b1892//b3077//b0675//b2062//b3186//b2808//b0350//b3214//b0068//b3025//b4279//b2097//b0606//b1593//b2779//b4382//b0060//b2243//b0614//b1247//b2149//b0067//b4139//b4197//b3525//b0613//b3846//b1536//b2553//b1715//b0430//b0894//b1904//b3477//b0775//b3005//b1942//b2285//b0594//b3509//
Cra_neg	b0400//b2716//b0896//b2243//b0874//b4293//b2316//b1939//b2481//b2075//b4097//b4310//b1716//b1007//b1023//b1518//b3576//b1440//b4159//b2841//b2824//b0428//b2838//b1674//b3073//b1511//b1519//b1546//b0112//b1201//b0221//b3431//b3414//b2895//b3403//b1848//b2029//b0594//b0708//b3227//b2079//b4026//b1007//b1492//b3528//b3749//b1564//b1877//b1782//b4249//b2725//b0514//b3741//b2079//b2712//b0039//b3923//b4159//b2237//
