#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0995//b2093//
AcrR_neg	b1514//b3038//b0233//b0604//b2826//b1013//b3060//b1409//b0799//b1712//b3188//
Ada_neg	b4233//b0293//
Ada_pos	b3688//b1443//b1287//b2240//
AdiY_pos	b1914//b0463//b3126//b0043//b2528//b2709//b2800//b1988//
AgaR_neg	b4059//b1010//b2284//b1923//b0347//b3828//b0998//b1791//b0615//b3035//b4311//
AidB_neg	b1277//
AlaS_neg	b0118//
AllR_neg	b2975//b0572//b0674//b0613//b1546//b1132//b2993//b1512//b3067//
AllS_pos	b4233//b0896//b0777//
AlsR_neg	b3911//b2236//b4613//b4240//b3025//b1481//
AppY_pos	b0987//b4120//b2379//b1684//b1072//b2276//b1415//b0750//b3022//b4577//
AraC_neg	b2077//b0619//b2215//b3185//b1940//b4438//b4032//b4484//
AraC_pos	b0721//b0964//b2579//b2316//b1492//b2202//b3132//b0378//b4324//b0237//
ArgP_neg	b0293//
ArgP_pos	b1796//b0349//b1736//b1221//b0089//b2239//b1077//b4024//b3479//b0590//b4095//b0977//b1006//
ArgR_neg	b3066//b3919//b1597//b1132//b1887//b2284//b4098//b1499//b3131//b2291//b0574//b1940//b4099//b2344//b0775//b3750//b4059//b0397//b0161//b2557//b2799//b1889//b3574//b2198//b0615//b2720//b1621//b3092//b1674//b3786//b4028//b0620//b2542//
ArgR_pos	b2483//b0727//b3906//b2077//b1322//
ArsR_neg	b3748//b2559//b0522//
AscG_neg	b0367//b0485//b3334//b1276//b0094//
AsnC_neg	b1130//b0811//b2726//
AsnC_pos	b2364//
AtoC_pos	b3581//b1878//b1377//b0886//
BaeR_pos	b4198//b2737//b2212//b0765//b2323//b3477//b3136//b1301//
BasR_neg	b4115//b4043//
BasR_pos	b2823//b4025//b1113//b0617//b0397//b2823//b0087//b0727//b2029//b1014//b2579//
BetI_neg	b0392//b4384//b3136//b1907//
BirA_neg	b2789//b1732//b0441//b2074//b0398//
BluR_neg	b3702//b4198//b3167//b3237//
BolA_neg	b3140//b0933//
BolA_pos	b0895//b1071//
CadC_pos	b2156//b3066//b1296//
CaiF_pos	b0591//b4323//b4030//b0617//b3008//b2630//b0043//b4089//b3580//b1299//
Cbl_pos	b2840//b1617//b0724//b2697//b1683//b1038//b2234//b0044//b0084//
CdaR_pos	b3959//b4092//b4399//b3829//b3661//b0397//b2483//b1288//b1563//b2486//
CecR_neg	b0273//b0091//b2309//b0241//b2416//
ChbR_neg	b0061//b0523//b4071//b4138//b4120//b2323//
ChbR_pos	b3170//b1743//b4313//b3094//b0995//b0973//
ComR_neg	b4288//
CpxR_neg	b4058//b1164//b4150//b1262//b4042//b0864//b1761//b1671//b0594//b4484//b0889//b1409//b0929//b3723//b0852//b4321//b3269//b0352//b0384//b0450//b0757//b3800//b2937//b2241//
CpxR_pos	b2367//b4241//b2231//b4154//b1623//b1878//b0655//b0336//b2779//b0931//b0564//b2236//b1073//b0935//b2287//b2705//b3326//b0619//b0451//b1384//b4042//b1247//b1608//b0618//b1783//b3514//b0794//b0153//b3938//b2284//b4357//b0655//b0226//b3956//b2149//b1819//b1077//b1737//b1488//b0987//b1634//b0688//b2852//b1500//b4233//b1674//
