#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0081//b0515//
AcrR_neg	b1578//b0350//b1415//b4384//b1226//b0616//b0587//b2068//b0782//b4451//b1301//
Ada_neg	b2788//b3161//
Ada_pos	b2818//b1937//b4028//b2808//
AdiY_pos	b2630//b1877//b1082//b2500//b1744//b0785//b1411//b1576//
AgaR_neg	b3363//b3752//b0765//b4292//b1260//b1391//b2698//b3095//b2169//b3324//b0114//
AidB_neg	b4118//
AlaS_neg	b1578//
AllR_neg	b0841//b0620//b0162//b3157//b2737//b3094//b2558//b2281//b1407//
AllS_pos	b0856//b3800//b2093//
AlsR_neg	b1285//b1589//b1287//b1569//b2285//b4153//
AppY_pos	b1949//b4324//b2095//b1746//b0785//b1805//b0304//b2724//b1015//b2201//
AraC_neg	b1493//b1676//b0784//b1737//b0681//b1608//b3958//b0019//
AraC_pos	b4411//b3612//b3328//b1924//b1818//b3221//b0084//b2223//b2150//b0781//
ArgP_neg	b1781//
ArgP_pos	molR_1//b2061//b1546//b0935//b2406//b2481//b2061//b4098//b2201//b0505//b1043//b2278//b1890//
ArgR_neg	b1480//b2937//b2201//b3525//b1589//b2616//b2821//b1475//b4438//b4238//b2731//b1452//b1377//b3728//b1411//b3141//b3800//b2706//b3140//b0894//b0951//b4037//b3325//b0348//b3753//b0936//b1634//b4085//b1589//b0234//b0896//b1093//b0708//
ArgR_pos	b0721//b0765//b2719//b1263//b0751//
ArsR_neg	b4476//b4209//b0595//
AscG_neg	b4366//b2992//b0313//b3603//b1305//
AsnC_neg	b0732//b2222//b1109//
AsnC_pos	b3744//
AtoC_pos	b1440//b1434//b1333//b4087//
BaeR_pos	b2277//b0958//b2579//b4523//b2148//b1641//b0382//b1283//
BasR_neg	b0895//b2572//
BasR_pos	b3083//b1655//b1409//b0353//b4239//b3255//b0365//b1877//b1200//b1163//b4506//
BetI_neg	b3165//b3845//b2150//b1301//
BirA_neg	b4321//b1513//b1887//b1481//b0486//
BluR_neg	b0241//b0827//b3702//b0653//
BolA_neg	b0730//b0732//
BolA_pos	b3774//b2077//
CadC_pos	b0862//b2307//b2673//
CaiF_pos	b3027//b1398//b4398//b2243//b2820//b1518//b1300//b2416//b2927//b0597//
Cbl_pos	b3924//b4367//b3138//b0352//b4026//b2200//b3364//b0564//b1399//
CdaR_pos	b0080//b0505//b0594//b4035//b0972//b1498//b1037//b4673//b0428//b1821//
CecR_neg	b2481//b2096//b3403//b0841//b4159//
ChbR_neg	b3788//b0853//b0860//b1513//b0678//b1014//
