#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1482//b0067//
AcrR_neg	b1387//b3256//b2579//b2365//b2060//b2757//b0677//b0871//b1736//b3870//b2507//
Ada_neg	b4288//b1738//
Ada_pos	b4237//b1076//b2476//b3157//
AdiY_pos	b3959//b0439//b3511//b3070//b1846//b3957//b1252//b0062//
AgaR_neg	b0679//b1941//b2169//b3185//b4323//b1037//b1335//b0688//b2616//b2372//b4100//
AidB_neg	b0166//
AlaS_neg	b1791//
AllR_neg	b4196//b1712//b3118//b3903//b4123//b2075//b2698//b1589//b0273//
AllS_pos	b3922//b1817//b0594//
AlsR_neg	b0997//b3612//b3477//b0462//b2821//b0987//
AppY_pos	b1716//b4058//b0340//b1741//b1590//b3408//b1475//b1683//b2288//b2824//
AraC_neg	b2676//b4292//b3911//b2485//b1023//b2574//b1563//b1673//
AraC_pos	b4026//b1389//b2169//b0584//b2152//b3744//b2155//b3066//b2605//b1042//
ArgP_neg	b1973//
ArgP_pos	b2291//b2017//b4042//b2323//b1641//b3911//b1257//b3607//b3941//b4365//b3521//b0945//b3784//
ArgR_neg	b3073//b1950//b3800//b0655//b0400//b3469//b4074//b3212//b4004//b0937//b3576//b0675//b1674//b3624//b0827//b3113//b1093//b1265//b0072//b4071//b4400//b0031//b2617//b3165//b4018//b2341//b3225//b0225//b1790//b3222//b4438//b0854//b4006//
ArgR_pos	b1308//b1790//b2284//b0857//b1620//
ArsR_neg	b4279//b0892//b2826//
AscG_neg	b2942//b3870//b3938//b1442//b3127//
AsnC_neg	b1261//b3133//b0731//
AsnC_pos	b2707//
AtoC_pos	b1323//b1728//b2838//b1521//
BaeR_pos	b0933//b4323//b2407//b3414//b2728//b1321//b1563//b3516//
BasR_neg	b1243//b3138//
BasR_pos	b3612//b2665//b0886//b4313//b2540//b0777//b0904//b1389//b1393//b4043//b1531//
BetI_neg	b2236//b2156//b3415//b2207//
