#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b4032//b2912//
AcrR_neg	b4241//b2724//b2926//b0383//b4115//b2368//b1859//b0616//b2964//b2992//b0874//
Ada_neg	b1092//b2490//
Ada_pos	b0020//b1394//b4357//b0083//
AdiY_pos	b2168//b2499//b0997//b0950//b2215//b4452//b1818//cpxQ//
AgaR_neg	b4019//b4024//b1452//b3060//b0516//b3410//b1782//b0178//b4133//b1718//b4613//
AidB_neg	b4104//
AlaS_neg	b1860//
AllR_neg	b2819//b0860//b4240//b0653//b1587//b2994//b1259//b1563//b1762//
AllS_pos	b3919//b4439//b2557//
AlsR_neg	b2235//b4289//b0048//b1400//b2367//b1622//
AppY_pos	b3363//b0207//b1673//b1072//b1712//b0793//b3271//b4002//b3077//b1658//
AraC_neg	b1762//b3168//b1880//b4398//b0892//b3060//b3607//b4154//
AraC_pos	b0578//b2199//b4092//b1719//b1891//b4153//b2572//b1263//b0688//b3025//
ArgP_neg	b2234//
ArgP_pos	b1441//b0853//b2079//b2168//b2699//b1335//b3123//b3035//b0998//b1129//b0232//b1395//b2491//
ArgR_neg	b3171//b0303//b1888//b3428//b2542//yegZ//b4268//b1846//b1507//b4324//b1481//b1684//b3615//b1006//b1323//b4033//b1091//b2799//b2779//b1951//b2539//b4310//b4324//b2282//b2938//b1704//b4104//b3476//b2105//b2659//b2212//b3793//b1074//
ArgR_pos	b2200//b0221//b1851//b0995//b1500//
ArsR_neg	b0331//b1587//b1681//
AscG_neg	b2737//b0315//b0731//b4150//b0086//
AsnC_neg	b1207//b1973//b1641//
AsnC_pos	b4019//
AtoC_pos	b2666//b3429//b0978//b4254//
BaeR_pos	b0084//b3171//b4115//b2895//b4467//b0861//b3271//b2630//
BasR_neg	b3907//b4443//
BasR_pos	b1517//b1296//b1013//b0933//b2374//b0676//b1563//b0696//b3067//b2808//b2750//
BetI_neg	b0035//b0516//b3128//b3421//
BirA_neg	b1790//b0031//b0400//b1564//b4525//
BluR_neg	b2995//b1303//b1241//b3502//
BolA_neg	b2823//b4133//
BolA_pos	b3614//b2803//
CadC_pos	b3190//b1276//b1521//
CaiF_pos	b1988//b3171//b1796//b4098//b3701//b3517//b2840//b1615//b2808//b0857//
Cbl_pos	b1237//b0341//b4105//b0652//b3859//b0088//b1515//b0605//b0620//
CdaR_pos	b1392//b0998//b3518//b3967//b3753//b3794//b1043//b2704//b0084//b0515//
CecR_neg	b0728//b1617//b1201//b0504//b0069//
ChbR_neg	b1620//b3115//b3413//b0035//b1923//b4354//
ChbR_pos	b3328//b0334//b4133//b1532//b4159//b2699//
ComR_neg	b1623//
CpxR_neg	b4018//b1164//b0303//b0181//b1482//b0784//cpxQ//b2291//b3564//b1194//b1851//b2762//b2684//b2990//b0351//b1859//b0019//b2224//b2365//b0784//b0225//b4086//b4042//b3167//
CpxR_pos	b2075//b4151//b0591//b2428//b0072//b2571//b3135//b1736//b2075//b3828//b2760//b0060//b0304//b3726//b1222//b0996//b1184//b2151//b1564//b0934//b4399//b2197//b1732//b4238//b0464//b1511//b1276//b2537//b1430//b2975//b1672//b2839//b0722//b1673//b4525//b1729//b1684//b4310//b2490//b3437//b1938//b4177//b1442//b1608//b1476//b0233//
