#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1594//b0443//
AcrR_neg	b0514//b1780//b0799//b0729//molR_1//b4195//b0303//b3335//b4599//b2751//b0185//
Ada_neg	b0997//b2279//
Ada_pos	b3092//b0594//b2617//b0896//
AdiY_pos	b0485//b4264//b0751//b4376//b2371//b4376//b2091//b0296//
AgaR_neg	b3607//b0086//b0945//b0084//b3134//b0873//b0350//b2964//b1482//b3165//b2092//
AidB_neg	b1615//
AlaS_neg	b1851//
AllR_neg	b2706//b0513//b1532//b2148//b0861//b2424//b4481//b3938//b0682//
AllS_pos	b1430//b4438//b4024//
AlsR_neg	b1265//b1078//b3516//b0778//b3184//b2151//
AppY_pos	b2373//b0508//b3773//b3510//b0974//b0118//b2062//b4005//b1563//b0872//
AraC_neg	b2996//b1013//b1939//b0681//b3067//b3115//b0090//b1782//
AraC_pos	b3729//b0067//b3513//b2093//b3905//b1589//b0595//b3450//b2231//b4030//
ArgP_neg	b1201//
ArgP_pos	b2308//b3506//b1780//b1589//b3934//b4118//b3367//b1379//b0517//b1399//b1532//b3958//b4105//
ArgR_neg	b0887//b2241//b4037//b2841//b4290//b1101//b0123//b0342//b2789//b1518//b3184//b3125//b0782//b1578//b1452//b0036//b4354//b2723//b2371//b0731//b1846//b3117//b3094//b1384//b2231//b3521//b3574//b0622//b3727//b1944//b3082//phnE_2//b4101//
ArgR_pos	b0352//b4070//b0069//b3070//b2911//
ArsR_neg	b2942//b3415//b2821//
AscG_neg	b3958//b1288//b1245//b3366//b4028//
AsnC_neg	b1901//b1848//b2560//
AsnC_pos	b1577//
AtoC_pos	b4131//b1858//b3416//b3478//
BaeR_pos	b2676//b3469//b0812//b1398//b2570//b2241//b0166//b1101//
BasR_neg	b2913//b0894//
BasR_pos	b1719//b4043//b1780//b1410//b0038//b0588//b0809//b1819//b4039//b0895//b1680//
BetI_neg	b0198//b0677//b2782//b1136//
BirA_neg	b4347//b1260//b0792//b2905//b0795//
BluR_neg	b2755//b2507//b0852//b0862//
