#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b4506//b2306//
AcrR_neg	b0484//b3709//b0116//b0509//b1043//b1880//b2148//b3133//b3207//b1223//b4004//
Ada_neg	b2107//b0584//
Ada_pos	b4105//b0726//b1887//b2388//
AdiY_pos	b1889//b1907//b3579//b1682//b0853//b1298//b2000//b2148//
AgaR_neg	b1442//b3574//b1395//b4381//b4035//b1925//b0762//b4673//b3708//b2759//b0849//
AidB_neg	b1682//
AlaS_neg	b3416//
AllR_neg	b1879//b1682//b1567//b2500//b1651//b0864//b3005//b2091//b1578//
AllS_pos	b4043//b3604//b2277//
AlsR_neg	b0031//b0344//b3868//b2709//b0019//b1923//
AppY_pos	b4016//b1851//b2826//b1892//b0584//b1706//b1578//b3113//b1821//b1132//
AraC_neg	b0443//b3528//b0805//b2669//b1568//b1081//b4408//b2943//
AraC_pos	b1512//b0505//b2094//b0678//b1826//b3521//b4117//b0070//b2379//b2201//
ArgP_neg	b4099//
ArgP_pos	b2605//b1857//b2201//b2630//b0225//b1641//b4237//b0352//b2093//b2732//b2601//b2093//b2058//
ArgR_neg	b4139//b3140//b1391//b2316//b0778//b3268//b2662//b0857//b0754//b1745//b3753//b4460//b2706//b0043//b3139//b4151//b2841//b3076//b1015//b0655//b3061//b3792//b2720//b4357//b2406//b0684//b1511//b2728//b0400//b1516//b1036//b3860//b4089//
ArgR_pos	b0762//b0860//b1548//b0890//b0972//
ArsR_neg	b3255//b2852//b0708//
AscG_neg	b3188//b0785//b1288//b0044//b4242//
AsnC_neg	b0083//b0732//b1245//
AsnC_pos	b1012//
AtoC_pos	b0043//b1552//b1540//b3166//
BaeR_pos	b2375//b3410//b1326//b3707//b2997//b2097//b2486//b0303//
BasR_neg	b3061//b4054//
BasR_pos	b0972//b4698//b2279//b0341//b3582//b3168//b2374//b4042//b1389//b2280//b2980//
BetI_neg	b3118//b2206//b0864//b1733//
BirA_neg	b0343//b1741//b1743//b3066//b3138//
BluR_neg	b2903//b2991//b3728//b1671//
BolA_neg	b0615//b0862//
BolA_pos	b2364//b0311//
CadC_pos	b1258//b2194//b4471//
CaiF_pos	b1398//b3077//b0403//b2839//b4015//b1743//b3708//b4006//b1283//b2483//
Cbl_pos	b2309//b2486//b4523//b3227//b0336//b2491//b4014//b0398//b3923//
CdaR_pos	b1072//b4279//b3600//b2699//b2061//b2062//b2676//b0063//b4098//b1714//
CecR_neg	b4397//b3114//b0347//b0856//b2507//
ChbR_neg	b2148//b3066//b4133//b2666//b2234//b1826//
ChbR_pos	b2820//b0779//b0928//b3791//b1712//b3603//
ComR_neg	b0776//
CpxR_neg	b0751//b4384//b1020//b0998//b1745//b3709//b4393//b4313//b2143//b1732//b2603//b0794//b2276//b4132//b1264//b4089//b0088//b1608//b0617//b0619//b1540//b1275//b1826//b0277//
CpxR_pos	b4138//b1245//b1226//b3477//b2825//b0041//b1715//b2203//b0093//b2168//b1130//b0338//b4705//b0084//b4197//b1717//b3221//b1043//b2392//b3513//b0156//b2912//b3528//b0112//b1300//b0564//b3212//b2366//b2424//b3501//b1444//b3793//b1702//b1589//b2078//b3357//b2665//b1674//b0411//b3071//b1817//b2763//b4187//b0729//b3186//b2841//
Cra_neg	b4131//b1430//b3961//b2964//b0605//b2719//yegZ//b1006//b2704//b1261//b3829//b3077//b3415//b3011//b1973//b1683//b2684//b0178//b1194//b2481//b1296//b0064//b4033//b1399//b3942//b1615//b4032//b0241//b0333//b4392//b1569//b3508//b0958//b1132//b2662//b0114//yegZ//b3905//b2975//b2279//b1594//sroC//b1301//b3722//b3750//b0513//b2223//b1611//b0343//b2671//b0811//b3569//b1167//b0945//b2705//b0784//b4367//b1821//b4393//
