#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1441//b3038//
AcrR_neg	b0933//b0462//b3359//b0154//b4365//b0688//b1540//b1237//b3480//b0514//b1887//
Ada_neg	b4043//b0504//
Ada_pos	b3421//b2539//b1443//b2155//
AdiY_pos	b2486//b0339//b0733//b4311//b4702//b0904//b2755//b1430//
AgaR_neg	b2839//b1790//b3511//b1656//b3599//b3364//b1944//b0951//b2821//b1878//b1594//
AidB_neg	b1493//
AlaS_neg	b2964//
AllR_neg	b3128//b3118//b4024//b2781//b4311//b3410//b0377//b2236//b1334//
AllS_pos	b0071//b1954//b4003//
AlsR_neg	b3221//b4237//b0733//b2787//b0681//b1283//
AppY_pos	b3477//b3061//b2675//b0732//b1905//b0429//b0240//b0678//b1076//b4254//
AraC_neg	b2617//b0973//b3502//b3060//b2151//b1399//b3728//b4523//
AraC_pos	b4702//b3960//b1036//b2312//b4260//b4079//b2732//b3096//b0390//b2758//
ArgP_neg	b4039//
ArgP_pos	b2392//b2573//b3922//b3728//b4005//b0887//b2221//b1679//b0115//b4289//b3959//b2838//b1224//
ArgR_neg	b1165//b0340//b2723//b2206//b3416//b3214//b0980//b3227//b0754//b1589//b1113//b4138//b4015//b3036//b0273//b1892//b4042//b1589//b4138//b2204//b3624//b1184//b0367//b0936//b4321//b2222//b1194//b2169//b0084//b1042//b1516//b2289//b3224//
ArgR_pos	b4104//b3168//b2105//b1521//b4094//
ArsR_neg	b3701//b1745//yegZ//
AscG_neg	b0034//b0335//b1265//b3437//b1514//
AsnC_neg	b2341//b0805//b1283//
AsnC_pos	b0759//
AtoC_pos	b3960//b0152//b1198//b1531//
BaeR_pos	b0890//b2675//b1904//b2804//b1920//b2719//b3157//b4095//
BasR_neg	b4015//b2241//
BasR_pos	b0167//b2698//b2096//b4577//b1237//b3786//b0513//b0954//b0400//b4523//b3581//
BetI_neg	b2279//b4025//b1493//b4400//
BirA_neg	b0042//b1400//b2365//b4289//b0890//
BluR_neg	b2156//b4089//b3845//b4506//
BolA_neg	b4662//b0068//
BolA_pos	b4599//b3707//
CadC_pos	b2804//b1671//b2194//
CaiF_pos	b1452//b3479//b3255//b0998//b1167//b3680//b0862//b0685//b1499//b2839//
Cbl_pos	b3271//b0350//b1923//b1517//b2281//b4698//b0396//b3461//b1303//
CdaR_pos	b1791//b1568//b2937//b3565//b2708//b2799//b2659//b2821//b2755//b1081//
CecR_neg	b1411//b2428//b2822//b1513//b0892//
ChbR_neg	b1385//b4468//b1164//b1567//b0294//b0887//
ChbR_pos	b3451//b0064//b4150//b3449//b1901//b0850//
ComR_neg	b3270//
CpxR_neg	b1590//b1252//b4003//b2707//b1650//b0722//b0473//b2153//b3057//b3138//b2288//b1306//b2078//b1593//b2279//b0336//b0431//b2762//b4118//b1791//b0874//b1224//b0958//b2838//
CpxR_pos	b4036//b0447//b2605//b2938//b2127//b3750//b2489//b3908//b3518//b1943//b2224//b3547//b3477//b3067//b2528//b3035//b1748//b1782//b0516//b2282//b1797//b4239//b3507//b3845//b1564//b2783//b4002//b4415//b4702//b0931//b3506//b2905//b2059//b3116//b3725//b3845//b4150//b4254//b1973//b2824//b2215//b1729//b2852//b1621//b2282//b1131//
Cra_neg	b2207//b1744//b0795//b0783//b0038//b4072//b2195//b0793//b1618//b3127//b0443//b0516//sroC//b1821//b0399//b3157//b0430//b1950//b0460//b1907//b3614//b3508//b2825//b2291//b1014//b1377//b3500//b0064//b2571//b0397//b2406//b2508//b2789//b1548//b0604//b0595//b0349//b3813//b3491//b3724//b3514//b0086//b0730//b1006//b4441//b4265//b4089//b0675//b4195//b0781//b1389//b4266//b3188//b1921//b3547//b0166//b2663//b0390//b1194//
Cra_pos	b3941//b0618//b0570//b0037//b2716//b2196//b4006//b2062//b0383//b0513//b0784//b2916//b3707//b3172//b0820//b0234//b2093//b0792//b0763//b0723//b4159//b3510//b0676//
CreB_neg	b0623//b2923//b3224//
CreB_pos	b3331//b1287//
CsgD_neg	b3615//b4089//b1733//b1679//b1850//b2416//b1498//b0937//b2781//b0167//b0061//b0037//b3599//b4028//b1441//
CsgD_pos	b3092//b4122//b1207//b0312//b1475//b4435//b2912//b0886//b0826//b4096//b4027//b1259//b2760//
CsiR_neg	b2802//b4195//b2723//b0443//b2424//
CspA_pos	b1797//b0571//
