#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b4266//b2818//
AcrR_neg	b1944//b0112//b0473//b3612//b1327//b2659//b3022//b2715//b3139//b3741//b4396//
Ada_neg	b4254//b1093//
Ada_pos	b1283//b0432//b2719//b0890//
AdiY_pos	b0731//b0756//b0091//b1733//b2724//b1920//b1043//b1576//
AgaR_neg	b4016//b2916//b1262//b2149//b1729//b4062//b4292//b0066//b2757//b3269//b2661//
AidB_neg	b2235//
AlaS_neg	b0684//
AllR_neg	b1671//b1649//b1579//b2278//b0758//b1568//b2152//b0384//b1480//
AllS_pos	b0076//b3793//b0441//
AlsR_neg	b3508//b0113//b2307//b0931//b3067//b4192//
AppY_pos	b2752//b0958//b0041//b4400//b3125//b1508//b3190//b1166//b2728//b2994//
AraC_neg	b0587//b2551//b3478//b0596//b2684//b1651//b0347//b0234//
AraC_pos	b2685//b0613//b2601//b0367//b2669//b3060//b1074//b0207//b4100//b4150//
ArgP_neg	b2423//
ArgP_pos	b1904//molR_1//b3067//b0839//b1970//b3037//b4035//b3141//b2092//b3939//b2484//b0088//b3680//
ArgR_neg	b2476//b4102//b3906//b3184//b2313//b1669//b4015//b2076//b2540//b4506//b0048//b0221//b1039//b0179//b0330//b2574//b1729//b1101//b2756//b4481//b3788//b2153//b3743//b3868//b1071//b1072//b4099//b1166//b1719//b3905//b3794//b1400//b0688//
ArgR_pos	b1620//b0237//b1039//b2822//b4381//
ArsR_neg	b3941//b2091//b2421//
AscG_neg	b1938//b4242//b4398//b2904//b0589//
AsnC_neg	b0484//b0849//b0070//
AsnC_pos	b0929//
AtoC_pos	b0511//b0040//b0277//b3036//
BaeR_pos	b4196//b1536//b2415//b1303//b0892//b0441//cpxQ//b2392//
BasR_neg	b2826//b1484//
BasR_pos	b2976//b3506//b2991//b1389//b3061//b2198//b1072//b2925//b1224//b3132//b0557//
BetI_neg	b3940//b1900//b0185//b2393//
BirA_neg	b0852//b3190//b2781//b4062//b3960//
BluR_neg	b1485//b0596//b4098//b3512//
BolA_neg	b0974//b1023//
BolA_pos	b2235//b0114//
CadC_pos	b2105//b4098//b0353//
CaiF_pos	b4525//b0351//b4381//b4019//b2163//b2416//b4037//b3038//b0655//b3579//
