#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b0093//b2406//
AcrR_neg	b0435//b0020//b1070//b1415//b3416//b4443//b3506//b1408//b1083//b2977//b3223//
Ada_neg	b0473//b2200//
Ada_pos	b4059//b0729//b1003//b4058//
AdiY_pos	b1077//b2687//b1484//b3065//b4040//b0335//b2422//b1507//
AgaR_neg	b0076//b0486//b3923//b2732//b1924//b1245//b1530//b1109//b3478//b2276//b1385//
AidB_neg	b0698//
AlaS_neg	b3615//
AllR_neg	b1790//b1569//b0339//b2215//b2308//b2488//b1247//b3256//b2373//
AllS_pos	b2582//b2808//b3082//
AlsR_neg	b2284//b1021//b2198//b1658//b1784//b2671//
AppY_pos	b0037//b4444//b0856//b3942//b1091//b3580//b2344//b3366//b0509//b1949//
AraC_neg	b0081//b3870//b0156//b0511//b2310//b3331//b3513//b3792//
AraC_pos	b3940//b1327//b2528//b3185//b1301//b1738//b0987//b1536//b0339//b2507//
ArgP_neg	b4075//
ArgP_pos	b1900//b3509//b0473//b3156//b1905//b4266//b3707//b1950//b3168//b0040//b0073//b1386//b0880//
ArgR_neg	b3742//b2310//b0951//b0997//b1010//b1732//b4104//b4073//b0676//b2074//b2482//b1298//b2800//b3800//b2528//b0619//b0396//b1901//b4415//b3908//b0565//b2802//b2703//b0048//b3063//b0819//b1501//b0778//b1530//b4397//b0751//b4484//b4444//
ArgR_pos	b4260//b0076//b1020//b0958//b2703//
ArsR_neg	b4095//b4400//b0775//
AscG_neg	b0774//b3417//b1300//b1013//b2075//
AsnC_neg	b2078//b1300//b1762//
AsnC_pos	b1409//
AtoC_pos	b3829//b1386//b1023//b2916//
BaeR_pos	b2063//b2060//b2151//b2486//b2551//b3449//b1674//b0973//
BasR_neg	b1706//b3960//
BasR_pos	b3907//b0762//b4322//b3571//b0826//b2276//b2481//b0513//b0486//b3366//b3509//
BetI_neg	b3744//b0729//b1298//b3413//
BirA_neg	b2912//b2722//b3500//b2893//b2788//
BluR_neg	b0034//b2571//b1079//b2756//
BolA_neg	b2838//b4003//
BolA_pos	b2710//b1926//
CadC_pos	b1888//b4309//b2369//
CaiF_pos	b0619//b1655//b2282//b0857//b1335//b4475//b1070//b3911//b2977//b1016//
Cbl_pos	b4240//b0592//b2542//b1396//b0793//b0384//b0873//b3476//b2663//
CdaR_pos	b4028//b2234//b1325//b0389//b3025//b0933//b0872//b0232//b2106//b4131//
CecR_neg	b1325//b1244//b2800//b4393//b1131//
ChbR_neg	b0398//b0873//b2371//b0674//b3359//b0339//
ChbR_pos	b0978//b1791//b3324//b0675//b1434//b0180//
ComR_neg	b2531//
CpxR_neg	b1654//b2483//b4239//b0382//b0980//b2573//b1851//b1780//b2085//b4239//b0334//b2029//b1616//b1620//b4036//b1430//b2990//b2673//b0616//b4365//b4393//b1187//b0857//b0385//
CpxR_pos	b0036//b0514//b2213//b2553//b0339//b2159//b1160//b3906//b3113//b0574//b0974//b1038//b2127//b0179//b2686//b3083//b0240//b2750//b0781//b3571//b0522//b0511//b4291//b1902//b2241//b3061//b1296//b4237//b0233//b3037//b2372//b2289//b0958//b0732//b3333//b1671//b4198//b1641//b1008//b2559//b3501//b1682//b2976//b1023//b0590//b1398//
Cra_neg	b0935//b3451//b0605//b2194//b1379//b2200//b2703//b3038//b1301//b4025//b2557//b2703//b2078//b0516//b2490//b4119//b1441//b0763//b2942//b2207//b4033//b0721//b3793//b2143//b1333//b4460//b3063//b0852//b1265//b0074//b0043//b4439//b2751//b3517//b2822//b3700//b1092//b3601//b3022//b4117//b2582//b0575//b2552//b1200//b1590//b2282//b0199//b1308//b1297//b0020//b3452//b1623//b2904//b3118//b4133//b3185//b2913//b0068//b2675//
Cra_pos	b3859//b2221//b0854//b1594//b0653//b1939//b4522//b2669//b0366//b4309//b0979//b4411//b1184//b0724//b3403//b1512//b1888//b3957//b0061//b1386//b4539//b1390//b2980//
CreB_neg	b0315//b0085//b2075//
CreB_pos	b2289//b3359//
CsgD_neg	b0486//b4153//b0945//b1004//b0241//b1517//b4280//b1987//b2572//b2156//b0513//b0352//b1296//b4079//b3092//
CsgD_pos	b1023//b2631//b3421//b2553//b1861//b0094//b1780//b0590//b4124//b2234//b0397//b1718//b3942//
CsiR_neg	b1334//b0622//b4095//b1623//b3905//
CspA_pos	b3907//b4098//
CueR_neg	b1227//b1277//b0197//b1672//b0976//
CueR_pos	b2600//b0152//
CusR_pos	b0850//b0786//b0812//b3013//b0178//yegZ//b2925//b0777//b4087//b3726//b1222//b1198//
CynR_neg	b4567//
CynR_pos	b2367//b0995//b0806//
CysB_neg	b2601//b3521//b3800//b3774//b3157//b2630//b4093//
CysB_pos	b3115//b0698//b4384//b1672//b3579//b3096//b0517//b2423//b1480//b0221//b2000//b0904//b0044//b3509//b3207//b2009//b2393//b2152//b1322//b0935//b0198//b0522//b2280//b2979//b2342//
CytR_neg	b0304//b1297//b1532//b2600//b1671//b4177//b1589//b1656//b4309//b4072//b1004//b4096//b1082//
Dan_pos	b0585//b1616//b4662//b1112//
DcuR_pos	b0734//b0093//b4323//b1608//b3332//b1857//b1744//b2481//b1890//
DeoR_neg	b2663//b0778//b4452//b3170//b1817//sroD//
DhaR_neg	b4471//
DhaR_pos	b0730//b2718//b3580//
DicA_neg	b0889//b0336//b3060//b2061//b0304//b2425//b1948//b3067//
DinJ-YafQ_neg	b2470//b3966//b1819//
DnaA_neg	b2788//b4539//b1655//b0755//b1761//b1622//b0786//b1743//b3212//b3518//b3903//
DnaA_pos	b3092//sroA//b1716//b4034//b2923//b0411//b1237//
DpiA_neg	b1617//
DpiA_pos	b2976//b2163//b3518//b0505//b0731//b0331//b4467//b0020//b0809//b3236//
DsdC_neg	b4435//
DsdC_pos	b4054//b0313//
EbgR_neg	b3113//b3863//
EnvR_neg	b3008//b2221//
EnvY_pos	b3062//b2659//
EvgA_pos	b3451//b2975//b2927//b3169//b2282//b4577//b0517//b0389//b3578//b1567//b3923//b0509//b2784//b0615//b2912//b0231//b2279//b2704//b4070//
ExuR_neg	b2838//b4408//b0762//b2499//b2712//b1650//b0964//b2470//b3957//
FabR_neg	b2558//b3605//
FadR_neg	b3188//b3005//b0083//b0019//b1654//b0064//b1390//b3960//b1548//b3575//b0676//
FadR_pos	b2393//b4062//b3168//b2824//b0178//b0378//b2291//b1851//b2911//b1669//b2661//b3938//
FeaR_pos	b1948//b1547//
FhlA_pos	b4138//b1081//b2573//b4187//b1303//b0593//b1072//b3724//b1452//b3271//b0812//b0687//b3860//b3688//b4513//b1245//b0115//b2718//b0515//b0592//b4238//b3792//b2754//b1247//b0723//b0565//b3408//b2826//b3726//b2307//
FlhDC_neg	b3625//b1474//b4438//b0586//
FlhDC_pos	b2722//b1716//b2215//b2203//b4567//b1717//b0765//b0954//b4279//b2719//b1683//b4239//b2373//b0864//b2199//b4124//b3934//b0450//b0400//b4034//b2499//b0296//b0473//b0889//b0523//b0070//b1728//b1396//b4131//b2666//b4392//b2085//b1408//b3478//b0896//b1706//b0313//b2198//b0377//b1714//b0484//b0721//b0150//b0774//b1039//b2991//b4106//b2288//b1513//b4476//b2091//b0809//b4506//b3846//b1262//b1942//b0733//b4104//b4003//b0697//b0697//b0515//b3722//b3722//b3012//b1262//b0784//b2242//b2676//b1285//b1568//b2964//b3271//b3940//b0618//b0096//b1300//b2491//
FliZ_neg	b3725//b3793//b0069//b1621//b4458//b0557//b1476//b3863//b0592//b4249//b3171//b2663//b2427//b1486//b4090//b4159//b0871//b3168//b4015//b1745//b3793//
FucR_pos	b3431//b3060//b1944//b0232//b2782//b0805//b2425//
