#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b3157//b1618//
AcrR_neg	b1616//b3169//b0336//b4637//b0397//b2307//b2538//b4002//b2106//b1076//b0564//
Ada_neg	b0400//b0862//
Ada_pos	b0860//b1924//b1160//b1796//
AdiY_pos	b4085//b1038//b2344//b0935//b1304//b2194//b1222//b0751//
AgaR_neg	b0793//b2759//b2808//b1988//b4059//b3408//b0998//b1562//b1982//b2559//b2368//
AidB_neg	b0863//
AlaS_neg	b1673//
AllR_neg	b3133//b0226//b1167//b0852//b0399//b2367//b1707//b1325//b4613//
AllS_pos	b2365//b4194//b0564//
AlsR_neg	b4506//b0273//b1277//b1623//b1041//b0508//
AppY_pos	b1288//b4014//b4393//b0595//b4059//b2406//b2194//b3501//b4059//b2341//
AraC_neg	b4279//b0987//b2708//b4382//b2725//b3571//b2206//b3582//
AraC_pos	b1577//b2206//b0294//b4673//b0384//b2416//b4087//b2368//b3577//b0934//
ArgP_neg	b0861//
ArgP_pos	b4035//b2539//b3451//b0337//b1679//b1079//b3511//b1071//b1904//b4673//b3785//b0034//b0574//
ArgR_neg	b4153//b1683//b1857//b3958//b2308//b3924//b0776//b2425//b1519//b1167//b4237//b2558//b4194//b3742//b3938//b2763//b4088//b3037//b1283//b0161//b3038//b2373//b2222//b0063//b4003//b2287//b2487//b2197//b3614//b4036//b2197//b1944//b1010//
ArgR_pos	b1222//b2993//b0976//b0724//b4475//
ArsR_neg	b3167//b0974//b3096//
AscG_neg	b3727//b4567//b0435//b2574//b1384//
AsnC_neg	b0504//b0931//b2671//
AsnC_pos	b3083//
AtoC_pos	b0180//b3118//b1308//b3729//
BaeR_pos	b4005//b0221//b2980//b3327//b0862//b2060//b1926//b0090//
BasR_neg	b2662//b1498//
BasR_pos	b0221//b1008//b2344//b2429//b4024//b3093//b1578//b4138//b0587//b2820//b1160//
BetI_neg	b1326//b4101//b0036//b3790//
BirA_neg	b3516//b0655//b1948//b3329//b4088//
BluR_neg	b3787//b1609//b3441//b3680//
BolA_neg	b1194//b0604//
BolA_pos	b0730//b4313//
CadC_pos	b2703//b0849//b1859//
CaiF_pos	b3453//b2724//b2722//b1167//b4367//b2605//b3725//b0933//b4417//b2758//
Cbl_pos	b2725//b1779//b0334//b4452//b2751//b0348//b1671//b0089//b1164//
CdaR_pos	b2730//b0399//b0313//b0935//b2242//b4539//b3727//b1748//b1182//b4104//
CecR_neg	b4072//b0779//b2168//b3188//b4324//
ChbR_neg	b1275//b4034//b2236//b4399//b2276//b4138//
ChbR_pos	b4096//b1163//b1623//b1945//b2913//b1941//
ComR_neg	b0976//
CpxR_neg	b1275//b2980//b4618//b4290//b1591//b1160//b0366//b4100//b4400//b3026//b0616//b1514//b2760//b3126//b1669//b1243//b4322//b1714//b3480//b4059//b2675//b1486//b1924//b1400//
CpxR_pos	b1900//b1201//b1043//b0751//b3169//b0652//b1797//b1303//b0723//b3431//b3409//b1011//b1945//b3612//b0071//b3128//sroD//b1321//b1949//b0150//b1077//b4120//b1851//b4122//b0044//b0475//b1521//b1590//b0685//b1940//b2241//b0779//b0623//b2106//b2289//b1852//b1492//b3036//b3416//b0613//b1609//b4354//b1706//b3026//b4124//b4101//
Cra_neg	b0854//b4288//b3138//b3625//b2224//b1514//b0778//b0820//b0508//b3077//b4383//b0886//b1821//b1512//b4599//b2488//b0116//b1641//b0826//b2964//b1407//b4366//b4475//b1247//b4408//b3700//b4291//b2200//b2660//b3558//b4100//b3569//b0335//b2754//b0750//b1937//b0382//b2925//b1132//b2686//b0231//b2424//b0887//b3222//b3700//b4435//b1079//b4662//b1900//b2674//b3437//b3868//b4005//b4481//b1396//b3188//b0067//b2306//b3025//
Cra_pos	b2841//b0432//b1508//b3135//b2666//b0161//b4071//b4063//b0385//b0044//b3125//b1307//b3333//b3574//b0072//b1902//b3511//b2663//b2987//b2579//b0353//b3613//b4237//
CreB_neg	b0068//b1797//b3922//
CreB_pos	b4347//b0156//
CsgD_neg	b1040//b4054//b4476//b3569//b4280//b1102//b3421//b0315//b2537//b4354//b1901//b3924//b3512//b3432//b1745//
CsgD_pos	b4323//b0732//b1164//b2289//b1945//b1907//b3568//b4058//b4396//b0378//b4522//b0781//b0385//
CsiR_neg	b4366//b0820//b2365//b1938//b2365//
CspA_pos	b3166//b4431//
CueR_neg	b1857//b2286//b2818//b1166//b2718//
CueR_pos	b2416//b0312//
CusR_pos	b3707//b4054//b0606//b1076//b0928//b0708//b1003//b0874//b0241//b2552//b0564//b2286//
CynR_neg	b0698//
CynR_pos	b2464//b2711//b0116//
CysB_neg	b2557//b1860//b4242//b3743//b0806//b2923//b4471//
CysB_pos	b2911//b1880//b3135//b1713//b3907//b2194//b4019//b2239//b1305//b2285//b0779//b4187//b1244//b3131//b3845//b1399//b0977//b3868//b0655//b1531//b1475//b2097//b2783//b4279//b1650//
CytR_neg	b2997//b1296//b3186//b0731//b0301//b0759//b1021//b4096//b1480//b4117//b2560//b1299//b2199//
Dan_pos	b0207//b2661//b3793//b2737//
DcuR_pos	b4291//b1716//b3511//b3126//b4599//b0091//cpxQ//b1386//b0653//
DeoR_neg	b4123//b2991//b2784//b1167//b1797//b1575//
DhaR_neg	b4291//
DhaR_pos	b2687//b3960//b1302//
DicA_neg	b4042//b0064//b4036//b2288//b1680//b4396//b4002//b2528//
DinJ-YafQ_neg	b3773//b4400//b0889//
DnaA_neg	b1676//b1655//b4197//b2706//b0863//b0048//b1499//b3577//b3748//b2912//b3237//
DnaA_pos	b2078//b1183//b0081//b2660//b2926//b1679//b4073//
DpiA_neg	b1950//
DpiA_pos	b0336//b1015//b2278//b3661//b0794//b4033//b2823//b0185//b0516//b2706//
DsdC_neg	b2788//
DsdC_pos	b1702//b1285//
EbgR_neg	b3027//b1939//
EnvR_neg	b0853//b0154//
EnvY_pos	b1275//b1920//
EvgA_pos	b4613//b1222//b1407//b4196//b2200//b1074//b3645//b1821//b0811//b2281//b3331//b2168//b3135//b2075//b0805//b0795//b1734//b0654//b4092//
