#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1784//b3564//
AcrR_neg	b0512//b4365//b3161//b1676//b0688//b4240//b2925//b1512//b3749//b1498//b1264//
Ada_neg	b1083//b1395//
Ada_pos	b3357//b4054//b1326//b1617//
AdiY_pos	b4310//b1080//b0428//b4441//b3256//b4280//b1112//b1923//
AgaR_neg	b1257//b1715//b1501//b1074//b1656//b1656//b2804//b3061//b3728//b0864//b3599//
AidB_neg	b3925//
AlaS_neg	b4439//
AllR_neg	b0273//b3924//b3744//b3190//b2310//b1591//b1039//b3430//b4417//
AllS_pos	b3128//b0507//b1387//
AlsR_neg	b2484//b2725//b0071//b0382//b0388//b1852//
AppY_pos	b1511//b3114//b1258//b2926//b3168//b3415//b1006//b0574//b0622//b1805//
AraC_neg	b3624//b2485//b0976//b0585//sroA//b4292//b1021//b4034//
AraC_pos	b2074//b3600//b0615//b1408//b4079//b3357//b0891//b2938//b2311//b3480//
ArgP_neg	b4036//
ArgP_pos	b0020//b1702//b4396//b1201//b3722//b1796//b2093//b0475//b2416//b0589//b0337//b1501//b1160//
ArgR_neg	b1901//b2168//b4383//b2208//b3547//b2994//b0066//b4408//b1564//b2429//b0754//b2741//b0674//b3702//b0860//b2975//b3038//b4070//b0428//b0039//b3270//b1593//b1578//b2716//b3518//b3938//b1322//b2684//b1950//b0513//b4090//b4033//b1396//
ArgR_pos	b3060//b1043//b1259//b4028//b3256//
ArsR_neg	b1805//b1780//b1683//
AscG_neg	b1187//b2424//b4086//b4094//b2197//
AsnC_neg	b0400//b1080//b0784//
AsnC_pos	b0874//
AtoC_pos	b1166//b1728//b0880//b3960//
BaeR_pos	b0623//b4062//b4460//b2730//b0033//b4383//b1937//b4392//
BasR_neg	b0972//b1041//
BasR_pos	b2291//b2312//b3800//b1733//b1224//b1223//b1712//b0348//b1041//b1040//b1736//
BetI_neg	b2542//b3688//b0810//b4028//
BirA_neg	b2553//b0151//b0726//b0178//b4105//
BluR_neg	b1719//b0063//b1611//b1061//
BolA_neg	b1072//b4291//
BolA_pos	b1641//b1201//
CadC_pos	b2669//b3092//b0775//
CaiF_pos	b4289//b3213//b3911//b0785//b0399//b3118//b1326//b2370//b1109//b0617//
Cbl_pos	b4662//b0461//b2631//b3222//b4400//b1623//b1717//b0973//b1394//
CdaR_pos	b4093//b1942//b1588//b1536//b0066//b1905//b0072//b1201//b1007//b1006//
CecR_neg	b1577//b4444//b0515//b3571//b3905//
ChbR_neg	b0950//b0385//b3501//b0722//b2151//b3722//
