#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1852//b0850//
AcrR_neg	b3525//b3005//b1745//b2079//b2149//b0841//b2560//b4098//b0894//b0935//b2279//
Ada_neg	b0854//b0892//
Ada_pos	b1669//b1922//b2528//b2662//
AdiY_pos	b0874//b0388//b1736//b1224//b4074//b0685//b0162//b2758//
AgaR_neg	b1988//b2992//b4100//b2425//b1536//b3113//b0114//b0973//b2200//b0473//b1499//
AidB_neg	b3512//
AlaS_neg	b3461//
AllR_neg	b0796//b1298//b1225//b0074//b3333//b4013//b4443//b3788//b0378//
AllS_pos	b1848//b1944//b1536//
AlsR_neg	b4118//b3430//b3518//b2163//b1078//b4662//
AppY_pos	b0856//b0586//b0241//b0895//b0315//b1938//b4097//b2706//b4452//b0351//
AraC_neg	b4194//b1304//b4417//b4254//b3604//b1070//b3564//b2156//
AraC_pos	b0826//b1810//b3924//b3027//b0062//b2663//b2730//b4198//b3491//b0240//
ArgP_neg	b2819//
ArgP_pos	b1184//b3137//b0511//b4005//b2580//b0366//b1669//b1283//b2427//b2722//b3137//b2673//b1889//
ArgR_neg	b2061//b0654//b4321//b4194//b3869//b2500//b3581//b1852//b1037//b2825//b0153//b1507//b3956//b2895//b1061//b1325//b4347//b2826//b4035//b0221//b1395//b0777//b2752//b0091//b0432//b2799//b2168//b4309//b3417//b4392//b2198//b3558//b4070//
ArgR_pos	b4092//b1078//b1226//b0945//b0698//
ArsR_neg	b2169//b0785//b3221//
AscG_neg	b3792//b1970//b0572//b4101//b0557//
AsnC_neg	b3919//b0088//b3426//
AsnC_pos	b0827//
AtoC_pos	b2282//b0042//b3575//b3036//
BaeR_pos	b3428//b1591//b3730//b1258//b1852//b0352//b0973//b1923//
BasR_neg	b4484//b3600//
BasR_pos	b1041//b1719//b1655//b1817//b0855//b0351//b3903//b2750//b0851//b1006//b4089//
BetI_neg	b3831//b0565//b1076//b0116//
BirA_neg	b1658//b2987//b4133//b1022//b1042//
BluR_neg	b0854//b0089//b1734//b0583//
BolA_neg	b3183//b3214//
BolA_pos	b0758//b1303//
CadC_pos	b0728//b2276//b1729//
CaiF_pos	b1577//b1821//b3869//b1943//b4392//b0688//b1713//b0338//b4324//b1379//
Cbl_pos	b0584//b0853//b3491//b1299//b2663//b1589//b4125//b2783//yegZ//
CdaR_pos	b0063//b1323//b2995//b1327//b2995//b4197//b3688//b0352//b2392//b0805//
CecR_neg	b1475//b0764//b4381//b2725//b4702//
ChbR_neg	b0852//b0933//b1846//b2926//b4288//b2371//
ChbR_pos	b1715//b1748//b1702//b3571//b3786//b0586//
ComR_neg	b2542//
CpxR_neg	b1879//b3582//b1716//b0774//b1861//b0972//b1575//b0729//b2538//b1307//b4376//b1621//b2060//b4192//b4100//b3942//b0729//b2808//b4043//b1302//b3514//b2698//b2373//b0365//
