#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b3613//b3521//
AcrR_neg	b0687//b3441//b0697//b3902//b4073//b2365//b1925//b2604//b1655//b4441//b0785//
Ada_neg	b3574//b0033//
Ada_pos	b2916//b1303//b0587//phnE_2//
AdiY_pos	b1042//b0996//b2155//b0063//b0113//b4099//b0154//b1748//
AgaR_neg	b2825//b4115//b1861//b4036//b0774//b2838//b1073//b0839//b3416//b1552//b4312//
AidB_neg	b4160//
AlaS_neg	b1023//
AllR_neg	b3432//b4357//b4104//b3750//b2482//b2912//b1736//b0571//b1071//
AllS_pos	b1307//b2752//b1389//
AlsR_neg	b3073//b3222//b0167//b1131//b0792//b1817//
AppY_pos	b4099//b1651//b0724//b2762//b1083//b1805//b1887//b1779//b1650//b2105//
AraC_neg	b0463//b2196//b4086//b1587//b1546//b4468//b4411//b0945//
AraC_pos	b2574//b0167//b1039//b2149//b0118//b0162//b0653//b1016//b0020//b1791//
ArgP_neg	b3958//
ArgP_pos	b3624//b2756//b0652//b3511//b3126//b3907//b3582//b2551//b2239//b2484//b3512//b2200//b0180//
ArgR_neg	b3547//b3026//b3789//b0987//b4384//b3615//b1409//b1006//b3255//b1385//b2977//b2163//b0338//b1594//b2820//b2560//b3510//b1609//b1576//b2009//b3452//b0578//b0226//b0074//b0399//b2754//b0225//b1674//b2716//b2309//b2528//b2728//b0575//
ArgR_pos	b2661//b1258//b1440//b0903//b4438//
ArsR_neg	b3005//b1576//b2213//
AscG_neg	b4033//b0069//b4104//b1013//b0151//
AsnC_neg	b4268//b2428//b1670//
AsnC_pos	b3845//
AtoC_pos	b0475//b1852//b1819//b1514//
BaeR_pos	b2553//b2821//b2912//b4237//b0950//b3476//b0864//b4523//
BasR_neg	b3514//b3268//
BasR_pos	b0613//b2571//b4062//b3071//b1860//b3036//b1244//efeU_2//b2374//b3565//b2488//
BetI_neg	b1245//b1221//b0070//b1744//
BirA_neg	b1676//b1713//b4613//b0588//b1335//
BluR_neg	b4071//b0090//b3268//b0232//
BolA_neg	b3408//b2997//
BolA_pos	b2737//b1392//
CadC_pos	b0349//b3161//b0874//
CaiF_pos	b4040//b2631//b2155//b3512//b4042//b0347//b2763//b1245//b1954//b4124//
Cbl_pos	b2309//b3514//b2838//b2800//b1857//b1914//b1548//b3333//b0073//
CdaR_pos	b1680//b2905//b0727//b4037//b4154//b0675//b1497//b0799//b0655//b2698//
CecR_neg	b1950//b4312//b1483//b4119//b4059//
ChbR_neg	b1797//b2779//b3513//b2572//b1256//b2703//
ChbR_pos	b4154//b3408//b0340//b1578//b0342//b2059//
ComR_neg	b2789//
CpxR_neg	b4289//b4408//b1259//b3409//b0331//b0115//b2205//b2499//b0809//b1782//b3429//b1891//b2425//b1377//b0853//b3022//b0758//b2759//b1681//b2573//b4087//b2705//b2143//b3786//
CpxR_pos	b3212//b2707//b3133//b2938//b2716//b3566//b3070//b2366//b3164//b2781//b2630//b0063//b4287//b0786//b0178//b1674//b0390//b0430//b0075//b2716//b3409//b3223//b0071//b0377//b2720//b1131//b4058//b2661//b4673//b0517//b0794//b1395//b1728//b3268//cpxQ//b1299//b0066//b2698//b4153//b4092//b0820//b1608//b1326//b2684//b4088//b0811//
Cra_neg	b2663//b2406//b2659//b3357//b0970//b2904//b0781//b3076//b4458//b1198//b4322//b0590//b2756//b1308//b0350//b1407//b3625//b4002//b4435//b4266//b4238//b1493//b4670//b4089//b3437//b1074//b0166//b3006//b3025//b3077//b3911//b2574//b0064//b0039//b1988//b0783//b4240//b2685//b1943//b3449//b2316//b1548//b2574//b1941//b3123//b3125//b2913//b0852//b2686//b1408//b3415//b2993//b1385//b3013//b1982//b4637//b3752//b1712//b1020//
Cra_pos	b3580//b2942//b0697//b2760//b1022//b0315//b3479//b4100//b3083//b3416//b3749//b0484//b3516//b1900//b2572//b4415//b0061//b1303//b1396//b1481//b3614//b0041//b4411//
CreB_neg	b2995//b0996//b4198//
CreB_pos	b2284//b2206//
CsgD_neg	b2371//b0340//b0862//b0972//b2718//b4506//b0397//b0040//b1493//b2079//b4577//b2977//b0557//b1429//b2685//
CsgD_pos	b0674//b4311//b3170//b3500//b0887//b4154//b0683//b3359//b1861//b1940//b0118//b0732//b1276//
