#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b2152//b2203//
AcrR_neg	b2711//b0684//b2096//b2414//b3571//b1949//b2373//b2062//b1821//b0486//sroA//
Ada_neg	b4267//b0591//
Ada_pos	b4118//b3730//b1475//b3480//
AdiY_pos	b0221//b4002//b3868//b3481//b3011//b4260//b2060//b1039//
AgaR_neg	b1878//b3480//b3417//b1914//b0484//b3190//b1744//b3076//b0069//b2105//b4523//
AidB_neg	b2344//
AlaS_neg	b0085//
AllR_neg	b1547//b3060//b1039//b3481//b0860//b2276//b0852//b0782//b3005//
AllS_pos	b1024//b0304//b0724//
AlsR_neg	b2713//b0602//b0273//b3614//b2923//b1379//
AppY_pos	b1392//b1805//b4288//b1043//b3413//b2826//b0068//b1674//b0890//b2787//
AraC_neg	b3481//b2197//b3409//b2803//b3605//b1594//b2752//b0776//
AraC_pos	b3828//b3063//b2720//b0887//b2601//b1493//b0763//b2605//b0792//b3868//
ArgP_neg	b0860//
ArgP_pos	b1745//b1744//b3126//b4525//b1061//b3127//b2764//b0378//b3688//b0733//b0734//b2366//b2212//
ArgR_neg	b4159//b0958//b1907//b2938//b1474//b0397//b3076//b0089//b2824//b2661//b3137//b3919//b1719//b4673//b3227//b2821//b4099//b0755//b2558//b1939//b1407//b1263//b1387//b2987//b3615//b2717//molR_1//b3156//b1023//b2841//b0044//phnE_2//b2732//
ArgR_pos	b0812//b2206//b3410//b3727//b1516//
ArsR_neg	b1877//b0572//b1024//
AscG_neg	b1587//b4673//b0463//b2288//b3452//
AsnC_neg	b2306//b4087//b2197//
AsnC_pos	b1552//
AtoC_pos	b4237//b2313//b3065//b1075//
BaeR_pos	b0653//b2371//b4071//b3207//b1262//b3721//b0334//b0232//
BasR_neg	b3417//b3575//
BasR_pos	b4153//b0890//b1587//b4096//b2198//b1130//b4153//b3721//b2212//b1011//b1914//
BetI_neg	b1888//b3845//b2840//b3753//
BirA_neg	b0903//b2059//b2313//b1387//b1944//
BluR_neg	b2423//b1081//b0277//b3956//
BolA_neg	b4408//b1221//
BolA_pos	b1384//b2663//
CadC_pos	b3431//b0152//b1287//
CaiF_pos	b0383//b3357//b1945//b3709//b3565//b2601//b1020//b0903//b1486//b2728//
Cbl_pos	b0517//b3167//b1587//b1264//b0751//b3791//b0066//b0849//b4015//
CdaR_pos	b3800//b2092//b1074//b1276//b3661//b1741//b3960//b3708//b0678//b1393//
CecR_neg	b2344//b2702//b3724//b3869//b2977//
ChbR_neg	b1982//b1130//b1039//b2531//b0755//b0294//
ChbR_pos	b3461//b4059//b4196//b2703//b4254//b3006//
ComR_neg	b3501//
CpxR_neg	b0071//b4291//b4355//b3903//b2241//b1734//b4097//b1399//b3330//b2630//b4104//b0586//b2075//b4383//b0781//b2311//b3429//b1609//b1062//b3721//b4444//b3800//b1515//b0708//
