#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b3094//b4264//
AcrR_neg	b2235//b0064//b0037//b0069//b2213//b1982//b3941//b3773//b4367//b4059//b0733//
Ada_neg	b1736//molR_1//
Ada_pos	b4673//b3661//b1384//b1277//
AdiY_pos	b0081//b2754//b2893//b1062//b3156//b1083//b1732//b1728//
AgaR_neg	b4071//b1821//b1744//b0019//b1009//b1488//b1656//b1878//b4323//b4034//b3060//
AidB_neg	b3567//
AlaS_neg	b2242//
AllR_neg	b2571//b0564//b3793//b3225//b1676//b1577//b1861//b3904//b1499//
AllS_pos	b0594//b3021//b1519//
AlsR_neg	b1946//b3600//b3582//b4264//b3744//b2572//
AppY_pos	b0810//b2600//b1304//b2427//b3073//b1735//b4237//b2720//b0034//b2149//
AraC_neg	b1480//b1237//b2199//b0620//b2464//b4592//b0382//b3666//
AraC_pos	b2077//b1900//b0233//b0398//b4070//b1904//b3185//b1741//b0367//b0451//
ArgP_neg	b0589//
ArgP_pos	b3335//b1287//b2237//b1497//b3184//b0156//b2821//molR_1//b3363//b0782//b2539//b2787//b2508//
ArgR_neg	b3452//b2279//b2489//b2783//b0240//b1297//b1941//b2729//b1013//b0484//b1680//b2143//b2923//b0443//b4138//b3728//b3870//b0350//b3138//b0794//b4396//b2531//b2482//b0862//b1805//b4028//b0597//b2529//b0784//b4399//b0234//sroC//b2616//
ArgR_pos	b2406//b1858//b4071//b1951//b1518//
ArsR_neg	b3791//b0061//b0069//
AscG_neg	b4102//b1093//b1761//b0722//b2728//
AsnC_neg	b1859//b4382//b0167//
AsnC_pos	b2465//
AtoC_pos	b3725//b1430//b2923//b0697//
BaeR_pos	b2752//b1083//b2893//b0392//b2822//b0614//b0301//b1109//
BasR_neg	b2093//b1102//
BasR_pos	b0390//b3940//b1091//b2288//b3908//b3066//b2764//b1821//b1516//b3518//b4075//
BetI_neg	b1848//b0240//b1654//b1548//
BirA_neg	b0232//b1672//b3514//b1950//b4264//
BluR_neg	b1821//b0894//b0620//b1669//
BolA_neg	b1102//b2758//
BolA_pos	b4018//b3503//
CadC_pos	b3451//b2062//b4321//
CaiF_pos	b2416//b3666//b1131//b3905//b3831//b2417//b1226//b3430//b0515//b3580//
Cbl_pos	b3507//b3940//b0682//b3860//b0115//b2368//b0312//b1252//b1409//
CdaR_pos	b1851//b0089//yegZ//b2754//b0826//b0928//b1736//b2309//b0312//b4153//
CecR_neg	b4105//b0331//gadF//b2106//b0060//
ChbR_neg	b1851//b3092//b1227//b2373//b2484//b2991//
ChbR_pos	b0863//b0508//b1334//b3751//b2370//phnE_2//
ComR_neg	b0677//
CpxR_neg	phnE_2//b1384//b2372//b0384//b1890//b1676//b3132//b0349//b1920//b4312//b1129//b0606//b0796//b1861//b0730//b1949//b2169//b0382//b0653//b1113//b3418//b3960//b4086//b0722//
CpxR_pos	b2801//b1410//b4032//b1518//b2727//b1259//b1790//b2571//b0585//b1296//b3748//b4003//b2407//b3125//b1704//b1536//b2242//b3794//b3026//b4444//b2665//b1611//b0082//b1797//b3599//b1443//b1452//b0726//b1623//b3366//b2663//b2802//b0033//b3702//b0484//b1225//b0277//b2367//b2204//b0853//b2781//b3787//b1378//b1015//b4105//b1817//
Cra_neg	b3751//b2840//b1954//b0597//b0674//b0973//b4444//b3256//b0945//b1488//b3688//b0353//b0604//b0758//b1102//b2755//sroD//b4036//b0181//b1444//b3577//b0860//b1682//b0777//b0620//b1588//b2079//b4522//b2367//b1384//b3902//b0198//b4040//b4152//b3081//b0161//b1747//b1880//b0315//b3938//b0347//b3491//b2237//b1564//b2942//b3701//b2488//b3576//b1531//b2529//b2407//b1241//b3794//b2491//b3006//b4160//b1074//b0033//b0509//
Cra_pos	b3450//b0605//b1480//b2213//b0035//b0383//b0995//b2425//b0485//b1020//b0777//b1621//b3800//b4291//b2484//b2059//b0312//b3451//b4435//b0572//b2063//b1970//b0578//
CreB_neg	b2061//b1902//b4159//
CreB_pos	b1008//b0873//
CsgD_neg	b3752//b4400//b1562//b1062//b0588//b0928//b0197//b3327//b1163//b1326//b0166//b0450//b3959//b3753//b0781//
CsgD_pos	b0652//b0512//b3911//b2711//b1325//b4264//b2206//b0727//b1013//b0622//b1514//b4014//b1482//
CsiR_neg	b0697//b2281//b3514//b0515//b3938//
CspA_pos	b2388//b4289//
CueR_neg	b2720//b2062//b4525//b4471//b3183//
CueR_pos	b3073//b1669//
CusR_pos	b0383//b3912//b1501//b1400//b1322//b0091//b2705//b2288//b0880//b4043//b1408//b4003//
CynR_neg	b4030//
CynR_pos	b3161//b1483//b0068//
CysB_neg	b1493//b4458//b4029//b1303//b1850//b3071//b4104//
CysB_pos	b0796//b2212//b1167//b2237//b1515//b2802//b3094//b1394//b4132//b3916//b0886//b3904//b2241//b4019//b0653//b3515//b2659//b1487//b4705//b2559//b0385//b2195//b1166//b1706//b2727//
CytR_neg	b2283//b0083//b2709//b1246//b2224//b0679//b0685//b0336//b2751//b2709//b4028//b3722//b3092//
Dan_pos	b3139//b1547//b2215//b2482//
DcuR_pos	b0654//b1949//b4098//b1391//b1587//b2721//b3167//b1514//b1391//
DeoR_neg	b1227//b4438//b2838//b2976//b3332//b1334//
DhaR_neg	b2417//
DhaR_pos	b0676//b3480//b1326//
DicA_neg	b4309//b0347//b4037//b2558//b3364//b3785//b0863//b0733//
DinJ-YafQ_neg	b1954//b1500//b1265//
DnaA_neg	b1009//b0856//b1379//b0796//b4177//b4577//b2781//b0398//b2059//b1920//b4093//
DnaA_pos	b0181//b2720//b3744//b2699//b3416//b0592//b4357//
DpiA_neg	b1079//
