#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b1444//b1719//
AcrR_neg	b4101//b2277//b1498//b2571//b3789//b4096//b3957//b3477//b0485//b3481//b3938//
Ada_neg	b2156//b1762//
Ada_pos	b0708//b3012//b2703//b3269//
AdiY_pos	b2997//b0574//b0071//b0890//b1889//b1926//b1650//b2719//
AgaR_neg	b2720//b0154//b1682//b1879//b1563//b2737//b0564//b2630//b3911//b0031//b0429//
AidB_neg	b0450//
AlaS_neg	b2975//
AllR_neg	b4475//b2428//b0852//b1493//b4030//b2149//b4138//b1112//b2277//
AllS_pos	b0776//b3528//b2490//
AlsR_neg	b0150//b1022//b2416//b1987//b3134//b3452//
AppY_pos	b3132//b0166//b3156//b2422//b1939//b2223//b3525//b4040//b1183//b0068//
AraC_neg	b2287//b0851//b2756//b1305//b4096//b2342//b3661//b2730//
AraC_pos	b1452//b2508//b4154//b0086//b2716//b2913//b3923//b1167//b1552//b3624//
ArgP_neg	b1071//
ArgP_pos	b2077//b0451//b0970//b1735//b1858//b2718//b4059//b3831//b2323//b0167//b4106//b4123//b0782//
ArgR_neg	b3702//b2630//b1846//b4288//b0439//b1012//b2979//b2240//b2242//b4289//b2803//b0584//b1308//b1781//b2224//b0604//b2368//b1735//b2308//b2705//b0891//b0977//b0031//b0593//b3927//b2194//b1487//b0032//b0338//b0118//b2127//b0762//b3026//
ArgR_pos	b3749//b3906//b1226//b3613//b3575//
ArsR_neg	b1859//b3708//b1617//
AscG_neg	b0954//b1852//b3749//b4035//b2078//
AsnC_neg	b0785//b3256//b4037//
AsnC_pos	b3513//
AtoC_pos	b4101//b0382//b4075//b2342//
BaeR_pos	b3828//b4438//b0041//b4106//b1920//b1223//b0388//b3441//
BasR_neg	b2414//b0089//
BasR_pos	b0675//b3073//b0484//b2465//b4198//b0677//b0874//b3413//b4384//b1396//b2488//
BetI_neg	b1207//b1743//b0587//b1779//
BirA_neg	b3062//b3012//b4415//b0151//b4159//
BluR_neg	b1021//b0234//b0522//b1654//
BolA_neg	b2788//b1043//
BolA_pos	b3581//b0042//
CadC_pos	b4511//b1921//b1951//
CaiF_pos	b2819//b1594//b1276//b3794//b1391//b1275//b0225//b1222//b2074//b0060//
Cbl_pos	b3959//b2803//b0084//b0366//b1010//b1658//b1198//b0400//b4062//
CdaR_pos	b2659//b3613//b0890//b2285//b2725//b1485//b0784//b2542//b0620//b2800//
CecR_neg	b4096//b2199//b1850//b0443//b4132//
ChbR_neg	b3429//b4098//b3062//b2925//b3070//b1256//
ChbR_pos	b3124//b2407//b2552//b4265//b1091//b3118//
ComR_neg	b4033//
CpxR_neg	b2717//b3491//b4662//b1440//b0777//b2669//b1805//b0153//b3225//b1563//b3185//b2237//b2168//b1938//b2720//b2492//b4381//b1227//b3131//b3744//b4195//b0970//b2801//b1136//
CpxR_pos	b4005//b2490//b0428//b0805//b0979//b3518//b3661//b3114//b1080//b1415//b0152//b1378//b3613//efeU_2//b0068//b2840//b2208//b2291//b0043//b1552//b3123//b3081//b4125//b2202//b3564//b4100//b0721//b0583//b2987//b1589//b3708//b4451//b3845//b1654//b1006//b4013//b3271//b3908//b1914//b0162//b1443//b3688//b4028//b3172//b0793//b1858//
Cra_neg	b3500//b4160//b4101//b4063//b3907//b1252//b0311//b0584//b1732//b1325//b4290//b0810//b4279//b0385//b1037//b0950//b1670//b1734//b4381//b1611//b3134//b0516//b4431//b3491//b0871//b1012//b1609//b0475//b2242//b4481//b1519//b0207//b4029//b0035//b4018//b1021//b1241//b2551//b1512//b4618//b0754//b0081//b0091//b1396//b3509//b3942//b1131//b4050//b4476//b1247//b0084//b4484//b1608//b3481//b4460//b2724//b0035//b1256//b3185//
Cra_pos	b1589//b1859//b1008//b4618//b2482//b0654//b4133//b1704//b0343//b3959//b1113//b2093//b1275//b4397//b1741//b1779//b1569//b3774//b3605//b2741//b2149//b0441//b4079//
CreB_neg	b3506//b1388//b3612//
CreB_pos	b4238//b1415//
CsgD_neg	b0040//b2079//b2222//b2712//b0166//b1442//b2571//b1198//b2604//b0039//b4106//b1656//b0197//b1129//b2724//
CsgD_pos	b3478//b0586//b3580//b3166//b0273//b0114//b1548//b0390//b4468//b1298//b0973//b1396//b0974//
CsiR_neg	b0156//b1308//b1988//b1548//b1641//
CspA_pos	b1620//b2167//
CueR_neg	b2499//b2574//b4076//b1590//b0733//
CueR_pos	b1817//b0378//
CusR_pos	b4160//b0903//b2661//b0570//b0039//b1859//b0755//b0074//b1649//b0903//b3116//b1946//
CynR_neg	b0044//
CynR_pos	b1379//b3127//b0782//
CysB_neg	b3613//b4125//b3449//b2557//b1517//b2538//b1735//
CysB_pos	b2779//b2539//b2904//b2213//b2148//yegZ//b3476//b1166//b3225//b2903//b0809//b2201//b3941//b4383//b2058//b2105//b3614//b2675//b4196//b1201//b2222//b2663//b3140//b4280//b0684//
CytR_neg	b2686//b1508//b0851//b1198//b0687//b0113//b0315//b3421//b1597//b2824//b2787//b3502//b1988//
Dan_pos	b4513//b4396//b3605//b3127//
DcuR_pos	b0347//b2287//b4525//b1389//b1597//b1452//b4088//b3961//b3800//
DeoR_neg	b2421//b2097//b3061//b3752//b1257//b4290//
DhaR_neg	b1079//
DhaR_pos	b0161//b1024//b3092//
