#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/strict_regulons_bnum.txt
AccB_neg	b2287//b1165//
AcrR_neg	b1682//b2895//b3022//b1655//b1879//b1258//b3938//b3828//b3509//b1597//b0722//
Ada_neg	b3331//b0039//
Ada_pos	b1011//b1548//b3615//b2312//
AdiY_pos	b3752//b3428//b1476//b2202//b1223//b1222//b1391//b3708//
AgaR_neg	b2631//b4702//b1262//b0594//b2508//b3599//b1498//b1398//b2424//sroA//b4088//
AidB_neg	b3503//
AlaS_neg	b2407//
AllR_neg	b3957//b4035//b1078//b3863//b0654//b0069//b1113//b1942//b2720//
AllS_pos	b3332//b2195//b0112//
AlsR_neg	b2203//b0042//b3961//b1379//b1597//b2366//
AppY_pos	b0697//b0403//b3408//b4289//b2852//b4460//b4398//b1226//b0588//b1712//
AraC_neg	b1848//b1221//b4154//b2676//b2539//b0891//b0353//b0384//
AraC_pos	b1676//b1071//b2155//b1304//b1684//b3328//b1081//b3478//b1164//b1531//
ArgP_neg	b0620//
ArgP_pos	b0776//b0123//b1888//b3364//b1715//b0978//b3701//b3416//b0618//b3578//b3773//b0860//b2673//
ArgR_neg	b0623//b3025//b3256//b2061//b1022//b3582//b1237//b4310//b4525//b2712//b2838//b4438//b2720//b4382//b3186//b3940//b2942//b0116//b3785//b2582//b4104//b4063//b4102//b2206//b2997//b3831//b3426//b0653//b1616//b3741//b4355//b0653//b3509//
ArgR_pos	b1201//b0936//b3547//b2528//b1569//
ArsR_neg	b2605//b1926//b3207//
AscG_neg	b3934//b3743//b3502//b3956//b1673//
AsnC_neg	b0997//b4310//b1748//
AsnC_pos	b2309//
AtoC_pos	b2428//b3722//b1669//b0728//
BaeR_pos	b2286//b3908//b0315//b1501//b0675//b2371//b2659//b3461//
BasR_neg	b2726//b1761//
BasR_pos	b1407//b0350//b2241//b1851//b2726//b0221//b2699//b2574//b0338//b1535//b1714//
BetI_neg	b3082//phnE_2//b2757//b1194//
BirA_neg	b1227//b0931//b2706//b4267//b1079//
BluR_neg	b2106//b1322//b4396//b1288//
BolA_neg	b4004//b3428//
BolA_pos	b1136//b1514//
CadC_pos	b4027//b3800//b3558//
CaiF_pos	b3516//b3172//b1712//b0619//b0890//b1244//b1519//b4347//b2093//b4118//
