#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2091//b1507//
AcrR	b0092//b0572//b0089//b3368//b4384//b3700//b3558//b0974//b2422//b1521//b0578//
Ada	b1379//b0781//b2542//b1890//
AdiY	b2282//b1892//b1112//b3726//b1163//b0812//b2732//b1259//
AgaR	b0115//b1608//b1298//b0588//b0777//b1673//b1947//b4367//b1859//b4033//b2278//
AidB	b0812//
AlaS	b0594//
AllR	b3479//b0516//b4063//b2288//b4014//b0812//b3188//b1937//b4027//
AllS	b4382//b1327//b2995//
AlsR	b2344//b1377//b4311//b4311//b2904//b4132//
AppY	b2783//b1298//b1718//b2942//b4355//b3115//b1093//b1486//b2231//b1923//
AraC	b4209//b2717//b3600//b3065//b2096//b1621//b0850//b2488//b0783//b2310//b1298//b3790//b0048//b0987//
ArgP	b0596//b3605//b0451//b3114//b4311//b1187//b1009//b1511//b1323//b1913//b1734//b3905//b0301//b3115//
ArgR	b1819//b4194//b0586//b1263//b1167//b1679//b4249//b2062//b1007//b4439//b0573//b2239//b2840//b0734//b0237//b1508//b3702//b2417//b0595//b2990//b3753//b2531//b3960//b1226//b1415//b3831//b3327//b0863//b2756//b0273//b0975//b2239//b2705//b2895//b0734//b0754//b2490//b4115//
ArsR	b0511//b3137//b1562//
AscG	b1334//b1729//b1922//b1805//b0721//
AsnC	b2710//b0685//b2372//b2762//
AtoC	b0396//b0044//b0511//b0904//
BaeR	b0225//b2570//b0226//b3449//b0435//b0464//b2663//b2062//
BasR	b3237//b0855//b1508//b0043//b2429//b3127//b0978//b2241//b1452//b0082//b0069//b2893//b3452//
BetI	b0764//b1187//b0904//b1954//
BirA	b2307//b1679//b1013//b2964//b3500//
BluR	b0383//b1924//b3428//b2235//
BolA	b1298//b2143//
CadC	b1609//b3907//b4120//
CaiF	b1745//b1890//b0557//b0732//b2993//b4095//b1434//b2977//b3725//b1006//
Cbl	b4511//b2206//b2197//b1061//b4239//b1006//b2414//b1707//b0039//
CdaR	b1442//b4398//b0064//b0367//b3603//b0411//b3071//b0199//b4030//b3578//
CecR	b2937//b1791//b2721//b2684//b2684//
ChbR	b0225//b3912//b1761//b1247//b0604//b2507//
ComR	b4006//
CpxR	b0839//b0792//b0451//b1303//b0553//b0464//b4539//b2393//b3934//b0353//b3869//b2724//b1497//b4266//b2341//b3409//b0889//b1483//b1546//b0578//b0041//b0958//b0301//b1946//b3060//b0389//b1475//b3786//b3117//b2427//b2379//b3605//b0341//b1988//b3408//b3136//b0675//b3508//b4159//b0585//b2407//b3741//b4254//b1498//b0786//b3269//b0727//b2715//b0463//b1221//b4063//b2603//b2579//b3645//b0031//b1393//b3166//b4187//b0928//b0727//b0653//b3184//b0794//b1441//b1020//b1244//b1679//b1307//b2482//b1004//
Cra	b0937//b3661//b2605//b4323//b1011//b4347//b1680//b2893//b2393//b0475//b1043//b1040//b2551//b2528//b4398//b1784//b2093//b0904//b1673//b1415//b1012//b4457//b2964//b2716//b0167//b1954//b1039//b3481//b3184//b4006//b2308//b2414//b2415//b0864//b4073//b2289//b1079//b1810//b0062//b4073//b3186//b1082//b3067//b0682//b2425//b0385//b2709//b0681//b1039//b0890//b0594//b4381//b1410//b0762//b2200//b1518//b3083//b4154//b1400//b0403//b2313//b1203//b1988//b2803//b2281//b0785//b2240//b4090//b3800//b1409//b4444//b1409//b2711//b0044//b1879//b0781//b1009//b3403//b0575//
CreB	b4076//b1913//b3071//b3161//b2759//
CsgD	b0708//b2710//b3727//b0588//b3577//b2789//b0553//b4522//b4673//b1922//b0116//b1611//b3744//b0574//b3165//b0856//b0958//b4042//b2484//b0517//b0623//b1622//b1440//b3800//b4288//b1182//b3613//b1735//
CsiR	b1779//b2309//b3188//b1608//b1327//
CspA	b0779//b1394//
CueR	b1904//b4015//b3792//b1407//b3118//b3725//b2558//
CusR	b2074//b2559//b4093//b0785//b3791//b2684//b2660//b2818//b0061//b0688//b3961//b3503//
CynR	b2541//b1163//cpxQ//b1011//
CysB	b0076//b1023//b2093//b2151//b3441//b1902//b3453//b3512//b2529//b3183//b3418//b1392//b1474//b4117//b1308//b0091//b1880//b1224//b2821//b0090//b1517//b0234//b2490//b0033//b1859//b0505//b3725//b3332//b3367//b0352//b1706//b0585//
CytR	b0613//b1902//b3903//b2540//b0118//b2207//b2078//b3583//b0060//b3333//b0688//b4416//b4618//
Dan	b0178//b2708//b1482//b2127//
DcuR	b1492//b1004//b1900//b2916//b3624//b2310//b3859//b1719//b2406//
DeoR	b1223//b0037//b2417//b0048//b2009//b3792//
DhaR	b0731//b0367//b3236//b4260//
DicA	b2752//b0383//b3256//b0112//b1821//b0339//b0721//b0083//
DinJ-YafQ	b2541//b0572//b3409//
DnaA	b2804//b2372//b0677//b3680//b4268//b3188//b2307//b4382//b3332//b2491//b2367//b2393//
DpiA	b2803//b0516//cpxQ//b0514//b1304//b3269//b0553//b2107//b3512//b1263//b2705//
DsdC	b0166//b2630//b4310//
EbgR	b3904//b1714//
EnvR	b1515//b1926//
EnvY	b4698//b0679//
EvgA	b4260//b3613//b1747//b1012//b0951//b2764//b1442//b1379//b0606//b1434//b4071//b0343//sroA//b3491//b2553//b0811//b3212//b1954//b2571//
ExuR	b4094//b3721//b3957//b3512//b2977//b2291//b2487//b2604//b0384//
FabR	b2000//b2307//
FadR	b2676//b1513//b3450//b2699//b2105//b0484//b2143//b2687//b0980//b2367//b3940//b1540//b1082//b1397//b3566//b4028//b1407//b0153//b3114//b4673//b1943//b1395//b2923//
FeaR	b0352//b0856//
FhlA	b4347//b1487//b0809//b2416//b0095//b3461//b1335//b1166//b4177//b1826//b0178//b3077//b3171//b1297//b1616//b0352//b0378//b0031//b4027//b0233//b4311//b2488//b0754//b1241//b2705//b2199//b4312//b1680//b2801//b3724//
FlhDC	b2414//b0759//b4705//b0073//b0895//b4523//b2372//b1747//b2276//b3428//b2789//b4187//b2715//b0383//b0273//b0764//b3565//b1649//b3126//b2489//b0198//b0115//b1594//b1258//b1578//b3567//b1252//b0777//b3168//b4321//b1102//b1384//b2058//b0887//b1261//b1748//b3415//b1941//b2893//b4599//b2713//b0435//b2212//b0596//b2196//b4513//b0723//b3166//b0382//b4567//b1040//b3363//b2242//b2392//b2993//b1577//b1203//b1020//b2150//b2782//b2727//b3186//b1262//b1532//b3577//b3846//b3413//b2106//b1634//b0085//b1547//b0776//b2751//b1006//b0431//b2709//b2152//b2105//b2987//b2464//b4024//b1729//
FliZ	b1022//b4117//b4393//b3255//b4467//b4280//b4417//b2684//b4702//b3171//b4392//b0314//b4138//b2200//b3114//b0166//b2425//b0855//b3269//b3730//b2616//
FucR	b1817//b3624//b3941//b1680//b0794//b2699//b3334//
Fur	b2424//b3514//b2697//b2758//b3919//b1303//b4415//b4242//b3514//b1641//b1877//b3515//b3784//b1259//b3324//b2605//b4435//b0757//b1949//b4408//b1733//b2531//b0786//b1923//b0652//b4354//b1246//b0383//b4029//b2756//b0995//b0073//b1531//b1187//b0068//b3863//b1333//b2837//b1062//b2487//b2674//b1907//b4013//b0604//b0439//b3255//b0314//b0115//b0072//b1305//b2719//b0462//b0613//b1241//b0508//b1507//b3453//b1074//b3831//b3481//b2616//sroA//b1507//b1300//b0464//b0083//b1734//b3011//b1452//b1073//b1738//b1609//b2206//b4018//b0778//b2975//b0517//b0153//b1409//b1386//b3528//b1913//b3919//b2323//b4003//b0484//b4383//b2579//b1078//b3133//b4096//b2560//b0505//b0237//b0067//b2280//b2975//b3859//b0464//b2726//b1226//b3328//b4471//b2367//b3521//b3480//b4290//b1163//b1283//b3328//b3413//b3481//b3222//b2990//b3568//b1222//b1480//b1199//b0335//b0020//b2425//b0685//b2077//b0461//b1006//b4098//b4194//b0123//b1987//b2196//
GadE	b3907//b0398//b0166//b3790//b3774//b3579//b0343//b0314//b2724//b1200//b3140//b4072//b1704//b2943//b3863//b2492//b0979//b1988//b0062//b3785//b0618//b4445//b1515//b2604//b0573//b0522//b1621//b2344//b1591//
GadE-RcsB	b0860//b2728//b2996//b1587//b4397//b0451//b1939//b1015//b3185//
GadW	b1411//b4384//b4384//b4383//b3744//b0896//b3136//b4139//b3236//b1743//b3328//b0573//b1077//b3067//b4354//
GadX	b0411//b2698//b1748//b1393//b0850//b3021//b0523//b0762//b0810//b2676//b0240//b4016//b1954//b2616//b0756//b3476//b1443//b4063//b0774//b0591//b1009//b2601//b2484//b1988//b4071//b4033//b4506//b0826//b2366//
GalR	b0696//b0485//b1508//b1597//b3426//b2151//b0273//b4399//b2095//b0697//
GalS	b0352//b2491//b3124//b2106//b1275//b0509//b0505//b2964//b3521//b3481//
GatR	b3961//b0113//b2095//b2783//b4324//b3957//
GcvA	b1901//b3700//b2713//b3902//b3123//
GlcC	b3441//b1487//b2374//b3521//b4266//b3094//b1326//
GlpR	b3510//b2529//b3156//b1498//b1184//b0523//b2276//b1441//b1010//
GlrR	b0617//b3453//b2058//b2221//b1552//
GntR	b4086//b3514//b2821//b0185//b1182//b4444//b2913//b1748//b4233//b0460//b4133//b3966//
GutM	b4014//b0936//b2995//b1622//b1567//b4705//b3170//
GutR	b0273//b3741//b1947//b3828//b2557//b3095//b1132//
HU	b0153//b1302//b0031//b4075//b1487//b0082//b0925//b2721//b2196//
HcaR	b2663//b0976//b1224//b0996//b2196//b3744//
HdfR	b3571//b3938//b0571//b2994//b1321//
HigA	b3168//b2661//
HigB-HigA	b2717//b1536//
HipAB	b1747//b2207//b1946//b3476//b3213//
HipB	b2731//b0778//b0336//b0114//b0020//b2904//
HyfR	b1039//b4291//b3744//b4003//b0366//b0970//b3011//b3359//b0974//b1577//b3506//b1384//
HypT	b0683//b2465//b1567//b4025//b2779//b4087//b1485//b2077//b1486//b1014//b4381//b1397//b3748//
IclR	b2207//b1326//b3661//b0724//
IdnR	b2288//b1434//b4279//b0620//b2060//b3502//b2287//
IlvY	b1531//b3904//
IscR	b2163//b4662//b4398//b0765//b3792//b3060//b4249//b3729//b0979//b1546//b2000//b2313//b1136//b3237//b2725//b3512//b1388//b0432//b3927//b1922//b1618//b3368//b0860//b3792//b0403//b3118//b3188//b0450//b1670//b3528//b1747//b4241//
KdgR	b0892//b2582//
KdpE	b1707//b0064//b2754//b4416//
LacI	b4087//b1846//b3924//
LeuO	b1187//b3452//b3680//b3408//b1392//b0987//b3092//b4100//b0602//b0064//b1888//b3701//b1950//b1165//b4073//b3135//b2063//b3599//b3334//b3792//
LexA	b0507//b0396//b3578//b1704//b0806//b2684//b2617//b2393//b3926//b2151//b0778//b3214//b4324//b3515//b2017//b2686//b4441//b0861//b0118//b1564//b1593//b2758//b3212//b1399//b0315//b0573//b4196//b3518//b4239//b0036//b3066//b0114//b2212//b1852//b4312//b2838//b3742//b4288//b4287//b3574//b2155//b0728//b2369//b4267//b0980//b4522//b3134//b2168//b0509//b0765//b0799//b0081//b4193//b2151//b3743//b0896//b3036//b3906//b3752//
LldR	b3365//b1409//b3123//
LrhA	b2482//b3509//b3190//b4476//
LsrR	b0116//b1782//b1511//b2280//b4415//b2684//b4198//b2705//b1716//
LysR	b3702//b1821//
MalI	b3934//b2507//b0777//
MalT	b4005//b4441//b0896//b3083//b1306//b0088//b0729//b1333//b1779//b2913//
MarA	b1858//b4443//b0431//b4309//b1515//b1411//b3908//b3368//b1384//b2893//b0166//b4460//b4154//b4444//b4233//b2489//b2673//b1283//b3491//b1006//b2153//b4476//b0041//cpxQ//b2281//b3132//b2212//b1014//b1805//b0812//b0431//b1276//b1260//b4003//b2630//b1716//b0708//b0303//
MarR	b3012//b4193//b1518//
MatA	b2465//b4613//b2783//b1892//b1492//b3601//b0515//b3169//
MazE	b1041//b1512//b1590//
MazE-MazF	b0062//b1304//b0734//
McbR	b2937//b3271//sroC//b1022//
MelR	b4240//b2235//b1010//
