#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b4030//b1385//
AcrR	b3237//b0964//b2060//b2841//b3095//b2661//b0762//b4293//b3688//b4088//b2716//
Ada	b4265//b1301//b0336//b0570//
AdiY	b2707//b1954//b3140//b4124//b1547//b0198//b2278//b3517//
AgaR	b0677//b2213//b3748//b1015//b0114//b0614//b4037//b0473//b4016//b0166//b0069//
AidB	b0066//
AlaS	b0820//
AllR	b3791//b1850//b2095//b4382//b1113//b0076//b0592//b0089//b2715//
AllS	b1609//b3845//b4029//
AlsR	b3223//b3961//b3186//b0367//b2149//b1075//
AppY	b2759//b4152//b2992//b3794//b3027//b3161//b0880//b0827//b2206//b3750//
AraC	b1398//b1608//b3569//b3625//b2407//b1092//b4439//b2604//b2429//b2428//b1036//b2155//b4415//b1682//
ArgP	b0726//b2375//b4399//b1160//b3956//b3831//b2938//b2243//b2169//b1621//b0972//b1519//b1649//b0854//
ArgR	b0855//b2754//b0731//b2709//b0019//b4366//b4322//b1618//b1388//b2570//b0113//b2421//b0861//b1389//b4511//b1041//b2429//b3165//b0895//b0591//b1594//b4476//b0861//b4312//b1923//b3366//b0031//b0951//b1737//b2076//b1276//b3503//b4438//b0152//b0336//b0061//b3092//b2552//
ArsR	b0995//b4088//b0403//
AscG	b0339//b2392//b0781//b0872//b4468//
AsnC	b1385//b2276//b1264//b1761//
AtoC	b0061//b0588//b1857//b4267//
BaeR	b4322//b1335//b2754//b1891//b3125//b0811//b0785//b4382//
BasR	b1970//b1237//b0722//b3450//b1203//b1020//b2127//b3268//b2202//b0043//b4123//yegZ//b4030//
BetI	b0114//b4119//b2151//b2379//
BirA	b1810//b4467//b0367//b4120//b4131//
BluR	b4673//b2964//b0998//b3012//
BolA	b3255//b1129//
CadC	b4035//b4002//b3167//
