#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2541//b4192//
AcrR	b1386//b0863//b2059//b3912//b4119//b0034//b3728//b3083//b1277//b1036//b2751//
Ada	b0397//b2839//b4287//b4290//
AdiY	b0019//b0060//b3125//b2938//b0060//b0068//b3566//b0685//
AgaR	b2665//b2241//b0042//b1735//b0861//b1609//b3725//b1568//b2764//gadF//b0334//
AidB	b3025//
AlaS	b4094//
AllR	b0232//b3506//b0428//b4411//b1512//b3613//b4618//b4323//b2723//
AllS	b4511//b2388//b3567//
AlsR	b1200//b2310//b2976//b2242//b0786//b2156//
AppY	b4138//b0890//b0082//b1165//b3027//b0779//b1201//b0655//b4131//b0060//
AraC	b1743//b0461//b2663//b2195//b3325//b4513//b0070//b4400//b1308//b2698//b2895//b3428//b2196//b4637//
ArgP	b0162//b2538//b0850//b1634//b0115//b3721//b1077//b2538//b1741//b1913//b0954//b3495//b4264//b3414//
ArgR	b1265//b0179//b2241//b2422//b0429//b3515//b1507//b1385//b4280//b4089//b0653//b1244//b0475//b4291//b0207//b0303//b0978//b1009//b1194//b3905//b2029//b3363//b4115//b1745//b0864//b3021//b2540//b2726//b0094//b1577//b4096//b2203//b0352//b4042//b2464//b0784//b1474//b0522//
ArsR	b3366//b2061//b0874//
AscG	b3067//yegZ//b2379//b3521//b3613//
AsnC	b4268//b0151//b1521//b3905//
AtoC	b1265//b3450//b4106//b0721//
BaeR	b2631//b2311//b2095//b4120//b3845//b0096//b0485//b1078//
BasR	b3774//b0231//b0293//b0348//b4324//b1717//b1676//b1167//b0786//b3846//b0856//b0080//b3132//
BetI	b1010//b0032//b3911//b4365//
BirA	b4074//b0516//b2365//b3726//b2465//
BluR	b4266//b2407//b4445//b1225//
BolA	b0674//b3569//
CadC	b0388//b0031//b0071//
CaiF	b0378//b0071//b3026//b1011//b1535//b2202//b1071//b1729//b3916//b0366//
Cbl	b2415//b1334//b1597//b0933//b4063//b3450//b1306//b1707//b1015//
CdaR	b4522//b1511//b0759//b2669//b1246//b0151//b2616//b0273//b0064//b2017//
CecR	b3744//b1954//b4287//b3941//b0443//
ChbR	b0032//b1611//b1410//b0118//b3137//b2926//
ComR	b4086//
CpxR	b4458//b3961//b2077//b0232//b2804//b2702//b2708//b0937//b0507//b2741//b3688//b3934//b2366//b3927//b2148//b3860//b2711//b4355//b4098//b0779//b1511//b2571//b2240//b2787//b2085//b0762//b1062//b2852//b2976//b1780//b0366//b4192//b1222//b0590//b0571//b1684//b1261//b3114//b1737//b2143//b4468//b2208//b1578//b4150//b2415//b3868//b0330//b2465//b0116//b3813//b2994//b4347//b3212//b1745//b3127//b0727//b2580//b1039//b1082//b4310//b4662//b1715//b2202//b4024//b1579//b2603//b1779//b3956//b0573//b1576//
Cra	b3748//b1517//b0156//b1940//b1442//b0019//b2704//b2975//b1905//b3190//b4293//b2699//b3939//b0040//b1891//b2309//b2485//b2127//b0811//b2926//b3730//b2372//b0331//b3513//b3479//b3330//b3461//b1308//b1564//b3495//b2661//b0179//b1493//b3171//b0588//b0619//b0795//b2779//b1575//sroD//b4035//b2727//b1735//b1859//b1826//b3416//b4125//b1892//b1513//b0296//b1136//b3579//b0679//b0997//b3157//b1296//b1221//b3452//b1184//b3165//b0512//b2487//b3574//b3013//b1748//b1562//b1973//b3722//b2802//b1879//b4003//b2366//b3680//b1257//b0340//b1075//b0312//b2159//b0473//
CreB	b1901//b2992//b1167//b0439//b1222//
CsgD	b2763//b2669//b0515//b0796//b3070//b0038//sroD//b1082//b3967//b1259//b1944//b3221//b3171//b1517//b4160//b2476//b0083//b0385//b0403//b1298//b3752//b2062//b0513//b0511//b1717//b4032//b0063//b3903//
CsiR	b0964//b0072//b4079//b2580//b3577//
CspA	b1594//b0841//
CueR	b2222//b0273//b1079//b0811//b2148//b0062//b4026//
CusR	b3184//b0573//b1946//b1243//b4321//b1970//b1167//b2803//b3785//b3359//b1182//b4054//
CynR	b3367//b4242//b4093//b2994//
CysB	b2841//b0606//b0583//b3035//b0613//b0806//b3934//b2789//b1729//b0063//b3924//b3726//b3961//b2662//b1276//b1261//b0996//b3224//b0340//b4698//b3450//b2063//b2895//b3751//b1904//b0708//b3903//b0819//b2820//b0889//b0851//b1738//
CytR	b1860//b2732//b2379//b1486//b2143//b4443//b2372//b2704//b1485//b2553//b1325//b4592//b0597//
Dan	b1493//b1482//b2148//b3601//
DcuR	b3751//b0044//b2721//b4093//b0613//b1593//b0794//b3846//b2979//
DeoR	b0723//b1409//b2707//b4618//b4097//b0997//
DhaR	b0150//b3512//b2837//b4452//
DicA	b1199//b2731//b4670//b2759//b2572//b4086//b0606//b4006//
DinJ-YafQ	b3661//b2751//b2852//
DnaA	b4194//b1260//b3569//b1483//b0819//b1563//b4287//b0070//b1287//b1546//b3271//b1262//
DpiA	b2718//b3365//b3077//b2720//b4003//b4117//b4131//b1334//b1109//b1850//b0778//
DsdC	b2223//b1747//b2600//
EbgR	b2200//b2537//
EnvR	b1112//b0779//
EnvY	b3743//b1780//
EvgA	b1851//b4002//b0336//b1616//b3357//b1797//b1040//b0042//b4438//b0382//b3925//b2980//b2490//b1430//b4376//b0618//b0085//b0084//b4415//
ExuR	b0685//b4094//b1878//b0082//b0293//b4396//b2801//b3022//b1779//
FabR	b0572//b4074//
FadR	b0894//b2927//b1512//b0367//b4289//b2573//gadF//b4123//b0809//b0443//b4254//b1940//b2307//b4438//b1654//b0460//b3516//b3521//b1023//b1430//b3134//b4104//b1891//
FeaR	b2698//b0083//
FhlA	b0856//b0573//b3418//b2287//b1540//b1483//b3956//b1530//b3957//b2075//b1914//b3081//b4119//b3096//b1608//b0313//b2415//b0565//b0382//sroA//b1093//b3118//b2661//b0517//b2762//b4702//b3335//b0820//b3907//b3083//
FlhDC	b3506//b2200//b0475//b4365//b2686//b3073//b2280//b3566//b2926//b1650//b0754//b1779//b1946//b1492//b4019//b3077//b0303//b2663//b2697//b2282//b3114//b1512//b0945//b2491//b1878//b2236//b1848//b0590//b1203//b3092//b2198//b0153//b4193//b3786//b1860//b2559//b1738//b1790//b2429//b3750//b1073//b3576//b4098//b1237//b3479//b3661//b0451//b4192//gadF//b0553//b1784//b3599//b2822//b2942//b0811//b4241//b3515//b4599//b0781//b0819//b4241//b4511//b2323//b4637//b2488//b3126//b2155//b0464//b1040//b1389//b1481//b0617//b2105//b0886//b0954//b3502//b0849//b3428//b3022//b2061//b1925//b2281//
FliZ	b1476//b4039//b0389//b3332//b3507//b4452//b1288//b2755//b1392//b2370//b0061//b2763//b3128//b1852//b0696//b2093//b1746//b1377//b4102//b2540//b1942//
FucR	b1888//b0161//b2152//b1101//b1737//b0890//b0782//
Fur	b1593//b0652//b3207//b0507//b0974//b4054//b2482//b0460//b4018//b0384//b2370//b1681//b1891//b3027//b2975//b4292//b0553//b0892//b2344//b0066//b2758//b2582//b1199//b1199//b2717//b2579//b0429//b0033//b3067//b4034//b4357//b2538//b4458//b0937//b3325//b2079//b1552//b0075//b2465//b1037//b3127//b0198//b1563//b3506//b1443//b2288//b1390//b2201//b3568//b1007//b1670//b1738//b1136//b2197//b2630//b4458//b0786//b0096//b1400//b0151//b1184//b3367//b2975//b4267//b1669//b0571//b1283//b4698//b2285//b3414//b3960//b2698//b4441//b1737//b0335//b1939//b0450//b4030//b4293//b2029//b0273//b0774//b1879//b3567//b1623//b3418//b3421//b3922//b1384//b1021//b4637//b3926//b4034//b3169//b1485//b3568//b3060//b2704//b3515//b2699//b0763//b0594//b3580//b0234//b1415//b3604//b1563//b3082//b1007//b1377//b1430//b3113//b1483//b0676//sroD//b3416//b1680//b0231//b1851//b3168//b2500//b3136//b0756//b4058//b2659//b3601//b0294//b3601//b0156//b1498//
GadE	b3575//b1323//b4702//b1492//b1784//b2671//b2392//b1003//b3221//b1409//b3752//b0398//b1674//b0774//b2758//b4037//b2491//b4238//b1674//b3509//b0871//b2151//b0586//b0723//b0951//b3905//b2105//b1810//b3408//
GadE-RcsB	b1043//b1006//b4094//b1394//b4079//b1016//b2916//b2992//b3065//
GadW	b1616//b0684//b1225//b3571//b1519//b2823//b0331//b3565//b3364//b4511//b2464//b4311//b0334//b0043//b2076//
GadX	b1183//b3860//efeU_2//b4085//b1797//b4187//b0294//b4376//b1715//b2722//b3123//b2486//b3509//b0617//b2368//b3741//b4240//b0593//b3477//b4293//b1224//b3528//b0588//b0396//b4249//b4475//b1388//b3081//b0430//
GalR	b3410//b4209//b0221//b2203//molR_1//b2167//b2684//b0232//b0781//b3357//
GalS	b1746//b2415//b1564//molR_1//b4481//b1183//b3214//b1569//b3515//b3094//
GatR	b1850//b3166//b1859//b3451//b0890//b3911//
GcvA	b0035//b2490//b2905//b0652//b0553//
GlcC	sroA//b2823//b2841//b3027//b1611//b1887//b3645//
GlpR	b3082//b2726//b2490//b0810//b2926//b2991//b4673//b2530//b0093//
GlrR	b2671//b3793//b4265//b2823//b0460//
GntR	b1131//b1407//b0116//b2574//b0980//b0786//b0179//b1277//b1779//b1485//b0463//b2732//
GutM	b2392//b3368//b0841//b3008//b4539//b2979//b2060//
GutR	b1102//b1020//b1530//b2009//b2344//b0570//b2684//
HU	b0036//b3093//b3476//b2698//b4138//b1817//b4392//b1452//b3166//
HcaR	b3115//b1517//b4159//b4599//b0388//b2686//
HdfR	b3576//b4618//b0383//b2721//b1530//
HigA	b1008//b3907//
HigB-HigA	b2085//b1674//
HipAB	b0150//b3507//b0723//b3368//b1861//
HipB	b2342//b1594//b1567//b3904//b2987//b4177//
HyfR	b4071//b1944//b0234//b0698//b1482//b0331//b3582//b1762//b3359//b0199//b4073//b1014//
