#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b4196//b0904//
AcrR	b4705//b1323//b1718//b1297//b4613//b2428//b4123//b0071//b2074//b0294//b0296//
Ada	b1902//b0064//b3140//b1858//
AdiY	b2153//b1562//b1618//b0335//b3961//b2312//b0755//b2105//
AgaR	b1394//b3939//b0751//b0896//b3603//b3026//b3366//b1951//b4124//b0892//b1879//
AidB	b2159//
AlaS	b0441//
AllR	b4079//b0335//b3328//b1198//b2808//b1483//b0863//b3077//b2671//
AllS	b1187//b4124//b1547//
AlsR	b3911//b4415//b4592//b1536//b3828//b0758//
AppY	b1669//b3114//b1982//b3905//b2980//b1130//b1651//b0115//b0682//b0384//
AraC	b0334//b3507//gadF//b0623//b2487//b0075//b1004//b2370//b1817//b2237//b2841//b1039//b4289//b3957//
ArgP	b2407//b3615//b4154//b1507//b1562//b0035//b1579//b3431//b1492//b1591//b3547//b1641//b2149//b2709//
ArgR	b0605//b0890//b1826//b2560//b1074//b2987//b1288//b1521//b2197//b2392//b3582//b4309//b2698//b3161//b3237//b1618//b1194//b1674//b3939//b0039//b0508//b0861//b1518//b0997//b0312//b4015//b1512//b2750//b3452//b3429//b4042//b3576//b0820//b0776//b0727//b3333//b2374//b2665//
ArsR	b4309//b0654//b4399//
AscG	b1743//b3863//b2242//b3721//b0795//
AsnC	b4058//b1676//b1387//b2603//
AtoC	b2837//b3063//b0116//b4039//
BaeR	b4702//b4287//b1389//b4397//b3612//b3700//b3157//b4152//
BasR	b4312//b0721//b0616//b4287//b0304//b3813//b1671//b3938//b0996//b1164//b1037//b0232//b0070//
BetI	b4599//b0998//b3476//b0954//
BirA	b1199//b4266//b4026//b4088//b4071//
BluR	b1563//b3476//b1077//b0841//
BolA	b2367//b0779//
CadC	b2839//b0161//b3748//
CaiF	b1650//b3157//b4357//b1497//b2732//b1074//b2284//b2752//b3429//b4117//
Cbl	b4196//b4196//b0589//molR_1//b4309//b4310//b0388//b1184//b4322//
CdaR	b0792//b4101//b4431//b0114//b2977//b0782//b2341//b1021//b0653//b2240//
CecR	b2994//b3333//b4266//b4539//molR_1//
ChbR	b0996//b0604//b4292//b1074//b4119//b4039//
ComR	b2911//
CpxR	b3721//b0775//b3021//b0894//b2762//b1077//b0517//b1611//b3461//b0863//b2559//b3005//b1950//b1275//b3115//b1397//b4073//b2488//b3569//b1608//b2727//b2762//b3521//b2153//b0151//b4016//b3939//b3141//b0871//b0113//b1532//b1707//b4024//b0723//b1672//b1082//b3113//b0591//b1735//b2551//b0591//b1851//b3067//b1385//b4241//b2288//b2763//b1937//b2199//b4511//b1306//b1006//b1080//b4014//b3207//b0874//b4592//b0856//b4198//b2805//b3188//b1552//b1411//b1476//b1411//phnE_2//b0430//b0975//b3417//b0786//
Cra	b2784//b4122//b4036//b4242//b3139//b1207//b4506//b3450//b0441//b2168//b2905//b1761//b3255//b1073//b1702//b2017//b4460//b3081//b4444//b1531//b3413//b2307//b4396//b0874//b4475//b2152//b2074//b2213//b1736//b4237//b1852//b2800//b3214//b2923//b4079//b0115//b0167//b2674//b3906//b4090//b2342//b1259//b4058//b3600//b0181//b2782//b4322//b3571//b4019//b4441//b2825//b4062//b1062//b2660//b0799//b3680//b0677//b1082//b2237//b4365//b1704//b0571//b3724//b1498//b0571//b0903//b2980//b1397//b1023//b3792//b0156//b2726//b3070//b2781//b4059//b1783//b0653//b2313//b4460//
CreB	b3357//b3506//b1852//b4393//b2715//
CsgD	b0180//b0338//b1588//b1651//b1728//b3603//b1016//b4452//b2579//b2464//b3569//b0508//b1387//b1861//b1501//b0020//b2719//b3934//b3333//b2224//b2204//b1203//b4097//b2731//b2500//b3741//b3128//b1926//
CsiR	b0020//b0585//b0850//b1821//b0812//
CspA	b0890//b1072//
CueR	b3701//b0733//b4016//b3128//b1323//b1078//b1790//
CusR	b0154//b4698//b0484//b2686//b0728//b2977//b3495//b2579//b2713//b1719//b3070//b0505//
CynR	b3157//b2730//b1325//b4522//
CysB	b2822//b3661//sroA//b0945//b4444//b2424//b0584//b3480//b0339//b4037//b0997//b3792//b0934//b3959//b3183//b0775//b1260//b0750//b4293//b2365//b1301//b0675//b2779//b2198//b0731//b3127//b3869//b3326//b4322//b3357//b4279//b4123//
CytR	b3791//b0507//b2288//b4094//b1907//b3939//b3613//b0886//b3860//b4238//b1207//b3256//b0958//
Dan	b1073//b3141//b2197//b1082//
DcuR	b2822//b2826//b4063//b0793//b3752//b2092//b3271//b3081//b0871//
DeoR	b3169//b0086//b4076//b0729//b3223//b4471//
DhaR	b2213//b1669//efeU_2//b3957//
DicA	b2840//b2369//b1671//b4457//b4013//b2716//b1943//b1888//
DinJ-YafQ	b0043//b2751//b1221//
DnaA	b1621//b1783//b0087//b1907//b2713//b3730//b4408//b2528//b0088//b0583//b0602//b1949//
DpiA	b0937//b3335//b1982//b1744//b2366//b2838//b4264//b3227//b3363//b1682//b0392//
DsdC	b0042//b3006//b0382//
EbgR	b4096//b1297//
EnvR	b3481//b1400//
EnvY	b4523//b3607//
EvgA	b4383//b2373//b2707//b2713//b1622//b3095//b2093//b0937//b4034//b1276//b1187//b1597//b1333//b2375//b0062//b1817//b2379//b1308//b4042//
ExuR	b4511//b1074//b1670//b4042//b0081//b0040//b3568//b3966//b4357//
FabR	b0764//b1102//
FadR	b3784//b4240//b1013//b1500//b3256//b1938//b2222//b3514//b1514//b3366//b3408//b0851//b0774//b2483//b1113//b3722//b3169//b4117//b3479//b3065//b2282//b1947//b0933//
FeaR	b3515//b3223//
