#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b4698//b1187//
AcrR	b0683//b0399//b0933//b1396//b0199//b0605//b1203//b2094//b0348//b3582//b2287//
Ada	b2821//b1325//b0687//b1945//
AdiY	b3477//b1879//b3476//b2979//b4291//b3359//b1654//b2728//
AgaR	b4187//b2671//b1797//b3503//sroD//b3125//b0314//b0619//b3327//b2235//b3157//
AidB	b4120//
AlaS	b1074//
AllR	b0084//b2822//b1907//b0517//b0331//b3190//b3860//b0934//b4122//
AllS	b0464//b2078//b0586//
AlsR	b1907//b1474//b3509//b3367//b4471//b0954//
AppY	b1305//b3070//b0428//b4086//b3329//b1674//b4085//b2741//b2371//b0589//
AraC	b1399//b1738//b2425//b0330//b1379//b4381//b4093//b0759//b4029//b2368//b4567//b0517//b0792//b1552//
ArgP	b2804//b0090//b4613//b2167//b3437//b0512//b0180//b2603//b2159//b2241//b1023//b1298//b1743//b0348//
ArgR	b0294//b3625//b3903//b0461//b3335//b0721//b2278//b1261//b3038//b2198//b2061//b4072//b2893//b3528//b0951//b0945//b2721//b2818//b2488//b3516//b2820//b4029//b0873//b0400//b1377//b0076//b1791//b4471//b2422//b1546//b2673//b2487//b1684//b1327//b0118//b2603//b4085//b1737//
ArsR	b3449//b3359//b3868//
AscG	b4133//b1441//b2143//b3325//b3744//
AsnC	b0435//b4073//b3083//b1040//
AtoC	b3599//b4177//b4322//b3157//
BaeR	b3502//b0303//b1259//b0732//b0237//b3726//b3517//b1165//
BasR	b0350//b4089//b0311//b3071//b2837//b4040//b0827//b3326//b0681//b2977//b0232//b3961//b0697//
BetI	b2222//b0623//b1819//b3062//
BirA	b3575//b0794//b1246//b3062//b1434//
BluR	b3828//b4241//b0084//b0338//
BolA	b0852//b1608//
CadC	b4087//b3237//b3729//
CaiF	b3599//b0351//b0162//b3359//b3957//b3169//b4481//b4511//b1888//b3481//
Cbl	b1415//b0348//b1577//b2605//b3140//b4002//b0114//b4125//b1246//
CdaR	b0964//b1587//b1951//b1297//b0826//b2582//b1501//b4254//b1493//b2824//
CecR	b1237//b3967//b2063//b3688//b4118//
ChbR	b3902//b1305//b1500//b2720//b4431//b0587//
ComR	b3709//
CpxR	b0473//b3491//b3502//b1943//b1261//b3565//b1737//b2838//b2196//b3324//b0312//b2942//b3576//b4005//b4311//b2415//b0887//b3172//b3330//b4152//b3140//b0179//b0334//b4441//b0784//b0399//b0460//b2903//b0826//b2464//b0167//b1483//b4260//b0763//b0792//b0974//b0602//b0511//b4102//b2492//b0081//b0069//b0337//b0591//b3165//b2750//b2731//b1880//b2416//b2804//b1669//b4289//b3331//b4085//b0341//b2666//b1398//b2702//b0365//b0389//b1024//b0333//b0069//b2912//b3744//b4094//b2802//b0083//b4122//b1113//
Cra	b0091//b2754//b2096//b4088//b1443//b3906//b1303//b3408//b4076//b0333//b2995//b2240//b2684//b2240//b2237//b4266//b0112//b0764//b0074//b4019//b2489//b2841//b2912//b1075//b2997//b0450//b3214//b0553//b4177//b0179//b1651//b0729//b2904//b0806//b0564//b0040//b0594//b3116//b0799//b2805//b1452//b1707//b0512//phnE_2//b2059//b4366//b4451//b4241//b3035//b1480//b2789//b3481//b1207//b1335//b0486//b0366//b3956//b0786//b0765//b3725//b3709//b0998//b4013//b0273//b0516//b4599//b3236//b3789//b0178//b1892//b3702//b3742//b4198//b0595//b3429//b2091//b4030//b2840//b2937//
CreB	b2196//b4002//b2240//b3905//b2484//
CsgD	b3183//b4411//b2150//b1729//b2197//b2927//b3066//b2242//efeU_2//b3328//b0330//b2764//b2676//b0225//b3728//b2153//b2222//b1797//b1415//b4102//b4093//b3907//b3500//b2730//b0976//b0777//b1091//b0887//
CsiR	b0903//b2288//b3516//b3612//b1008//
CspA	b1737//b0451//
CueR	b0862//b1858//b1518//b4072//b2288//b1246//b1037//
CusR	b3790//b0880//b2487//b0075//b3741//b2571//b3223//b4511//sroC//b2755//b0349//b3123//
CynR	b1307//b1887//b1061//b2551//
CysB	b4092//b1810//b4310//b0565//b1501//b3625//b0081//b3092//b0441//b3237//b1656//b1733//b3680//b0751//b4006//b0964//b0234//b3661//b3966//b1037//b2239//b2285//b3744//b0350//b0591//b1939//b4042//b4357//b2840//b1377//b3364//b1166//
CytR	b1226//b0338//b0809//b2148//b3223//b0759//b1901//b4637//b3939//b4266//b3787//b0573//b2311//
Dan	b3092//b3057//b3124//b4120//
DcuR	b3521//b0688//b0779//b3022//b0166//b1074//b1306//b2826//b0589//
DeoR	b3773//b1920//b0975//b0237//b4289//b4705//
DhaR	b0755//b1444//b3013//b3741//
DicA	b1481//b0592//b1658//b2722//b0036//b1166//b1888//b1296//
DinJ-YafQ	b0340//b1746//b2993//
DnaA	b3417//b3583//b1165//b3793//b4637//b2560//b1594//b3333//b1485//b1683//b3451//b3429//
DpiA	b2392//b2788//b2704//b1444//b3113//b2604//b0809//b4393//b0037//b2938//b4254//
DsdC	b3869//b1398//b1408//
EbgR	b1704//b4042//
EnvR	b0296//b2943//
EnvY	b0060//b0891//
EvgA	b0403//b3403//b1410//b0330//b2710//b1851//b0352//b2476//b0677//b0033//b2205//b1569//b1430//b0891//b2240//b4637//b2149//b1409//b1390//
ExuR	b0032//b2388//b0473//b1810//b0675//b4264//b1093//b0774//b0995//
FabR	b2148//b0565//
FadR	b1497//b0313//b2375//b1702//b0064//b0516//b1306//b4153//b3500//b0447//b1670//b0333//b1821//b4034//b4280//b0974//b0976//b2616//b0225//b0974//b1037//b2671//b0871//
FeaR	b3236//b2366//
FhlA	b3332//b2198//b4481//b3960//b4357//b0597//b1791//b2926//b4105//b1547//b0587//b1265//b3508//b1166//b0226//b2169//b0390//b0339//b1511//b3574//b3625//b0677//b1715//b3082//b1237//b0123//b2366//b4366//b2553//b1265//
FlhDC	b3329//b1920//b4525//b1408//b1920//b3514//b1540//b1387//b1743//b2152//b1576//b2156//b0517//b0685//b4416//b0075//b4025//b0180//b4004//b3574//b1160//b0586//b2726//b2710//b1878//b3451//b1493//b4072//b2582//b3140//b0504//b2421//b0096//b0889//b0698//b0781//b4209//b1532//efeU_2//b0724//b2572//b3134//b1308//b3863//b0904//b4321//b2197//b4118//b1879//b0330//b2718//b4187//b2671//b2152//b2500//b3863//b2484//b2997//b3270//b2684//b0522//b1101//b1497//b2285//b0516//b4506//b2840//b1948//b1187//b4267//b1227//b0301//b4096//b0294//b3829//b0043//b1707//b0970//b1083//b0063//b1913//b4071//
FliZ	b0777//b2916//b4355//b1922//b2308//b3558//b3073//b1914//b1109//b2821//b0461//b0653//b1333//b1078//b3666//b1386//b1488//b3615//b0185//b2155//b3923//
FucR	b2074//b2913//b0069//b0353//b2665//b2428//b1578//
