#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0925//b2388//
AcrR	b3722//b2470//b3729//b2731//b1257//b1408//b4460//b0198//b0353//b2719//b1970//
Ada	b3271//b3136//b0602//b3860//
AdiY	b0384//b4471//b0095//b4280//b3137//b1394//b3170//b0729//
AgaR	b3066//b4035//b0595//b4458//b4034//b3008//b1009//b0995//b1733//b2804//b4006//
AidB	b1303//
AlaS	b4475//
AllR	b2538//b3729//b3135//b1441//b4539//b4279//b2659//b4090//b0679//
AllS	b2737//b0654//b4357//
AlsR	b2713//b2726//b2085//b1396//b1485//b2223//
AppY	b1743//b3511//b4322//b3579//b2197//b3186//b3922//b4287//b3750//b4599//
AraC	b0676//b2708//b4511//b2710//b2716//b1262//b1746//b2000//b1061//b1384//b2106//b1394//b3939//b1260//
ArgP	b2571//b1567//b3190//b3567//b3133//b1564//b2675//b2580//b2421//b0763//b2278//b1738//b3207//b0461//
ArgR	b1940//b2153//b1333//b0595//b0277//b0697//b0232//b2730//b4323//b3013//b3481//b1237//b4086//b4310//b3403//b0776//b3582//b2730//b2106//b3575//b0154//b2234//b1590//b0596//b0724//b3793//b3547//b1493//b0794//b3800//b4195//b3773//b2341//b1719//b1296//b2486//b0936//b1719//
ArsR	b4027//b4400//b0068//
AscG	b0564//b3126//b0330//b2062//b0588//
AsnC	b3702//b1743//b1259//b1702//
AtoC	b0342//b0312//b1485//b2673//
BaeR	b2291//b4196//b1682//b1937//b4354//b2676//b2529//b1641//
BasR	b2710//b4577//b0439//b2095//b2499//b3828//b3565//b3415//b4705//b0439//b3094//b4264//b0613//
BetI	b2197//b4415//b1081//b1949//
BirA	b4444//b2616//b1656//b3750//b1308//
BluR	b1673//b3183//b0585//b2241//
BolA	b3512//b2529//
CadC	b1901//b4115//b2818//
CaiF	b4324//b3565//b1938//b2484//b0793//b3511//b3071//b1485//b2818//b3578//
Cbl	b2313//b0430//b1880//b3701//b2552//b1187//b1531//b4059//b4029//
CdaR	gadF//b0987//b2153//b0431//b4036//b0604//b4139//b1252//b1682//b3125//
CecR	b0751//b0090//b4042//b1888//b0615//
ChbR	b0277//b3911//b4357//b4120//b1575//b2194//
ComR	b2705//
CpxR	b0733//b0619//b1577//b3365//b2708//b0428//b3324//b0115//b1079//b0605//b3791//b3134//b3325//b1394//b2009//b0585//b0570//b3721//b4599//b4670//b1860//b2202//b2285//b2926//b1082//b3364//b0336//b1378//b2728//b3583//b2779//b3941//b0722//b0167//b3599//b1762//gadF//b0721//b0198//b2392//b4105//b4613//b2537//b3461//b0785//b0156//b0033//b2570//b1741//b2196//b0974//b0903//b0385//b3721//b0400//b2061//b0996//b4322//b2127//b0337//b2600//b4194//b0698//b2417//b4139//b1200//b4028//b0652//b2429//b0515//
Cra	b2808//b3925//b0514//b1393//b0179//b1617//b2991//b4117//b1950//b2196//b0721//b2152//b4293//b1921//b2487//b0451//b4043//b0781//b2281//b2212//b2925//b3743//b2805//b0896//b2421//b1411//b2715//b1440//b3727//b2508//b4522//b0198//b4415//b1377//b3070//b1277//b1501//b4102//b4085//b3256//b2821//b4233//b1247//b1790//b1987//b3911//b1658//b2756//b2823//b4396//b1780//b3432//b0081//b1409//b3224//b2281//b1889//b3134//b3137//b2669//b1474//b2912//b0044//b2925//b3429//b0341//b1535//b4122//b0432//b4267//b4452//b3722//b0589//b1891//b0796//b4408//b2913//b0118//b1492//
CreB	b2707//b3787//b2808//b3135//b3961//
CsgD	b0872//b3927//b3846//b2196//b3829//b3227//b0429//b0396//b2759//b0904//b2528//b0081//b4098//b0048//b0397//b1593//b3441//b2540//b0450//b1221//b4567//b1036//b0809//b2085//b3067//b2237//b0064//b4005//
CsiR	b2278//b0722//b2698//b2375//b1982//
CspA	b4592//b4268//
CueR	b3624//b2669//b0096//b0857//b1540//b4039//b2557//
CusR	b0486//b3521//b0820//b1507//b2752//b3495//b3860//b1902//b1492//b1398//b3096//b2841//
CynR	b0231//b0092//b2937//b0019//
CysB	b2997//b2106//b4034//b2017//b1072//b0331//b4445//b3723//b0037//b2476//b1790//b1552//b1321//b3568//b1676//b1745//b1783//b2685//b2720//b1164//b0892//b0958//b2528//b1656//b0428//b1184//b2425//b1113//b3516//b0896//b4195//b1136//
CytR	b4032//b2470//b4074//b1334//b2669//b3916//b2373//b0089//b2802//b2429//b1301//b1729//b0365//
Dan	b0678//b1288//b0727//b3223//
DcuR	b0618//b0794//b2488//b1516//b1530//b3569//b1519//b3870//b0389//
DeoR	b2367//b1540//b0431//b0089//b4268//b3518//
DhaR	b2215//b1735//b4287//b3061//
DicA	b2895//b3521//b0095//b3863//b3958//b1797//b4392//b0792//
DinJ-YafQ	b0851//b3528//b4089//
DnaA	b0061//b3421//b0594//b1322//b2280//b4384//b1783//b3429//b4090//b1022//b1261//b2197//
DpiA	b3794//b0675//b0676//b1227//b2659//b2427//b0484//b2752//b2061//b2017//b1130//
DsdC	b3512//b2373//b1508//
EbgR	b0066//b3521//
EnvR	b2996//b4242//
EnvY	b3863//b1323//
EvgA	b3604//b3410//b1905//b0088//b0584//b4637//b1261//b1440//b4044//b1780//b1745//b4323//b2366//b2306//b2279//b4702//b3236//b2237//b3911//
ExuR	b4071//b2285//b0031//b1260//b2841//b3908//b0091//b4014//b3113//
FabR	b4324//b1762//
FadR	b3924//b0338//b1507//b0020//b0340//b0575//b2725//b0575//b0033//b4150//b1062//b2600//b4238//b0784//b4323//b2697//b0162//b3185//b1482//b0383//sroA//cpxQ//b1501//
FeaR	b2801//b2913//
FhlA	b3432//b2703//b0512//b3905//b0178//b2722//b4416//b4511//b1397//b4087//b3569//b2424//b2198//b1160//b0894//b4400//b1877//b1092//b1761//b0344//b2665//b3503//b3414//b2195//b0597//b0590//b1093//b2058//b0161//b1970//
FlhDC	b3491//b2574//b2422//b3166//b3357//b4033//b2826//b0928//b0863//b3614//b1257//b1913//b4087//b4506//b2571//b2764//b0411//b1500//b2837//b3571//b2782//b3516//b1129//b4233//b3614//b2720//b4458//b0765//b2366//b1576//b2407//b0974//b4438//b2727//b2489//b1241//b4458//b3036//b4159//b0782//b1227//b3925//b1024//b1012//b3661//b1187//b1826//b2725//b1576//b4376//b4670//b1132//b1888//b0732//b0153//b4063//b0880//b2278//b0595//b0233//b0038//b2276//b3093//b2490//b3607//b1011//b0473//b2427//b2923//b3788//b2484//b2508//b0810//b3912//b2487//b4376//b4117//b0385//b0464//b3035//b1241//b1597//
FliZ	b1611//b2207//b3092//b4095//b0862//b2507//b0231//b4673//b1306//b2092//b3335//b4431//b2366//b0091//b1080//b0792//b2107//b2482//b2630//b0063//b3326//
FucR	b3934//b4085//b4087//b1618//b1388//b2202//b3869//
Fur	b2422//b1518//b3788//b4089//b1780//b1891//b2580//b1796//b3477//b0795//b2800//b0207//b2823//b2724//b3934//b3906//b0734//b0123//b2730//b2709//b2530//b4522//b2276//b1207//b1166//b1305//b2313//b3137//b3491//b4525//b1237//phnE_2//b4249//b1943//b3095//b0241//b1083//b0070//b2782//b3171//b1072//b0851//b0904//b0605//b3126//b3117//b0505//b4383//b4239//b1039//b3726//b0891//b1008//b3829//b3907//b0903//b1263//b2710//b3508//b4098//b0730//b0755//b3452//b1780//b3091//b2943//b3324//b0970//b3528//b2530//b0032//b0062//b3188//b0819//b1673//b4122//b3966//b0980//b2342//b1784//b2818//b1568//b0613//b3136//b2821//b2203//b4408//b1334//b0697//b3906//b2373//b2764//b3188//b0931//b2707//b0368//b4070//b0069//b2895//b0934//b1131//b1589//b2283//b3860//b3517//b3960//b4457//b3601//b0507//b3164//b0733//b3476//b1728//b2236//b0366//b1781//b2840//b3583//b3942//b4366//b1568//b4267//b2236//b3127//b3432//b0681//b1379//b1922//b1043//b3927//
GadE	b0335//b0349//b2196//b1656//b0781//b0432//b0429//b4197//b2552//b3680//b0197//b3491//b1009//b1264//b2091//b4397//b1080//b3186//b1944//b4117//b0390//b4036//b0586//b1397//b3065//b3426//b0441//b1011//b1552//
GadE-RcsB	b2964//b0367//b1039//b0874//sroC//b1621//b0574//b3567//b0759//
GadW	b1951//b0066//b2763//b0231//b1736//b2470//b3605//b2757//b2152//b0032//b2202//b4062//b3903//b2990//b1513//
GadX	b1079//b2379//b2601//b1576//b0596//b0723//b2715//b2916//b1444//b1322//b3906//b0974//b2781//b2762//b0727//b3325//b2763//b1656//b4034//b0349//b0237//b2801//b0232//b1781//b2288//b2306//b1247//b0430//b2076//
GalR	b2822//b1907//b0618//b3255//b0231//b2284//b1259//b3742//b1732//b1224//
GalS	b2223//b1109//b3793//b3502//b3437//b0792//b1904//b1486//b2659//b2893//
GatR	b3140//b1079//b4076//b2703//b3137//b0841//
GcvA	b1201//b2676//b2195//b2215//b3062//
GlcC	b1129//b3956//b0366//b1650//b2284//b4599//b2465//
GlpR	b2017//b1732//b1444//b1951//b1399//b1681//b1091//b2573//b0683//
GlrR	b1531//b0486//b4411//b3188//b3096//
GntR	b1879//b0785//b1507//b2029//b2719//b1184//b1902//b0504//b3582//b0589//b2062//b1593//
GutM	b2105//b4026//b2823//b0240//b1717//b0064//b2151//
GutR	b1377//b0620//b3511//b3415//b4397//b2825//b1225//
HU	b3116//b4115//b0618//b0776//b1988//b3708//b2582//b4376//b3333//
HcaR	b3269//b1922//b4237//b2763//b1080//b0241//
HdfR	b0792//b1325//b1434//b2287//b1782//
HigA	b4289//b0777//
HigB-HigA	b1578//b4288//
HipAB	b3625//b0443//b4416//b1246//b1540//
HipB	b1480//b3724//b1902//b3063//b4471//b1302//
HyfR	b0855//b0225//b2764//b4357//b3784//b0035//b0061//b0037//b1681//b0679//b3547//b0781//
HypT	b3790//b1733//b0564//b2150//b4016//b2201//b4408//b4577//b1680//b4074//b3332//b2539//b1393//
IclR	b2600//b2208//b2731//b3413//
IdnR	b4104//b3515//b3922//b2979//b0778//b0764//b3741//
IlvY	b3605//b1377//
IscR	b0987//b2074//b0232//b3366//b0588//b1891//b4090//b1042//b1547//b0604//b2582//b4125//b2997//b0980//b3183//b3829//b3070//b3501//b3186//b1679//b3136//b0221//b4071//b3332//b2708//b3022//b3477//b2235//b2995//b4131//b0793//b1256//
KdgR	b4059//b0341//
KdpE	b4268//b3431//b0365//b1512//
LacI	b4209//b0475//b3860//
LeuO	b0783//b1040//b4705//b2482//b1275//b4313//b0156//b1546//b4159//b0785//b1779//b1821//b0857//b1949//b0976//b3515//b4435//b0365//b3036//b3721//
