#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1298//b4101//
AcrR	b1276//b1333//b1222//b0698//b2757//b0486//b0587//b3225//b2313//b1576//b3547//
Ada	b1890//b0564//b4072//b1937//
AdiY	b3789//b3450//b2105//b0514//b0092//b4599//b0368//b3960//
AgaR	b0513//b3942//b2840//b4095//b4289//b1857//b0794//b0591//b4019//b3408//b2279//
AidB	b2060//
AlaS	b1732//
AllR	b4481//b2808//b0754//b2783//b2487//b1945//b4159//b0778//b2222//
AllS	b0972//b3413//b0315//
AlsR	b1669//b1591//b0301//b1852//b2976//b4159//
AppY	b4383//b0975//b0032//b2552//b3859//b2755//b2222//b4698//b3461//b2203//
AraC	b0226//b3171//b3139//b0724//b2306//b3577//b0977//b0411//b1650//b2280//b3071//b3607//b4197//b1736//
ArgP	b0871//b0043//b0069//b1744//b1072//b0512//b4289//b3223//b0851//b0616//b2508//b2491//b3367//b0796//
ArgR	b1163//b2281//b1396//b2704//b2724//b3742//b2365//b2893//b3063//b2666//b0435//b0679//b0116//b1237//b2061//b1852//b2937//b0929//b0850//b1200//b3062//b3268//b4592//b0069//b0584//b1649//b2482//b3136//b2686//b4322//b1441//b0880//b4118//b3332//b3256//b0588//b1889//b4313//
ArsR	b2671//b0975//b2782//
AscG	b4028//b2540//b0162//b1252//b4417//
AsnC	b1377//b2732//b2852//b3846//
AtoC	b1132//b0152//b1198//b1783//
BaeR	b1130//b0987//b1082//b1568//b1681//b0296//b3958//b1335//
BasR	b2369//b2288//b0594//b0996//b1796//b2488//b3784//b1377//b1245//b2143//b1546//b1003//b0945//
BetI	b1166//b2616//b2698//b1575//
BirA	b3409//b3169//b2482//b0240//b2913//
BluR	b2803//b2153//b2421//b0221//
BolA	b1483//b2306//
CadC	b0757//b3269//b0439//
CaiF	b4264//b3926//b2289//sroA//b0775//b2152//b1716//b0034//b2732//b3188//
Cbl	b1296//b2616//b4039//b0429//b4618//b3118//b1673//b2721//b4098//
CdaR	b1396//b3132//b2630//b4197//b0352//b1951//b3124//b2975//b1183//b2149//
CecR	b2208//b0041//b0892//b0892//b3942//
ChbR	b3408//b0792//b0162//b2674//b3958//b1227//
ComR	b4198//
CpxR	b4090//b1198//b0687//b1131//b0162//b2560//b2977//b1615//b1651//b1761//b1252//b2309//b1817//b2060//b1399//b1165//b4029//b3067//b3506//b3156//b3956//b2291//b4237//b1826//b2423//b2148//b0086//b0937//b0708//b3328//b2287//b2716//b0331//b3329//b1262//b0793//b0570//b2537//b1891//b0085//b2489//b0451//b0557//b2289//b1070//b3008//b3021//b1483//b0314//b0722//b2202//b2306//b0388//b2994//b2605//b3479//b0198//b1735//b1256//b0874//b0516//b2964//b1079//b2942//b0333//b2280//b2730//b1276//b0933//b0512//
