#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3957//b1949//
AcrR	b2483//b2422//b4322//b3521//b0240//b3750//b2288//b0873//b4002//b3793//b0602//
Ada	b0619//b2095//b0655//b0977//
AdiY	b2731//b0708//b2659//b0087//b2285//b0241//b3271//b2492//
AgaR	b1902//b1942//b0152//b2000//b1714//b0038//b2194//b0180//b1784//b0112//b3729//
AidB	b1943//
AlaS	b0903//
AllR	b3908//b1492//b0301//b1780//b1672//b1497//b2781//b0461//b1227//
AllS	b3428//b2105//b0403//
AlsR	b2802//b2824//b1747//b3800//b3741//b4435//
AppY	b1042//b0586//b1136//b2196//b3212//b1391//b2663//b2078//b2913//b3125//
AraC	b3063//b3500//b0688//b1500//b0522//b2221//b4266//b3067//b3426//sroD//b1396//b3461//b2074//b0655//
ArgP	b0333//b2481//b1091//b1474//b4095//b1299//b0384//b4014//b4476//b2364//b0313//b0786//b3511//b1679//
ArgR	b0515//b4062//b4035//b4085//b2852//b0198//b1008//b1246//b1672//gadF//b4043//b3237//b0620//b3508//b2368//b0042//b0839//b1073//b4152//b1224//b0095//b0221//b3521//b1304//b3558//b1265//b2605//b3724//b4673//b1395//b3708//b1712//b3124//b3869//b2903//b3960//b0574//b3547//
ArsR	b0040//b0697//b2903//
AscG	b3507//b0575//b4287//b4267//b2804//
AsnC	b1167//b1224//b4039//b2825//
AtoC	b4443//b1860//b0113//b4266//
BaeR	b1735//b3750//b1443//b3908//b2017//b2155//b3418//b3601//
BasR	b3784//b1182//b0895//b0087//b3791//b1676//b2840//b2923//b2222//b1761//b1608//b3508//b1091//
BetI	b1530//b2996//b0951//b1474//
BirA	b0450//b2234//b1302//b4290//b0925//
BluR	b4673//b0777//b0314//b1780//
BolA	b1622//b4239//
CadC	b0070//b1021//b3800//
CaiF	b1682//b1164//b4458//b0485//b4003//b3908//b0167//b0895//b2424//b1440//
Cbl	b2153//b2427//b2529//b4209//b2570//b2068//b1857//b2904//b4311//
CdaR	b2720//b2094//b2727//b3451//b4150//b2741//b0522//b0513//b0622//b3135//
CecR	b1199//b1672//b3605//b0294//b2964//
ChbR	b0616//b0890//b1023//b2841//b0335//b4293//
ComR	b2148//
CpxR	b1322//b0378//b2242//b0591//b2375//b2531//b1715//b0031//b3186//b3574//b0340//b3860//b1988//b3580//b4381//b1131//b3128//b1616//b0976//b0733//b1396//b2155//b3571//b0504//b1443//b0447//b0678//b1702//b4054//b4058//b3128//b2788//b0755//b1198//b3451//b2911//b1299//b4324//b4452//b2149//b1620//b2975//b3453//b0225//b0964//b1259//b0696//b2097//b2722//b3071//b3751//b1299//b0301//b2725//b4054//b0757//b3451//b1062//b2705//b3903//b3753//b1485//b1073//b3513//b1389//b4577//b2392//b0429//b3038//b3437//
