#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1826//b0522//
AcrR	b0398//b2323//b2242//b0574//b3828//b1519//b1623//b1037//b1113//b1182//b0618//
Ada	b3437//b1397//b2719//b1014//
AdiY	b2279//b3188//b1325//b1296//b0782//b2976//b0751//b4506//
AgaR	b0872//b0061//b2323//b3026//b3363//b0071//b0337//b2837//sroD//b2215//b2415//
AidB	b3904//
AlaS	b1008//
AllR	b0334//b3753//b2541//b1593//b4511//b1649//b1782//b1307//b2323//
AllS	b0762//b3131//b0301//
AlsR	b1252//b3479//b1443//b2063//b1846//b2197//
AppY	b2375//b0486//b2976//b4592//b2631//b4288//b0976//b4289//b0622//b0240//
AraC	b2802//b4138//b0839//b3133//b1492//b0353//b3134//b2826//b3012//b0756//b2429//b3095//b3495//b0871//
ArgP	b2760//b3092//b0951//b3575//b0040//b3661//b3060//b4015//b0385//b0341//b3503//b2603//b2715//b0484//
ArgR	b3081//b3800//b2709//b0198//b0682//b4444//b0167//b1276//b3005//b2029//gadF//b0894//b0841//b4444//b2783//b1516//b2242//b4122//b1791//b2487//b1649//b0411//b3831//cpxQ//b4322//b1859//b3136//b0652//b2975//b0087//b2731//b0162//b1567//b0089//b1950//b0928//b2200//b2976//
ArsR	b2741//b0697//b2341//
AscG	b1398//b3582//b2224//b0344//b2537//
AsnC	b3707//b2787//b0809//b3066//
AtoC	b0091//b3113//b1493//b2717//
BaeR	b1264//b3730//b4154//b0166//b2423//b0860//b2223//b1877//
BasR	b1041//b2207//b3157//b2212//b0439//b3132//b2911//b3126//b1650//b0185//b2237//b0484//b2841//
BetI	b4123//b0978//b3156//b2344//
BirA	b3728//b1207//b4441//b1379//b1276//
BluR	b1322//b4292//b3500//b3006//
BolA	b1384//b1745//
CadC	b4376//b1949//b0162//
