#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0591//b3359//
AcrR	b1590//b1102//b2143//b1947//b4018//b3329//b0618//b1902//b1654//b0987//b0061//
Ada	b3510//b1547//b3132//b2077//
AdiY	b0594//b0460//b2168//b3227//b2825//sroA//b3583//b4309//
AgaR	b1718//b3057//b1536//b3515//b4290//b3123//b2718//b0880//b3860//b1444//b0484//
AidB	b3225//
AlaS	b1938//
AllR	b0411//b1167//b2720//b2421//b1486//b2730//b0896//b1889//b2725//
AllS	b1092//b0382//b4435//
AlsR	b0929//b4506//b1743//b0342//b3869//b3579//
AppY	b2422//b1241//b2553//b1411//b1379//b3793//b4027//b1164//b3063//b0652//
AraC	b4071//b0570//b3912//b0461//b0036//b2911//b3581//b4399//b3170//b1022//b0785//b4415//b0304//b2421//
ArgP	b3073//b0995//b4152//b4117//b2009//b1378//b1547//b1013//b0977//b2838//b3480//b3038//b2673//b2486//
ArgR	b1733//b1797//b2943//b1654//b1022//b3038//b3599//b4242//b1649//b2407//b1492//b1043//b1288//b3073//b0076//b2076//b4599//b0980//b1080//b1679//b4239//b3093//b3223//b3134//b1334//b0123//b1109//b3271//b1540//b2719//b0207//b0728//b3006//b0987//b2977//b2705//b0019//b0839//
ArsR	b3256//b1532//b3722//
AscG	b1500//b1676//b0617//b3612//b2427//
AsnC	b1200//b0754//b4071//b1608//
AtoC	b2730//b3185//b2737//b2706//
BaeR	b0273//b4151//b4288//b2531//b0864//b0074//b1552//b3428//
BasR	b1746//b1672//b2754//b3959//b3114//b0975//b3791//b0775//b3091//b0365//b0764//b0092//b0505//
BetI	b2499//b4511//b3902//b1039//
BirA	b1945//b4106//b3124//b2572//b4416//
BluR	b0731//b3417//b1658//b3960//
BolA	b2788//b1552//
CadC	b1074//b1673//b3577//
CaiF	b0880//b4637//b3414//b0783//b2286//b2630//b2062//b3794//b2821//b3188//
Cbl	b0038//b3365//b4242//b2470//b1988//b4324//b3326//b0849//b0337//
CdaR	b4198//b2913//b3335//b0925//b2993//b1071//b4417//b3789//b3605//b3076//
CecR	b3076//b0782//b2826//b1941//b3702//
ChbR	b1937//b1390//b3416//b3500//b0682//b1257//
ComR	b3408//
CpxR	b4194//b3813//b1393//b0166//b3157//b2720//b2374//b4192//b3566//b0590//b0937//b3788//b1408//b1888//b0462//b3788//b1970//b0674//b3441//b2074//b0382//b0903//b0313//b3171//b3057//b0207//b3414//b1717//b2288//b0403//b4118//b1082//b4030//b2342//b2097//b0398//b1327//b2987//b1400//b3236//b2078//b1805//b0311//b1285//b3131//b3506//b3934//b3169//b2199//b4037//b4095//b3511//b1779//b3476//b1306//b2837//b4398//b1950//b2756//b1654//b0156//b0063//b0378//b2492//b0904//b3333//b1037//b2241//b4311//b3410//
Cra	b4118//b0855//b3128//b2821//b1591//b3453//b2705//b0572//b0233//b0060//b4025//b2076//b4265//b0839//b0303//b3940//b4024//b1575//b2282//b3752//b0995//b3359//b1184//b0589//b1008//b0811//b3744//b4054//b4239//b1589//b2916//b4094//b1061//b2168//b0041//b4599//b1540//b3421//b0504//b1411//b2840//b2310//b4062//b1385//b0315//b0060//b3268//b0820//b0653//b4355//b1519//b0596//b3365//b4381//b4238//b4087//b2559//b0294//b2061//b2464//b3027//b0234//b1387//b2540//b4313//b4194//b1579//b3431//b4117//b2980//b3073//b2429//b2323//b1858//b0293//b1408//b4100//b3680//b1040//
CreB	b0084//b1392//b0951//b2659//b4266//
CsgD	b3116//b1411//b2687//b4151//b3037//b1321//b4525//b3222//b2760//b3170//b4313//b2316//b1848//b2713//b3788//b1548//b4131//sroC//b0696//b2616//b3514//b3156//b0240//b2077//b0344//b4160//b4037//b4030//
CsiR	b4030//b2369//b3026//b2803//b2712//
CspA	b1681//b3564//
CueR	b2068//b1429//b0573//b3131//b4102//b1243//b1334//
CusR	b2009//b3011//b3829//b1892//b3785//b4040//b2311//b2895//b0091//b1083//b4702//b0441//
CynR	b3960//b1082//b2852//b2789//
CysB	b4088//b2704//b0031//b0570//b1745//b0861//b3688//b2839//b0333//b4511//b1858//b3601//b3331//b3137//b4089//b1041//b4193//b0972//b0522//b0894//b3096//b2415//b0721//b2841//b4264//b0233//b3214//b3213//b2605//b3564//b3934//b1515//
CytR	b2801//b2756//b4192//b2728//b0094//b1246//b0167//b1650//b3516//b1429//b2221//b1015//b0729//
Dan	b2719//b4438//b4039//b3038//
DcuR	b4150//b4266//b2000//b0392//b0086//b0340//b0461//b1246//b0086//
DeoR	b3790//b3724//b0398//b4476//b0151//b1513//
DhaR	b3221//b4242//b0162//b0728//
DicA	b2095//b2235//b3902//b1521//b0781//b3416//b1746//b2582//
DinJ-YafQ	b2093//b0584//b4384//
DnaA	b2703//b2839//b3749//b2240//b0070//b2202//b0089//b3863//b3788//b1784//b2709//b3114//
DpiA	b4025//b1531//b0301//b2717//b1395//b2820//b2994//b3829//b0240//b3612//b0614//
DsdC	b4152//b3476//b3788//
EbgR	b0512//b1258//
EnvR	b2243//b2779//
EnvY	b4196//b2686//
EvgA	b1680//b3789//b0074//b0335//b0398//b2926//b0091//b1891//b1166//b4070//b0975//b0513//b0150//b0378//b3912//b0392//b0997//b1327//b3790//
ExuR	b2757//b4193//b3164//b3829//b3157//b1430//b2243//b1222//b3138//
FabR	b2964//b2530//
FadR	b1634//b1102//b2803//b3364//b0755//b4415//b4093//b0432//b2392//b4382//b2820//b3366//b3517//b2751//b3939//b0197//b1608//b0850//b0622//b0925//b1587//b1615//b0785//
FeaR	b4131//b2713//
FhlA	b2484//b1780//b2167//b0115//b1163//b3325//b0586//b1074//b4475//b0334//b1305//b1285//b0783//b4002//b0799//b1201//b4071//b1301//b4458//b0384//b1729//b1579//b0793//b2212//b0756//b2156//b0827//b0349//b1951//b0073//
FlhDC	b0854//b2242//b4382//b1167//b2159//b3207//b2710//b0315//b3418//b0314//b0871//b3123//b1257//b0675//b1260//b3723//b2721//b2009//b1322//b0764//b3449//b0606//b2424//b2703//b0784//b3073//b3364//b0330//b1860//b3753//b2076//b2825//b0894//b0841//b1203//b0733//b2159//b1377//b1851//b0721//b3429//phnE_2//b1904//b0368//b2671//b4400//b0439//b3437//b2964//b0514//b3071//b1517//b1415//b0896//b0728//b2987//b1861//b1476//b0622//b1109//b1852//b3426//b2423//b3036//b4159//b2723//b4444//b2201//b2093//b4125//b1719//b1921//b0853//b0860//sroD//b0903//b2942//b3357//b3168//b0334//b0860//b3094//
FliZ	b0819//b4523//sroC//b2558//b4241//b4670//b0925//b2199//b4355//b2537//b4312//b4408//b0755//b1257//b1247//b3905//b2202//b2370//b1530//b1575//b1615//
FucR	b4032//b3528//b0303//b2731//b4417//gadF//b4312//
