#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0964//b1407//
AcrR	b0234//b2095//b2240//b1081//b0166//b2476//b2994//b1681//b3081//b2106//b2195//
Ada	b4367//b0597//b4393//b1641//
AdiY	b2717//b2702//b3335//b2307//b1651//b3429//b1878//b0589//
AgaR	b0685//b2168//b2406//b3330//b4511//b1517//b1207//b0450//b3958//b4074//b1246//
AidB	b1944//
AlaS	b3725//
AllR	b0933//b4416//b0019//b1078//b0799//b3613//b4085//b0151//b2201//
AllS	b4321//b2406//b4073//
AlsR	b1092//b3073//b1858//b3060//b3451//b0019//
AppY	b2481//b0233//b0368//b3603//b0344//b0161//b1654//b0340//b0620//b3728//
AraC	b3269//b2757//b2741//b3511//b0614//b1535//b2818//b1784//b1924//b2820//b2221//b1091//b4124//b2905//
ArgP	b3615//b3128//b1073//b0620//b0411//b4293//b0891//b4637//b0090//b0570//b1920//b2106//b1113//b3223//
ArgR	b1388//b0344//b3902//b0998//b1132//b2155//b3213//b4177//b3066//b3133//b3926//b1914//b2388//b0886//b3752//b2837//b0892//b4098//b1136//b1783//b3942//b3036//b0698//b2372//b4592//b2925//b2724//b0389//b3565//b4043//b1243//b1616//b2841//b0382//b0392//b1198//b1378//b3750//
ArsR	b2825//b0573//b2803//
AscG	b1265//b0805//b1568//b0964//b1483//
AsnC	b1796//b0674//b3027//b4468//
AtoC	b4124//b3329//b0071//b1569//
BaeR	b3576//b1736//b2242//b1945//b0341//b1004//b0575//b2557//
BasR	b4408//b1501//b0166//b4354//b2704//b2660//b1389//b2903//b4384//b0589//phnE_2//b0975//b0606//
BetI	b0450//b0584//b1704//b1024//
BirA	b0964//b1013//b1621//b0778//b0068//
BluR	b3708//b3035//b1040//b1224//
BolA	b1227//b0036//
CadC	b2818//b0069//b4435//
CaiF	b0330//b0778//b2282//b4079//b0334//b0931//b4122//b1410//b2091//b0428//
Cbl	b0113//b0889//b0069//b2540//b4567//b0343//b1852//b0515//b0090//
CdaR	b4036//b3331//b1016//b1860//b2837//b3429//b1393//b4131//b0681//b0726//
CecR	b3329//b3869//b1681//b1512//b2841//
ChbR	b0042//b0071//b1540//b1184//b3026//b2367//
ComR	b3116//
CpxR	b1889//b2573//b4321//b3183//b4115//b3213//b1400//b3326//b3082//b1075//b3957//b2231//b0674//b2062//b0856//b0677//b2617//b4037//b4050//b0855//b3726//b4393//b0682//b3137//b3418//b1301//b2371//b2712//b0036//b0066//b0820//b2168//b3501//b2820//b1259//b3575//b3256//b2605//b0578//b3060//b1578//b2235//b0811//b1673//b3481//b3357//b3518//b1858//b1797//b1440//b3495//b2204//b3070//b4567//b2464//b0853//b1475//b0162//b1949//b2724//b0154//b2732//b4194//b0365//b4072//b2075//b2630//b0698//b4289//b0584//
Cra	b3571//b1187//b1062//b1080//b2076//b2942//b2000//b2074//b1634//b2369//b1945//b3908//b0339//b4035//b2927//b4445//b2284//b4014//b0734//b2076//b4117//b1745//b2406//b3415//b0304//b1805//b4323//b0987//b0033//b2406//b3624//b2241//b1020//b0726//b1132//b0841//b2388//b4209//b2713//b0619//b0589//b3791//b0578//b4355//b3057//b1200//b3225//b0806//b3133//b0864//b2551//b0304//b1704//b2662//b3113//b0687//b3036//b0759//b2342//b1498//b0812//b2423//b0583//b3752//b4292//b3164//b2308//b3060//b1398//b1039//b0793//b1516//b2096//b4016//b0975//b0886//b2991//b0757//b2799//
CreB	b0754//b1408//b2414//b0336//b3582//
CsgD	b2996//b0162//b0232//b4445//b2370//b2582//b0873//b1672//b1988//b1396//b2167//b4445//b1430//b2732//b1682//b1194//b0377//b3186//b0964//b2470//b0762//b3096//b1925//b2482//b3480//b3126//b1743//b0708//
CsiR	b0451//b0573//b2470//b3367//b1194//
CspA	b0039//b1021//
CueR	b3514//b2097//b1163//b2291//b3035//b1878//b2341//
CusR	b1015//b1298//b3114//b3073//b0578//b3645//b1129//b2000//b3359//b3743//b1817//b0729//
CynR	b0032//b1020//b1511//b2911//
CysB	b1488//b1004//b4618//b2808//b1194//b4194//b1476//b1575//b3013//b2421//b2379//b0178//b3477//b1563//b3793//b3788//b2406//b3666//b1022//b4014//b0806//b1577//b2470//b2904//b3566//b3449//phnE_2//b4290//b1243//b1547//b1576//b0032//
CytR	b1187//b1078//b2017//b2464//b4132//b3429//b3430//b2994//b0080//b4014//b3225//b3576//b1902//
Dan	b1517//b3255//b2507//b2895//
DcuR	b2195//b1948//b1391//b2715//b3741//b1616//b3437//b2143//b3021//
DeoR	b4193//b4209//b3727//b2979//b0154//b1649//
DhaR	b3567//b3927//b2428//b1203//
DicA	b0073//b1658//b2661//b0509//b0511//b3506//b1947//b0935//
DinJ-YafQ	b3141//b2199//b1396//
DnaA	b1568//b2239//b0799//b3221//b4087//b3722//b3167//b3728//b3364//b0179//b1707//b3022//
