#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b4070//b3728//
AcrR	b0931//cpxQ//b1003//b4102//b1568//b1109//b1200//b2675//b2234//b1079//b0087//
Ada	b2203//b2061//b3214//b2366//
AdiY	b2150//b4197//b2838//b1567//b1011//b4099//b1905//b3132//
AgaR	b0891//b1590//b1797//b4005//b0806//b1163//b1594//b2029//b3787//b2531//b2155//
AidB	b0896//
AlaS	b0069//
AllR	b4287//b3789//b1024//b0757//b2731//b1937//b0997//b1021//b1264//
AllS	b3727//b0338//b4187//
AlsR	b0783//b3190//b1482//b1782//b1333//b0933//
AppY	b1519//b1508//b2530//b2279//b2799//b1333//b3942//b1163//b0819//b0233//
AraC	b0997//b0776//b2540//b1198//b1321//b0071//b3491//b1670//b2706//b2802//b0095//b0075//b0855//b1322//
ArgP	b1500//b1244//b1988//b1009//b3577//b1201//b2075//b0484//b0523//b0854//b0758//b2697//b1485//b0397//
ArgR	b1519//b1333//b3429//b2307//b0113//b1925//b4265//b0891//b2234//b4102//b0754//b3027//b2788//b3128//b0995//b4475//b0853//b3013//b4004//gadF//b2938//b0553//b1015//b2937//b0432//b4398//b0123//b3036//b3011//b0936//b2825//b1042//b3911//b0684//b2823//b0750//b0237//b0619//
ArsR	b3268//b1199//b1434//
AscG	b2202//b3073//b1061//b1656//b0273//
AsnC	b3749//b1131//yegZ//b0343//
AtoC	b2703//b3428//b3939//b0585//
BaeR	b4460//b1536//b0820//b4357//b1713//b0575//b1900//b1261//
BasR	b2752//b0774//b4310//b0571//b0849//cpxQ//b0860//b2370//b0615//b1950//b0827//b3115//b1513//
BetI	b1907//b1164//b3453//b0589//
BirA	b0792//b2699//b3721//b1252//b3752//
BluR	b4125//b2529//b4160//b3172//
BolA	b2149//b0595//
CadC	b0564//b1848//b4072//
CaiF	b1706//b4117//b1484//b0033//b3062//b2097//b2671//b4613//b4443//b0233//
Cbl	b1260//b2895//b1922//b3784//b1579//b2617//b0892//b1901//b4264//
CdaR	b3725//b3037//b3164//b2925//b1905//b0937//b2169//b0697//b0890//b3185//
CecR	b2559//b4539//b3859//b2741//b0864//
ChbR	b3502//b1611//b4131//b4523//b3083//b3157//
ComR	b1024//
