#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2156//b0353//
AcrR	b3576//b1729//b1010//b0589//b3564//b0431//b0889//b0378//b2421//b3688//b0277//
Ada	b3938//b0854//b0978//b1949//
AdiY	b1378//b3666//b4383//b3255//b1076//b0036//b0197//b1244//
AgaR	b3583//b0277//b4193//b2421//b4506//b2279//b1061//b2727//b2698//b2820//b0593//
AidB	b2663//
AlaS	b2149//
AllR	b0153//sroD//b1277//b1947//b2487//b1552//b0850//b2716//b4035//
AllS	b2371//b2388//b2205//
AlsR	b1508//b2528//b0851//b4698//b4192//b3065//
AppY	b1247//b2200//b0754//b3666//b0347//b0688//b4267//b2487//b1130//b2617//
AraC	b4458//b3576//b0277//b1388//b1093//b1043//b3512//b1384//b2823//b3331//b3604//b1263//b0679//b2979//
ArgP	b4187//b1621//b0723//b3132//b3426//b1083//b3813//b2911//b0040//b3123//b4033//b4382//b4034//b0977//
ArgR	b0096//b3237//b3789//b2203//b0293//b3502//b3624//b2558//b2732//b1322//b4398//b4292//b1500//b0032//b3846//b2148//b1670//b2938//b3509//b2721//b2308//b2783//b3940//b0081//b0314//b1131//b3115//b4511//b4702//b0614//b0676//b2676//b3450//b0590//b1009//b3441//b3908//b2203//
ArsR	b2201//b3794//b2703//
AscG	b2541//b4039//b2370//b1389//b1904//
AsnC	b0617//b2311//b0970//b1713//
AtoC	b2097//b1618//b2802//b0974//
BaeR	b1905//b4475//b4062//b1616//b1481//b0378//b1507//b3528//
BasR	b2490//b1388//b0231//b3328//b0655//b3062//b3813//b0233//b1532//b4152//b1101//b1654//b2719//
BetI	b0399//b0388//b0475//b4444//
BirA	b4238//b3094//b2370//b2311//b3328//
BluR	b2393//b4132//b2673//b1913//
BolA	b4194//b0441//
CadC	b1507//b2927//b2159//
CaiF	b3186//b2751//b2063//b0234//b3568//b0854//b1588//b1926//b4036//b1299//
Cbl	b4415//b0083//b2840//b1921//b0590//b3449//b1622//b1546//b2075//
CdaR	b1207//b3661//b1923//b2826//b2783//b1073//b1390//b1649//b2603//b0034//
CecR	b1548//b0033//b3469//b3026//b2553//
ChbR	b4475//b1857//b1384//b0683//b4027//b0827//
ComR	b1890//
CpxR	b2839//b2687//b2372//b4460//b0152//b4357//b2096//b0795//b2617//b3600//b1011//b1762//b1857//b3724//b1483//b0674//b3081//b0987//b0185//b1486//b0303//b2804//b0039//b2573//b2499//b0799//b1790//b3062//b0038//b3863//b0602//b3076//b3578//b0388//b1892//b0880//b3480//b0806//b0733//b0593//b2574//b2721//b4400//b2604//b3172//b2703//b0484//b2542//b0933//b0602//b0827//b0652//b2094//b1061//b0075//b0812//b2061//b0064//b4577//b2370//b2630//b0678//b0087//b0351//b4399//b2942//b4290//b3491//b0428//b1611//
Cra	b2079//b2727//b0340//b1245//b0849//b0069//b3743//b3666//b1782//b0565//b2703//b0590//b4071//b2987//b1391//b0032//b4034//b0233//b3114//b2482//b2604//b3605//b3071//b0517//b2717//b1042//b0462//b3725//b3429//b3224//b2163//b3418//b0857//b4101//b3828//b2489//b2476//b4044//b2821//b0812//b0880//b4132//b4033//b3449//b4567//b1326//b1198//b0784//b1387//b1199//b1704//b1518//b0724//b0606//b3788//b3366//b1780//b3624//b0340//b2243//b1333//b2078//b0511//b1719//b2167//b2717//b0862//b1579//b2726//b2662//b4018//b3509//b0180//b1684//b3661//b1297//b1618//b1716//b3451//
CreB	b2323//b1535//b3721//b1203//b1008//
CsgD	b0696//b3869//b4522//b1564//b4323//b2717//b0198//b4287//b1411//b0234//b3905//b1902//b4063//b2428//b4089//b2288//b3431//b2240//b0377//b0796//b0575//b0574//b2558//b4125//b2541//b2076//b1378//b0775//
CsiR	b0811//b2085//b1021//b4242//b3115//
CspA	b2787//b3359//
CueR	b1682//b0082//b3026//b1674//b0860//b2603//b4266//
CusR	b3222//b1379//b4367//b2094//b0619//b4043//b1008//b2197//b2715//b3157//b2912//b3117//
CynR	b0086//b0068//b3939//b0970//
CysB	b0886//b1410//b0974//b0085//b1081//b3207//b1410//b3083//b0891//b3224//b0400//b2000//b1258//b1783//b1791//b2539//b1078//b1164//b2424//b1287//b1634//b0775//b2788//b1620//b2574//b2802//b2491//b3135//b0976//b4444//b1474//b1548//
CytR	b2285//b1817//b4267//b2276//b4382//b1102//b2660//b0677//b1306//b4101//b0312//b3022//b0067//
Dan	b1852//b0082//b3613//b1062//
DcuR	b4195//b2068//b0597//b0793//b1783//b2706//b4254//b4070//b0777//
DeoR	b2729//b0606//b1540//b1513//b0066//b4291//
DhaR	efeU_2//b1818//b3071//b3688//
DicA	b0083//b1082//b0411//b1914//b0796//b2029//b4381//b3095//
DinJ-YafQ	b2091//b4197//b1322//
DnaA	b1257//b0682//b1805//b2155//b2205//b1409//b1810//b2481//b3095//b2669//b1246//b3223//
DpiA	b2975//b3091//b4408//b3165//b0403//b3846//b2167//efeU_2//b1043//b4044//b1517//
DsdC	b3870//b2820//b3508//
EbgR	b4151//b4063//
EnvR	b1259//b1684//
EnvY	b1973//b3625//
EvgA	b3141//b1515//b3792//b2143//b0978//b3601//b1075//b0341//b0894//b1246//b1702//b4016//b2703//b1442//b0794//b3331//b1782//b3960//b1564//
ExuR	b0087//b1227//b0069//b3116//b0398//b1762//b1074//b3709//b0925//
FabR	b0687//b1071//
FadR	b3569//b4238//b0273//b2605//b2407//b0040//b1021//b4288//b2808//b2284//b0931//b2579//b1747//b4431//b3441//b4267//b2754//b0092//b3185//b0179//b2716//b0347//b2705//
FeaR	b0976//b3702//
FhlA	b2676//b0112//b1184//b2369//b2825//b0296//b1608//b1388//b0396//b0330//b2281//b1921//b1276//b0032//b0067//b1846//b3114//b1684//b2660//b4288//b3071//b1276//b0069//b1386//b1672//b1588//b3415//b1563//b3566//b3743//
