#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0484//b0083//
AcrR	b3957//b4445//b0757//b4025//b4522//b2666//b4079//b0388//b0684//b2379//b2916//
Ada	b0734//b4122//b0997//b1950//
AdiY	b2923//b2392//b1072//b3125//b4195//b4289//b4398//b1914//
AgaR	b0083//b1227//b2291//b0486//b4266//b1061//b1257//b3568//b1593//b4018//b3645//
AidB	b1734//
AlaS	b2237//
AllR	b0998//b0515//b0734//b0571//b2531//b4105//b3868//b0618//b1325//
AllS	b2825//b4460//b1576//
AlsR	b0950//b4030//b4444//b4014//b0685//b3207//
AppY	b0365//b0341//b1805//b1684//b0615//b1608//b3062//b2364//b2093//b4322//
AraC	b0655//b1203//b2711//b1706//b4382//b0089//b1130//b0231//b3363//b0894//b2539//b4018//b3907//b0336//
ArgP	b0429//b1567//b3722//b1737//b4209//b4260//b2366//b3831//b1389//b2200//b4240//b2078//b3625//b2213//
ArgR	b0596//b1501//b3576//b3794//b1733//b4279//b2323//b2091//b0403//b3513//b4196//b2991//b4079//b4118//b0778//b1397//b0595//b3793//b1597//b1039//b2551//b0886//b0087//b3904//b2312//b3327//b4637//b4177//b1877//b3859//b4151//b1670//b0349//b3431//b3067//b0347//b4037//b2208//
ArsR	b1474//b2465//b1062//
AscG	b2198//b3569//b2414//b0512//b1285//
AsnC	b1746//b3165//b1199//b0071//
AtoC	b4044//b3476//b1718//b2800//
BaeR	b2155//b1012//b3140//b3067//b3579//b0311//b2551//b2221//
BasR	b3547//b2895//b1617//b0034//b2208//b4070//b4030//b0731//b2750//b0853//b0396//b2285//b4101//
BetI	b2486//b0731//b3525//b0777//
BirA	b2993//b4032//b0682//b2323//b4043//
BluR	b1323//b4076//b2709//b1616//
BolA	b1024//b0237//
CadC	b2235//b1076//b0851//
CaiF	b0589//b1288//b0852//b1390//b4072//b3744//b3510//b2716//b0618//b3773//
Cbl	b4194//b0682//b0197//b1092//b0180//b2068//b3092//b2208//b0874//
CdaR	b1577//b1782//b0112//b2801//b3904//b1578//b0973//b3168//b0979//b1022//
CecR	b3789//b4613//b1656//b1684//b0514//
ChbR	b0486//b2994//b0207//b2825//b0954//b1926//
ComR	b1951//
CpxR	b0827//b1224//b0352//b1009//b4094//b4523//b2570//b1221//b0896//b3558//b1850//b2237//b2323//b4138//b0081//b1132//b4539//b4468//b2464//b0075//b4070//b2979//b1385//b3926//b1621//b1913//b2697//b0339//b2416//b2663//b1497//b2711//b1199//b2482//b0679//b4292//b2759//b3793//b3923//b1784//b3701//b0082//b2788//b2837//b1611//b2698//b4006//b1562//b1946//b2631//b1508//b2277//b0088//b0614//b3214//b2530//b1299//b3329//b4122//b1288//b2096//b1954//b2213//b0390//b0511//b1944//b1036//b0614//b0945//b3726//
Cra	b2808//b0431//b0443//b1562//b3060//b1443//b0333//b2671//b1745//b3479//b1207//b4613//b1508//b3127//b1887//b3625//b3744//b0388//b4457//b2559//b3624//b3859//b1184//b1674//b1621//b2676//b2499//b3070//b3512//b1388//b1497//b1540//b2280//b1780//b2821//b1091//b0954//b0973//b1399//b2215//b0593//b1075//b4151//b1305//b0619//b0080//b0277//b1474//b0070//b3013//b4376//b1040//b0721//b0396//b2243//b2712//b4289//b1227//b2990//b0781//b2823//b3748//b4417//b1681//b2375//b0806//b1879//b4187//b2713//b2148//b2718//b3156//b3125//b1199//b3227//b0089//b0565//b1797//b0315//
