#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0751//b3426//
AcrR	b2370//b4383//b0273//b3960//b2425//b2801//b0597//b4002//b0605//b2802//b3365//
Ada	b0522//b1620//b3908//b0995//
AdiY	b2278//b0311//b2155//b1712//b0296//b0758//b1443//b0795//
AgaR	b1131//b0987//b1020//b3513//b2605//b0697//b0970//b0340//b2942//b0096//b2093//
AidB	b2669//
AlaS	b3221//
AllR	b2152//b0315//b4062//b3774//b2787//b0812//b1761//b0048//b0575//
AllS	b0896//b1850//b0512//
AlsR	b4238//b0755//b2903//b0513//b0594//b3680//
AppY	b1567//b0604//b3571//b0751//b1395//b0312//b1781//b1226//b3525//b3828//
AraC	b3414//b4367//b2570//b0575//b3794//b0570//b1021//b4106//b1738//b3021//b2344//b1507//b3605//b1223//
ArgP	b0226//b0596//b0654//b3666//b0150//b0081//b3926//b3428//b1023//b1593//b3582//b2421//b1729//b0036//
ArgR	b4005//b1857//b1321//b3131//b1924//b1859//b3071//b0979//b2407//b0507//b2687//b2316//b0178//b1593//b0463//b1037//b3753//b2538//yegZ//b2720//b0343//b2393//b2572//b3117//b4040//b0724//b0728//b2231//b0896//b0088//b0237//b1817//b0655//b0781//b2617//b1335//b1225//b2574//
ArsR	b4322//b1321//b0397//
AscG	b2393//b1673//b1877//b0614//b0033//
AsnC	b1779//b1396//b0071//b2198//
AtoC	b3441//b1277//b1673//b3723//
BaeR	b1385//b1483//b2789//b0036//b3506//b1298//b3702//b4264//
BasR	b0337//b0450//b4506//b4637//b1184//b2616//b3743//b3960//b1011//b1258//b1078//b2029//b0390//
BetI	b0403//b2723//b2558//b2674//
BirA	b2279//b1942//b2530//b3828//b2168//
BluR	b4599//b0277//b3237//b0734//
BolA	b0396//b2826//
CadC	b3860//b0733//b2605//
CaiF	b3578//b3528//b1102//b2789//b1791//b3940//b1260//b0585//b2364//b2711//
Cbl	b3134//b3117//b3432//b3071//b3328//b4030//b1012//b1132//b0277//
CdaR	b1797//b1487//b0399//b0781//b2728//b2344//b0390//b0849//b1681//b1518//
CecR	b0654//b2212//b0504//b2194//b1247//
ChbR	b0674//b0351//b1706//b1588//b1327//b3516//
ComR	b3859//
CpxR	b4260//b0977//b4267//b3409//b4357//b0233//b0060//b2148//b1713//b2242//b1715//b0064//b1299//b0826//b0978//b0890//b4475//b2507//b3428//b1546//b1408//b0970//b0071//b1940//b4260//b2370//b3547//b0048//b3124//b1672//b2542//b0675//b3870//b0073//b1512//b2993//b1848//b1887//b0783//b2375//b1131//b3212//b3270//b0584//b1247//b0698//b3207//b4040//b3722//b3076//b1878//b1970//b3190//b0678//b2852//b4438//b3070//b3789//b0341//b0232//b4280//b1222//b1041//b1244//b2199//b3269//b4467//b1649//b0605//b1514//
Cra	b2760//b2476//b3792//b2198//b0340//b0337//b4312//b3136//b4322//b1009//b2168//b3753//b0795//b0674//b3169//b4438//b1036//b1297//b4613//b1888//b4383//b2601//b2342//b0896//b0033//b1576//b3925//b3491//b4397//b2237//b1900//b4355//b1713//b3510//b1575//b0674//b4016//b0389//b1857//b4511//b1674//b2560//b1796//b0975//b3133//b0352//b4249//b2000//b1674//b0181//b2168//b2559//b2205//b2819//b3723//b4467//b2975//b0221//b0232//b0039//b0523//b1407//b2000//b4096//b1014//b1200//b0084//b0779//b2719//b2553//sroD//b0978//b0038//b1946//b3137//b0152//b0353//b2529//b1658//
CreB	b0729//b2096//b1746//b1682//b3414//
CsgD	b2278//b2344//b2406//b4567//b4506//b1889//b3784//b4383//b2213//b0072//b3831//b3577//b2708//b2724//b1531//b1649//b0377//b3743//b1805//b0812//b0064//b4122//b1780//b1183//b2280//b2415//b0161//b0996//
CsiR	b2063//b3788//b0504//b0234//b2913//
CspA	b3925//b3863//
CueR	b4411//b3813//b0432//b1378//b3911//b4106//b1713//
CusR	b3118//b4106//b1136//b0903//b3236//b0435//b2822//b0841//b3092//b3938//b4072//b2074//
CynR	b1942//b2616//b2837//b2995//
CysB	b3134//b3008//b3207//b2483//b3748//b2207//b2779//b3335//b1014//b2286//b4522//b3327//b0304//b1443//b4513//b4705//b3565//b0226//b0887//b0820//b1221//b1007//b1649//b2838//b1818//b0198//b0463//b0338//b3450//b1129//b0679//b2923//
CytR	b0595//b4249//b2788//b0031//b4119//b0315//b0383//b0237//b4139//b2741//b2236//b3409//b4287//
Dan	b1796//b2277//b0507//b2779//
DcuR	b0796//b4050//b0726//b2077//b2195//b1591//b1079//b2731//b0166//
DeoR	b2168//b0973//b1515//b1950//b2207//b2507//
DhaR	b4029//b1225//b0572//b1327//
DicA	b2730//b3959//b0587//b4431//b1747//b0890//b0087//b1548//
DinJ-YafQ	b1672//b3500//b1680//
DnaA	b4024//b2927//b4513//b3364//b0349//b3123//b3026//b0996//b4705//b3725//b0602//b1658//
DpiA	b0861//b3491//b1287//b1925//b0118//b0871//b1810//b1783//b3013//b3037//b2093//
DsdC	b1009//b1070//b0061//
EbgR	b0675//b3066//
EnvR	b1187//b1400//
EnvY	b4193//b4484//
EvgA	b0161//b1591//b0516//b1391//b1379//b3330//b1112//b0153//b1224//b2097//b0331//b0313//b1729//b1902//b4062//b3773//b0207//b1589//b3744//
ExuR	b2152//b1717//b3137//b0765//b4073//b3792//b0036//b4106//b3013//
FabR	b0685//b3036//
FadR	b0861//b3403//b1333//b2789//b1617//b3615//b3612//b1430//b3359//b4268//b0724//b3923//b1388//b4099//b0231//b0616//b4481//b3800//b0035//b2570//b2415//b0819//b4120//
FeaR	b3905//b4087//
FhlA	b0340//b4357//b1540//b2068//b3501//b3708//b0303//b0389//b2201//b3605//b3171//b1682//b0221//b3453//b3612//b3060//b0872//b4260//b0590//b0806//b2542//b4476//b3168//b0584//b1277//b1258//b2202//b1283//b2995//b3413//
FlhDC	b1262//b3071//b4471//b3270//b3680//b1702//b0979//b3724//b1732//b2365//b0350//b3461//b3904//b0507//b0344//b0617//b2582//b1276//b2758//b2558//b2840//b1944//b0522//b1112//b4592//b0722//b4106//b0810//b0365//b1951//b3478//b2194//b4698//b0810//b3902//b1298//b2407//b1797//b0330//b4266//b2757//b0812//b4099//b1746//b0036//b4239//b1222//b2169//b4087//b1860//b2486//b1656//b1609//b1079//b2826//b1782//b3792//b3186//b2199//b0044//b0654//b1514//b1683//b1394//b0557//b2311//b3135//b2976//b3926//b2203//b1283//b2993//b1508//b4354//b2975//b3749//b1493//b3495//b1702//b2284//b4347//b1716//
FliZ	b1819//b1083//b0508//b1015//b0723//b0849//b0411//b1387//b0485//b3188//b2712//b2060//b4471//b3908//b1861//b4522//b3213//b0221//b4087//b2106//b4467//
FucR	b2605//b2484//b2242//b0602//b1408//b0311//b4016//
Fur	b1302//b1021//cpxQ//b1879//b4040//b1656//b1237//b1579//b0583//b0180//b3123//b3168//b2406//b0765//b0849//b3367//b0461//b2709//b2977//b2818//b2168//b4059//b0578//b0464//b2075//b1415//b0273//b1071//b3828//b1444//b1040//b4002//b2721//b4367//b1441//b0090//b2202//b4381//b3702//b1260//b0575//b2758//b0411//b3022//b3164//b4393//b1260//b1165//b3582//b1532//b1611//b2964//b3911//b2764//b4673//b3066//b0765//b0934//b0958//b1129//b0880//b0333//b4043//b4034//b4192//b0587//b3959//b2825//b1611//b1568//b3126//b1130//b0447//b0114//b1194//b2096//b4034//b0389//b1075//b0076//b0039//b3061//b3095//b1846//b1409//b2094//b4097//b2559//b0785//b1743//b0592//b0074//b3057//b1748//b4100//b3742//b3728//b1575//b3140//b1680//b2476//b0853//b4096//b0570//b1246//b2675//b3612//b3477//b3958//b0827//b0950//b4637//b0344//b2489//b4013//b1194//b0778//b2499//b4043//b2234//b1070//b1441//b0654//b1487//b1434//b3223//b0996//b3829//b0574//b2288//
GadE	b3701//b0890//b1744//b1390//b1223//b2280//b3077//b0486//b4187//b2837//b2715//b1519//b0951//b2925//b2822//b1399//b2711//b2212//b1577//b2093//b0784//b2239//b1951//b2662//b3578//b3831//b0978//b3061//b1616//
GadE-RcsB	b4460//b4506//b3428//b1476//b0336//b1511//b3727//b4094//b0996//
GadW	b0336//b1325//b4267//b1548//b0340//b0095//b4177//b2764//b0301//b3214//b0062//b1622//b1684//b2152//b3564//
GadX	b2669//b0726//b1474//b3073//b3207//b4268//b3008//b0384//b0094//b4095//b3223//b0313//b1579//b0565//b0987//b2912//b2093//b3326//b4702//b3792//b3076//b1327//b1299//b3333//b0996//b4104//b3081//b4050//b1588//
GalR	b0849//b4383//b0998//b1761//b2078//b2674//b2542//b4026//b1622//b2721//
GalS	b2372//b3329//b1079//b3859//b4071//b1517//b0344//b4381//b3868//b4159//
GatR	b4313//b0676//b1252//b2196//b1501//b3036//
GcvA	b3903//b1389//b3137//b4266//b2203//
GlcC	b2712//b1744//b0435//b1575//b3005//b1564//b1945//
GlpR	b3183//b3432//b2560//b2201//b0087//b3223//b3723//b2665//b3680//
GlrR	b2508//b0682//b1791//b1761//b0392//
GntR	b3477//b3166//b2278//b2308//b2840//b0605//b1288//b2406//b0606//b0508//b3437//b3185//
GutM	b1562//b2717//b1728//b3605//b3095//b2278//b3939//
GutR	b0856//b2194//b4322//b3026//b1009//b3730//b0793//
HU	b1738//b4411//b0585//b0795//b1475//b0333//b3128//b1707//b3214//
HcaR	b1673//b0619//b0403//b2762//b1950//b0485//
HdfR	b4177//b3092//b2464//b4104//b0588//
HigA	b0874//b1611//
HigB-HigA	b4123//b1924//
HipAB	b2235//b2163//b0903//b4451//b0681//
HipB	b2722//b3134//b1013//b2551//b1923//b1779//
HyfR	b1264//b1892//b3792//b1681//b0517//b1004//b4265//b4468//b2895//b4458//b4194//b0754//
HypT	b4599//b4525//b1385//b1258//b2783//b0856//b3135//b1589//b3603//b1258//b2148//b3604//b3139//
IclR	b2697//b1680//sroC//b1791//
IdnR	b0951//b4637//b2091//b3416//b2287//b1307//b1741//
IlvY	b2393//b2485//
IscR	b3579//b3168//b0733//b3967//b4132//b0799//b4054//b3793//b0112//b4265//b3359//b1243//b2942//b0974//b2713//b4003//b3481//b4506//b3707//b2286//b3183//b3558//b3525//b1377//b0595//b0945//b0734//b0337//b2818//b4506//b1713//b1818//
KdgR	b4435//b2167//
KdpE	b1080//b0180//b0237//b0429//
LacI	b1038//b2996//b4050//
LeuO	b2199//b0972//b2711//b0312//b3922//b0388//b0750//b3127//b1325//b0389//b0161//b2913//b2570//b3271//b0399//b3870//b4438//b4523//b2605//b4471//
LexA	b0860//b0796//b2725//b0722//b0063//b0937//b0954//b2665//b0820//b2150//b4399//b3449//b0038//b0460//b4029//b1781//b3958//b0782//b1303//b1130//b1946//b2488//b0696//b2819//b3131//b4291//b3547//b3082//b2708//b3057//b3067//b0303//b2241//b1671//b1735//b3357//b1501//b2964//b2541//b0684//b1386//b2741//b0061//b0604//b3357//b3132//b3574//b1680//b0486//b0678//b3022//b3139//b2096//b0575//b1081//b4267//b1334//b3859//b2197//
LldR	b0860//b0096//b2286//
LrhA	b2803//b2997//b4198//b3135//
LsrR	b3127//b1391//b1810//b2541//b4024//b1398//b4417//b3123//b2660//
LysR	b0852//b4399//
MalI	b2407//b0594//b2528//
MalT	b0352//sroA//b3576//b0036//b3725//b2762//b2937//b3958//b3186//b1302//
MarA	b3518//b0341//b3115//b0654//b1904//b1926//b1187//b1440//b3722//b0389//b0903//b2207//b2992//b3904//b1167//b0312//b2009//b2669//b1943//b3133//b3941//b1091//b3501//b1488//b1092//b4119//b2085//b1718//b4266//b1568//b4095//b4150//b2289//b4241//b3912//b0048//b4099//b4024//
MarR	b0461//b2281//b3502//
MatA	b0071//b3925//b2379//b4028//b1671//b1297//b0587//b2789//
MazE	b2721//b1078//b0347//
MazE-MazF	b3237//b0928//b0687//
