#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3753//b0162//
AcrR	b2465//b3831//b4072//sroA//b3615//b4124//b3724//b2673//b1891//b3256//b1954//
Ada	b0896//b1299//b2698//b0382//
AdiY	b3214//b0929//b2531//b3503//b2281//b2676//b2488//b3722//
AgaR	b3063//b0871//b2926//b3845//b1277//b1746//b0342//b3077//b3431//b0696//b4059//
AidB	b1499//
AlaS	b4313//
AllR	b2470//b3083//b0757//b3904//b3065//b0891//b3115//b2195//b3613//
AllS	b1042//b4618//b3709//
AlsR	b1003//b1950//b2725//b3785//b2604//b0864//
AppY	b0330//b4104//b3792//b4002//b2571//b3501//b0931//b0517//b1548//b0516//
AraC	b0461//b3477//b3787//b2000//b0087//b1384//b2964//b4397//b2997//b4399//b4160//b0166//b0972//b3132//
ArgP	b1391//b3329//b2283//b3327//b0677//b3036//b2202//b2097//b2669//b3507//b1810//b4268//molR_1//b2281//
ArgR	b1391//b2201//b2375//b1078//b3091//b0727//b1922//b4071//b0759//b1922//b1973//b0180//b4088//b4452//b3237//b2923//b3184//b2242//b1531//b0557//b0064//b0179//b1113//b3934//b0096//b4196//b2841//b2286//b3924//b1748//b1857//b3645//b1982//b3469//b4444//b0064//b1669//b1393//
ArsR	b0886//b1038//b3451//
AscG	b0778//b2725//b0734//b1334//b1244//
AsnC	b2236//b1745//b2000//b2224//
AtoC	b3237//b2199//b3057//b0734//
BaeR	b2393//b3709//b2758//b2698//b4288//b4376//b0809//b0880//
BasR	b0728//b1129//b4034//b1042//b2713//b0564//b0583//b0033//b3788//b0443//b3938//sroA//b3919//
BetI	b4239//b3333//b0199//b1707//
BirA	b4090//b3114//b2737//b1608//b0594//
BluR	b4613//b0590//efeU_2//b0591//
BolA	b0722//b2485//
CadC	b2758//b1080//b3139//
CaiF	b2570//b3680//b3516//b2997//b2686//b0765//b4293//b2168//b4392//b0819//
Cbl	b2197//b3729//b2242//b2717//b0512//b0432//b4089//b0517//b0756//
CdaR	b1036//b0076//b0392//sroC//b0082//b3507//b1198//b1092//b0237//b0750//
CecR	b2552//b1012//b3038//b4076//b3006//
ChbR	b2841//b2782//b3688//b2719//b2723//b2553//
ComR	b0728//
CpxR	b0082//b3077//b1973//b1941//b0293//b4071//b2375//b3070//b3335//b0088//b0116//b3066//b1264//b1587//b3131//b1634//b1200//b2715//b4382//b1260//b1070//b3166//b2476//b2484//b2075//b3093//b2538//b3800//b3789//b1131//b1821//b1227//b1377//b1260//b0090//b1892//b0616//b1393//b0384//b1877//b4131//b3408//b1851//b3213//b0398//b4032//b1408//b2202//b0945//b2424//b4313//b1070//b0784//b2429//b2800//b2323//b3580//b2820//b1299//b0585//b1938//b1298//b2537//b1949//b3025//b0728//b4475//b0094//b3167//b1392//
