#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0178//b0234//
AcrR	b0730//b0095//b1658//b3924//b1182//b4471//b1400//b0067//b3441//b3956//b1237//
Ada	b1016//b2079//b2684//b1092//
AdiY	b3330//b1578//b1587//b2204//b2364//b4123//b3417//b1719//
AgaR	b0979//b3057//b3787//b2061//b1655//b1617//b1481//b0451//b3214//b0934//b1409//
AidB	b1941//
AlaS	b2662//
AllR	b1429//b2388//b0181//b1072//b0515//b0451//b4365//b0575//b3223//
AllS	b1296//b3927//b1475//
AlsR	b1020//b4025//b0573//b1012//b2712//b0367//
AppY	b3212//b0233//b1440//b4151//b1165//b3156//b4151//b4523//b0400//b1200//
AraC	b1608//b4019//b1131//b0152//b4443//b0443//b3645//b1860//b4613//b1397//b0240//b3126//b4159//b2059//
ArgP	b0819//b0616//b2799//b1950//b0851//b2150//b0781//b2222//b1198//b0094//b1011//b1878//b1388//b3934//
ArgR	b0429//b1389//b2097//b0763//b1283//b0677//b1131//b4015//b1041//b1714//b1615//b1826//b1165//b3565//b1684//b0685//b0199//b0574//b3166//b1623//b3324//b3904//b1567//b1518//b0461//b0622//b0572//b3184//b1131//b3903//b3722//b1658//b1077//b1546//b2168//b2715//b4192//b4239//
ArsR	b4577//b1857//b1484//
AscG	b3449//b3127//b0979//b1715//b2675//
AsnC	b4242//b0365//b4154//b2374//
AtoC	b2755//b3959//b3413//b2374//
BaeR	b2660//b0116//b3077//b2605//b0464//b2197//b2837//b2579//
BasR	b0756//b3923//b1517//b0150//b1484//b2752//b3786//b3363//b0277//b1902//b3788//b2425//b0341//
BetI	b0063//b2224//b2697//b3432//
BirA	b2148//b2276//b2912//b2062//b2287//
BluR	b3132//b0937//b4268//b1015//
BolA	b0751//b2058//
CadC	b4086//b0954//b4289//
CaiF	b2756//b1400//b1944//b0508//b1441//b4004//b2662//b1859//b2393//b0795//
Cbl	b0461//b0523//b1826//b0066//b0043//b0722//b2781//b1951//b2277//
CdaR	b0602//b1944//b4613//b1007//b1782//b3227//b1323//b2990//b2486//b4075//
CecR	b1738//b1260//b2243//b3507//b1333//
ChbR	b2990//b3008//b2764//b4324//b2763//b0782//
ComR	b1040//
CpxR	b2200//b1092//b3729//b4092//b2107//b4034//b3134//b1950//b2092//b3509//b2994//b1988//b2789//b3568//b2979//b4290//b1656//b0589//b0273//b2423//b1519//b1851//b3083//b3116//b1078//b3035//b0827//b0161//b0931//b0891//b1277//b2197//b2630//b4511//b2059//b2675//b1589//b1860//b3449//b1937//b3324//b0587//b1736//b2313//b4073//b4097//b1941//b2708//b2712//b1673//b2406//b3038//b0093//b1973//b2659//b4309//b4431//b2237//b0734//b1300//b2530//b3156//b3190//b2407//b0180//b3063//b3140//b0221//b1441//b2684//
Cra	b3123//b2491//b1784//b3461//b3094//b1379//b0034//b3082//b4005//b1819//b3125//b0315//b3742//b1163//b0039//b0730//b1736//b3845//b4460//b1946//b0508//b2061//b3331//b3036//b1407//b3126//b3077//b0826//b1006//b4468//b0890//b4034//b2379//b2572//b4381//b3916//b2500//b3168//b1641//b1593//b0431//b1669//b2758//b0447//b3614//b0728//b2492//b1656//b1200//b2415//b0167//b2491//b3624//b0233//b3926//b2428//b4104//b0975//b2937//b1982//b1567//b1715//b0396//b1857//b2709//b0557//b2808//b1024//b3223//b3709//b0071//b1500//b4024//b0293//b2309//b3478//b4618//b2709//b1641//
CreB	b0335//b1817//b0727//b3927//b4289//
CsgD	b2537//b4095//b1488//b4289//b0755//b0958//b0180//b0779//b1597//b3076//b0331//b1609//b3773//b1207//b0593//b4523//b0862//b4197//b3057//b3579//b0571//b1301//b0811//b3508//b4209//b0684//b0793//b2800//
CsiR	b1944//b0564//b3500//cpxQ//b2075//
CspA	b0620//b0064//
CueR	b2938//b0152//b0399//b4015//b1790//b0473//b3923//
CusR	b4003//b2702//b3508//b1184//b2198//b1671//b0460//b0350//b2342//b1498//b4265//b1252//
CynR	b2751//b1275//b4153//b0523//
CysB	b0044//b0812//b4460//b3511//b4004//b2603//b1609//b3165//b1609//b2759//b3081//b0199//b3413//b1013//b0688//b1264//b4195//b3742//b3332//b3330//b3938//b0037//b0293//b0795//b1485//b1333//b2277//b3957//b3614//b4237//b1014//b1225//
CytR	b4073//b2723//b0385//b1476//b1745//b4062//b2392//b0044//b0085//b1892//b3333//b3441//b3581//
Dan	b2553//b0950//b3415//b4445//
DcuR	b3615//b0623//b3221//b0237//b1082//b1441//b1388//b4435//b0605//
DeoR	b0751//b3599//b3479//b0068//b2782//b3966//
DhaR	b3060//b0156//b4399//b0782//
DicA	b1072//b4264//b1741//b1385//b2687//b1333//b3213//b1951//
DinJ-YafQ	b4416//b2763//b2839//
DnaA	b3661//b2838//b3013//b2240//b1736//b3481//b1682//b0849//b1924//b2557//b1378//b0945//
DpiA	b2306//b1902//b3547//b3922//b3452//gadF//b1904//b2926//b4101//b1609//b0403//
DsdC	b3421//b1081//b1407//
EbgR	b0783//b1321//
EnvR	b2662//b2580//
EnvY	b0726//b0522//
EvgA	b0378//b4238//b3859//b4006//b0850//b0335//b4033//b2423//b2926//b3911//b1949//b1226//b3094//b3451//b3480//b0508//b2168//b3495//b3416//
ExuR	b1182//b2375//b1623//b2311//b0763//b4059//b1092//b0485//b0091//
FabR	b3599//b1411//
