#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2616//b2150//
AcrR	b2582//b2904//b3614//b1684//b0653//b0683//b0796//b0970//b2092//b3579//b1500//
Ada	b2538//b1514//b3507//b2291//
AdiY	b1323//b0613//b3076//b3359//b2724//b1258//b1481//b4321//
AgaR	b0606//b2159//b0723//b3741//b4268//b1187//b2476//b0851//b2483//b0333//b3722//
AidB	b4097//
AlaS	b0793//
AllR	b1860//b2213//b1091//b1954//b1716//b2996//b1221//b2582//b2309//
AllS	b2994//b2819//b3727//
AlsR	b3271//b3789//b0463//b4637//b3547//b3743//
AppY	b2310//b3164//b2235//b0731//b1256//b0340//b3503//b0557//b2905//b4468//
AraC	b2306//b3966//b0074//b2105//b0755//b4075//b1706//b3008//b0511//b0839//b0156//b4093//b2312//b4073//
ArgP	b0575//b1246//b2751//b4468//b1201//b3410//b3941//b2802//b0296//b0232//b0166//b3518//b3011//b3607//
ArgR	b0889//b3221//b2662//b0855//b4014//b4577//b3785//b0606//b0732//b1101//b3911//b3432//b2427//b4287//b2666//b3164//b3132//b0592//b4399//b4192//b2541//b2674//b4125//b2482//b3512//b0399//b2369//b1737//b0574//b0593//b0337//b0895//b4117//b0974//b1299//b0820//b3792//b4115//
ArsR	b3701//b1821//b3938//
AscG	b4071//b2737//b3071//b0151//b4120//
AsnC	b4150//b3061//b1926//b1393//
AtoC	b4444//b1943//b1480//b1508//
BaeR	b2063//b0655//b1704//b2741//b4241//b3728//b4238//b1826//
BasR	b1396//b0088//b0889//b3571//b3038//b1680//b2199//b2127//b2685//b3859//b3813//b1734//b2674//
BetI	b1887//b1004//b0397//b1575//
BirA	b2406//b2717//b1061//b3958//b3624//
BluR	b0430//b1265//b0337//b0708//
BolA	b3788//b0805//
CadC	b3271//b3172//b4160//
CaiF	b2997//b3083//b1325//b1973//b3334//b0338//b4383//b1073//b0852//b3073//
