#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1634//b2604//
AcrR	b3131//b0894//b4058//b3164//b0724//b0765//b0044//b4312//b0976//b1901//b2150//
Ada	b4032//b0044//b1970//b1735//
AdiY	b0723//b4435//b4120//b2799//b4087//b0273//b3359//b0504//
AgaR	b4383//b0678//b1306//b2428//b0617//b1810//b3060//b1260//b1826//b1387//b0152//
AidB	b1022//
AlaS	b3268//
AllR	b3927//b0081//b1850//b2995//b1036//b3701//b3441//b4265//b4662//
AllS	b2465//b2995//b2542//
AlsR	b0063//b0602//b2943//b4018//b1224//b0935//
AppY	b2823//b1160//b1305//b3574//b2573//b1622//b1851//b0827//b1078//b3503//
AraC	b2784//b4702//b3742//b2149//b1023//b0583//b2783//b0334//b1784//b3580//cpxQ//b0811//b0516//b3725//
ArgP	b2095//b2822//b1061//b0756//b0964//b2727//b1941//b3481//b3515//b4018//b1850//b4525//b2557//b3430//
ArgR	b1973//b0035//b2823//b4090//b1442//b4099//b1923//b3582//b2207//b4027//b2715//b0573//b1568//b3789//b1530//b0654//b0786//b0754//b1008//b4254//b3967//b1484//b3430//b3066//b2310//b3331//b3008//b1389//b2665//b1221//b1622//b0903//b3511//b4042//b4240//b2994//b1434//b4393//
ArsR	b1597//b1516//b0064//
AscG	b2631//b4321//b0435//b2486//b4292//
AsnC	b1226//b4029//b3521//b0384//
AtoC	b4467//b1851//b2731//b4280//
BaeR	b1305//b3624//b1674//b1042//b0777//b3624//b1858//b1611//
BasR	b3967//b0764//b4054//b1641//b0863//b4159//molR_1//b3938//b1136//b4097//b3005//b1322//b2911//
BetI	b0796//b3012//b3093//b4451//
BirA	b3927//b1669//b3366//b1011//b0676//
BluR	b1499//b3170//b1258//b2074//
BolA	b1008//b4006//
CadC	b2156//b3453//b1514//
CaiF	b1256//b3748//b4444//b0330//b1679//b3956//b4577//b0597//b0574//b3603//
Cbl	b0755//b0678//b4522//b3417//b0972//b4673//b2728//b0522//b2977//
CdaR	b0443//b3012//b4382//b0123//b4311//b3564//b1304//b2938//b0972//b1948//
CecR	b1386//b1669//b0654//b1658//b3625//
ChbR	b4099//b3916//b3956//b3724//b1819//b0044//
ComR	b3615//
CpxR	b3060//b2841//b4035//b4599//b0067//b0388//b0385//b2943//b3076//b2729//b2808//b0180//b1410//b1387//b2155//b2282//b3324//b0675//b3773//b1797//b0619//b3615//b4471//b4105//b0605//b4288//b3115//b1819//b2063//b0586//b0070//b1518//b2557//b2156//b2415//b3167//b3625//b3708//b3480//b0754//b0383//b2990//b2205//b1072//b4154//b1247//b4159//b1092//b2802//b1397//b1083//b0970//b4451//b3077//b0385//b2344//b1131//b2943//b0727//b3335//b1939//b2673//b2987//b2572//b1452//b1077//b4522//b1501//b3919//b2820//
Cra	b0389//b0377//b0340//b2724//b3870//b3613//b3325//b0979//b0973//b3741//b4279//b2729//b2240//b0904//b1617//b2306//b3564//b0751//b2665//b0614//b0681//b2661//b1091//b0784//b1072//b1940//b0035//b1587//b2464//b0796//b2925//b2531//b1287//b0335//b0090//b0890//b2152//b0352//b0571//b4525//b1889//b1973//b1434//b2342//b2000//b0950//b4050//b3081//b4431//b2239//b1810//b4411//b3367//b0154//b2676//b2416//b3905//b0349//b1498//b1488//b3165//b4313//b2757//b0064//b3578//b3564//b1003//b1198//b0343//b0048//b3037//b0762//b3141//b0889//b3904//b1476//b4092//b3326//b3902//
CreB	b1719//b1384//b2414//b0293//b1797//
CsgD	b2820//b0338//b0595//b0925//b0084//b3190//b1429//b4393//b3960//b2802//b3188//b4106//b0731//b2728//b1948//b0515//b0441//b3517//b3507//b1430//b2094//b0936//b0019//phnE_2//b3416//b2063//b0368//b3227//
CsiR	b4098//b4268//b3126//b1036//b1684//
CspA	b0964//b3062//
CueR	b4290//b0301//b1623//b0682//b3057//b3035//b1621//
CusR	b3005//b1165//b0514//b2825//b0860//b2529//b3126//b4240//b1783//b0241//b2763//b0301//
CynR	b2787//b4457//b0676//b3469//
CysB	b1819//b3708//b0071//b0596//b3367//b3133//b4484//b0063//b3066//b3702//b2062//b2000//b3329//b3408//b3006//b3269//b3567//b2717//b0606//b3476//b3491//b0597//b3869//b3451//b2482//b4131//b3139//b3547//b1182//b0336//b0462//b0035//
CytR	b2277//b0854//b1655//b3785//b2704//b2551//b0553//b2911//b0151//b0334//b2289//b4072//b1517//
Dan	b2285//b2291//b2840//b3237//
DcuR	b1070//b0390//b1264//b1782//b2085//b1738//b4237//b1535//b4013//
DeoR	b3114//b3449//b2215//b4014//b2763//b1287//
DhaR	b3506//b2148//b4095//b4293//
DicA	b2717//b0156//b2198//b2078//b0854//b0091//b1183//b0873//
DinJ-YafQ	b1305//b2282//b4106//
DnaA	cpxQ//b0964//b1016//b0338//b3365//b0849//b1732//b2800//b1951//b1569//b2196//b2058//
DpiA	b1920//b0729//b1890//b4613//b4032//b3453//b0839//b1073//b2342//b4198//b4139//
DsdC	b2243//b4089//b0841//
EbgR	b4416//b2231//
EnvR	b1783//b1887//
EnvY	b0353//b1552//
EvgA	b3169//b1131//b3366//b1715//b3450//b3774//b1712//b1263//b2782//b3027//b0573//b0166//b0515//b1715//b3726//b3927//b2009//b0411//b2199//
ExuR	b2801//b4321//b2822//b3213//b1712//b3513//b1617//b0166//b0156//
FabR	b3905//b2720//
FadR	b1167//b2824//b2204//b1535//b4197//b2903//b3092//b1707//molR_1//b1973//b2529//b0447//b2995//b0450//b1415//b4033//b0113//b4100//b0076//b4408//b0623//b2416//b2980//
FeaR	b0849//b0615//
FhlA	b2155//b2764//b3788//b3828//b3451//b2306//b2976//b0687//b2676//b1207//b0460//b1949//b0755//b1987//b4322//b0894//b1655//b3082//b0451//b3128//b2202//b4153//b1485//b0076//b0775//b3022//b3907//b3503//b1323//b1244//
