#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1334//b0070//
AcrR	b2279//b2752//b3774//b2631//b0378//b3510//b0464//b1858//b0313//b1409//b3515//
Ada	b2758//b3748//b0352//b3476//
AdiY	b0975//b2205//b1943//b2541//b3334//b3512//b1327//b4396//
AgaR	b3421//b3789//b2803//b2558//b0067//b0890//b1521//b1937//b2310//b2697//b0759//
AidB	b0153//
AlaS	b1683//
AllR	b1655//b1608//b2719//b1878//b2310//b1187//b0092//b1484//b0854//
AllS	b0935//b2093//b4357//
AlsR	b1982//b4289//b4139//b1938//b1682//b1399//
AppY	b0063//b4237//b1396//b1887//b0786//b4095//b4291//b0722//b0696//b3576//
AraC	b4024//b3528//b0812//b0207//b2976//b3453//b4177//b1609//b3502//b0093//b0589//b2507//b3011//b4267//
ArgP	b1226//b2309//b0653//b3077//b2487//b1011//b1008//b0892//b2975//b2707//b4015//b0411//b3188//b1164//
ArgR	b2711//b0591//b3907//b1736//b4366//b2788//b1579//b1484//b1323//b1649//b1970//b4264//b1848//b1982//b3786//b3940//b4398//b3508//b3334//b1396//b2152//b2802//b1852//b0411//b4452//b1973//b3168//b2213//b3165//b4673//b1859//b2926//b2729//b1326//b2557//b2706//b1577//b2029//
ArsR	b3480//b4036//b0970//
AscG	b2150//b2666//b3035//b1040//b1857//
AsnC	b1621//b0303//b3061//b2572//
AtoC	b1224//b3774//b3480//b1578//
BaeR	b0475//b1947//b2159//b0855//b4460//b2464//b0839//b3829//
BasR	b1923//b2781//b1622//b3429//b4613//b2323//b3131//b0301//b2392//b2784//b0185//b2551//b1879//
BetI	b3860//b1429//b1182//b1857//
BirA	b2205//b2208//b0805//b0072//b2926//
BluR	b1079//b2574//b1006//b3582//
BolA	b1681//b2213//
CadC	b2911//b2987//b1323//
CaiF	b2285//b1850//b2406//b3063//b2291//b0517//b3967//b3093//b3428//b1719//
Cbl	b4293//b2573//b3213//b0161//b1717//b4124//b3743//molR_1//b1669//
CdaR	b3773//b0312//b4417//b0564//b3013//b1443//b4313//b3863//b4291//b2465//
CecR	b0484//b0368//b0871//b1043//b0729//
ChbR	b1702//b2799//b1130//b0473//b1861//b4670//
ComR	b0597//
CpxR	b2943//b2344//b0336//b2731//b1515//b0734//b0207//b0336//gadF//b1796//b2017//b1651//b3118//b3607//b3728//b2719//b1164//gadF//b1879//b4376//b2486//b0811//b4265//b4154//b2537//b2485//b0443//b4099//b4123//b1588//b3184//b2205//b0330//b0996//b1184//b0997//b2148//b1160//b4097//b2486//b1608//b3184//b1501//b4198//b4014//b1182//b1262//b1913//b3413//b2542//b2601//b1745//b1333//b3183//b2582//b3437//b2704//b2782//b1747//b0593//b4366//b1393//b3605//b0034//b2991//b2372//b3601//b0033//b3414//b2732//
Cra	b1817//b0293//b4071//b2060//b3744//b2407//b3222//b3507//b3813//b1940//b4254//b2703//b1552//b4484//b0799//b1532//b0460//b0088//b2754//b4037//b3256//b0972//b0241//b1006//b2194//b1276//b0978//b1038//b4125//b1392//b1857//b2017//b0088//b4242//b2428//b3750//b1093//b3008//b4323//b2198//b0460//b2195//b3255//b1061//b0623//b2107//b3785//b1536//b2708//b1747//b1547//b3701//b3095//b3905//b4381//b3124//b1225//b2703//b0590//b3479//b3784//b1245//b4029//b0366//b3255//b4120//b1531//b1285//b0382//b3774//b0595//b0516//b1011//b2464//b0330//b3271//b1136//b0764//b0620//
CreB	b3324//b1410//b1112//b2284//b4098//
CsgD	b4025//b3789//b3117//b0819//b1878//b3207//b0400//b0934//b2074//b1408//b4431//b1562//b3700//b2483//b1512//b2485//b3327//b2706//b2287//b3927//b2370//b2911//b2017//b0463//b0757//b0512//b0353//b4468//
CsiR	b3095//b3942//b0589//b4093//b1887//
CspA	b2097//b3170//
CueR	b2698//b3599//b0852//b1322//b1622//b0403//b0894//
CusR	b2852//b3787//b2702//b1741//b0623//b0335//b1441//b0894//b2105//b2406//b1564//b0443//
CynR	b0850//b0721//b4357//b1650//
CysB	b3785//b3800//b0341//b1041//b1521//b0512//b3583//b0894//b1852//b3469//b4522//b0757//b4396//b0887//b2762//b0460//b3753//b0226//b2666//b2905//b1396//b1877//b1298//b2729//b4393//b3513//b0439//b1848//b1562//b2713//b2551//b0464//
CytR	b4050//b4063//b1535//b3083//b2490//b1429//b2280//b4018//b4525//b1415//b4525//b0755//b1616//
Dan	b0462//b0344//b0505//b1780//
DcuR	b3096//b0040//b4138//b2783//b3171//b0037//b0570//b3506//b3330//
DeoR	b0998//b4050//b0221//b0592//b2991//b0578//
DhaR	b0451//b0400//b3256//b3095//
DicA	b2239//b2341//b0082//b2762//b2539//b3441//b2704//b0781//
DinJ-YafQ	b0937//b1747//b2366//
DnaA	b4119//b4026//b0811//b1535//b2782//b3813//b3576//b1569//b4367//b1547//b2937//b2205//
DpiA	b1940//b0032//b1796//b1714//b1131//b4131//b3967//b0945//b1080//b0084//b3256//
DsdC	b0432//b3831//b0351//
EbgR	b1037//b3868//
EnvR	b4029//b1654//
EnvY	b4577//b1609//
EvgA	b0293//b3515//b3368//b3791//b1511//b3221//b1407//b1003//b1497//b1132//b1131//b1562//b1939//b1924//b2368//b0595//b3752//b0338//b1288//
ExuR	b0439//b1237//b2159//b0593//b3923//b0925//b1074//b2309//b1669//
FabR	b0853//b3325//
FadR	b0388//b1083//b4019//b4288//b1512//b2756//b0976//b1736//b3788//b2308//b1783//b0062//b2574//b1378//b2060//b3576//b0020//b3571//b1327//b1891//b0996//b2017//b3409//
FeaR	b0123//b2429//
FhlA	b4097//b2904//b2570//b2484//b2715//b1729//b0392//b2372//b2482//b2923//b2661//b3863//b0970//b1746//b4089//b1283//b0683//b0806//b0904//b4187//b1023//b0677//b4254//b1392//b1618//b4050//b1579//b0889//b0762//b0382//
