#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2822//b2732//
AcrR	b1396//b4132//b2289//b1182//b4292//b1262//b2306//b4106//b0653//b3083//b3437//
Ada	b3430//b1257//gadF//b3725//
AdiY	b3792//b1333//b0074//b3722//b4381//b3185//b1484//b1748//
AgaR	b1948//b1476//b1736//b3794//b0475//b1782//b3167//b0043//b3431//b1387//b4445//
AidB	b0931//
AlaS	b4237//
AllR	b0341//b3071//efeU_2//b0392//b3169//b3037//b3091//b0951//b3165//
AllS	b1511//b0589//b4376//
AlsR	b4093//b0826//b1075//b4238//b3213//b3773//
AppY	b2991//b1262//b1507//b3027//b1024//b0676//b1203//b1552//b2729//b3709//
AraC	b0676//b2687//b0198//b1015//b1092//b3453//b2666//b3067//b3428//b0063//b2507//b1024//b4030//b2697//
ArgP	b2531//b4613//b1385//b1516//b0460//b4035//b2675//b3565//b3495//b3207//b2464//b1334//b3469//b0070//
ArgR	b3846//b0330//b4150//b3579//b1521//b2718//b3569//b4435//b3727//b0389//b2428//b0090//b2727//b2895//b0936//b0970//b1591//b4431//b3167//b3430//b3022//b1567//b2784//b1391//b1819//b3413//b0338//b1493//b3168//b4376//b2492//b3076//b1396//b0903//b2276//b2068//b0294//b4468//
ArsR	b2987//b2278//b3214//
AscG	b0616//b3568//b0987//b2373//b0618//
AsnC	b1062//b3333//b3135//b4209//
AtoC	b1518//b2092//b1333//b0338//
BaeR	b1650//b3330//b0475//b1484//b0934//b2661//b2243//b3784//
BasR	molR_1//b1907//b0400//b2313//b4152//b3831//b1207//b3325//b0303//b3116//b1947//b1408//b2091//
BetI	b3907//b0399//b2243//b3828//
BirA	b4233//b1306//b2236//b0304//b1781//
BluR	b3565//b2279//b0085//b3707//
BolA	b3911//b2127//
CadC	b4522//b2421//b2686//
CaiF	b2416//b2091//b0400//b0293//b0123//b3507//b3614//b0044//b2759//b1075//
Cbl	b3169//b1982//b0347//b2428//b3237//b3566//b3138//b4267//b2094//
CdaR	b2465//b2927//b3502//b0304//b0973//b2239//b1038//b1300//b4073//b4125//
CecR	b1224//b3794//b3506//b2194//b4076//
ChbR	b0757//b0231//b2194//b2687//b4125//b2277//
ComR	b3521//
CpxR	b0313//b0583//b0234//b0925//b3506//b0617//b2662//b3903//b1658//b4088//b3022//b4522//b1513//b0392//b4059//b4506//b0152//b0677//b0096//b4267//b0759//b0340//b0508//b2702//b4242//b1484//b2604//b0226//b0616//b2805//b2201//b2286//b2309//b1737//b2483//b1743//b0754//b2199//b2528//b3645//b2168//b0765//b0233//b1846//b2724//b3831//b0812//b1038//b2721//cpxQ//b4034//b3509//b3800//b1020//b1070//b1673//b2470//b2751//b2212//b2009//b0855//b0795//b1132//b3571//b1112//b1948//b1384//b3185//b4313//b1548//
Cra	b3063//b3367//b0596//b1859//b1486//b2788//b0337//b0350//b0118//b1283//b1531//b2800//b3748//b0234//b0565//b1937//b1535//b4104//b4209//b0614//b2379//b3680//b0061//b3743//b2364//b2237//sroD//b2487//b0849//b1302//b2424//b0167//b3478//b3479//b3565//b1507//b0082//b1452//b3645//b1498//b0400//b2964//b4192//b4324//b0091//b2715//b0348//b3096//b2741//b0974//b1160//b3860//b2728//b1716//b3137//b4525//b3451//b2673//b1227//b3005//b0853//b1164//b1024//b1512//b2574//b1511//b2427//b0273//b3603//b2237//b1224//b3063//b0974//b4085//b1497//b1846//b2481//b4036//b1587//
CreB	b1004//b1536//b3256//b3702//b2200//
CsgD	b1891//b3188//b4457//b2686//b2425//b3600//b2529//b2313//b2205//b2540//b3134//b3513//b0776//b4026//b0588//b2375//b2927//b4032//b3908//b3026//b2371//b0020//b2732//b1062//b1982//b4599//b2208//b3506//
CsiR	b4408//b0240//b1563//b3727//b1947//
CspA	b4393//b1442//
CueR	b4099//b2687//b2153//b3416//b0347//b2704//b2492//
CusR	b1616//b3784//b2365//b3794//b2212//b3461//b3063//b1303//b3124//b1081//b3095//b1129//
CynR	b0385//b3907//b0839//b0819//
CysB	b3236//b3170//b4026//b4484//b0841//b2712//b4471//b2911//b1303//b0654//b1762//b2732//b1077//b4099//b1321//b4092//b3863//b1387//b0855//b0343//b1288//b4399//b1474//b2195//b1761//b0794//b3256//b4438//b1590//b2017//b1651//b1507//
CytR	b2673//b1497//b1247//b2344//b2091//b0241//b4481//b1588//b3583//b1536//b4468//b4073//b3939//
Dan	b0584//b1182//b1021//efeU_2//
DcuR	b1941//b4044//b0688//b1615//b2779//b1641//b1297//b3480//b2711//
DeoR	b2375//b1388//b2751//b3924//b3366//b3157//
DhaR	b2492//b4673//b2669//b1734//
DicA	b3124//b2937//b4125//b3409//b1325//b0730//b4287//b2916//
DinJ-YafQ	b4267//b2731//b4265//
DnaA	b2312//b2601//b1680//b2582//b2751//b0441//b3140//b0623//b1656//b4237//b3564//b3359//
DpiA	b0759//b1276//b1283//b4280//b1939//b2223//b2283//b1521//b4292//b0161//b2788//
DsdC	b1187//b0586//b1707//
EbgR	b0462//b3452//
EnvR	b1398//b2372//
EnvY	b3070//b1732//
EvgA	b0313//b0774//b1729//b3332//b2507//b1306//b2486//b3035//b4120//b3495//b1021//b0605//b3794//b1101//b0731//b3227//b1246//b1259//b1488//
ExuR	b2234//b0677//b3409//b0891//b3188//b0857//b2676//b3547//b4105//
FabR	b2489//b0390//
FadR	b0995//b3065//b4079//b0980//b0225//b4118//b3428//b0507//b2784//b2499//b1982//b0933//b0033//b1578//b1536//b2370//b3450//b0564//b0464//b1129//b0593//b0089//b3828//
FeaR	b0931//b4309//
FhlA	b0400//b3846//b2063//b1578//b1304//b1198//b2370//b1907//b2279//b0574//b2977//b3904//b1302//b2375//b3331//b2077//b2706//b2994//b3845//b3966//b1733//b3753//b1779//b4613//b1322//b2311//b3870//b1075//b0066//b0937//
FlhDC	b0348//b0678//b4441//b1780//b1669//b2724//b1514//b3579//b3113//b4089//b2107//b2528//b3903//b1264//b1010//b3008//b3186//b0069//b1669//b0075//b1247//b0063//b0162//b1761//b3599//b0067//b0792//b1241//b4376//b4293//b3511//b1741//b2288//b1623//b0042//b4101//b1818//b1023//b3136//b1440//b2097//b0591//b0347//b1475//b0041//b0785//b2673//b1474//b0810//b1714//b1920//b2763//b1891//b2717//b0221//b4416//b2492//b1081//b1297//b2060//b1914//b0397//b1434//b3568//b1076//b3927//b0731//b3038//b0088//b3081//b2671//b3026//b2063//b0403//b4043//b3067//b1077//b0411//b0776//b0585//b2541//b1616//
FliZ	b1852//b2990//b0340//b4618//b1579//b2573//b2558//b1857//b1442//b1304//b1203//b4054//b4292//b3790//b2559//b1073//b3790//b2903//b1223//b4087//b0655//
FucR	b1283//b0347//b3222//b0485//b3138//b1092//b1818//
Fur	b2499//b1940//b2470//b1378//b4131//b4040//yegZ//b3868//b2573//b4398//b3786//b2818//b3942//b3270//b0688//b1717//b2605//b4063//b2759//b2531//b0075//b3212//b0366//b0925//b3749//b3730//b0751//b2236//b4637//b1817//b0460//b0682//b1243//b2306//b4233//b0895//b0389//b1973//b2557//b4475//b3729//b3749//b3813//b0850//b3517//b0758//b0781//b0688//b3134//b4292//b4085//b0064//b2996//b0441//b1925//b3128//b1902//b0294//b3748//b0794//b2205//b2840//b1334//b1941//b0925//b0048//b0338//b3863//b0935//b2197//b0522//b2368//b2194//b0337//b0617//b0758//b3409//b0864//b0179//b2631//b1729//b3172//b3578//b1113//b3521//b3503//b0850//b3035//b3168//b3021//b1861//b3577//b1016//b0390//b0698//b0812//b1654//b2732//efeU_2//b3750//b4151//b3429//b0684//b1901//b1093//b2723//b3127//b1679//b1200//b1244//b0331//b3956//b1819//b1616//b4599//b0226//b2943//b4522//b1797//b3922//b3409//b1887//b0925//b3255//b3416//b0970//b2758//b1042//b1091//b2421//
GadE	b4094//b0605//b0277//b3437//b3138//b2840//b2224//b2839//b4026//b0207//b3567//b1658//b2374//b3071//b3569//b3428//b2075//b3413//b0764//b1747//b2373//b0951//b4400//b2388//b2284//b1747//b1887//b3860//b3744//
GadE-RcsB	b1444//b1852//b3502//b2938//b2675//b2729//b3868//b1482//b4071//
