#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b3831//b4393//
AcrR	b1954//b0954//b2061//b3212//b1877//b4366//b1588//b3414//b2759//b3828//b3335//
Ada	b3117//b2167//b1706//b2490//
AdiY	b3518//b1256//b2713//b4266//b0586//b2824//b1669//b3094//
AgaR	b2818//b3431//b3038//b0486//b1521//b1925//b3481//b1102//b2000//b0606//b2105//
AidB	b4506//
AlaS	b3502//
AllR	b0486//b4097//b3082//b3661//b2977//b1501//b3461//b3083//b2751//
AllS	b3666//b3212//b3113//
AlsR	b1679//b2600//b3565//b3495//b4151//b0353//
AppY	b0377//b0431//b0892//b1861//b2997//b2943//b1483//b2310//b0509//b2240//
AraC	b2717//b2721//b3117//b4613//b0564//b0517//b1890//b4013//b1015//b4471//b0573//b2759//b3730//b3960//
ArgP	b0588//b2706//b0995//b0934//b2666//b3332//b2727//b2156//b0894//b1476//b0080//b4539//b0237//b1923//
ArgR	molR_1//b3184//b2476//b3409//b3331//b1501//b1325//b0080//b1041//b2560//b4311//b1782//b1306//b1761//b0995//b4025//b1890//b0226//b3426//b4042//b3567//b0776//b2530//b2373//b2713//b0572//b2728//b3357//b1388//b0759//b0856//b0889//b2200//b3547//b2687//b4187//b1224//b1237//
ArsR	b0774//b4324//b1951//
AscG	b2482//b2617//b1163//b0031//b2540//
AsnC	b0682//b0463//b4439//b2725//
AtoC	b2751//b1388//b0396//b1517//
BaeR	b3184//b4321//b1007//b0573//b1944//b3092//b2491//b3327//
BasR	b0150//b3966//b1303//b2203//b0794//b1227//b0509//b0037//b0234//b0978//b0093//b2068//b2149//
BetI	b2904//b1304//b1296//b1247//
BirA	b2079//b0732//b2708//b3567//b3939//
BluR	b2787//b0084//b0682//b1564//
BolA	b1890//b0850//
CadC	b2168//b1041//b0400//
CaiF	b0399//b3418//b4237//b0315//b0684//b1743//b1227//b2428//b0378//b1407//
Cbl	b3916//b2570//b1333//b0685//b2804//b4043//b2392//b3846//b1101//
CdaR	b0509//b3327//b0614//b0429//b3612//b0584//b0996//b4152//b3907//b3271//
CecR	b0153//b1386//b0589//b2754//b2204//
ChbR	b1476//b4355//b2821//b3025//b0123//b4475//
ComR	b3794//
CpxR	b1732//b2288//b1288//b0484//b2665//b2783//b2393//b2927//b4400//b1641//b0432//b1499//b0156//b2997//b4153//b3575//b1009//b2685//b2062//b2370//b0756//b2758//b4613//b2499//b4013//b0763//b0578//b2313//b3870//b3580//b3831//b2703//b2059//b2912//b0085//b1736//b2820//b3477//b2097//b1080//b0782//b4151//b2529//b2499//b0853//b1308//b1748//b2059//b0085//b3366//b3831//b2570//b0312//b2852//b0071//b4150//b3724//b1009//b1519//b3571//b0366//b3227//b3156//b3730//b2417//b1259//b4086//b1061//b0841//b2204//
Cra	b0343//b4094//b1857//b3183//b0237//b2669//b4705//b1321//b2600//b3566//b0311//b1009//b0197//b2557//b2923//b0809//b3773//b1203//b2994//b3359//b3324//b4006//b1081//b2804//b2075//b1680//b2558//b2371//b3021//b2659//b0226//b3967//b0762//b2415//b3846//b1852//b2167//b0827//b2234//b3568//b3787//b2852//b1384//b3577//b2196//b3429//b1924//b4025//b0933//b3506//b1546//b4097//b0950//b3094//b0349//b2756//b4034//b2241//b2017//b2529//b4101//b3185//b0864//b2913//b1913//b0593//b3600//b0873//b1611//b2801//b1039//b1322//b2215//b4024//b2975//b3417//b1683//b2724//b3525//
CreB	b2288//b0304//b2156//b0557//b1167//
CsgD	b1021//b3580//b0067//b1070//b2718//b1747//b0388//b3903//b3066//b0197//b2938//b0039//b1888//b2903//b3569//b2697//b3967//b0615//b0094//b2488//b1020//b1092//b3365//b2213//b1920//b1038//b3707//b2143//
CsiR	b0996//b2990//b4400//b0586//b0892//
CspA	b1008//b2236//
CueR	b0861//b4577//b1519//b1008//b2912//b1077//b2580//
CusR	b2078//b1440//b4312//b1623//b0864//b2663//b2240//b3167//b1443//b0584//b0039//b2195//
CynR	b0061//b2841//b2095//b0036//
CysB	b0241//b0895//b3515//b4441//b0451//b4006//b0618//b1130//b0089//b2840//b1860//b1589//b1781//b1946//b0094//b1167//b3582//b0933//b2779//b1082//b3565//b0954//b0731//b1288//b1501//b2604//b2819//b2491//b0378//b0443//b0070//b2085//
CytR	b3437//b0516//b4054//b1302//b1851//b3431//b2821//b0826//b0872//b0928//b4088//b0443//b2604//
Dan	b1938//b0975//b1480//b0676//
DcuR	b4599//b4032//b0775//b3800//b1920//b3073//b3476//b0998//b2483//
DeoR	b2837//b3183//b2371//b0162//b1076//b2507//
DhaR	b0118//b2802//b3785//b2826//
DicA	b1244//b2061//b4099//b3583//b2143//b1006//b1304//b0365//
DinJ-YafQ	b3091//b0475//b3574//
DnaA	b3813//b0759//b2697//b2309//b0343//b1729//b2727//b0978//b1241//b0062//b2804//b0508//
DpiA	b1970//b1846//b0389//b4019//b1819//b3026//b0852//b1246//b2201//b4400//b3005//
DsdC	b1937//b2307//b1878//
EbgR	b3449//b3511//
EnvR	b4123//b3792//
EnvY	b1517//b0874//
EvgA	b3726//b1160//b3183//phnE_2//b1535//b1658//b1434//b4435//b2895//b1298//b4100//b2213//b1160//b3574//b2068//b2616//b0378//b1575//b0619//
ExuR	b0231//b1732//b2078//b0225//b1308//b3237//b1283//b1736//b3449//
FabR	b2994//b0654//
FadR	b0508//b3170//b2752//b0972//b2481//b0594//b1092//b0979//b0034//b2365//b4097//b2630//b0732//b0970//b3133//b0232//b1679//b1221//b1617//b0812//b0154//b2369//b1010//
FeaR	b3863//b0976//
FhlA	b3022//b2313//b1302//b1597//b4131//b1588//b1621//b1498//b2553//b4311//b1681//b4192//b2379//b1747//b0112//b4074//b1261//b1713//b3495//b0352//b0069//b1611//b0995//b2787//b2990//b3324//b0392//b1562//b3517//b0231//
FlhDC	b3723//b2428//b2980//b1651//b3067//b2685//b3794//b0166//b0685//b4086//b2604//b2283//b1482//b2143//b3140//b3479//b3911//b0860//b2195//b4209//b1074//b0976//b1791//b2661//b3625//b0812//b0590//b0931//b0441//b2728//b2538//b0400//b3236//b0727//b1737//b2925//b1741//b4458//b0088//b3118//b1850//b3066//b0447//b1302//b1877//b3701//b2728//b2235//b0179//b0679//b1615//b4159//b3564//b4139//b0759//b2582//b2414//b4381//b0774//cpxQ//b0073//b0734//b0589//b4062//b3186//b3359//b1826//b2719//b2779//b1326//b1649//b3774//b1846//b3787//b3603//b3060//b3565//b0162//b4475//b1430//b0864//b0032//
FliZ	b0592//b0857//b0958//b2977//b0757//b1741//b0594//b0750//b0044//b0473//b2415//b4443//b0067//b2155//b3453//b1576//b0724//b4522//b0241//b0273//b2799//
FucR	b2763//b2422//b0997//b0708//b1564//b1594//b2393//
Fur	b0903//b0067//b1113//b2307//b3025//b0852//b0774//cpxQ//b1393//b4522//b1165//b3451//b1006//b1706//b0199//b1443//b0091//b0623//b4367//b1878//b2372//b1480//b1037//b0819//b0087//b2542//b1920//b4239//b4267//b3491//b0976//b0762//b0597//b4415//b0439//b1444//b2703//b4476//b2167//b2926//b2582//b3329//b4004//b2236//b0070//b4043//b3073//b3869//b0197//b4577//b3476//b0805//b3615//b4075//b2415//b1738//b3123//b3449//b4265//b1061//b1070//b3605//b2150//b0349//sroC//b4194//b3125//b1187//b4357//b4120//b0783//b4003//b1061//b2788//b0593//b3578//b3600//b0081//b1656//b2309//b2406//b0613//b0522//b4312//b2196//b3365//b1410//b2713//b2994//b0872//b2276//b1334//b3528//b1818//b2105//b3093//b2537//b3547//b3116//b3415//b3603//b0604//b2415//b1252//b0972//b4416//b3508//b0727//b2143//b3190//b0853//b1577//b2713//b4177//b1074//b3916//b3367//b1944//b4152//b0777//b3083//b2823//b2837//b2486//b1954//b3723//b2560//b2388//b4123//b2231//
GadE	b2163//b3461//b1922//b0751//b0166//b4096//b3255//b0975//b1568//b3403//b2979//b1736//b3065//b1892//b0367//b2091//b3784//b4397//b3491//b3661//b0570//b3728//b4392//b3012//b1237//b2372//b4279//b2107//b1009//
GadE-RcsB	b0862//b1741//b0443//b2717//b3168//b2911//b0181//b4266//b0854//
GadW	b2725//b2781//b0303//b4367//b2282//b1987//b4287//b2242//b2284//b4522//b0685//b4079//b3701//b4096//b3081//
GadX	b3065//b3742//b0698//b0951//b0852//b3417//b4119//b2720//b4063//b3093//b0588//b0162//b0794//b2375//b4484//b3168//b0596//b2199//b0776//b1163//b4268//b0677//b2529//b0895//b1634//b0839//b2000//b2239//b2241//
GalR	b0604//b0721//b1077//b0451//b2194//b4152//sroA//b0313//b0995//b2671//
GalS	b1683//b1790//b2307//b2085//b1076//b0314//b3568//b3902//b1296//b0429//
GatR	b4006//b1207//b0616//b0392//b1043//b2308//
GcvA	b2759//b3186//b0296//b0463//b0970//
GlcC	b1021//b3183//b3269//b2751//b1890//b3729//b1165//
GlpR	b1038//b3132//b0151//b4241//b1261//b1006//b4105//b1386//b1518//
GlrR	b1378//b0339//b2805//b2759//b0880//
GntR	b1163//b1222//b1562//b0596//b3860//b0304//b0185//b0827//b0676//b1597//b4599//b0071//
GutM	b3188//b3925//b1129//b1714//b1327//b1265//b3169//
GutR	b3774//b3061//b1484//b2997//b2727//b3495//b3429//
HU	b1003//b3256//b1564//b1515//b4005//b3612//b3324//b2756//b3525//
HcaR	b3730//b1132//b4196//b2995//b0221//b0793//
HdfR	b3027//b3067//b0783//b3037//b1941//
HigA	b3566//b4073//
HigB-HigA	b0091//b3368//
HipAB	b3139//b0757//b1481//b1325//b2551//
