#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0872//b2215//
AcrR	b3601//b3508//b4279//b2826//b4698//b2605//b0070//b0441//b0850//b3012//b1252//
Ada	b1850//b0861//b1779//b3328//
AdiY	b4044//b1004//b1306//b0874//b0034//b3784//b0856//b0584//
AgaR	b4025//b1258//b3172//b0342//b1429//b0076//b2484//b2429//b2213//b0232//b0512//
AidB	b1398//
AlaS	b0237//
AllR	b3558//b3728//b3959//b0451//b0384//b2106//b3169//b0795//b0678//
AllS	b0083//b2630//b0411//
AlsR	b3869//b2029//b3449//b4160//b1245//b2938//
AppY	b3326//b3167//b4237//b3190//b0430//b4475//b1434//b2091//b2730//b1784//
AraC	b0841//b0064//b1914//b0589//b3793//b0040//b4577//b1484//b0863//b2278//b2927//b0296//b0365//molR_1//
ArgP	b2799//b3774//b2063//b4076//b2215//b0613//b3025//b1939//b4124//b2715//b2994//b3161//b2241//b0088//
ArgR	b2085//b0505//b1913//b1817//b3363//b3269//b1622//b1535//b1672//b2488//b2552//b0094//b1276//b1535//b1163//b2311//b3026//b2059//b0443//b3325//b2537//b3452//b1263//b0757//b2725//b0312//b1474//b0509//b1704//b1951//b1905//b0031//b1257//b2077//b3480//b0486//b0775//b1512//
ArsR	b2388//b2367//b2492//
AscG	b1079//b4444//b1973//b1988//b3513//
AsnC	b1947//gadF//b3906//b0764//
AtoC	b2763//b2204//b0759//b1590//
BaeR	b0849//b2310//b4120//b2737//b0980//b0697//b4079//b3065//
BasR	b0067//b0042//b0655//b1925//b0855//b3022//b3431//b0185//b1024//b0464//b1850//b4417//b2994//
BetI	b3022//b0998//b4254//b0880//
BirA	b2838//b2991//b0617//b0785//b2200//
BluR	b2783//b0068//b0092//b3784//
BolA	b2538//b2703//
CadC	b2659//b3368//b1224//
CaiF	b4365//b2820//b4132//b1674//b3357//b4321//b3037//b0950//b1590//b2663//
Cbl	b4120//b1440//b4399//b0123//b4014//b2149//b1736//b3960//b3325//
CdaR	b1649//b0351//b3707//b3212//b0996//b2289//b1943//b3508//b3125//b2719//
CecR	b1500//b3583//b4476//b1016//b4003//
ChbR	b2059//b4152//b0674//b0296//b2285//b3157//
ComR	b1514//
CpxR	b1784//b1077//b3367//b3128//b2758//b2029//b0234//b1914//b2236//molR_1//b3008//b4513//b4313//b2508//b0995//b2367//b1540//b0617//b1043//b3800//b2276//b1396//b3418//b3829//b1021//b3326//b3581//b4397//b0779//b1014//b3026//b1263//b1735//b1297//b0089//b3513//b4096//b1261//b3956//b0734//b4086//b1650//b2221//b3701//b2078//b4006//b2091//b2200//b3773//b4613//b3417//b3502//b1388//b3605//b0698//b3625//b3326//b3137//b2820//b3911//b2911//b2754//b0330//b3788//b4098//b2059//b1719//b1257//b0523//b1476//
Cra	b3186//b0863//b2801//b0114//b1860//b4443//b1501//b1779//b0792//b1246//b0812//b4239//b3725//b0066//b3123//b2801//b2284//b0776//b1615//b0088//b1546//b2661//b3601//b1706//b3225//b1949//b1386//b4475//b2484//b1203//b3516//b1299//b3366//b1015//b3168//b4018//b3728//b2721//b0031//b2279//b2927//b2788//b0684//b2029//b0676//b3255//b1615//b4002//b0886//b2665//b3477//b3940//b2423//b3566//b2687//b1082//b1429//b3325//b1227//b4705//b2369//b0303//b3021//b3912//b1399//b4004//b1102//b4100//b3789//b0522//b3115//b2782//b4177//b3507//b1576//b2076//b0463//b3012//b4030//
CreB	b3503//b1733//b3364//b1481//b3688//
CsgD	b1007//b3452//b2574//b1892//b2417//b2976//b4099//b3571//b3702//b0730//b3912//b1013//b0314//b0226//b0396//b1079//b0343//b0931//b0340//b1398//b3569//b1409//b2222//b1826//b4034//b0385//b2207//b0072//
CsiR	b3748//b3568//b2669//b4019//b0166//
CspA	b1262//b3615//
CueR	efeU_2//b1988//b0337//b0523//b0062//b1501//b1203//
CusR	b3624//b3786//b1738//b1308//b3702//b0750//b3188//b1821//b1512//b2732//b4088//b2799//
CynR	b0044//b4355//b4024//b2196//
CysB	b3645//b2231//b3813//b3038//b0587//b1623//phnE_2//b1475//b1091//b3113//b1512//b0043//b0473//b0044//b0312//b1674//b0233//b4702//b1649//b3515//b3403//b2818//b3268//b1590//b4079//b0758//b2277//b4062//b1160//b0590//b4705//b4040//
CytR	b1737//b1904//b1729//b4152//b2697//b0750//b2760//b1779//b0092//b0226//b2094//b1040//b2366//
Dan	b2234//b2491//b3511//b4384//
DcuR	b0864//b1593//b1299//b3271//b0019//b1860//b1656//b2311//b0234//
DeoR	b0697//b1200//b4003//b0515//b3255//b1288//
DhaR	b3095//b4383//b1182//b2799//
DicA	b3223//b1593//b2782//b3453//b2802//b1926//b1163//b2366//
DinJ-YafQ	b0403//b4475//b3118//
DnaA	b3845//b0411//b3789//b1649//b2992//b3528//b4670//b3331//b4242//b2757//b2167//b0338//
DpiA	b2717//b0734//b2370//b0048//b1517//b2156//b1924//b2926//b4105//b1476//b4002//
DsdC	b3060//b2994//b2143//
EbgR	b0721//b3934//
EnvR	b0964//b0060//
EnvY	b1821//b0508//
EvgA	b4481//b1618//b1747//b2824//b2537//b2075//b2425//b0508//b1441//b1488//b1634//b3365//b0352//b4014//sroD//b3431//b0463//b3558//b0347//
ExuR	b2802//b0088//b2760//b1326//b3749//b0073//b0973//b3601//b2308//
FabR	b0293//b1166//
FadR	b0826//b2787//b3701//b0593//b4016//b3580//cpxQ//b0851//b3268//b4054//b2058//b1092//b1246//b0785//b3006//b1070//b2169//b2698//b1970//b3960//b1497//b0896//b2000//
FeaR	b4043//b2665//
FhlA	b3124//b3728//b3513//b3518//b2284//b1408//b2367//b1008//b1623//b0594//yegZ//b0084//b0226//b1658//b0852//b0226//b0150//b1679//b1474//b2763//b1702//b2716//b3190//b3414//b4194//b0587//b4018//b4002//b2009//b3961//
FlhDC	b4292//b0972//b2764//b2205//b0684//b1384//b0068//b0347//b0180//b1738//b0925//b2060//b3927//b0597//b0592//b1942//b2093//b2824//b0511//b4035//b2058//b0084//b1615//sroC//b4027//b2605//b2374//b0083//b2485//b2661//b1410//b1184//b4310//b0041//b0872//b0785//b2284//b0564//b1913//b3907//b0970//b2062//b0411//b3507//b1518//b1846//b0764//b3025//b2213//b0241//b4070//b4355//b0384//b2758//b3093//b0504//b1200//b3748//b2752//b0072//b0853//b3547//b2839//b1623//b3800//b3071//b4025//b4567//b2017//b0722//b0073//b2487//b1552//b1006//b3166//b4431//b3326//b0584//b4159//b2571//b3502//b2685//
FliZ	b0586//b0904//b2837//b3741//b3907//b1038//b2666//b0765//b2148//b1650//b4567//b2718//b1452//b2721//b4260//b0234//b4592//b4040//b1076//b1252//b4438//
FucR	b1393//b0076//b4042//b4311//b1260//b3480//b2156//
Fur	b2342//b1388//efeU_2//b2508//b0185//b1093//b1226//b0839//efeU_2//b0066//b0596//b1321//b0729//b4071//b4322//b1276//b3491//b3604//b3793//b3723//b1303//b2728//b3495//b2728//b0730//b3958//b0849//b2987//b4242//b4015//b4618//b2152//b0066//b3113//b0085//b4151//b2195//b1499//b1567//b1782//b0085//b2699//b1515//b4613//b2663//b0304//b1923//b2558//b4287//b0998//b0799//b1651//b1900//phnE_2//b0889//b2820//b4311//b1389//b2558//b0390//b1714//b3186//b3708//b1262//b2159//b2197//b1530//b1010//b0304//b3625//b4033//b0553//b0854//b3601//b4384//b0411//b1377//b3065//b4039//b1016//b3794//b2212//b1517//b1618//b4323//b4192//b1790//b1623//b3366//b3701//b4618//b2942//b1043//b2698//b3453//b2155//b2234//b4094//b2278//b3063//b0856//b2756//b1308//b2712//b4289//b3503//b0574//b2107//b4195//b0889//b2893//b3451//b2758//b4613//b0970//b1379//b1474//b3222//b1482//b0342//b0861//b3331//b0512//b3792//b1325//b0721//b1850//b3140//b3925//b4673//
GadE	b3006//b1038//b0724//b0863//b3518//b1264//b0977//b0786//b0348//b2282//b2927//b2839//b0403//b2406//b3213//b3164//b3213//b2531//b2852//b3751//b0043//b0064//b1615//b0928//b2000//b3793//b1199//b2711//b3863//
GadE-RcsB	b0951//b3125//b4087//b0367//b0151//b0970//b0733//b1609//b2344//
GadW	b4435//b1260//b1015//b1848//b4123//b0178//b1442//b2758//b2289//b3094//b2996//b2711//b2926//b4266//b0782//
GadX	b1129//b0935//b3169//b0303//b1493//b0064//b2308//b3477//b3035//b2996//b2465//b3903//b4280//b1732//b0096//b3013//b3331//b1041//b4209//b2685//b2840//b2801//b2787//b2759//b2800//b3027//b4004//b2729//b2085//
GalR	b3329//b2788//b0622//b2704//b2903//b0890//b0347//b3751//b1796//b1391//
GalS	b1676//b2997//b1901//b2200//b0315//b2341//b3941//b0958//b3784//b4242//
GatR	b4209//b0964//b1322//b1532//b1859//b2464//
GcvA	b1225//b3721//b4074//b1530//b3170//
GlcC	b2751//b3115//b4073//b3452//b1007//b0352//b2553//
GlpR	b0514//b3904//b3329//b3477//b3528//b0293//b0606//b1022//b3831//
GlrR	b1258//b2422//b3137//b1718//b2977//
GntR	b4196//b1164//b1023//b0505//b4071//b3500//b3183//b2163//b1015//b2713//b1263//b4355//
GutM	b0903//b0331//b0072//b0889//b3006//b0733//b2489//
GutR	b3666//b2727//b3788//b0855//b2529//b0461//b3224//
HU	b3131//b3912//b2741//b0782//b1715//b1480//b3831//b2964//b2552//
HcaR	b2822//b3577//b2291//b3222//b4124//b3366//
HdfR	b1016//b3268//b1136//b1411//b3966//
HigA	b1182//b1530//
HigB-HigA	b3222//b2570//
HipAB	b2215//b0226//b0365//b0977//b0460//
HipB	b0225//b2202//b2488//b2937//b1651//b1515//
HyfR	b4254//b0588//b3605//b4094//b2289//b1131//b3661//b2156//b2684//b4104//b1246//b1321//
HypT	b4092//b3748//b3213//b0874//b3334//b0123//b4138//b2996//b3335//b1511//b0595//b1261//b0873//
IclR	b2488//b0450//b4396//b0896//
IdnR	b0293//b3207//b1621//b4105//b4160//b0040//b2150//
IlvY	b2489//b3503//
IscR	b3480//b1532//b4035//b0616//b3115//b4122//b0925//b2992//b3569//b2572//b2424//b1649//b0343//b1594//b2291//b3501//b0336//b2215//b0114//b0620//b3334//b0617//b1982//b4106//b0314//b0757//b1850//b4002//b0796//b0850//b1576//b2234//
KdgR	b3477//b0727//
KdpE	b2367//b4125//b1256//b1905//
LacI	b2153//b0350//b4092//
LeuO	b2659//b1037//phnE_2//b1674//b4122//b0623//b2156//b1982//b1578//b4416//b1483//b3478//b2732//b3421//b2686//b2091//b1393//b1395//b3408//b1717//
LexA	b1081//b3721//b0273//b0762//b1183//b2923//b3521//b3792//b2200//b3607//b2286//b4102//b1562//b1747//b4417//b4139//b0043//b4468//b3207//b4120//b3513//b3750//b2280//b0784//b0805//b2092//b1745//b2553//b1073//b3359//b1285//b0974//b0820//b3166//b1492//b0277//b0722//b0443//b1164//b2669//b1221//b1259//b1243//b2712//b4366//b2600//b2508//b0864//b4027//b0349//b1888//b0199//b0076//b0826//b0779//b0839//b4062//b2148//b1704//
LldR	b0826//b2205//b0277//
LrhA	b0504//b1482//b0400//b1160//
LsrR	b0934//b2366//b4381//b3959//b1040//b0954//b0086//b2127//b0435//
LysR	b0349//b2996//
MalI	b4159//b2198//b1530//
MalT	b1070//b2105//b2997//b4192//b2530//b3722//b2977//b3008//b2470//b3750//
MarA	b3477//b3727//b4085//b1948//b3125//b0889//b1905//b4092//b0081//b1023//b3138//b0080//b1476//b0593//b3125//b1925//b0451//b2277//b1076//b4013//b2605//b4452//b3571//b2428//b4085//b1577//b1022//b3481//b2895//b2009//b0827//b0484//b2208//b3479//b0353//b1783//b4027//b3702//
MarR	b0083//b4153//b4264//
MatA	b3223//b0810//b0676//b3938//b1079//b3959//b1256//b2579//
MazE	b2976//b4029//b4075//
MazE-MazF	b1921//b2372//b1482//
McbR	b3429//b1440//b0750//b0073//
MelR	b3476//b3328//b0678//
MetJ	b4074//b2094//b1892//b3564//b3141//b1784//b2558//b4475//b4117//b0974//b2281//b1071//b2537//b0331//b0590//
MetR	b4567//b3942//b4417//b3061//b0074//
MhpR	b2731//b2787//b1733//b3614//b1892//b1482//
Mlc	b0304//b0396//b2756//b1223//b0447//b0591//b1902//b0151//b1858//b1082//
MlrA	b0378//b1672//b3701//b1335//b1024//b1588//b2243//b1748//b1077//b1717//
MngR	b0723//b2285//b2675//
MntR	b0088//b0571//b2105//b1021//b3863//
ModE	b2799//b3813//b2221//b3271//b2728//b3255//b2342//b2757//b0654//b2675//b0605//b1634//b2903//b2236//b3063//b1518//b2686//b4040//b0775//b0485//b1860//b2476//b0073//b4139//b2313//b3701//b1817//b1308//b1939//b0811//b3335//b1136//b2286//b3113//b0605//b0614//b0389//b0293//b1761//b2604//b1182//b0350//b0759//b2323//b1649//b1515//
MprA	b0575//b2852//b1780//b4279//b0849//b2730//
MqsA	b1745//b2236//b2107//b3604//b1590//b3025//b1718//b0197//
MraZ	b1112//b0862//b0443//b1441//b3481//b0154//b0997//b2061//b0460//b4416//b0071//b3518//b4192//b3905//b3255//b0153//b0151//
MtlR	b4522//b1132//b1200//
MurR	b4471//b1519//b1481//
Nac	b3558//b1392//b0338//b3514//b0619//b3860//b0162//b2205//b2541//b1308//b1237//b3707//b1621//b1296//b3728//b1434//b4075//b3829//b2673//b3359//b1546//
NadR	b0064//b0378//b1704//b1500//
NagC	b0979//b4063//b1797//b4249//b1818//b1616//b3906//b1004//b1618//b1493//b1486//b1386//b3083//b0035//b4095//b0231//b0088//b0820//b3938//b0428//b2716//b1905//b1395//b2215//b1407//b2231//b4506//b1818//b0819//b0234//b4290//b3156//b1900//b3409//b2712//b1007//b1395//
NanR	b4102//b1655//b0786//b2552//b4033//b2840//b3124//b1287//b2839//b0513//b4039//
NarL	gadF//b1076//b2221//b3707//b3513//b0951//b1237//b1400//b3908//b0586//b0439//b0724//b2712//b1513//b3525//b2221//b2992//b3791//b0336//b4124//b3076//b3479//b0602//b3332//b1970//b4290//b0233//b3859//b4088//b4002//b0399//b2839//b2198//b0366//b2277//b3223//b4476//b1546//b2283//b3859//b4039//b0515//b0775//b2500//b0973//b2923//b0509//b3625//b0063//b1379//b2342//b1702//b1167//b0587//b0929//b0505//b0880//b0303//b3939//b1641//b4471//b0590//b1075//b2685//b0933//b0964//b3128//b4467//b3452//b1388//b1452//b0979//b0793//b2788//b0069//b0197//b3025//b3364//b3157//b3066//b2574//b1302//b4592//b0727//b3359//b1498//b3574//b2470//b2710//b2202//b2722//b1715//b2990//b4101//b3922//b0062//b4120//b2764//b3367//b1264//b2344//b1970//b1258//b4618//b2153//b1587//b2368//b0336//b3688//b3070//b4468//b0199//b4122//b1658//b0341//b4105//b3790//b0431//b3066//b0090//b1392//b0782//b2489//
NarP	b2751//b2942//b1501//b4194//b3214//b0895//b0293//b3076//b0756//b2476//b2236//b0571//b2223//b1597//b0805//b3800//b1923//b4238//b1245//b1091//b3116//b0020//b0312//b0507//b1277//b4032//b1945//b0678//b4016//b3428//b1434//b3515//b0793//b4098//b1848//b1516//b0064//b2903//b3222//b0851//b2782//b0655//b1397//b1007//b1321//b2196//b2804//b1395//b1905//b2167//
NemR	b0683//b3269//b0880//
NhaR	b3788//b3525//b2991//b4313//b3011//b0040//b4013//
NikR	b3625//b2631//b3190//b2826//b3911//b3222//
NimR	b2923//b0063//
NorR	b2312//b1848//b3568//
NrdR	b0082//b4075//b2388//b4468//b4400//b1587//b4159//b2291//b2803//
NsrR	b1790//b4397//b3025//b4099//b3601//b2750//b3744//b2540//b1681//b1948//b2824//b2763//b4237//b3477//b3060//b0451//b0512//b0068//b1221//b2365//b4005//b1302//b2805//b0311//b4511//b0086//b3184//b2838//b0337//b2781//b1733//b4539//b3510//b3938//b0602//b0977//b0461//b1819//b4097//b2731//b2804//b3082//b4431//b3062//b3417//b2484//b1073//b0241//b2203//b4106//b4592//b4354//b3741//b3271//b0973//b3171//b3727//b2895//b1302//b3607//b0240//b2207//b2764//b3169//b4376//b3707//b2060//b0463//b3513//b2393//b2309//b2837//b3607//b4054//b4115//b2720//b2429//b1136//b2559//b4267//b0597//b3666//b3366//
NtrC	b4032//b3513//b1327//b0786//b0685//b0428//b1079//b1851//b3065//b3169//b3184//b2312//b4468//b1008//b1074//b2992//b2552//b0368//b0785//b1079//b0854//b1288//b1622//b2364//b3012//b3582//b1591//b3481//b0151//b4293//b3325//b0464//b1011//b0084//b1926//b0400//b3477//b1129//b3326//b2344//b0116//b3479//b2094//b1092//b2093//b0511//b3481//b3061//b1166//
OmpR	b3726//b0076//b4139//b4039//b3721//b4120//b2822//b3081//b3022//b3135//b1684//b2222//b2893//b0724//b0338//b4254//b1817//b3132//b0341//b1288//b0857//
OxyR	b0655//b4095//b2195//b0475//b0980//b4367//b0697//b2571//b3125//b0972//b3366//b3461//b3469//b0020//b0683//b0616//b1493//b1166//b4523//b2508//b3038//b1222//b1500//b4441//b1944//b1246//b1429//b4059//b4119//b0349//b1671//b2487//b1130//b1702//
PaaX	b3333//b3700//b3579//b1487//b1398//b0756//b2710//b4050//b2374//b1237//b1199//b4673//b2784//b2206//
PdeL	b3518//
PdhR	b2826//b0072//b0396//b3409//b4443//b0935//b1907//b3328//b3403//b4357//b3222//b1080//b3750//b2149//b0764//b4397//b3138//b0781//b1942//b3514//b4087//b0724//b2285//b3956//b0950//b3750//b4292//b2310//b3666//b1302//b0976//b0180//b0887//b2721//b2904//b0976//b1093//b1482//b0733//b2107//b0980//
PepA	b4125//b1109//b0334//
PgrR	b0277//b1442//b0151//b3116//b2673//b4120//b3037//b1165//
PhoB	b1264//b4122//b3137//b0792//b0872//b3071//b2994//b2991//b2470//b4209//b0392//b0731//b2728//b3581//b0094//b4097//b0570//b2789//b0277//b2369//b0964//b4074//b2234//b3095//b4321//b3116//b1797//b2616//b0564//b1222//b3576//b3207//b0792//b0777//b2306//b1429//b0301//b1670//b0339//b4288//b3579//b0504//b2365//b0234//b4024//b3748//b2895//b4089//b0764//b2000//b1734//b4468//b1024//b1618//b1609//b2500//b1326//b1618//b2559//b3907//
