#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b0583//b4118//
AcrR	b0654//b1707//b2283//b4367//b1444//b1194//b3476//b2539//b1535//b3791//b2424//
Ada	b0573//b4014//b2784//b4195//
AdiY	b0850//b2676//b3707//b3116//b3421//b4457//b3066//b2923//
AgaR	b1923//b0516//b3726//b1297//b0311//b1277//b3332//b1021//b0852//b0450//b0234//
AidB	b4026//
AlaS	b3225//
AllR	b4249//b0167//b1746//b1398//b1326//b2698//b4050//b2240//b1485//
AllS	b1779//b0863//b4577//
AlsR	b2063//b0397//b4079//b0764//b0507//b3574//
AppY	b0333//b1091//b1747//b1296//b1729//b0020//b2009//b1532//b0432//b2223//
AraC	b1434//b1130//b4018//b3788//b0304//b0677//b2663//efeU_2//b1038//b2427//b4467//b4382//b2671//b4366//
ArgP	b2823//b1275//b3728//b0929//b0178//b2995//b1676//b1395//b0622//b0161//b0234//b2212//b1673//b2500//
ArgR	b3057//b2707//b4024//b0774//b1411//b0080//b0839//b2826//b3518//b3368//b0871//b1500//b1160//b2839//b3413//b0774//b0722//b1921//b4122//b1887//b4006//b2905//b2077//b3666//b2943//b1517//b0075//b1852//b2709//b1397//b4445//b2663//b2756//b3123//b3331//b4324//b0094//b1706//
ArsR	b1023//b2904//b1540//
AscG	b3070//b2148//b2424//b3481//b0061//
AsnC	b0347//b1796//b4292//b0573//
AtoC	b3906//b2671//b1940//b1587//
BaeR	b3012//b4102//b0681//b3132//b2762//b0708//b1259//b2369//
BasR	b0237//b4416//b1183//b3938//b1513//b3326//b1038//b4292//b0312//b1513//b4670//b3521//b4392//
BetI	b0062//b4311//b2676//b0180//
BirA	b0399//b1408//b2943//b1588//b2127//
BluR	b3709//b2407//b2838//b0116//
BolA	b1783//b0871//
CadC	b3599//b4506//b1716//
CaiF	b0340//b4153//b2236//b2085//b2205//b3190//b1948//b3923//b0349//b0676//
Cbl	b4613//b0512//b0463//b3091//b0516//b2085//b1129//b4104//b2707//
CdaR	b1567//b4079//b3923//b2492//b4153//b0873//b0839//b2208//b2685//b4408//
CecR	b2674//b2916//b1483//b1377//b4313//
ChbR	b0123//b3418//b2206//b1761//b4073//b4384//
ComR	b3722//
CpxR	b1805//b3916//b0696//b2913//b3567//b2818//b1940//b2231//b1485//b0167//b2094//b2531//b0733//b1378//b4192//b0652//b0606//b0880//b0072//b3332//b0043//b0762//b2476//b0335//b3709//b1950//b2574//b3070//b1021//b0181//b4239//b4452//b0339//b1322//b1244//b4198//b2279//b2077//b4030//b4096//b0575//b4153//b4013//b1012//b3093//b0809//b0304//b3190//b0513//b0399//b0344//b0085//b3581//b1485//b2711//b2196//b2551//b2752//b4151//b0698//b1132//b1924//b1729//b2406//b0349//b2751//b3077//b1244//b1745//b1334//
Cra	b0063//b0061//b2558//b0063//b2916//b1061//b1113//b1481//b1530//b2204//b3188//b1597//b3025//b4198//b3452//b0751//b3070//b1947//b0812//b2234//b0439//b0980//b3403//b0590//b0887//b4310//b4138//b1536//b3525//b0347//b1182//b0312//b1499//b4132//b0069//b1444//b4265//b0862//b4376//b2285//b1256//b3011//b0591//b0696//b0792//b1682//b3172//b2669//b4018//b4431//b1452//b0613//b4366//b2582//b0060//b4237//b1187//b1738//b2997//b1826//b0076//b1434//b3846//b4101//b1924//b4293//b0792//b2991//b4393//b0390//b1591//b2203//b3184//b2476//b3127//yegZ//b2017//b3960//b1076//
CreB	b1846//b0779//b0089//b0762//b2697//
CsgD	b2388//b2737//b0857//b0605//b0731//b3577//b0995//b2992//b1921//b2212//b4438//b0080//b0575//b3800//b2365//b3511//b1950//b4438//b1852//b2754//b0759//b4476//b1671//b0594//b0296//b3410//b1302//b3164//
CsiR	b0340//b0935//b1261//b0764//b1102//
CspA	b3328//b3332//
CueR	b3403//b2673//b1415//b1334//b1796//b1552//b1511//
CusR	b3709//b1481//b3607//b0758//b2992//b4195//b3730//b4025//b0123//b2388//b3185//b0728//
CynR	b0153//b3224//b2017//b3324//
CysB	b2476//b4291//b4321//b0221//b3224//b0150//b2839//b4415//b4003//b4035//b1167//b1077//b3528//b0226//b1132//b1093//b1013//b2311//b4151//b0863//b3748//b2373//b1920//b2276//b2476//b0432//b0754//b3773//b1511//b4260//b2237//b0589//
CytR	b1679//b0895//b1072//b2729//b1283//b3845//b0081//b0231//b2903//b0403//b2085//b2240//b2017//
Dan	b2580//b2938//b1429//b1277//
DcuR	b3368//b3331//b3331//b1783//b2424//b2499//b3461//b2824//b1302//
DeoR	b2287//b1702//b0764//b0116//b2673//b2148//
DhaR	b1102//b2784//b3729//b2763//
DicA	b4015//b1378//b2530//b2237//molR_1//b0062//b1101//b1810//
DinJ-YafQ	b3469//b4030//b2316//
DnaA	b4613//b1306//b1712//b0334//b3169//b4026//b2975//b0931//b0765//b1482//b3567//b2079//
DpiA	b1497//b1575//b1587//b1392//b1299//b1904//b2784//b0998//b2803//b2893//b1484//
DsdC	b1131//b0605//b2824//
EbgR	b3157//b1410//
EnvR	b1187//b3022//
EnvY	b1246//b3008//
EvgA	b3961//b2059//b2552//b2280//b0180//b3580//b3124//b2710//b4118//b2093//b3167//b3188//b0475//b1043//b1761//b0475//b4324//b0892//b4197//
ExuR	b0517//b2987//b1386//b2029//b2905//molR_1//b1747//phnE_2//b1817//
FabR	b1061//b0862//
FadR	b4467//b2822//b1221//b0509//b2528//b1377//b2604//b0655//b4024//b1385//b1784//b4702//b4506//b0304//b1512//b2156//b2741//b1987//b2540//b4029//b2105//b2291//b0571//
FeaR	b1497//b1914//
FhlA	b1650//b1826//b4177//b1575//b1061//b3224//b0575//b1283//b2698//b0674//b1589//b1325//b1385//b2366//b4003//b4376//b0237//b3727//b1396//b1902//b2242//b4365//b3547//b0042//b2483//b0241//b4090//b1673//b1039//b0397//
FlhDC	b4195//b1038//b2281//b1409//b0234//b2277//b3083//b0951//b3334//b4042//b1590//b0350//b0805//b0756//b1245//b3785//b2676//b2415//b0796//b4443//b2728//b1521//b4313//b0273//b1020//b3792//b2279//b3013//b0368//b1670//b1377//b2726//b3222//b2764//b1892//b4042//b0231//b3794//b1301//b3461//b2799//b1246//b2197//b1303//b2365//b1335//b4095//b1531//b2697//b0574//b0811//b1022//b0040//b2481//b2553//b2976//b0751//b4260//b4254//b0335//b4092//b0998//b3184//b3441//b1901//b4054//b0388//b1062//b3137//b1203//b1113//b2964//b2470//b0605//b2077//b1076//b2977//b4102//b4044//b2379//b3164//b1878//
FliZ	b0088//b1718//b1020//b1900//b2237//b2852//b2364//b2078//b1498//b2617//b2341//b1947//b1411//b3700//b2808//b1256//b2428//b1302//b1651//b2221//b1333//
FucR	b1547//b1939//b3773//b3607//b3501//b0958//b1440//
Fur	b1532//b1706//b1519//b1680//b2342//b1945//b3185//b2203//b3599//b4063//b0428//b3688//b4029//b1784//b2903//b1486//b4125//b2201//b2422//b0068//b1492//b4323//efeU_2//b1737//b1676//b4417//b2987//b4177//b4367//b3172//b1501//b2710//b2605//b3614//b0783//b2507//b3869//b0732//b1741//b0996//b2760//b1440//b1593//b2212//b0314//b1791//b1252//b3332//b1166//b2980//b0587//b4105//b2204//b1671//b2281//b4013//b0763//b1670//b3581//b3846//b3082//b2783//b1429//b1101//b1009//b2927//b0020//b2242//b1390//b4002//b4063//b0311//b3607//b0353//b1745//b1671//b4613//b3787//molR_1//b1745//b1003//b4383//b0115//b4079//b3607//b3480//b0342//b0064//b2819//b0353//b1166//b1943//b0616//b3461//b1390//b0082//b1387//b1113//b3566//b2197//b1658//b1762//b3011//b2529//b1500//b2729//b1511//b2203//b3270//b0682//b1514//b4397//b3916//b4059//b1485//b3509//b0304//b0036//b0934//b2490//b2903//b4153//b2240//b0207//b0728//b0303//b2213//b2291//b3477//b2923//
GadE	b1016//b0353//b0793//b0094//b3813//b0367//b0782//b1609//b0301//b0697//b4123//b1892//b0896//b0796//b1109//b0732//b0233//b0431//b4431//b2127//b0856//b1225//b2782//b4059//b0775//b0724//b1434//b1734//b0517//
GadE-RcsB	b1516//b0812//b4196//b4153//b3707//b3939//b3183//b3236//b1588//
GadW	b2904//b1887//b3061//b3065//b0450//b1826//b2925//b2200//b2579//b0929//b2673//b1634//b1745//b1007//b0514//
GadX	b0655//b1796//b2365//b1393//b0819//b3184//b3480//b1394//b4042//b0383//b4399//b0084//b4484//b0522//b3170//b3418//b0880//b0348//b2660//b3934//b0687//b1922//b3508//b3363//b0759//b2076//b0197//b2061//b1717//
GalR	b3415//b0896//b3256//b0553//b1485//b0333//b3508//b1672//b2559//b2485//
GalS	b2703//b3328//b3450//b2559//b3236//b4086//b0508//b1109//b1617//b0764//
GatR	b0096//b1390//b3133//b2660//b1257//b3156//
GcvA	b1944//b0964//b3256//b0428//b1486//
GlcC	b3367//b3140//b0903//b2925//b1890//b3190//b2663//
GlpR	b3113//b0231//b2366//b3214//b1061//b2927//b0572//b3800//b0020//
GlrR	b2756//b1020//b3096//b2239//b0890//
GntR	b2823//b1949//b3919//b2240//b4567//b3701//b4443//b4592//b0589//b3503//b1302//b4468//
GutM	b4071//b2601//b1762//b2674//b2365//b1485//b1887//
GutR	b2422//b0722//b0443//b4384//b3912//b4289//b1649//
HU	b2489//b0330//b4311//b3114//b0461//b0589//b0596//b3960//b3510//
HcaR	b0904//b2631//b4268//b2669//b3785//b0443//
HdfR	b3614//b2977//b0853//b3511//b3139//
HigA	b0958//b1578//
HigB-HigA	b3357//b3828//
HipAB	b0616//b1508//b2818//b2373//b3478//
HipB	b3582//b2665//b3213//b0587//b0754//b0450//
HyfR	b0352//b1078//b0697//b2379//b1887//b0091//b0484//b3006//b4397//b0604//b2289//b3507//
HypT	b0451//b1513//b0727//b3961//b3480//b3094//b0722//b1579//b4119//b2093//b1859//b0688//b2964//
IclR	b3269//b4264//b3077//b0854//
IdnR	b2313//b2730//b1407//b1945//molR_1//b0450//b0591//
IlvY	b1481//b4381//
IscR	b0565//b2822//b1817//b3938//b3518//b1681//b3752//b1390//b2482//b3138//b1781//b0620//b1941//b2750//b3326//b1656//b0809//b1397//b0063//b0313//b4355//b0340//b3224//b2063//b0431//b4367//b2805//b2236//b0855//b2464//b1132//b3680//
KdgR	b2286//b1486//
KdpE	b4288//b0783//b4198//b3117//
LacI	b1950//b4062//b1951//
LeuO	b0152//b4063//b2196//b1036//b1735//b3125//b2997//b0696//b1684//b0573//b3521//b2029//b3037//b1400//b4101//b0987//b3418//b0708//b4599//b0154//
LexA	b4443//b1618//b2388//b3441//b2487//b0340//b3507//b0614//b3956//b2074//b2278//b1038//b0727//b0970//b3792//b2291//b1442//b0516//b1225//b4123//b0336//b1497//b0998//b1949//b0071//b0074//b1302//b3721//b4525//b2705//b1429//b2152//b2895//b1501//b0463//b4025//b0729//b0350//b2085//b2630//b4133//b3428//b0792//b1257//b3190//b3093//b4120//b2077//b4670//b0513//b1654//b2758//b0615//b4089//b2975//b0723//b4059//b1761//b2716//
LldR	b2752//b0462//b2371//
LrhA	b2282//b1160//b3517//b1074//
LsrR	b4133//b1943//b2197//b3576//b1716//b2470//b2205//b2484//b1224//
LysR	b2724//b0935//
MalI	b0606//b3701//b2895//
MalT	b0564//b0895//b0041//b0116//b2239//b2078//b2406//b1973//b1399//b1081//
MarA	b1746//b0677//b3368//b3167//b0091//b0484//b4415//b2676//b3583//b3701//b4106//b3070//b0812//b1400//b3906//b1783//b0931//b0979//b3026//b4024//b2551//b1907//b0573//b0076//b2903//b3091//b1926//b0777//b3331//b0783//b0411//b1947//b2464//b1902//b3510//b3255//b0087//b3579//
MarR	b4468//b0397//b2483//
MatA	b2281//b3724//b4076//b1719//b4618//b3956//b0595//b0827//
MazE	b0785//b2559//b2756//
MazE-MazF	b1136//b0593//b1262//
McbR	efeU_2//b2552//b3793//b1257//
MelR	b2704//b0226//b0411//
MetJ	b3870//b4511//b0341//b0383//b0996//b0973//b1904//b1729//b2616//b1819//b1102//b0344//b3503//b1745//b0040//
MetR	b1683//b3907//b2977//b2373//b0115//
MhpR	b1334//b3012//b3919//b2392//sroA//b3414//
Mlc	b0975//b3168//b3414//b3500//b1609//b1900//b1264//b3415//b2062//b3132//
MlrA	b2760//b2206//sroC//b2538//b3365//b2980//b2371//b0517//b1913//b3212//
MngR	b1669//b1021//b0998//
MntR	b2281//b3170//b3701//b2802//b2923//
ModE	b4004//b0937//b1301//b1516//b3961//b2508//b0350//b0839//b1937//b0857//b2092//b3083//b1430//b0339//b2756//b1006//b4266//b0032//b1006//b1223//b0153//b4079//b3480//b3603//b2096//b0796//b2240//b3418//b4015//b4042//b1987//b4471//b1008//b0087//b4093//b0066//b1669//b0594//b2482//b3186//b0934//b4539//b0226//b4355//b0819//b3558//
MprA	b3495//b2223//b2818//b0754//b1846//b0020//
MqsA	b1712//b4086//b0179//b0732//b3190//b3076//b3127//b1540//
MraZ	yegZ//b0162//b4152//b3081//b4187//b0069//b3615//b3082//b4075//b1252//b1747//b3167//b1737//b0512//b4365//b0485//b1260//
MtlR	b2732//b2710//b4481//
MurR	b0341//b0929//b2991//
Nac	b2758//b1200//b1497//b2279//b1484//b2279//b2702//b2207//b0331//b0403//b0151//b1390//b3363//b2279//b0461//b2916//b4088//b1335//b0978//b2916//b0774//
NadR	b0509//b1623//b3748//b2422//
NagC	b3127//b3118//b3161//b0678//b2938//b3091//b1408//b4233//b3437//b2661//b3576//b3661//b0973//b1608//b3134//b3869//b3725//b2286//b2759//b1942//b1860//b2572//b3408//b1982//b2675//b0337//b2369//b4015//b3011//b1945//b2152//b3607//b2560//b0758//b3787//b1246//b2489//
NanR	b3828//b1682//b1237//b2663//b4347//b3156//b3161//b1440//b2685//b1061//b1241//
NarL	b0827//b2529//b4354//b1485//b0037//b4132//b3133//b0179//b1275//b1518//b3335//b0064//b3123//b1517//b1061//b2763//b1672//b0872//b1481//b2687//b0038//b0975//b3188//b0880//gadF//b1588//b2551//b3214//b0072//b2285//b3939//b4431//b2719//b1649//b3831//b4019//b3966//b2208//b1634//b0904//b2726//b0333//b4431//b3967//b0799//b3607//b2198//b1245//b0722//b3441//b0069//b1597//b3256//b1901//b0399//b3528//b1513//b3547//b4124//b2893//b0726//b2316//b0880//b1037//b2488//b3327//b3721//b2204//b4384//b4118//b4003//b1826//b0512//b1988//b0886//b2373//b3603//b3062//b2557//b4366//b0826//b1921//b2093//b0085//b3744//b2203//b1321//b1040//b0616//b0862//b3785//b1203//b0037//b4322//b3062//b0040//b1567//b4019//b1620//b0591//b1621//b1620//b1781//b4392//b3506//b4033//b3083//b3071//b1285//b0775//b2980//b3408//b1564//b2375//b3139//b2803//b0486//b2708//b3140//b0708//b0383//b3481//b1241//
NarP	b0978//b1386//b1717//b3831//b3600//b0167//b1609//b0198//b1924//b1877//b3752//b1023//b2719//b0996//b3748//b4151//b0382//b3073//b2572//b0763//b2781//b0860//b4445//b4002//b1939//b1194//b3021//b4444//b1241//b0505//b1079//b1080//b0781//b3571//b0758//b0296//b0522//b3967//b2416//b1302//b4125//b1858//b3708//b0794//b4460//b4396//b4101//b0778//b2240//b4441//
NemR	b4125//b0152//b4260//
