#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2429//b3127//
AcrR	b3813//b3566//b4511//b0978//b0516//b1658//b4139//b1819//b3751//b1014//b3421//
Ada	b1680//b2980//b0347//b0764//
AdiY	b3131//b4154//b1681//b2715//b2721//b2167//b2725//b2237//
AgaR	b2702//b0336//b0314//b3688//b0925//b4443//b0995//b1676//b3095//b0850//b4115//
AidB	b2666//
AlaS	b1597//
AllR	b0977//b2105//b1160//b4291//b3605//b4032//b3903//b3221//b1719//
AllS	b3518//b3707//b3363//
AlsR	b1761//b1182//b1073//b0039//b1587//b0296//
AppY	b1736//b2278//b0461//b2306//b1221//b1400//b0039//b3157//b3566//b1943//
AraC	b3680//b3071//b3027//b2094//b2096//b4104//b4438//b2631//b2755//b3942//b3062//b1716//b4265//b0523//
ArgP	b1591//b3721//b1071//b1654//b4159//b0504//b3271//b1258//b3221//b4075//b0039//b2976//b0178//b3513//
ArgR	b3171//b1333//b3334//b1670//b3113//b3335//b0234//b0151//b1257//b1263//b0733//b3091//b0732//b0764//b2580//b0032//b2805//b0604//b3368//b2029//b1285//b4033//b0731//b0385//b2787//b2684//b2091//b0378//b1334//b2063//b0441//b2374//b2489//b1784//b3113//b1070//b0428//b0385//
ArsR	b3845//b2291//b2938//
AscG	b3574//b1007//b0595//b1672//b0314//
AsnC	b4094//b4431//b0088//b1037//
AtoC	b0522//b3491//b1938//b1671//
BaeR	b0428//b3506//b0887//b0070//b1654//b2222//b4138//b1656//
BasR	b2802//b2499//b4090//b3453//b0654//b0863//b1082//b0435//b0432//b2096//b3959//b4133//b2574//
BetI	b3578//b0593//b1252//b0890//
BirA	b2685//b3038//b4030//b2991//b0786//
BluR	b1617//b2684//b3368//b2604//
BolA	b2243//b4024//
CadC	b3575//b3022//b2425//
CaiF	b2665//b0339//b1880//b0350//b1482//b2803//b3330//b4637//b1501//b3615//
Cbl	b2716//b3364//b0060//b2195//b0066//b1954//b1741//b3133//b2661//
CdaR	b4444//b1680//b1492//b4396//b3558//b1713//b0776//b2281//b0857//b0439//
CecR	b0688//b2604//b4029//b3126//b0945//
ChbR	b2551//b3115//b1737//b1283//b1260//b1015//
ComR	b2724//
CpxR	b4293//b1021//phnE_2//b2616//b1546//b4102//b1513//b3227//b3846//b1091//b3508//b1913//b3793//b4417//b0511//b0933//b1783//b1024//b2198//b1283//b1846//b2482//b2239//b4441//b3829//b4309//b1384//b1430//b3222//b1714//b0615//b1719//b4265//b0338//b0237//b2539//b0451//b0353//b4506//b0069//b2508//b4194//b1083//b0620//b0675//b2364//b3357//b1973//b1784//b4506//b0344//b3115//b0060//b3902//b3224//b2788//b3502//b2364//b1615//b4411//b4105//b1009//b3038//b4393//b2706//b4539//b4138//b1634//b4033//b3359//
Cra	b1006//b3859//b3939//b0784//b1408//b3845//b2938//b4392//b3137//b2676//b0384//b4086//b4511//b2213//b0575//b3514//b3583//b1819//b2062//b1679//b1738//b1780//b3461//b0161//b2213//b3578//b3368//b3012//b3625//b3409//b4241//b1288//b4266//b2720//b2407//b4139//b3062//b0812//b3518//b3214//b4154//b3165//b0089//b1303//b2964//b2992//b0731//b1738//b0778//b3603//b2367//b4043//b0585//b1781//b0060//b2215//b2239//b2202//b2725//b2840//b0207//b2488//b1307//b2490//b2552//b0708//b2818//b4280//b3941//b1488//b3571//b0763//b0891//b2194//b2427//b3136//b3961//b1597//b4159//
CreB	b2605//b4086//b1203//b0619//b0075//
CsgD	b2712//b0066//b0293//b0313//b2097//b3942//b4087//b0936//b1012//b2168//b1474//b3118//b1258//b3077//b1597//b3067//b2997//b0889//b1913//b0514//b0511//b2059//b0462//b3870//b0198//b4028//b0937//b2367//
CsiR	b2286//b4039//b0348//b4468//b0681//
CspA	b2789//b0515//
CueR	b2277//b0464//b2822//b4411//b2156//b3221//b0475//
CusR	b3441//b0573//b0161//b0674//b3073//b4004//b2127//b2286//b3576//b1415//b2367//b2574//
CynR	b2009//b1519//b3186//b0431//
CysB	b0037//b1567//b2727//b2852//b1305//b2573//b0951//b3721//b2707//b3491//b4321//b3859//b0853//b0615//b0368//b0887//b4347//b3127//b2149//b0873//b3569//b2423//b1704//b4013//b1743//b0349//b2570//b1922//b1805//b1013//b1016//b3138//
CytR	b0805//b4268//b4098//b1245//b1243//b0035//b0783//b3461//b3117//b4096//b3093//b4445//b4383//
Dan	b0366//b3418//b1943//b3123//
DcuR	b2062//b2752//b4123//b2105//b0731//b1483//b0179//b1434//b3701//
DeoR	b0303//b1890//b0781//b1878//b0970//b2476//
DhaR	b1658//b0809//b0151//b3062//
DicA	b4192//b1674//b3157//b1061//b4539//b0586//b0037//b0382//
DinJ-YafQ	b3863//b4397//b3082//
DnaA	b0765//b2757//b4062//b2741//b1037//b0081//b0758//b1594//b2605//b4289//b1590//b3791//
