#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b2195//b2912//
AcrR	b2375//b1747//b4070//b1201//b0475//b3060//b0755//b2707//b2196//b4042//b2731//
Ada	b1260//b3479//b4321//b2149//
AdiY	b4177//b0751//b1513//b1484//b1617//b0653//b1221//b1654//
AgaR	b3225//b4313//b0615//b4187//b3188//b0156//b0594//b1982//b0240//b0096//b3599//
AidB	b1007//
AlaS	b0730//
AllR	b1516//b0809//efeU_2//b1942//b2964//b0384//b2427//b0614//b2060//
AllS	b0779//b1182//b2822//
AlsR	b1622//b2991//b1877//phnE_2//b4408//b3792//
AppY	b2213//b4471//b1782//b2416//b1325//b0304//b3256//b3141//b3904//b0178//
AraC	b0777//b2194//b1920//b3958//b1092//b1224//b3564//b2703//b1617//b0655//b1260//b1083//b1187//b0337//
ArgP	b0861//b0399//b1946//b3574//b2943//b1746//b1780//b0398//b2416//b1241//b1411//b4452//b2980//b2528//
ArgR	b1074//b1263//b1302//b0684//b4396//b0511//b0997//b3363//b2107//b1492//b1954//b0384//b0728//b1536//b1530//b1817//b0799//b1475//b3270//b2155//b3481//b3437//b4705//b1717//b1004//b0573//b1499//b2937//b0860//b4239//b0676//b3224//b4293//b3727//b2207//b1879//b4522//b2470//
ArsR	b2370//b1649//b1616//
AscG	b1182//b4411//b0231//b0337//b4411//
AsnC	b1481//b2804//b0350//b1007//
AtoC	b1988//b4705//b0451//b4132//
BaeR	b3845//b3060//b0619//b3750//b2705//b0367//b3491//b1516//
BasR	b2783//b0092//b1810//b1857//b1434//b0778//b4435//b1399//b2728//b3021//b2804//b1576//b1224//
BetI	b0443//b3326//b0411//b0522//
BirA	b3022//b2284//b2574//b4441//b1948//
BluR	b3227//b0553//b0523//b3793//
BolA	b1679//b1611//
CadC	b3491//b1649//b2808//
CaiF	b2852//b1040//b4268//b1237//b2063//b1265//b3126//b2660//b1194//b4075//
Cbl	b4139//b4523//b2280//b2017//b1245//b4705//b3491//b3860//b2552//
CdaR	b3934//b3828//b0451//b0044//b0973//b1020//b3967//b1738//b2029//b0082//
CecR	b1948//b3167//b3060//b2428//b3786//
ChbR	b4292//b3845//b1826//b3902//b2224//b3491//
ComR	b3916//
CpxR	b0335//b0337//b2282//b4415//b0654//b4040//b3510//b0785//b0976//b1790//b3116//b4032//b1305//b4347//b1201//b4090//b1947//b4458//b1257//b1391//b0799//b0571//b2068//b1859//b2923//b0063//b2838//b0233//b0587//b4070//b0892//b3213//b3513//b2370//b4310//b2149//b3331//b2709//b1790//b4311//b4151//b1327//b2310//b2224//b1623//b2286//b2675//b3332//b0726//b3183//b0615//b1622//b3410//b2287//b4044//b0517//b0974//b2212//b3092//b3787//b2169//b4268//b1593//b4506//cpxQ//b1988//b1245//b1888//b3727//b1397//
