#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:37 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/general_regulons_bnum.txt
AccB	b1474//b4095//
AcrR	b2212//b1530//b4439//b1861//b2660//b2470//b1256//b0980//b0044//b3172//b3773//
Ada	b3025//b2730//b1262//b4133//
AdiY	b4209//b0794//b0429//b3364//b1492//b0088//b3934//b1262//
AgaR	b1530//b1265//b0060//b0570//b2579//b3600//b2530//b1948//b2685//b3508//b0553//
AidB	b4539//
AlaS	b4525//
AllR	b2912//b1717//b2800//b0765//b0979//b2732//b0654//b4238//b3724//
AllS	b3156//b2429//b0383//
AlsR	b1037//b2276//b3172//efeU_2//b0197//b3558//
AppY	b2312//b0348//b0863//b0076//b3236//b2199//b1673//b2803//b1036//b3957//
AraC	b1848//b3428//b2287//b4028//b0162//b3942//b2925//b2470//b1679//b4002//b3568//b2925//b0861//b2687//
ArgP	b1072//b4062//b1569//b1530//b2763//b3134//b3582//b0596//b0682//b3441//b2996//b3813//b3574//b0964//
ArgR	b1080//b3790//b3934//b3081//b4037//b1948//b0513//b1187//b1669//b2235//b0578//b0677//b0810//b1409//b2307//b1040//b1091//b3082//b0622//b2200//b1415//b2241//b4079//b3021//b1265//b0945//b1013//b3511//b0241//b4264//b3132//b3828//b4267//b0511//b0237//b2725//b1947//b1302//
ArsR	b3666//b4241//b3073//
AscG	b4523//b2156//b2424//b1014//b3934//
AsnC	b3512//b1762//b0980//b2703//
AtoC	b3164//b2167//b1015//b4239//
BaeR	b0429//b1880//b0679//b0973//b0181//b3958//b4384//b3934//
BasR	b1321//b1904//b0970//b2779//b2712//b0396//b2076//b1287//b3661//b1926//b2195//b3186//b1848//
BetI	b0696//b2243//b2485//b4384//
BirA	b1264//b1714//b3509//b2388//b2095//
BluR	b0115//b2344//b4400//b0304//
BolA	b0578//b3508//
CadC	b3421//b2201//b2488//
CaiF	b1826//b1384//b4063//b1684//b2415//b0339//b2758//b2195//b0792//b2762//
Cbl	b2414//b0087//b2717//b1036//b2242//b2763//b1649//b0368//b0431//
CdaR	b0723//b1577//b2482//b1679//b0732//b3269//b0620//b2737//b1888//b2669//
CecR	b3450//b2316//b3940//b2097//b2540//
ChbR	b0075//b4513//b2801//b3061//b2710//b1947//
ComR	b0038//
CpxR	b2234//b0654//b4239//b1198//b2205//b3959//b4468//b1407//b1901//b1022//b1167//b0812//b0721//b3138//b2673//b1398//b0894//b0759//b1780//b4567//b2221//b0696//b0074//b1791//b1499//b0439//b3331//b0996//b1395//b1780//b2201//b1429//b0681//b1299//b0152//b1378//b1480//b4292//b1738//b2784//b0591//b1737//b3960//b4266//b0074//b2236//b2485//b3501//b0060//b3612//b1430//b3441//b1306//b3748//b2465//b4102//b1548//b0681//b1702//b1275//b3021//b0623//b2151//b1920//b2731//b0037//b4030//b3212//b0593//b0335//
Cra	b0597//b0763//b4132//b0152//b0399//b4014//b0852//b2287//b4347//b0040//b0855//b0273//b3938//b0338//b1733//b3571//b3335//b1393//b4354//b4106//b0441//b1261//b2491//b2698//b1658//b4072//b2485//b3728//b2414//b3359//b0973//b2009//b3478//b1077//b0068//b3919//b0786//b0889//b1246//b2241//b0684//b3701//b2276//b1654//b0118//b0973//b3788//b2782//b3134//b3137//b4266//b0198//b0504//b0839//b0450//b1264//b0572//b1223//b3939//b0331//b1609//b4290//b1261//b3625//b3413//b0979//b0241//b3093//b4484//b4015//b0935//b0972//b3787//b1623//b0439//b0776//b2204//b0820//b3329//
CreB	b2529//b1982//b3117//b3125//b2282//
CsgD	b0762//b3061//b2781//b0066//b2234//b2234//b0589//b3940//b4154//b0341//b4003//b0652//b3525//b4063//b1408//b1102//b1904//b3161//b2168//b1878//b2107//b3268//b0044//b2572//b0484//b2366//b0062//b1982//
CsiR	b1400//b1265//b2728//b1783//b0750//
CspA	b0591//b1386//
CueR	b1379//b3700//b2199//b0034//b3037//b0428//b0592//
CusR	b0178//b1942//b2485//b4117//b3661//b0277//b3366//b1877//b2722//b3115//b3214//b2208//
CynR	b2169//b0366//b2077//b1920//
CysB	b0856//b2553//b2572//b3332//b3167//b4042//b1409//b3828//b4115//b0724//b1198//b2059//b2291//b4322//b1615//b0033//b2156//b2482//b1579//b2481//b3426//b4033//b4072//b4032//b3600//b0435//b2942//b2717//b4365//b0886//b2222//b2308//
CytR	b2465//b2975//b2224//b2579//b3613//b0571//b3268//b0578//b1182//b2213//b0240//b1950//b0514//
Dan	b3940//b2996//b3792//b0063//
DcuR	b0080//b1296//b3859//b0523//b0343//b1514//b3960//b3516//b2201//
DeoR	b3506//b1671//b1080//b3578//b0508//b0397//
DhaR	b3136//b0781//b0342//b2717//
DicA	b2168//b2722//b0485//b1003//b2379//b2307//b2996//b3508//
DinJ-YafQ	b3581//b0389//b0303//
DnaA	b1857//b3013//b3166//b0928//b0185//b0862//b3503//b3168//b3431//b3521//b2091//b4481//
DpiA	b2313//b1797//b2687//b2905//b3859//b3095//b0728//b1945//b0123//b0441//b0185//
DsdC	b2029//b4266//b0604//
EbgR	b4237//b3750//
EnvR	b2487//b2425//
EnvY	b2199//b3507//
EvgA	b2763//b0557//b3035//b0820//b0199//b0221//b3961//b3577//b3156//b0654//b2905//b2213//b4088//b3868//b3332//b0033//b1079//b4292//b1946//
ExuR	b0340//b3426//b0398//b3418//b3582//b0523//b0839//b0618//b3268//
FabR	b0314//b1611//
FadR	b1621//b1518//b4018//b2605//b0757//b0855//b2059//b1671//b1325//b1608//b2156//b1654//b1517//b0590//b1501//b4311//b1500//b1102//b2617//b3558//b1987//b3828//b0681//
FeaR	b0763//b1846//
FhlA	b3751//b0727//b4431//b2725//b1679//b4539//b2825//b2307//b2417//b2600//b0089//b0655//b1670//b1285//b4177//b4102//b2580//b1322//b4090//b0896//b3750//b2840//b1546//b2704//b1224//b0336//b0730//b3903//b3707//b2507//
FlhDC	b2289//b4618//b2784//b3868//b1452//b2286//b2893//b3237//b2789//b2393//b1259//b1487//b2927//b3661//b3161//b2490//b0512//b3066//b3083//b2724//b1074//b3329//b1499//b2243//b1093//b0089//b1164//b1658//b3786//b1655//b0928//b3582//b1888//b0856//b3165//b1480//b2096//b4357//b0076//b2060//b1658//b0683//b0273//b0336//b2708//b0150//b0614//b4506//b1008//b0504//b0514//b2194//b1429//b1298//b0367//b4242//b3426//b4265//b4705//b2895//b0439//b4233//b4291//b4028//b0475//b2531//b3171//b0432//b2825//b0873//b1183//b1889//b2215//b3558//b2278//b0934//b1535//b4032//b1940//b3359//b2085//b0675//
FliZ	b2732//b0874//b2205//b2979//b0849//b3070//b1923//b2487//b0733//b3870//b0762//b1260//b4101//b1397//b1784//b4411//b2604//b4618//b2724//b2425//b0473//
FucR	b1038//b2808//b2711//b0411//b2558//b0727//b2573//
Fur	b1988//b2756//b0572//b2313//b4014//b2287//b1384//b1594//b3134//b2927//b3521//b0589//b3753//b1334//b3480//b3905//b4289//b2373//b4090//b3927//b1377//b1166//b4310//b2287//b4237//b2058//b1744//b2222//b3701//b0894//b0294//b0060//b0793//b2286//b0344//b4033//b4043//b2199//b1651//b2489//b0678//b0682//b4431//b2168//b2698//b1519//b0064//b2542//b2364//b4105//b3605//b3600//b3005//b2759//b1036//b1081//b4439//b3183//b3091//b4539//b1335//b2708//b3114//b2507//b2215//b0864//b0294//b2803//b1015//b4209//b0237//b1946//b3481//b3169//b1656//b4079//b3091//b0782//b4431//b3453//b2313//b2926//b0063//b4384//b2783//b3184//b2075//b2760//b4030//b2754//b0654//b3223//b0384//b0951//b0763//b2558//b0048//b2698//b3905//b0792//b0978//b0755//b2029//b2732//b3707//b2076//b0031//b3688//b3558//b1113//b1388//b1198//b0776//b2199//b1020//b0179//b4523//b1415//b2600//b0083//b0277//b0995//b0226//b1400//b2077//b3141//b0473//b3036//b1499//b0894//
GadE	b1043//b1484//b2580//b2107//b0383//b3066//b1070//b3828//b1737//b1922//b0226//b1109//b2808//b1440//b2803//b2663//b1762//b2316//b1552//b1743//b1164//b1334//b4321//b0340//b1942//b4475//b3788//b4313//b4416//
GadE-RcsB	b0033//b2291//b3071//b1076//b3026//b0697//b4100//b2427//b4054//
GadW	b3510//b0937//b4290//b0874//b1547//b0553//b0198//b3036//b0571//b0460//b2465//b3324//b0857//b0623//b2732//
GadX	b4075//b1514//b1016//b3601//b2393//b2243//b3911//b1187//b3136//molR_1//b3008//b4187//b2307//b2716//b0075//b3922//b0765//b1493//b0207//b1878//b3577//b4104//b3661//b4468//b3583//b4050//b3645//b3510//b3502//
GalR	b2370//b1225//b3270//b3093//b2464//b1015//b2464//b2715//b1939//b0080//
GalS	b3726//b0759//b1712//b0872//b4484//b4439//b1737//b0273//b3366//b1429//
GatR	b1020//b2938//b2287//b4240//b1241//b3516//
GcvA	b4366//b2221//b2107//b0978//b2551//
GlcC	b2414//b0976//b2560//b3521//b3026//b1877//b1130//
GlpR	b4309//b3574//b3940//b1391//b2728//b1440//b1850//b0511//b0592//
GlrR	b1296//b0341//b3126//b4079//b0592//
GntR	b4030//b4076//b1717//b0934//b4323//b2669//b1940//b0180//b3571//b1926//b1010//b2235//
GutM	b3132//b4042//b1136//b3165//b1939//b0593//b2078//
GutR	b2801//b3574//b3125//b1183//b4321//b0353//b3157//
HU	b3478//b1941//b2541//b2661//b4293//b4079//b3431//b2718//b0181//
HcaR	b2938//b3025//b3083//b0937//b2912//b0198//
HdfR	b2425//b0557//b0584//b3794//b1951//
HigA	b1590//b2923//
HigB-HigA	b1062//b3528//
HipAB	b1548//b2428//b1518//b1388//b4613//
HipB	b0734//b3516//b4088//b2235//b1887//b4452//
HyfR	b1007//b1623//b2490//b4117//b1258//b1734//b0872//b4193//b1718//b0301//b4525//b2703//
HypT	b1443//b4074//b0485//b1377//b2760//b0654//b0698//b1548//b2155//b4408//b4439//b4289//b4160//
IclR	b2243//b1024//b3269//b1221//
IdnR	b2428//b3934//b3365//b0872//b2987//b0091//b4025//
IlvY	b0682//b3167//
IscR	b0795//b0615//b3773//b2911//b2557//b1136//b4268//b2841//b2029//b1014//b4475//b4367//b2703//b4071//b4475//b1321//b2169//yegZ//b1223//b2927//b2091//b1713//b1576//b3190//b2029//b0593//b0895//b3575//b3575//b4476//b4150//b1900//
KdgR	b0383//b4577//
KdpE	b0777//b0241//b4279//b4124//
LacI	b0041//b4539//b1741//
LeuO	b1762//b2840//b2085//b2905//b3025//b4287//b0118//b0390//b2938//b1747//b0084//b0820//b1109//b2702//b3133//b1300//b1486//b0062//b3774//b1577//
LexA	b4523//b0384//b1334//b3567//b2490//b1024//b1285//b2717//b3271//b1821//b2224//b1651//b0388//b2825//b3432//b1616//b1389//b4513//b1947//b0682//b4637//b4054//b2074//b1041//b0594//b3363//b1880//b3723//b2755//b0485//b1517//b0333//b4471//b3788//b2911//b1021//b1486//b1305//b0781//sroC//b0995//b2415//b1225//b3063//b3774//b4268//b3073//b2542//b0588//b4151//b3416//b4240//b4293//b0687//b3225//b4417//b1860//b2824//b1590//
LldR	b2799//b1577//b1782//
LrhA	b1225//b3415//b4195//b4123//
LsrR	b1521//b1707//b1201//b1728//b1744//b0334//b1594//b3831//b2153//
LysR	b4484//b2428//
MalI	b3502//b0575//b2465//
