#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3748//b3772//b2374//b2482//
AlaS-L-alanine	b2750//
AllS-allantoin	b2841//b0037//b1321//
AraC-L-arabinose	b1922//b3869//b3212//b1109//b4237//b0040//b1669//b4009//b3424//b3275//b1132//b4120//b0777//b2751//
ArcA-Phosphorylated	b0349//b0344//b2204//b3423//b1415//b0764//b1497//b2481//b3702//b3076//b2554//b1973//b0118//b2309//b1398//b2291//b3416//b3317//b3509//b1407//b2241//b4069//b4202//b2199//b2491//b3170//b0178//b0353//b3531//b4264//b1851//b4154//b0151//b0820//b2852//b1920//b3771//b0516//b3578//b3781//b0398//b0594//b2570//b1037//b1393//b1513//b1737//b2584//b1682//b0566//b3006//b3164//b4032//b2279//b4010//b0182//b3726//b4169//b2393//b0593//b3781//b1518//b1540//b0312//b0588//b2997//b2465//b2937//b3242//b2927//b3426//b3530//b4321//b3748//b0168//b1859//b0036//b0584//b3521//b1884//b3571//b3940//b1498//b3575//b1389//b0566//b2727//b4467//b1244//b1498//b1421//b2866//b4096//b4669//b4293//b4194//b2937//b4671//b3167//b2497//b0044//b1821//b3938//b4098//b2559//b2310//b2755//b4670//b3223//b2965//b2666//b4313//b1211//b2597//b4123//b0734//b1641//b1987//b4291//b3575//b0062//b1474//b0389//b3423//b0774//b2152//b1587//b1224//b1227//b0109//b4073//b4187//b2425//b1300//b2291//b3114//b2728//b3356//b0781//b2975//b0431//b3757//b3727//b2600//b3750//b0178//b0764//b3037//b2367//b4007//b2710//b2407//b0757//b3095//b3688//b0974//b1907//b3214//b3906//b2554//b2942//b4468//b3410//b3721//b0388//b1528//b2106//b3579//b2009//b3971//b3469//b0366//b0333//b0039//b1264//b1608//b4268//
ArgP-L-arginine	b2392//b2285//b0031//b2423//b0729//b3272//b2107//b0722//b1818//b2310//b1298//b2283//b4139//b3540//b3261//b2375//
ArgR-L-arginine	b4059//b2232//b1244//b0976//b4467//b4268//b3600//b1987//b2171//b4699//b3313//b1272//b3426//b4104//b4008//b0998//b3449//b1888//b0166//b0570//b0153//b0605//b2570//b2756//b1492//b0204//b0168//b4102//b1514//b1246//b3669//b0110//b0623//b4072//b2236//b3320//b1622//b3671//b2571//
AtoC-phosphorylated	b0019//b0592//b3230//b0676//
BaeR-Phosphorylated	b2571//b2076//b0590//b2213//b0872//b0622//b4122//b0340//
BirA-bio-5-AMP	b2153//b0411//b4288//b0573//b3425//
CRP-cAMP	b4196//b2529//b4102//b2153//b3318//b1421//b4398//b4133//b3095//b0977//b0614//b3960//b1111//b3829//b0874//b4035//b3364//b0785//b2063//b1264//b2372//b2489//b4002//b1302//b1390//b1262//b0784//b4036//b0153//b2205//b3723//b0726//b3276//b1043//b1982//b3417//b0592//b2669//b2710//b1207//b1390//b3528//b3207//b3418//b3616//b3451//b1002//b4382//b3324//b0345//b4401//b0177//b3455//b2992//b0903//b2406//b4196//b2206//b3423//b2068//b4309//b0118//b1608//b0677//b1336//b2221//b2659//b3008//b3528//b0378//b0273//b0184//b3572//b0523//b4076//b0430//b3960//b0775//b4030//b3333//b0620//b2718//b1719//b3070//b0727//b3583//b0107//b3006//b4321//b4267//b2840//b3831//b0777//b0720//b4670//b2662//b2095//b0754//b0333//b0826//b2195//b3542//b2759//b1796//b0975//yegZ//b4287//b1540//b0062//b1040//b0313//b1299//b0727//b2198//b0062//b2077//b1717//b3773//b1209//b0681//ilvG_1//b0784//b3135//b1335//b3318//b0340//b2310//b3169//b0107//b2589//b2373//b0584//b1902//b3081//b3533//b1814//b4170//b2370//b1243//b4238//b4309//b0365//b2729//b2487//efeU_2//b0765//b0403//b2943//b3571//b0583//b0616//b2423//b2280//b2606//b4154//b3752//b1132//b3277//b1205//b1805//b3272//b3423//b3869//b1302//b2671//b2728//b3236//b3241//b3668//b3927//b0720//b4076//b1621//b4671//b1391//b3278//b3707//b2151//b1389//b1884//b2764//b2476//b3859//b0516//b3852//b2370//b1683//b2867//b1797//b3770//b1735//b4094//b1814//b1714//b2671//b3117//ilvG_1//b4030//b0428//b1548//b4324//b0221//b3212//b2838//b0904//b0763//b1226//b2710//b4177//b3458//b2296//b3026//b4118//b0774//b4006//b1532//b4072//b4099//b3864//b3669//b4599//b3528//b4070//b3581//b1851//b2755//b2962//b2554//b1900//b4354//b3118//b0758//b3577//b1590//b1334//b2364//b4326//b2760//b2490//b3571//b0150//b3070//b2728//b2712//b3126//b1920//b2529//b3479//b1111//b2937//b2756//b2713//b0077//b3752//b1620//b3702//b3331//b3701//b0312//b2149//b3727//b1887//b0862//b4133//b2729//b2009//b4320//b3941//b0080//b0907//b1338//b2076//b3934//b1717//b2156//b2992//b1593//b3533//b2368//b2588//b0721//b0339//b1884//b0894//b2198//b0945//b1322//b1821//b4008//b0889//b1301//b0191//b2580//b2962//b2373//b3580//b2660//b1136//b1715//b1256//b2234//b3902//b4159//b1247//b2867//b2508//b2923//b3171//b1262//b2528//b2671//b1220//b0345//b0776//b3707//b1040//b2708//b2153//b0860//b3313//b3566//b4240//b1514//b3770//b4201//b4265//b2730//b3941//b1302//b1298//b4124//b0312//b4068//b4018//b3721//b2392//b3331//b4699//b2075//b0383//b3700//b0727//b3603//b0776//b1669//b1429//b1922//b1245//b2754//b2757//b1746//b0759//b3363//b2222//b1298//b0367//b2153//b0936//b3726//b1857//b4008//b2911//b3728//b0522//b1225//b3908//b1885//b4671//b4451//b3438//b2916//b2196//b0937//b0340//b4392//b0977//b1493//b4018//b4006//b4170//b2600//b3461//b1036//b2469//b3544//b3577//b2482//b1537//b2079//b2606//b2307//b4106//b0819//b1009//b2306//b3133//b4426//b2422//b0484//b2760//b3319//b4075//b4139//b4024//b3366//b3576//b1389//b3441//b2204//b2671//b3418//b2554//b0522//b0462//b4441//b4451//b4401//b1379//b2215//b2156//b0819//b2364//b1805//b2759//b1394//b2660//b4094//b1390//b4193//b3721//b2149//b3115//b0334//b4062//b1497//b4399//b2751//b2155//b1275//b3214//b3414//b0929//b1671//b3223//b4101//b2758//b2422//b3666//b3542//b2937//b0937//b4209//b0681//b1015//b2282//b1611//b0936//b0590//b1321//b1674//b0606//b1482//b1622//b2203//b2507//b3124//b0063//b1008//b4213//b2990//b4154//b1324//b2223//b4324//b0953//b3750//b2503//b3902//b0365//b4476//b1892//b3670//b3521//b0723//b4120//b3167//b1040//b0440//b4233//b1212//b1407//b2535//b2729//b3968//b0723//b4200//b0116//b4468//b3125//b3580//b0776//b2146//b2075//b3854//b2804//b0934//b1920//b0450//b0201//b3855//b2239//b3939//b1263//b1247//b0125//b4354//b1397//b3968//b4288//b2720//b0776//b3903//b3904//b1036//b3231//
