#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2284//b4637//b2580//b3493//
AlaS-L-alanine	b4416//
AllS-allantoin	b3114//b1384//b3168//
AraC-L-arabinose	b0043//b2990//b1015//b4171//b1672//b0515//b1889//b1513//b2507//b0202//b3317//b0957//b1160//b3213//
ArcA-Phosphorylated	b2290//b3453//b1300//b2469//b1615//b2009//b1547//b0583//b0032//b4406//b0311//b3266//b0388//b2203//b3424//b3725//b0351//b4006//b0574//b4289//b1388//b4101//b2676//b3721//b3908//b1672//b4313//b1982//b1512//b2759//b0621//b1782//b0675//b3134//b1528//b1617//b3240//b0463//b0887//b2729//b4316//b3214//b3669//b1008//b0034//b0721//b1324//b3172//b4197//b3617//b0156//b4173//b3521//b1907//b1323//b2365//b2481//b1732//b0353//b3172//b2702//b2608//b0038//b3026//b2207//b2711//b1245//b0048//b1475//b0191//b2313//b2107//b2617//b2570//b3773//b4009//b2374//b0903//b3118//b2571//b4599//b1706//b4125//b0181//b2710//b3863//b3166//b0108//b3940//b2661//b1735//b2852//b0861//b2710//b1297//b2414//b4040//b3670//b0734//b4441//b2392//b3113//b3851//b2697//b0124//b4063//b0778//b0620//b1008//b3413//b1513//b1714//b4177//b3728//b3356//b3365//b1393//b0019//b3610//b1109//b3049//b0733//b2713//b3770//b4399//b2725//b4138//b1039//b1532//b0339//b3035//b2500//b2306//b2470//b2762//b0273//b2724//b3707//b1970//b0311//b1737//b2702//b3006//b4040//b3118//b4291//b2204//b0390//b1252//b3320//b0399//b3172//b2673//b3722//b2196//b4392//b4075//b3036//b1501//b0151//b4131//b0676//b1415//b0182//b0080//b2370//b2371//b2976//b1747//b2232//b4314//b3868//b4314//b2091//b0179//b0343//b3583//
ArgP-L-arginine	b3709//b1101//b4698//b1587//b3769//b3423//b1593//b2728//b0020//b2728//b2364//b4384//b1260//b4323//b2751//b0343//
ArgR-L-arginine	b3577//b3225//b1717//b4392//b3845//b3927//b1223//b4318//b0621//b1024//b1302//b0189//b1220//b2719//b1857//b1421//b2756//b2239//b3672//b2223//b1287//b4670//b2726//b3469//b0177//b1528//b3610//b0575//b3265//b0040//b3533//b2818//b1987//b2063//b4079//b1882//b4322//b1136//b1620//
AtoC-phosphorylated	b2285//b0347//b4439//b4242//
BaeR-Phosphorylated	b2728//b1850//b0679//b2428//b4450//b2499//b3363//b1006//
BirA-bio-5-AMP	b2852//b2755//b1338//b2296//b2579//
CRP-cAMP	b4111//b3116//b3575//b3135//b1261//b2905//b2721//b0352//b3670//b4293//b1021//b2963//b0733//b2801//b1385//b4074//b4401//b4240//b1547//b3770//b1287//b2200//b2805//b1738//b1038//b0432//b2571//b4098//b1679//b3479//b2995//b0597//b0384//b0182//b0896//b4567//b0109//b2375//b1518//b0683//b1262//b4670//b3008//b0152//b0390//b4450//b3317//b1886//b3477//b3278//b4062//b2709//b4318//b4034//b0388//b3026//b0945//b3722//b4213//b2750//b0348//b1008//b1796//b3405//b4400//b2392//b0109//b4187//b2232//b4008//b1207//b2552//b3134//b2661//b1265//b2660//b3540//b2675//b0613//b2528//b1887//b0812//b1734//b3359//b4451//b0777//b0894//b3748//b3688//b2957//b1518//b2709//b1782//b4036//b1615//b3172//b0873//b1244//b2288//b0584//b2553//b0805//b3278//b1222//b2987//b4015//b2742//b4016//b0440//b0934//b3860//b0389//b2963//b2107//b3925//b4016//b2206//b4132//b0400//b3542//b0366//b4292//b0377//b3025//b3025//b1112//b2093//b2841//b3365//b4398//b3394//b2286//b3610//ilvG_2//b2499//b3408//b2801//b1798//b3543//b3766//b4254//b4320//b1737//b2222//b4132//b0460//b3026//b0351//b1591//b1521//b1738//b2221//b2609//b0972//b0623//b0124//b0111//b3441//b0334//b1734//b4014//b0399//b2085//b3709//b0995//b0929//b0205//b2721//ilvG_2//b1497//b2429//b0078//b0861//b2662//b2490//b1612//b4287//b2075//b0048//b3359//b2311//b0365//b2469//b4187//b2942//b2196//b3859//b3394//b4599//b4354//b4592//b2284//b1038//b0044//b3748//b2492//b1391//b2995//b2470//b3318//b0383//b3574//b1826//b2486//b2925//b3113//b3266//b3600//b4460//b1682//b3671//b2980//b3566//b3404//b0679//b2730//b0953//b3207//b2288//b1323//b0571//b3324//b2707//b2366//b4209//b1905//b0168//b2465//b0570//b1613//b1609//b1517//b4468//b3511//b0621//b0595//b0336//b0033//b1590//b1392//b4399//b0728//b2764//b1540//b3037//b3036//b4075//b2729//b1113//b3278//b0343//b3036//b2487//b3581//b2078//b0080//b1297//b2485//b4288//b3725//b0754//b2579//b2204//b3458//b3333//b2425//b0783//b4511//b0935//b3568//b0784//b0202//b2990//b3404//b4168//b2197//b2763//b3237//b0564//b2697//b3395//b3724//b2903//b0755//b1430//b3957//b2203//b4326//b4115//b2231//b3168//b2704//b2375//b4132//b2092//b3725//b0036//b0618//b4019//b2979//b0721//b2106//b2913//b4400//b2553//b0384//b2727//b1241//b2703//b3114//b0109//b0450//b2601//b1713//b0440//b4069//b3124//b3532//b1904//b3365//b1881//b2223//b0336//b3611//b3164//b4034//b2991//b3770//b1007//b0728//b2483//b2372//b3127//b3758//b2286//b4233//b1265//b0727//b3167//b4037//b1395//b3319//b0040//b2588//b1129//b3864//b1396//b4240//b2669//b2285//b1276//b1517//b2742//b4058//b2726//b2485//b1616//b1521//b3312//b0177//b3113//b4266//b0575//b1209//b0151//b2375//b0931//b4098//b3316//b1706//b2279//b0953//b2531//b0064//b3414//b0997//b1264//b0123//b0729//b1036//b0684//b4268//b3312//b0820//b2557//b4241//b4242//b4120//b3415//b4002//b1407//b4291//b4467//b4173//b2728//b3749//b1010//b0241//b2311//b1136//b0338//b4123//b2661//b3037//b3395//b0517//b0201//b2202//b1334//b3266//b0125//b0606//b0781//b4154//b3005//b0783//b2499//b1796//b0110//b1038//b0462//b0573//b2964//b3328//b3481//b4005//b2630//b2428//b3241//b4006//b2151//b4398//b2559//b0156//b0199//b2424//b3240//b2758//b2957//b4125//b3312//b2241//b4309//b3571//b2991//b2580//b2553//b1656//b2756//b2171//b0343//b3366//b1265//b3335//b0428//b1593//b2717//b4310//b1039//b1736//b3164//b4104//b1515//b0440//b0113//b2508//b4160//b0338//b1597//b0191//b3214//b3222//b1621//b1859//b3327//b0734//b3588//b2573//b2697//b1796//b2231//b0048//b0335//b4599//b1818//b3908//b0340//b1798//b3609//b2282//b1798//b1587//b1043//b2239//b3368//b0887//b3912//b1514//b0334//b0296//b1241//b3601//b2163//b1671//b4195//b4467//b3367//b0733//b2597//b3583//b3851//b1883//b4311//b3313//b0566//b3227//b3276//b0411//b3859//b2469//b4393//b3424//b0874//b3169//b2742//
