#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2975//b2741//b0461//b3771//
AlaS-L-alanine	b1814//
AllS-allantoin	b3093//b0615//b2429//
AraC-L-arabinose	yegZ//b4123//b1022//b0726//b2085//b1130//b3321//b3432//b0591//b0198//b1021//b3170//b3222//b2503//
ArcA-Phosphorylated	b4417//b4133//b2280//b0123//b0399//b3568//b1256//b3221//b3609//b2290//b3756//b1512//b2369//b2342//b2866//b0515//b3332//b0035//b1298//b3578//b2535//b1796//b2281//b2077//b4035//b3458//b2707//b1227//b3476//b1814//b4159//b1593//b0116//b1615//b0814//b0757//b1010//b3114//b3425//b2669//b2393//b2469//b3170//b3437//b4266//b3326//b2965//b0684//sroD//b1212//b0975//b1394//b1429//b3752//b0516//b0152//b0571//b3544//b2092//b0896//b4014//b1392//b4198//b2470//b0190//b3429//sroD//b1205//b2705//b3528//b3222//b2925//b3938//b2977//b2531//b2804//b0594//b0180//b3364//b0726//b2155//b3579//b3261//b2903//b3423//b3569//b0675//b3438//b1537//b1891//b0584//b2368//b3076//b0677//b0619//b2508//b3851//b0153//b2980//b3564//b4196//b1512//b0463//b2235//b3113//b2222//b4101//b2925//b0616//b1136//b1207//b4292//b2840//b1225//b4599//b2148//b2580//b2704//b2308//b2531//b0333//b2721//b2993//b0342//b3455//b2584//b3971//b4268//b4317//b4392//b0572//b0783//b0190//b2366//b3854//b2308//b4194//b0340//b0205//b3724//b3766//b0063//b0957//b3855//b2499//b2469//b3770//b3532//b4068//b4393//b2752//b1988//b0614//b0189//phnE_2//b3611//b2716//b0063//b1920//b2366//b3332//b2609//b2722//b1818//b1511//b1299//b4014//b1241//b0977//b1901//b3869//b0389//b1548//b2591//b1205//b1391//b2429//
ArgP-L-arginine	b3617//b0618//b3667//b4193//b3521//b2840//b3273//b2235//b0720//b4160//b4315//b3781//b4398//b0031//b0034//b0077//
ArgR-L-arginine	b2367//b2076//b3275//b2094//b0605//b1512//b0150//b0221//b2673//b0998//b3575//b3409//b2311//b0934//b1224//b2609//b2707//b3335//b2669//b3752//b3581//b1719//b1264//b1322//b3453//b3170//b2278//b1036//b3426//b2600//b3906//b2706//b0161//b3543//b0997//b3968//b1781//b4067//b3278//
AtoC-phosphorylated	b0183//b4040//b2152//b3707//
BaeR-Phosphorylated	b2997//b1225//b4138//b3961//b3709//b4015//b3511//b4506//
BirA-bio-5-AMP	b1609//b4671//b3123//b1224//b0585//
CRP-cAMP	b0273//b2215//b3057//b2630//b1818//b0684//b3127//b3968//b3757//b4003//b1684//b1245//b1715//b1852//b3356//b4070//b1040//b2530//b3423//b1387//b3071//b3481//b3221//b2370//b2529//b0182//b2285//b3845//b2799//b4382//b3453//b3582//b3315//b2484//b3035//b3225//b0756//b2557//b2671//b3568//b4093//b4502//b2535//b0273//b2091//b0587//b0945//b4068//b4159//b0396//b2852//b0241//b4320//b2980//b2093//b0622//b3405//b1590//b3126//b0042//b4119//b2673//b1521//b2697//b2095//b4238//b2716//b0019//b0390//b4102//b3164//b3167//b0757//b3938//b1671//b2369//b3428//b4397//b2093//b0620//b4233//b4175//b4322//b4242//b0161//b3860//b2215//b2803//b0606//b1389//b0606//b1528//b0154//b0342//ilvG_1//b1036//b0191//b4203//b1761//b3669//b2290//b2760//b0041//b3772//b4039//b2911//b1430//b1715//b0757//b4159//b3168//b4094//b3510//b1189//b1220//b4669//b4106//b4309//b1021//b0036//b2231//b3329//b4067//b1714//b2276//b2742//b2727//b4039//b0167//b4249//b3356//b1781//b2489//b1475//b4203//b1782//b0522//b2726//b4033//b3577//b0192//b0980//b2306//b0114//b3425//b0590//b3912//b2153//b2370//b1988//b4000//b2429//b4067//b2281//b1209//b3236//b3616//b3751//b0040//b3026//b1379//b0152//b4172//b4599//b0995//b4169//b1796//b1672//b0190//b2307//b2500//b1391//b1743//b3169//b4287//b4131//b1008//b0970//b2926//b3940//b0522//b4067//b0937//b0348//b2107//b0123//b1733//b4313//b0621//b3528//b1225//b2485//b1746//b0764//b1717//b4139//b4265//b2990//b2240//b0872//b0573//b0351//b3757//b4671//b4152//b1407//b4151//b3359//b2224//b1036//b2573//b0040//b3451//b3038//b3451//b3480//b2465//b4132//b3581//b4034//b2818//b0826//b2866//b3418//b4092//b4035//b0031//b0347//b1131//b3049//b2308//b2392//b3403//b2913//b1022//b0564//b3610//b4195//b2290//b2465//b1476//b2937//b1587//b2085//b2868//b4267//b4193//b0398//b3530//b2630//b2428//b3168//b0678//b1515//b1224//b0396//b2417//b3026//b1476//b1002//b3035//b0334//b2464//b2608//b2200//b2802//b3036//b1008//b1746//b1517//b4201//b3081//b3721//b0365//b2503//b0781//b0720//b0198//b1042//b0197//b2213//b3701//b2937//b2712//b0179//b3035//b3230//b0721//b3666//b0396//b2977//b3057//b2554//b1818//b1323//b0189//b3272//b2726//b1220//b0199//b0781//b0617//b4319//b4242//b0570//b4014//b0758//b3423//b1500//b3276//b2732//b3869//b0522//b4460//b4093//b0998//b3970//b4367//b3315//b3756//b2713//b1617//b0515//b3367//b1622//b3572//b1654//b2207//b3311//b0974//b3392//b2911//b0863//b3869//b2704//b3164//b2206//b4197//b1535//b0183//b1888//b3414//b1263//b2078//b0616//b3167//b1297//b1160//b0166//b2608//b1287//b1615//b1182//b0064//b0346//b2553//b2486//b1022//b3275//b0205//b1415//b1009//b1594//b2150//b1713//b2719//b0156//b3313//b2422//b4093//b0880//b0724//b3418//b3366//b0523//b0181//b2507//b3942//b1881//b3852//b0594//b4238//b3860//b2584//b3275//b1397//b1817//b3828//b2365//b3005//b0441//b2366//b2868//b0827//b4467//b3521//b1674//b2223//b4075//b3227//b3166//b2927//b2905//b0937//b1594//b2762//b4699//b2075//b1388//b2715//b3727//b4460//b3725//b4290//b1814//b0042//b1900//b0571//b2146//b3903//b3756//b3368//b2508//b1300//b3723//b0061//b0180//b2719//b3116//b3333//b4008//b4592//b2280//b4125//b3025//b1735//b4383//b1041//b1334//b1904//b2764//b0727//b0571//b1132//b1904//b0683//b3329//b2725//b1247//b1130//b1852//b2852//b3319//b0156//b3723//b3721//b1921//b2579//b1859//b3319//b3508//b0048//b1516//b3319//b4054//b0113//b0335//b2091//b0343//b0041//b0190//b2149//b2239//b0583//b2430//b1497//b2483//b3478//b4095//b3532//b0575//b1210//b3721//b3431//b1852//b0350//b2741//b0221//b0313//b3274//b1037//b2704//b2729//b1805//b3161//b0979//b0598//b4324//b3161//b1015//b0484//b1297//b0516//b2838//b2710//b1817//b2803//b4309//b4095//b0553//b1826//b0167//b2308//b3431//b3758//b3417//b1889//b0367//b0588//b1901//b2241//b1673//b1858//b0111//b1337//
