#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0826//b3461//b4000//b4167//
AlaS-L-alanine	b3457//
AllS-allantoin	b0757//b2307//b0623//
AraC-L-arabinose	b0061//b0353//b2607//b0970//b3408//b0078//b2465//b1680//b3320//b2818//b0723//b2987//b0388//b0344//
ArcA-Phosphorylated	b1393//b3907//b0758//b3806//b0191//b1744//b4321//b2283//b0125//b0348//b3451//b0205//b2092//b2464//b0575//b2868//b3957//b3588//b1797//b3331//b3615//b0431//b3912//b4599//b4032//b3728//b4288//b1612//b2731//b0342//b4033//b2719//b3753//b0109//b1535//b3852//b3599//b1743//b3569//b0403//b1223//b2211//b3960//b2804//b2866//b2085//b1430//b3846//b1264//b3851//b4309//b1497//b3451//b2597//b0368//b0107//b3770//b2916//b3135//b4132//b4037//b2702//b1713//b4062//b1244//b1817//b1738//b0399//b2725//b4074//b3237//b2979//b0429//b1902//b3531//b4068//b4699//b1746//b2867//b3334//b2720//b0368//b2841//b2194//b2703//b4094//b1782//b0039//b3750//b0365//b3615//b2151//b3724//b1779//b2703//b1521//b4196//b2310//b1391//b3134//b2153//b0118//b0153//b2200//b2423//b1210//b0602//b2535//b1395//b1225//b4071//b2342//b0596//b2486//b3236//b3049//b0979//b3357//b1535//b3278//b3611//b1907//b0583//b4203//b0179//b1302//b0450//b4024//b1826//b4034//b3709//b3321//b0311//b0205//b2235//b1779//b4125//b3530//b2224//b0031//b0861//b4288//b3454//b0597//b4115//b0112//b1589//b0587//b3511//b0462//b1210//b3008//b0400//b2424//b4450//b3070//b4101//b4399//b3854//b3357//b3958//b1888//b0564//b3766//b3095//b0367//b0598//b4323//b0366//b4705//b1322//b0574//b2583//b0720//b4698//b4254//b0124//
ArgP-L-arginine	b0125//b1885//b4467//b2211//b4376//b0399//b1006//b4069//b1672//b0523//b2995//b2994//b3531//b3025//b2194//b1611//
ArgR-L-arginine	b3773//b2500//b1988//b3324//b3533//b3769//b0598//b3416//b1881//b1211//b3170//b3408//b2093//b3404//b1718//b2242//b4406//b2584//b3057//b1532//b1817//b3906//b2201//b2993//b3166//b1591//b0336//b2285//b1265//b4399//b4151//b1388//b4195//b1883//b2838//b1245//b3449//b3324//b1225//
AtoC-phosphorylated	b3125//b2913//b3168//b2531//
BaeR-Phosphorylated	b1040//b1884//b2868//b3093//b4502//b4151//b1111//b4309//
BirA-bio-5-AMP	b0623//b2818//b4079//b2149//b4320//
CRP-cAMP	b1501//b2802//b4131//b0872//b1851//b3781//b3721//b2663//b2804//b3608//b1398//b3123//b1744//b1337//b0183//b2713//b2912//b0167//b1682//b0619//b0596//b1476//b3095//b1212//b3169//b4122//b4267//b3242//b2094//b1851//b2421//b1392//b4072//b1682//b3277//b3957//b4132//b3748//b2282//b2241//b1429//b3236//b0124//b0397//b2223//b1680//b2407//b2961//b1263//b2279//b2580//b3331//b4354//b0191//b1761//b0864//b3577//b0957//b4401//b3441//b3404//b0152//b3118//b2365//b1009//b1246//b3774//b2150//b1407//b1245//b1858//b4139//b4014//b3414//b4511//b2499//b0396//b4699//b4099//b3757//b3926//b0042//b2659//b3970//b4288//b1717//b3774//b3242//b4035//b2151//b3903//b0043//b0352//b0033//b0064//b2196//b3781//b2755//b2497//b0061//b3756//b1040//b3035//b0038//b0429//b3072//b3329//b2487//b0365//b2243//b3709//b1672//b0614//b0570//b0078//b4040//b1546//b2091//b3025//b1982//b1252//b0959//b4392//b3325//b1890//b3752//b3902//b0450//b3164//b2079//b2509//b3906//b2282//b0111//b3769//b0945//b0564//b3617//b2194//b1706//b0383//b1884//b3231//b2407//b4195//b0037//b3604//b3006//b3769//b1734//b3904//b0805//b2938//b0827//b1497//b0078//b3458//b3906//b4062//b4268//b1733//b1037//b2725//b0623//b1023//b3904//b0460//b4471//b0995//b4173//b4058//b2535//b2962//b2729//b2916//b0778//b0783//b2965//b1682//b3530//b1209//b4003//b1613//b2720//b0352//b2980//b3721//b0517//b4318//b0450//b0178//b3588//b4073//b2756//b3702//b1397//b4367//b3005//b0863//b3766//b3449//b4637//b0764//b4059//b2196//b1336//b2759//b3127//b0586//b1814//b2913//b4071//b2093//b1493//b2393//b2713//b2282//b2710//b3709//b1129//b3600//b3127//b3392//b2964//b3853//b0154//b0378//b4072//b4323//b0062//b2143//b4202//b2726//b2366//b2713//b3425//b3207//b0048//b1261//b3727//b0785//b3460//b1102//b2925//b2498//b2977//b2997//b2222//b1852//b4131//b0396//b3588//b4009//b2296//b4196//b0812//b2469//b0463//b0178//b0462//b2752//b2755//b4015//b3005//b0819//b2287//b1036//b2285//b4101//b0167//b3708//b2284//b4152//b1263//b1182//b1683//b1857//b0177//b0566//b3225//b4016//b4310//b2500//b0590//b4040//b3408//b3408//b3511//b1796//b3750//b2497//b0168//b4441//b1252//b0614//b0041//b2284//b1537//b0523//b4289//b0683//b1474//b3574//b0734//b2750//b0565//b3540//b1223//b0973//b2507//b4170//b2239//b3325//b3851//b3846//b1907//b2597//b1387//b1407//ilvG_1//b1805//b3334//b4100//b2150//b1334//b4203//b0974//b2482//b3541//b3333//b2197//b2223//b4317//b4287//b4092//b0038//b2509//b4384//b0756//b1245//b4014//b0125//b3511//b1805//b3831//b4309//b0602//b0033//b2206//b1040//b1021//b1129//b2509//b0178//b1006//b3236//b4009//b2429//b4241//b0908//b1846//b0812//b2199//b2364//b3707//b3005//b2424//b4288//b1387//b0197//b3275//b1682//b1796//b3327//b1680//b3605//b1735//b2392//b1337//b3725//b1821//b2508//b0351//b1036//b4125//b1704//b4095//b0039//b2630//b0783//b4159//b4367//b0042//b1670//b0887//b2149//b3272//b2096//b4035//b1301//b3266//b3114//b0996//b4169//b2406//b1819//b1547//b2607//b3581//b0908//b2482//b3906//b0618//b1857//b0720//b0812//b3277//b3418//b4241//b3222//b2553//b3828//b3750//b1190//b4197//b1684//b3240//b0973//b1905//b1781//b2312//b3441//b1907//b4160//b1498//b2307//b4264//b4032//b1892//b4187//b1299//b1818//b3171//b2277//b0613//b0484//b1587//b1022//b2148//b1714//b0763//b3212//b0613//b0934//b1780//b2342//b1475//b0037//b4100//b3321//b0812//b0681//b1016//b3927//b1885//b0184//b2757//b2205//b2730//b1391//b3567//b0037//b2422//b2484//b2223//b2662//b1537//b3036//b2718//b1224//b1223//b2094//b2723//b3225//b1682//b2196//b1189//b2369//b1797//b2742//b0931//b0861//b0384//b2571//b1007//b0620//b3610//b0353//b0565//b3404//b1732//b1588//b1810//b4209//b2961//b3828//b0463//b2579//b0597//b2366//b4006//b0678//b4318//b3135//b1748//b0757//b1682//b3227//b1252//b4030//b0812//b0872//b2392//b2307//b3864//
