#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2704//b4702//b1272//b0365//
AlaS-L-alanine	b1887//
AllS-allantoin	b2663//b3521//b2852//
AraC-L-arabinose	b2491//b4118//b3905//b4238//b3243//b1682//b3577//b3759//b1020//b2155//b3313//b1810//b2529//b2476//
ArcA-Phosphorylated	b3748//b2281//b0805//b1684//b3092//b2213//b1272//b1712//b4008//b0827//b1858//b2905//b0975//b0758//b1546//b2196//b1617//b1851//b0033//b0432//b3365//b4320//b1062//b0820//b3531//b3752//b1221//b0377//b2068//b0862//b1519//b0078//b2759//b0862//b1814//b3273//b0273//b0684//b2707//b3608//b0403//b3273//b3926//b2712//b0998//b3600//b0729//b1905//b2342//b1262//b2243//b0936//b1275//b3708//b3543//b2723//b0557//b2488//b3599//b3167//b0451//b0754//b0336//b0154//b0591//b0177//b2068//b3870//b0108//b1512//b4592//b4468//b4290//sroD//b3957//b4354//b2224//b3569//b3449//b3316//b1609//b1982//b3773//b3415//b2470//b0957//b2992//b3667//b0351//b3752//b2147//b1514//b4321//b0959//b3332//b2297//b4239//b3319//b1379//b4063//b4506//b2370//b0031//b2560//b1132//phnE_2//b0179//b2660//b1519//b1415//b0814//b1920//b1516//b1715//b4202//b2198//b1042//b2424//b0199//b0998//b4036//b3167//b3225//b2421//b2963//b3580//b0755//b1109//ilvG_2//b1043//b1113//b1513//b2215//b2731//b2661//b3828//b1127//b0166//b0063//b2500//b0181//b3532//b3455//b1735//b0116//b3700//b2078//b0872//b1211//b0036//b0895//b2163//b0523//b0764//b1890//b2719//b2715//b1732//b2235//b4037//b1970//b3855//b1211//b3117//b1745//b2996//b4133//b1500//b3518//b2912//b3707//b3758//b0197//b0154//b3366//b2106//b2075//
ArgP-L-arginine	b2708//b2146//b3321//b2965//b2424//b3321//b3479//b2662//b4200//b0273//b4000//b1671//b1532//b2938//b4451//b2673//
ArgR-L-arginine	b3748//b2614//b4451//b1244//b1846//b1388//b1220//b1394//b1002//b2560//b1334//b3668//b1101//b0606//b0078//b2707//b0080//b0591//b0565//b1883//b2344//b1674//b0183//b0595//b3334//b1892//b2572//b2659//b3331//b0782//b3127//b0461//b3509//b3237//b1798//b3125//b1407//b1247//b2153//
AtoC-phosphorylated	b4397//b1881//b1797//b1622//
BaeR-Phosphorylated	b4441//b0400//b3752//b3752//b2484//b3167//b4094//b1597//
BirA-bio-5-AMP	b4101//b4195//b3968//b0827//b0934//
CRP-cAMP	b3095//b0757//b2151//b1988//b3864//b3749//b1136//b2421//b3316//b0032//b2572//b0928//b0430//b0343//b3670//b0827//b2987//b0368//b2277//b2713//b4315//b2373//b0344//b1530//b4036//b1334//b3781//b2529//b3126//b3576//b0970//b4079//sroD//b0432//b1393//b0602//b3460//b0389//b4099//b0805//b4019//b2369//b2904//b3320//b4265//b2757//b1002//b1010//b4319//b1537//b1111//b0617//b0778//b0928//b0860//b3758//b4355//b4159//b3565//b2365//b3605//b2702//b3169//b4193//b0995//b1476//b2804//b2364//b2913//b4202//b1037//b2232//b2659//b1008//b1656//b0341//b2559//b3273//b3599//b4400//b4115//b1265//b3859//b3567//b0722//b1658//b1221//b3854//b0221//b0441//b2671//b2211//b2662//b1713//b3261//b3334//b2470//b2311//b1851//b4069//b3753//b0935//b2279//b3831//b0785//b4153//b1732//b0574//b1780//b4154//b2614//b0974//b1338//b1817//b0681//b3242//b0062//b1748//b0777//b2508//b0352//b1189//b2374//b4097//b3123//b4398//b2465//b3604//b1714//b2281//b3728//b2762//b0896//b3766//b1673//b1211//b3725//b4195//b4239//b3449//b0077//b3312//b0123//b4131//b2606//b2242//b1517//b2155//b2705//b1712//b2199//b3845//b1243//b4367//b2198//b1512//b3328//b1736//b0597//b3574//b2207//b3432//b4095//b0587//b2730//b2107//b4030//b2801//b3599//b4567//b3781//b0335//b2590//b1227//b3926//b0929//b0106//b0347//b1616//b1379//b1041//b3325//b3212//b2938//b4040//b1846//b0896//b1211//b1499//b1109//b3364//b4009//b1476//b0605//b4032//b1111//b4152//b4451//b1287//sroD//b3566//b2392//b0873//b2838//b4033//b1889//b1682//b2491//b2557//b1335//b3230//b3242//b1782//b1321//b3161//b4241//b1850//b0565//b4320//b1746//b3025//b2926//b1262//b2367//b3454//b2942//b3091//b4311//b2430//b4266//b3957//b0583//b3171//b1272//b4054//b4355//b3615//b2722//b1819//b3224//b3225//b4099//b4310//b0177//b0340//b1905//b4376//b4079//b0570//b3511//b4063//b3413//b1261//b4438//b1397//b0400//b1396//b3454//b0827//b0978//b4195//b4070//b4003//b3781//b0432//b1821//b0602//b3927//b0597//b0755//b1982//b0617//b0606//b0429//b3169//b0616//b1745//b4016//b3224//b3437//b0566//b0820//b2212//b1846//b2489//b2392//b4289//b3905//b3167//b1680//b1988//b1296//b3725//b0973//b4035//b2554//b4266//b2975//b2476//b1300//b1745//b4000//b4097//b3968//b0153//b2291//b2074//b3859//b2499//b2718//b3577//b4094//b1744//b2756//b0907//b1493//b4254//b4699//b2589//b0759//b2559//b2671//b1674//b2151//b4289//b0151//b2980//b2630//b1530//b2591//b3668//b2215//b2866//b2344//b4094//b0113//b4094//b0618//b4290//b2207//b3313//b4367//b3096//b3709//b0340//b2063//b2309//b0331//b3172//b2207//b4097//b0460//b3575//b1889//b2489//b2758//b0336//b2096//b3846//b4018//b3772//b0819//b0178//b1301//b3752//b1160//b4069//b1797//b0197//b3330//b2490//b1851//b4476//b0937//b3317//b4309//b3273//b0615//b2151//b3072//b4195//b2923//b0349//b1475//b4013//b1890//b3970//b3076//b4287//b0151//b1747//b3071//b4309//b0192//b3749//b1007//b1224//b1298//b4067//b4177//b2584//b3578//b2296//b0241//b1390//b0078//b1888//b1814//b0614//b0977//b2369//b3241//b2675//b0584//b2197//b1205//b2756//b3769//b2726//b3724//b0597//b3599//b1430//b3582//b3212//b2800//b2801//b1189//b2197//b1208//b1182//b4567//b4168//b0678//b0726//b3774//b1038//b3599//b3902//b1901//b0190//b2852//b0726//b3566//b3574//b2155//b4152//b0396//b1519//b0996//b0679//b2152//b3359//b4321//b2838//b3037//b2995//b1672//b0190//b2485//b0179//b2207//b2706//b1415//b2096//b4316//b3242//b4173//b1531//b3583//b1593//b2702//b2276//b0207//b3957//b2579//b0722//b0191//b2234//b2296//b1547//b4702//b3530//b3170//b4095//b3600//b1190//b3077//b0432//b1225//b0679//b4008//b3752//b2224//b3667//b2153//b2728//b2374//b4669//b0462//b4167//b1780//b0566//b0590//b4094//b1718//b2742//b2079//b2313//b1887//b4450//b3404//b3970//b4124//b1922//b3727//b4074//b3166//b2741//b1817//b3724//b0167//b1244//b1129//b4476//
ChbR-Monoacetylchitobiose-6P	b3934//b2553//b4072//b1226//b1398//b2364//
CpxR-Phosphorylated	b2702//b2601//b3831//b0594//b0754//b2852//b0311//b4193//b4132//b1040//b2152//b3941//b4104//b2799//b2482//b3756//b2095//b3860//b2488//b2937//b1190//b0583//b4002//b4153//b1852//b4139//b0782//b2763//b0573//b2938//b1385//b1888//b2231//b3096//b0758//b0125//b1041//b4367//b3230//b0585//b3070//b0860//b3580//b2661//b3961//phnE_2//b3509//b3577//b0383//b2710//b0566//b2840//b2760//b1009//b3756//b4123//b0150//b1111//b2976//b2481//b2488//b2163//b0734//b0684//b0156//b2759//b3771//b3321//b2393//
CreB-Phosphorylated	ilvG_2//b3478//b4397//b3544//b2600//b4115//b3908//b0048//b3579//
CueR-Ag	b0396//b4003//b3450//b4070//b2284//b3942//b1641//
CueR-Cu+	b1641//b1322//b1474//b3578//b1334//b3335//b4004//
CuerR-Au	b2535//b2607//b2669//b1109//b3477//b3911//b1616//
CusR-Pasp	b3855//b2285//b1016//b1112//b3366//b4201//b2421//b3432//b3077//b3906//b1243//b4115//
CynR-Cyanate	b3569//b3093//b3860//b1111//
CysB-N-acetyl-L-serine	b4290//b3115//b3363//b1498//b2406//b3906//b4010//b2560//b1518//b1593//b4154//b1674//b0605//b1535//b0896//b1497//b2287//b2085//b0974//b1036//b1006//b2923//b0168//b2236//b0389//b0378//b3479//b3509//b2560//b0678//
CysB-O-acetyl-L-serine	b2215//b3904//b1256//b2570//b2697//b1221//b1109//b3213//b2927//b2243//b4131//b1043//b3330//b3670//b0979//b2528//b3266//b0862//b0345//b3038//b2372//b2601//b1011//b3927//b0078//b4431//b2551//b1039//b2937//b3509//b0522//
DcuR-Phosphorylated	b2584//b3213//b1744//b1513//b0118//b4311//b1379//b4599//b3441//
DnaA-ATP	b1748//b3431//b2937//b1324//b1021//b4092//b4073//b0778//b0895//b0722//b1220//b3409//
DpiA-Pasp	b2579//b3605//b4460//b0273//b4450//b3166//b4071//b1511//b1621//b1261//b1987//
DsdC-D-serine	b3582//b4397//b1613//
EvgA-Phosphorylated	b3759//b4267//b1922//b1900//b3277//b4599//b4502//b1883//b3236//b3095//b2800//b3277//b3438//b4170//b2279//
FNR-Fe_reduced	b1189//b3925//b2508//b0221//b3588//b3326//yegZ//b2731//b1589//b1819//b3544//b4172//b3266//b1597//b1850//b3574//b3135//b2414//b4024//b1589//b2718//b0598//b0064//b2232//b3852//b3335//b3667//b1671//b2763//b2583//b2085//b3363//b3728//b2731//b0429//b2313//b0733//b3315//b2614//b0617//b3429//b2235//b3261//b4438//b2156//b2287//b2370//b0757//b1891//b2741//b3476//b3670//b4153//b0874//b0826//b3115//b3543//b1712//b0201//b3758//b4004//b2704//b0061//b0205//b3276//b1805//b2711//b2276//b1516//b0348//b1385//b3224//b2588//b4071//b1241//b1390//b2281//b0907//b2630//b2241//b3222//b2697//b4014//b0681//b4039//b3057//b0721//b2068//b3026//b1023//b2995//b4316//b2980//b4289//b3571//b4122//b1970//b3241//b1002//b2557//b1043//b3222//b3458//b3072//b4290//b0398//b4511//b3325//b2370//b0368//b1334//b3260//b4319//b3752//b4406//b1222//b0184//b1207//b0044//b3317//b0592//b0389//b2580//b4000//b3242//b1590//b0614//b0201//b3425//b0679//b3940//b1264//b2285//b2234//b3971//b1737//b1393//b2487//b0756//b0181//b2151//b3476//b3903//b0782//b1608//b2464//b3721//b4168//b4159//b3610//b3853//b0207//b3528//b2415//b1888//b3276//b3455//b0331//b2223//b2499//b3274//b1301//b0861//b0156//b4441//b3317//b2580//b3544//b1022//b4669//b3096//b2926//b1212//b4320//b0945//b4397//b0450//b0368//b2235//b2156//b2975//b0124//b0619//b3332//b1298//b3601//b4203//b3415//b0721//b4095//b0183//b0336//b3335//b3114//b2406//b4439//b0781//b0184//b4293//b3971//b2724//b0403//b3426//b3722//b1225//b3243//b3460//b3702//b4153//b3318//b2756//b2146//b3609//b2500//b0077//b3518//b0934//b2553//b0240//b4101//b1780//b4005//b2722//b2290//b3167//b1612//b3277//b0784//b2370//b3437//b1474//b3225//b2913//b1681//b2370//b0724//b3934//b2078//b0151//b3038//b1780//b3911//b4322//b2728//b4317//b4592//b3125//b0754//b1719//b4195//b3530//b1681//b0728//b3171//b3405//b2715//b0106//b3616//b0313//b4030//b3367//b2975//b1887//b3564//b3508//b4032//b3026//b0383//b1321//b3568//b0774//b2368//b0336//b2148//b1590//b1850//b1907//b2091//b1224//b2559//b2481//b2976//b3395//b2710//b1264//b1220//b0110//b1888//b3418//b4290//b4123//b0516//b0907//b2708//b3326//b0063//b4289//b0978//b2500//b1062//b2288//b4002//b2236//b0723//b4076//
FhlA-Formate	b3035//b3171//b0048//b0827//b2600//b3260//b1129//b0676//b2957//b0575//b2489//b2278//b3006//b1718//b3758//b2213//b4102//b3481//b1615//b0180//b3260//b3611//b2223//b2726//b4314//b2221//b2224//b2926//b0584//b2285//
FucR-L-fuculose-1-phosphate	b2503//b1109//b3540//b1922//b3207//b4068//b2150//
