#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b1500//b4008//b2801//b2147//
AlaS-L-alanine	b4267//
AllS-allantoin	b0077//b0397//b0440//
AraC-L-arabinose	b0586//b2764//b1737//b2224//b4124//b2552//b1886//b3437//b2155//b2063//b4266//b3569//b2721//b3026//
ArcA-Phosphorylated	b2106//b0860//b2607//b2570//b3959//b3702//b0038//b0221//b1674//b1182//b3169//b1208//b1674//b2079//b1497//b2554//b2702//b4151//b2963//b3781//b3167//b0168//b3543//b4111//b3666//b4120//b0929//b4249//b1037//b0366//b1398//b1394//b4122//b4123//b3431//b4324//b4076//b0150//b2609//b4238//b1182//b3316//b3167//b1882//b3616//b3076//b1379//b3274//b2509//b2204//b1498//b4599//b4398//b3853//b3852//b3006//b1223//b2148//b3960//b2163//b0683//b0043//b0202//b4267//b3927//b3508//b3096//b4438//b0351//b0933//b2489//b3688//b2732//b1748//b2206//b0998//b3092//b2075//b0333//b0619//b1810//b0078//b3766//b2092//b3081//b2718//b2530//b0048//b3035//b1782//b4067//b4637//b1682//b3518//b0945//b0675//b3911//b4209//b2720//b2583//b3926//b3366//b2365//b1246//b1287//b4133//b3531//b1672//b1885//b1012//b0113//b2202//b4093//b4441//b0353//b0996//b0182//b4106//b1261//b0207//b4321//b2755//b2799//b3610//b0113//b3415//b2232//b2704//b0605//b0036//b3942//b3414//b2240//b1706//b4032//b0192//b0411//b2393//b0605//b0398//b4265//b2342//b0729//b2754//b0684//b3214//b3668//b2488//b2075//b0314//b3214//b3321//b1212//b1988//b1681//b0566//b1734//b3365//b3276//b0516//b0617//b4102//b0590//b4160//b1883//b3124//b2666//b1988//b4104//b3237//b1023//b0595//b0570//b3616//b0462//b1810//b0754//
ArgP-L-arginine	b3260//b4476//b0523//b3578//b0618//b2557//b2236//b2085//b4288//b0343//b0572//b1474//b3707//b0199//b1761//b4450//
ArgR-L-arginine	b1889//b2977//b3368//b2194//b4599//b1321//b4705//b0429//b4399//b2490//b0351//b1743//b2903//b2660//b2280//b1781//b2762//b1814//b2707//b1398//b2800//b1492//b4171//b3356//b0776//b3722//b4265//b4120//b1338//b4093//b2995//b2313//b1002//b4016//b3329//b2232//b1511//b1384//b0622//
AtoC-phosphorylated	b4175//b4249//b1024//b1113//
BaeR-Phosphorylated	b3026//b2703//b4030//b0805//b3449//b1590//b3168//b1111//
BirA-bio-5-AMP	b2243//b4266//b3769//b3223//b2840//
CRP-cAMP	b1746//b0894//b2205//b2706//b1207//b0167//b3117//b0774//b1415//b4096//b2423//b4159//b3469//b2666//b0390//b1883//b0041//b4416//b2530//b0862//b4324//b2840//b1857//b3926//b2589//b3926//b1817//b2868//b3356//b0973//b0352//b0933//b0463//b0515//b3668//b2243//b4059//b2704//b4132//b1887//b1429//b0720//b0077//b4468//b2491//b0683//b4315//b3959//b2741//b3959//b4102//b2531//b4073//b1287//b2417//b3453//b2751//b2589//b1746//b4195//b3457//b4079//b3081//b2425//b1127//b0613//b0063//b1300//b4289//b3601//b4267//b2697//b4193//b2215//b1684//b2579//b3605//b4018//b2659//b2962//b1588//b0754//b1009//b3134//b1131//b3958//b2156//b3599//b4291//b3168//b2281//b2580//b3752//b1706//b1713//b0733//b2614//b0390//b4313//b3403//b2614//b3457//b3753//b0123//b1421//b0109//b4095//b2990//b1492//b0622//b1226//b3574//b3005//b1684//b1671//b2063//b3458//b3774//b3409//b1532//b3415//b0929//b1321//b3769//b3172//b3425//b3564//b0062//b3071//b4382//b3702//b2093//b4118//b0035//b1301//b4104//b3321//b0776//b3167//b0403//b3869//b0812//b2755//b0517//b0365//b3430//b2306//b0353//b1540//b3416//b4102//b4476//b3212//b1062//b1887//b1276//b1189//b2751//b3544//b1323//b4194//b0460//b3168//b0889//b3960//b3225//b4313//b3580//b3366//b4119//b4213//b2308//b2074//b3265//b0035//b1733//b4416//b3135//b2483//b4201//b0861//b4705//b2239//b0934//efeU_2//b3939//b1130//b2490//b2925//b1748//b1902//b1521//b1892//b3240//b0036//b1621//b4311//b2207//b0396//b0041//b1658//b4036//b0221//b2492//b4069//b0826//b1548//b1821//b1613//b2509//b2904//b2371//b3049//b3272//b3365//b4355//b4599//b2243//b0348//b4172//b2724//b2236//b3091//b2552//b0153//b2076//b4310//b3261//b4637//b0945//b2662//b3405//b1042//b3579//b3578//b0597//b2725//b3508//b2927//b0683//b0976//b1857//b3441//b0904//b1817//b1512//b3726//b2965//b4074//b3426//b0812//b0184//b1395//b3942//b2476//b0819//b1322//b2755//b3724//b0584//b1888//b2085//b3409//b4063//b0566//b0595//b2852//b2313//b0758//b1322//b2498//b2559//b0722//b2482//b3771//b1779//b1393//b0619//b0020//b0383//b2614//b2905//b3223//b2713//b2369//b3413//b0896//b2243//b1670//b0197//b3565//b1036//b4416//b0566//b0460//b1337//b0398//b2428//b1395//b2838//b0411//b2240//b1747//b0041//b3672//b4076//b3071//b3071//b3530//b1608//b1712//b0516//b3510//b3479//b0727//b4265//b2297//b0931//b0583//b0368//b3169//b3852//b0430//b0346//b0619//b3863//b3508//b1613//b3275//b4399//b3566//b0975//b2614//b2957//b4266//b1252//b4241//b1020//b4124//b1492//b3906//b4468//b1335//b1782//b2421//b0523//b3049//b4097//b1182//b2617//b2942//b1241//b1221//b3905//b2200//b3759//b3393//b2342//b1682//b2156//b0681//b3493//b3214//b4122//b1654//b1615//b4671//b3227//b0204//b2205//b1323//b1528//b0241//b3759//b2600//b2716//b2009//b1323//b2996//b2617//b1851//b2799//b2416//b0517//b0826//b2911//b2927//b3418//b1397//b2428//b1226//b4401//b2697//b2597//b4314//b0460//b3604//b3708//b0430//b2428//b3367//b3167//b2243//b0428//b0894//b3756//b3846//b1658//b0618//b4039//b1890//b1393//b1262//b1385//b3214//b3851//b0522//b4123//b2422//b4398//b1208//b3212//b4111//b2721//b0933//b1323//b1397//b4194//b0314//b3544//b4151//b1430//b2503//b1672//b2957//b1264//b3870//b3493//b0977//b1857//b1022//b0887//b3315//b1182//b0814//b3035//b1393//b2079//b2554//b0048//b0903//b3324//b2676//b0970//b2341//b1223//b2416//b0774//b3907//b3575//b2937//b2156//b2277//b3356//b1712//b0221//b0889//b2712//b3959//b0343//b3603//b0312//b0596//b0431//b3332//b2975//b1010//b0042//b4266//b3542//b3669//b0728//b3318//b3318//b0774//b1882//b1127//b4079//b4168//b0998//b0872//b1243//b0350//b1535//b1182//b4400//b1846//b2669//b2535//b2723//b3726//b2341//b3125//b4019//b2291//b3364//b1298//b4024//b2580//b1393//b2091//b3672//b1430//b3457//b2964//b0178//b2509//b2716//b2703//b2240//b0116//b3005//b4291//b3318//b2428//
