#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2669//b2762//b2994//b2911//
AlaS-L-alanine	b0197//
AllS-allantoin	b2606//b3168//b2660//
AraC-L-arabinose	b0756//b4240//b2711//b0078//b3480//b2235//b4168//b1521//b2489//b0727//b3049//b2203//b2500//b0678//
ArcA-Phosphorylated	b0675//b0623//b3241//b1732//b0032//b0078//b2911//b4324//b2276//b1922//b3166//b1673//b0241//b0683//b4067//efeU_2//b3701//b4072//b0462//b0889//b2763//b3772//b4092//b4076//b0182//b0621//b3510//b3902//b3037//b4318//b0168//b2194//b2364//b2715//b2573//b3037//b0805//b4075//b1745//b1020//b1043//b2421//b4417//b0860//b0728//b4094//b0177//b1006//b4195//b0331//b0598//b2528//b3006//b2571//b4000//b3095//b0826//b1713//b3579//b4233//phnE_2//b1733//b2092//b2530//b2659//b2530//b4239//b3750//b0033//b2310//b1736//b1016//b2341//b3135//b3133//b2309//b4159//b4401//b3312//b0179//b0389//b2371//b3766//b0368//b3242//b3313//b1009//b4290//b0979//b1042//b0886//b2660//b2752//yegZ//b4592//b2702//b1335//b0161//b1043//b2913//b3580//b2720//b4032//b2509//b3326//b3565//b2927//b1300//b1205//b0594//b2762//b2852//b3161//b4132//b4669//b4699//b0972//b4237//b0557//b0974//b0722//b0996//b2341//b0240//b1062//b3392//efeU_2//b0997//b0676//b4239//b2279//b3605//b0588//b1006//b0863//b3081//b3721//b1517//b4511//b2296//b1512//b0826//b1805//b4406//b2671//b0820//b3608//b1669//b0061//b0622//b2498//b2344//b3616//b3531//b1608//b3971//b3941//b2306//b1512//b1002//b3437//b2365//b0564//b4036//b1226//b4254//b1810//b2369//b1407//b1015//b0429//b2560//b0064//b2671//b0031//b1612//b3576//
ArgP-L-arginine	b2284//b2723//b0677//b1010//b1222//b1518//b1656//b4095//b0161//b1040//b4151//b0168//b1038//b2406//b1022//b1904//
ArgR-L-arginine	b0116//b0192//b0342//b2213//b1881//b4097//b0516//b2726//b0679//b2803//b1608//b3829//b0110//b1588//b0620//b0907//b4401//b3748//b4468//b0959//b2194//b1245//b1682//b1588//b4326//b2669//b1819//b2943//b4079//b0997//b3869//b2284//b0584//b3321//b1641//b0461//b0618//b3417//b0995//
AtoC-phosphorylated	b3958//b2312//b3326//b3912//
BaeR-Phosphorylated	b2367//b2800//b0783//b4266//b2291//b1247//b2221//b3688//
BirA-bio-5-AMP	b2364//b0733//b0553//b0177//b2661//
CRP-cAMP	b4315//b1287//b0338//b3222//b3582//b0574//b0724//b2152//phnE_2//b1737//b3616//b0204//b0755//b1132//b0388//b1797//b3242//b1540//b0945//b2583//b4068//b3481//b1683//b2423//b4213//b2242//b0589//b2923//b2661//b0575//b4160//b1397//b0602//b2486//b4119//b0378//b3095//b2374//b0675//b4316//b2222//b3276//b2291//b0035//b4096//b1735//b2926//b4123//b0908//b3728//b3365//b1517//b1590//b4177//b4200//b0116//b0974//b3469//b0341//b0614//b0336//b3231//b4200//b4173//b2236//b3851//b3242//b1130//b3274//b2911//ilvG_2//b1547//b1547//b1511//b1593//b0039//b0154//b1851//b3615//b3728//b0106//b2666//b3212//b0344//b1814//b2163//b2937//b2661//b0907//b1738//b4018//b3568//b3363//b1718//b4124//b3417//b4393//b0774//b0080//b3722//b3125//b3364//b0996//b1262//b3165//b2805//b2369//b3969//b3571//b4310//b0976//b1492//b2407//b0575//b0977//b0606//b1805//b3006//b3571//b4198//b0347//b3510//b1132//b1023//b4037//b1641//b1475//b0205//b2583//b4242//b1244//b4213//b1805//b2531//b2149//b4240//b3441//b1846//b2283//b2075//b1261//b1737//b0863//b3579//b3452//b1669//b2009//b2723//b2077//b1190//b3223//b1160//b3722//b0460//b3327//b2659//b2990//b1010//b4313//b0154//b0450//b4100//b4058//b1516//b4502//b1391//b3603//b2503//b2979//b0880//b1733//b4698//b2423//b1734//b3723//b3331//b2913//b0935//b2715//b3134//b4125//b2661//b2096//b3725//b2201//b3225//b4321//b1040//b0019//b3912//b3329//b2750//b3577//b1594//b2235//b4237//b2476//b0431//b3603//b1546//b4173//b0390//b2943//b0783//b4326//b0591//b2344//b0339//b1805//b2481//b3240//b2283//b3605//b4254//b1735//b1301//b0108//b1062//b1656//b0106//b3457//b4160//b2213//b0782//b0620//b1779//b0348//b1006//b0429//b0872//b2313//b2987//b3092//b0864//b1548//b2288//b1227//b3583//b4129//b4290//b2750//b4092//b0616//b3450//b3912//b2508//b4035//b4072//b1883//b0383//b4321//b3072//b1008//b4133//b2729//b3480//b0110//b3070//b1223//b0063//b4095//b2243//b2554//b0677//b1615//b4133//b1252//b3036//b1205//b0020//b0346//b4035//b3530//b3127//b0463//b1597//b3451//b4101//b3438//b3207//b3135//b3493//b3071//b2722//b2485//b2800//b4354//b4177//b3276//b1111//b1101//b1681//b2507//b2729//b3438//b1889//b1301//b0202//b4094//b2489//b1298//b3605//b0617//b4035//b3429//b4062//b1890//b3829//b1208//b0931//b4159//b1109//b2291//b3588//b3430//b0622//b0336//b4007//b2731//b1190//b2801//b4314//b2923//b3224//b3403//b3667//b1672//b0202//b0156//b1430//b0566//b3325//b4111//b0334//b4399//b0733//b4115//b1680//b0980//b3610//b0202//b2976//b0683//b0397//b0181//b0179//b3334//b0109//b4288//b2991//b3441//b2729//b0334//b2309//b0336//b2702//b1615//b0616//b2368//b0721//b1241//b3230//b0118//b3274//b1247//b4322//b2203//b2583//b1888//b0440//b2925//b3939//b3781//b0998//b1262//b2499//b3864//b2464//b2992//b3481//b0597//b0613//b2553//b4237//b3542//b3222//b2208//b1748//b3771//b3533//b0617//b3701//b0461//b2715//b2666//b0515//b1819//b1111//b3609//b3905//b0873//b1261//b4095//b4209//b0586//b1008//b0996//b1429//b0192//b0936//b4159//b4354//b1515//b4015//b3126//b1335//phnE_2//b1209//b3367//b0377//b0874//b0191//b1300//b1798//b0461//b2500//b1761//b3431//b3135//b1805//b0602//b3752//efeU_2//b4054//efeU_2//b3455//b2277//b2964//b1222//b3231//b4315//b3860//b4439//b0034//b1223//b1023//b4132//b3727//b2234//b3240//b3430//b1211//b4450//b4018//b1499//b3169//b0929//b1024//b2393//b3611//b4177//b0781//b2278//b3669//b4264//b2503//efeU_2//b4320//b3771//b2297//b4168//b3603//b4106//b1421//b0826//b0190//b4105//b0397//b4401//b0584//b1042//b3165//b4093//b4118//b0570//b2942//b2903//b0345//b3241//b2927//b4367//b3600//b2552//b1130//b0113//b2279//b3455//b0429//b1511//b2407//b1062//b0337//b0154//b2280//b1429//b0398//b0620//b1429//b3363//b0384//b3414//b2674//b3509//b0570//b2721//b0781//b3326//b1546//b2146//b3225//b0945//b4015//b0205//b4439//b0399//
