#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3940//b0765//b3365//b3723//
AlaS-L-alanine	b0605//
AllS-allantoin	b2660//b0523//b2529//
AraC-L-arabinose	b4293//b4014//b1385//b0152//b3315//b2671//b0675//b1012//b2344//b0734//b1429//b3599//b1022//b2591//
ArcA-Phosphorylated	b2712//b4059//b3671//b4399//b1007//b4320//b3609//b4123//b3749//b2597//b3081//b0039//b4054//b2552//b0349//b1492//b2673//b2486//b1817//b2367//b4467//b2212//b2729//b0621//b3759//b1246//b2213//b1713//b3757//b2371//b1982//b2840//b3425//b3599//b2721//b1388//b0399//b3701//b4034//b1884//b0605//b1039//b0440//b0620//b3395//b1718//b1182//b1247//b2223//b1036//b3702//b0118//b1921//b2530//b2666//b4382//b3415//b2671//b2975//b3171//b1221//b3576//b2500//b3273//b4393//b0777//b3321//b0033//b2601//b0617//b4062//b1227//b4014//b3725//b2212//b3424//b2975//b2980//ilvG_1//b0451//b0819//b1336//b0945//b0198//b3907//b3940//b1241//b1492//b3461//b2149//b0182//b3222//b1920//b3828//b3925//b4072//b2206//b4663//b4037//b0755//b3926//b0312//b3868//b1714//b4154//b3241//b0397//b3330//b1682//b3566//b0366//b2486//b1160//b2296//b1615//b4014//b3037//b3114//b4062//b2987//b0756//b4171//b4239//b1850//b4170//b2291//b0887//b4075//b3493//b1243//b2407//b0615//b2489//b1608//b2415//b1900//b3766//b3408//b2223//b2092//b3851//b2482//b2147//b0896//b3403//b1817//b1397//b0431//b2925//b4115//b2241//b3456//b4201//b2720//b2925//b4197//b2077//b1621//b3531//b1264//b0273//b2711//b0240//b3968//b3753//b3702//b3510//b3753//b0463//b2499//b2571//b3942//b3227//b3266//b4169//b0190//b3272//
ArgP-L-arginine	b4289//b3970//b0729//b1221//b1591//b0623//b0880//b3117//b3912//b1492//b1621//b1609//b4426//b0998//b0396//b3363//
ArgR-L-arginine	b2530//b3124//b2535//b4004//b0154//b3428//b4239//b0032//b0588//b1680//b3969//b0756//b4592//b1260//b3273//b4159//b2197//b3750//b1474//b2912//b4159//b3450//b3114//b3413//b2484//b0337//b3574//b2852//b4095//b4392//b0805//b4024//b1590//b2077//b0202//b3365//b2392//b4266//b1207//
AtoC-phosphorylated	b3531//b2369//b4324//b0432//
BaeR-Phosphorylated	b0020//b1733//b2583//b4637//b3726//b4291//b3727//b3567//
BirA-bio-5-AMP	b0517//b1002//b3261//b0886//b4152//
CRP-cAMP	b0621//b1683//b2484//b3317//b4075//b1907//b3416//b1127//b1499//b4139//b4129//b2551//b0586//b4173//b1518//b1129//b4289//b3315//b2994//b4426//b3332//b0935//b0598//b0681//b2979//b1101//b1532//b1973//b1109//b3005//b2965//b0040//b2943//b1211//b4254//b4382//b0190//b4290//b3542//b3753//b4355//efeU_2//b2240//b1713//b4317//b3071//b0123//b2570//b4105//b0616//b0043//b1679//b2424//b2430//b2979//b3393//b0726//b0676//b3942//b2076//b3455//b1907//b0682//b2710//b1429//b1590//b4125//b3830//b4213//b0775//b3225//b3829//b0907//b2146//b4266//b2372//b2291//b3356//b1826//b2224//b3938//b3941//b4506//b3968//b4003//b2553//b3575//b0123//b1247//b1015//b0584//b3671//b2990//b3213//b2407//b0113//b1497//b2079//b3225//b2284//b2710//b2152//b3863//b4460//b2196//b2309//b0677//b3852//b2484//b1397//b2660//b3905//b2213//b1846//b1732//b0977//b1797//b0178//b2942//b2661//b3458//b2484//b4355//b2608//sroD//b3493//b0167//b4311//b2489//b2571//b4309//b0723//b3724//b3942//b3772//b1744//b0679//b2074//b3961//b3127//b0937//b4096//b0758//b2489//b2759//b0400//b0683//b3404//b1130//b3582//b1391//b2509//b3437//b3227//b3574//b3854//b2156//b2559//b3278//b3568//b2277//b3441//b3942//b0820//b2095//b0411//b1516//b4311//b3604//b1620//b3540//b3213//b2805//b1252//b3724//b0587//b4197//b3457//b3095//b3774//b1241//b2764//b3773//b0312//b2994//b3829//b0397//b2529//b0957//b0450//b0683//b4317//b2284//b4054//b1210//b1817//b0331//b4238//b4288//b0078//b2497//b0124//b1421//b3542//b0036//yegZ//b3902//b3311//b3771//b2674//b3405//b1474//b3320//b4502//b2503//b0020//b3213//b2762//b3852//b4324//b2075//b3572//b2754//b0935//b2243//b0975//b2553//b0411//b1591//b1222//b1814//b4094//b4175//b1009//b0201//b2760//b0826//b2609//b0114//b4397//b4124//b1205//b4030//b4599//b3479//b2957//b4239//b3115//b0077//b1528//b3170//b0115//b2200//b2196//b2310//b2155//b2417//b1658//b4265//b0108//b3265//b4196//b3667//b1611//b2573//b1798//b4293//b1608//b3509//b4400//b2490//b0597//b2721//b2716//b3076//b2722//b1532//b2607//b2938//b2938//b3700//b0440//b1390//b3863//b1715//b0589//b4460//b3277//b0860//b1129//b3115//b4318//b4240//b4417//b3478//b3272//b4002//b4102//b2724//b2365//b3828//b2727//b3864//b2552//b1888//b4174//b4013//b2203//b3605//b2424//b0805//b4032//b3831//b2866//b0908//b0557//b4400//b4399//b2498//b2730//b0124//b2492//b0861//b0428//b0757//b0945//b3095//b4092//b2152//b3772//b3116//b0575//b2750//b3403//b0722//b3114//b2963//b3118//b0613//b1748//b0377//b4175//b3266//b1211//b3864//b3569//b4663//b3415//b2489//b3326//b4324//b4032//b4068//b3904//b2762//b3770//sroD//b3958//b3036//b3450//b2755//b2987//b0908//b1609//b1528//b4174//b0179//b1901//b1020//b0759//b2916//b3604//b0617//b0161//b1781//b3458//b1501//b4014//b0184//b2754//b1805//b0734//b0605//b3413//b4324//b2375//b3329//b3934//b0675//b1530//b3438//b1265//b0207//b3668//b2156//b3426//b3756//b3969//b4397//b4019//b4040//b3868//b3860//b3830//b1781//b1498//b3578//b0516//b1009//b3133//ilvG_2//b2662//b2758//b3911//b0880//b3961//b3356//b2725//b0827//b3668//b0598//b1671//b3126//b2717//b1814//b3458//b2964//b3477//b3688//b0615//b2731//b4173//b2724//b2198//b3025//b0722//b0397//b4039//b2291//efeU_2//b1190//b3071//b4381//b2407//b0774//b4079//b0776//b4287//b3425//b4193//b0203//b3213//b1781//b3577//b1674//b2311//b0970//b1613//b3578//b0151//b3610//b2560//b3565//b4241//b2476//b3431//b2728//b1594//b3579//b1113//b2551//b1429//b0034//b0755//b1615//b2591//b4171//b3912//b1127//b2703//phnE_2//b3408//b4006//b4318//b1852//b1038//b1296//b2465//b1301//b1593//b2588//b4266//b1987//b4599//b2572//b2148//b1392//b2583//b0570//b4124//b0616//b4354//b2076//b0341//b0352//b3365//b1497//b1007//b1391//b2367//b1016//b1805//b3266//b1012//b0933//b3564//b4015//b2221//b2614//b3273//b3773//b0335//b2235//b1587//b3580//
ChbR-Monoacetylchitobiose-6P	b4241//b4197//b2107//b3708//b1589//b1391//
CpxR-Phosphorylated	b4392//b0996//b3753//b4168//b0080//b4160//b1390//b3830//b2764//b1324//b2277//b2276//b3708//b1511//b1608//b2800//b4213//b0396//b1474//b1221//b2285//b1010//b2580//b0035//b1002//b3707//b2156//b1850//b4592//b3113//b0166//b0596//b0894//yegZ//b2296//b3114//b1334//b4313//b4637//b0341//b0430//b3325//b4139//b4416//b3316//b1221//b3425//b3701//b0573//b3071//b0970//b3394//b3540//b1737//b2725//b4068//b1225//b3461//b3261//b0221//b2422//b1020//b0755//b3934//b4096//b0189//b3752//b3458//b1883//
