#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0189//b3225//b3617//b2705//
AlaS-L-alanine	b2465//
AllS-allantoin	b2589//b1748//b4406//
AraC-L-arabinose	b3423//b0077//b1744//b3005//b3615//b3415//b0565//b3430//b4592//b1430//b0077//b3404//b2589//b3906//
ArcA-Phosphorylated	b1338//b0390//b2200//b4172//b2074//b0177//b0683//b3580//b3236//b2344//b0431//b0181//b0345//b1039//b3608//b3581//b1882//b1779//b3317//b2528//b2758//b4242//b1535//b0154//b1671//b2963//b4290//b3701//b4203//b4004//b1430//b1745//b3273//b3860//b0341//b0334//b0240//b2607//b1537//b3312//b3578//b1641//b3405//b0204//b1205//b0460//b3927//b1223//b1256//b0782//b1883//b3266//b2709//b1548//b4105//b2570//b1613//b2719//b1322//b1211//b0723//b1224//b0460//b1587//b0204//b2528//b0331//b4399//b0894//b1336//b1009//b4426//b3231//b3170//b3564//b2296//b3320//b0783//b3567//b4637//b4177//b1682//b2911//b3164//b4382//b3869//b2074//b0154//b3851//b2194//b4059//b4171//b0189//b2198//b4240//b0974//b2987//b1521//b3456//b3528//b4238//b2414//b3509//b3576//b3568//b2703//b3071//b2163//b1275//b2231//b2750//b3481//b2752//b1670//b0756//b0841//b3571//b0826//b2205//b2415//b3164//b0681//b0020//b0109//b3567//b3831//b3860//b2149//b4311//b2904//b1474//b0035//b1398//b2497//b2996//b3540//b0077//b3315//b1819//b0034//b2913//b2705//b2199//b3611//b1476//b1299//b3072//b1714//b2482//b2199//b0583//b2364//b2199//b0077//b2029//b4039//b1608//b2508//b4287//b0613//b4075//b3938//b4196//b3530//b2279//b3461//b4153//b4290//b3581//b1683//b0584//b1102//b0724//b1393//b3260//b2341//b3212//
ArgP-L-arginine	b0727//b2281//b2063//b3912//b1252//b0205//b0776//b4007//b3272//b3708//b3582//b2666//b1620//b4115//b2236//b1594//
ArgR-L-arginine	b3908//b1810//b3313//b3478//b2277//b1679//b0585//b0997//b2342//b2552//b0972//b1301//b3096//b0757//b1102//b2799//b1323//b3688//b0205//b0042//b1023//b0383//b2716//b3441//b1521//b2583//b3528//b2285//b2937//b2492//b3582//b1040//b1736//b2721//b2630//b0342//efeU_2//b3707//b4074//
AtoC-phosphorylated	b0154//b4037//b2591//b1296//
BaeR-Phosphorylated	b0341//b1244//b4663//b3938//b3417//b4398//b4315//b4070//
BirA-bio-5-AMP	b3404//b0184//b0585//b0757//b2492//
CRP-cAMP	b0805//b2912//b2497//b2205//b2076//b4152//b1851//b3855//b1735//b1272//b1904//b3577//b3025//b4174//b1037//b1641//b3927//b2231//b2726//b4266//b0776//b1719//b4318//b0936//b2715//b1540//b3603//b2663//b2996//b2508//b0729//b2994//b0998//b1904//b0677//b0973//b0330//b0367//b3572//b2500//b2760//b4383//b0907//b3314//b2728//b1007//b1846//b4240//b3161//b2428//b2669//b1261//b3227//b0781//b3231//b2422//b4233//b0166//b2287//b0240//b3451//b4354//b0039//b0039//b3460//b1746//b4071//b4014//b0330//b0339//b0785//b0606//b0198//b2976//b0041//b4322//b0296//b0330//b1298//b3869//b1744//b2676//b3278//b1394//b4174//b3225//b2503//b1620//b4093//b2674//b2488//b0389//b0776//ilvG_2//b3668//b0889//b4669//b3311//b0161//b0588//b3907//b2287//b3429//b2723//b2470//b2287//b2573//b3688//b1225//b4037//b2553//b4567//b1012//b0589//b3366//b3852//b2712//b3532//b1384//b1501//b4152//b3766//b3968//b3331//b4292//b2584//b1706//b3224//b3566//b3869//b0106//b2287//b0390//b4039//b4309//b3905//b3700//b4291//b2464//b2242//b3431//b1674//b0720//b1814//b0377//b1761//b3666//b2800//b0313//b3670//b4249//b1846//b4392//b4213//b0756//b1111//b4007//b2207//ilvG_2//b1023//b1475//b4397//b3772//b4322//b2283//b0108//b0887//b4265//b3423//b1819//b1681//b0350//b0151//b4069//b1712//b0570//b3127//b3453//b3221//b3604//b3601//b2195//b4292//b1131//b0589//b2232//b1112//b0997//b2589//b1587//b4450//b0874//b4194//b1779//b3332//b3317//b0441//b2364//b2429//b1846//b2758//b0397//b0516//b2911//b3118//b0565//b3455//b0114//b0812//b1797//b2307//b1338//b1112//b0683//b1276//b3225//b0819//b2205//b1260//b1022//b0348//b3603//b0595//b4567//b1719//b3460//b0592//b3759//b2207//b3081//b3315//b1905//b0584//b2153//b2312//b2507//b3510//b4438//b2281//b2096//b1716//b3725//b3479//b3091//b2143//b2801//b2760//b2223//b2068//b3769//b0754//b4070//b0928//b2993//b2234//b0896//b1682//b1608//b0995//b3528//b0338//b1006//b0886//b4238//b3454//b1132//b3165//b0726//b1858//b2706//b3266//b1220//b2107//b2156//b3057//b1130//b1247//b3758//b3316//b1493//b0756//b1007//b3766//b3748//b1890//b2368//b3225//b0036//b2838//b0333//b2490//b1781//b2148//b1016//b2153//b2421//b1858//b4201//b4393//b3320//b4095//b1391//b0889//b4264//b0125//b1528//b1129//b3960//b3328//b3242//b4239//b2200//b2464//b2818//b1884//b4063//b0182//b4072//b2669//b4097//b0887//b0734//b1669//b0998//b2236//b2464//b1746//b1391//b3860//b3854//b0894//b3575//b1037//b1336//b4005//b0038//b1620//b1970//b3859//b2601//b0333//b3395//b4054//b3393//b3272//b3124//b4397//b4058//b3118//b1385//b0461//b0684//b2663//b1674//b4267//b3905//b3116//b3313//b0342//b1498//b3091//b3510//b1296//b1683//b3326//b0365//b1736//b3125//b3569//b3165//b1130//b1905//b3328//b3214//b3748//b3315//b3404//b1322//b2579//b1111//b3756//b1548//b1379//b3329//b0593//b1921//b0553//b1609//b1548//b2551//b2470//b1714//b4076//b3728//b2075//b1476//b2489//b3416//b0032//b4242//b4098//b1265//b1205//b0677//b2911//b3859//b3458//b3571//b0621//b3781//b0929//b0841//b1010//b2095//b3577//b3333//b3905//b1112//b1421//b2838//b3451//b0973//b1517//b3927//b1887//b0192//b1338//b3708//b2804//b0344//b3611//b4154//b3331//b4036//b4093//b1220//b0618//b0204//b1042//b3726//b1885//b4233//b0595//b3266//b1112//b0515//b2198//b2801//b4129//b3266//b0754//b2729//b2092//b2201//b3277//b3903//b0118//b2195//b3213//b4669//b2483//b1415//b2063//b2755//b2993//b2091//b1500//b3093//b4006//b4009//b0125//b0352//b0161//b2760//b0727//b1531//b1704//b1189//b0606//b4067//b0585//b2535//b2943//b4314//b0929//b0623//b4014//b3959//b3667//b1890//b0874//b3926//b2957//b4401//b2552//phnE_2//b1548//b3748//b4005//b1475//b0441//b4311//b3728//b2481//b0783//b1718//b0957//b0042//b2727//b0335//b1226//b0724//b2742//b4123//b2987//b1101//b2866//b3242//b3667//b2163//b4102//b0429//b2416//b3431//b3530//
