#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b1039//b2553//b2975//b2702//
AlaS-L-alanine	b4384//
AllS-allantoin	b4119//b1497//b0598//
AraC-L-arabinose	b4097//b0997//b4096//b3424//b0037//b0615//b2730//b4431//b2297//b4240//b4006//b2486//b0429//b3934//
ArcA-Phosphorylated	b1209//b2600//b4592//b4039//b3135//b3133//b1227//b1615//b3758//b0586//b3911//b3357//b4460//b2754//b0598//b2075//b1656//b3564//b2841//b0205//b4075//b3212//b3117//b3428//b0894//b1387//b4036//b4063//b0192//b0516//b3567//b4102//b3851//b2208//b0574//b4670//b0774//b1222//b2589//b1500//b4460//b3394//b2726//b2757//b3091//b0313//b1681//b0593//b3531//b0032//b0221//b1531//b1390//b1738//b2964//b0462//b2552//b4265//b2344//b2241//b2373//b4209//b2312//b1881//b1130//b0197//b3481//b2755//b2407//b3230//b4311//b1888//b4125//b0189//b1227//b2372//b0557//b1205//b0462//b1743//b0037//b0587//b2509//b4096//b0110//b3770//b0908//b3093//b4293//b3426//b4030//b3124//b3430//b2608//b3334//b0368//b0679//b1738//b3368//b1324//b1590//b1009//b2481//b1672//b3134//b0440//b2308//b2551//b1532//b3903//b3781//b2977//b2068//b3461//b2732//b0340//b3521//b2719//b1247//b3576//b4292//b1616//b3207//b3070//b1015//b1852//b1040//b0908//b2963//b3437//b2373//b3927//b0396//b2711//b4123//b4133//b0032//b2242//b1498//b1887//b0597//b0411//b4406//b3410//b3541//b3037//b3237//b3583//b0311//b2366//b0621//b1988//b0957//b2726//b2799//b4467//b3869//b2800//b4209//b2415//b0429//b2730//b2310//b1744//b3544//b3316//b0618//b1537//b0889//b3469//b2342//b4172//b2721//b0048//b3870//b1011//b1519//
ArgP-L-arginine	b3311//b1681//b4195//b1852//b2606//b0620//b1379//b0241//b2424//b2961//b0312//b1669//b1321//b2500//b3868//b0110//
ArgR-L-arginine	b3726//b2728//b1882//b3942//b3903//b2306//b3959//b0428//b3911//b4698//b4392//b0353//b2470//b3449//b2631//b4376//b0042//b1718//b1337//b2559//b1209//b1826//b1265//b3437//b1398//b3076//b3451//b2531//b0080//b0042//b1398//b0805//b2068//b2591//b4209//b1024//b4193//b1182//b2937//
AtoC-phosphorylated	b4154//b2424//b2708//b1902//
BaeR-Phosphorylated	b1528//b0681//b0889//b2732//b4242//b1387//b0721//b2311//
BirA-bio-5-AMP	b1101//b1546//b4034//b0591//b3225//
CRP-cAMP	b2669//b3171//b1850//b3864//b3970//b2091//b0778//b2992//b0566//b4567//b4094//b2085//b0333//b2029//b2708//b4129//b3581//b3940//b1007//b4381//b0590//b1297//b3902//b4008//b0596//b0995//b0378//b1388//b4383//b0997//b4254//b2430//b4013//b2489//b1043//b0167//b3771//b0572//b4323//b2726//b1680//b0396//b3424//b0594//b2979//b0151//b2591//b1902//b2617//b2597//b2697//b0619//b1982//b1263//b0778//b3852//b2235//b0777//b0675//b3829//b2705//b4034//b0123//b3960//b1299//b1613//b3393//b1532//b1547//b4567//b0351//b0031//b4417//b3418//b4132//b3869//b0759//b4197//b1609//b3331//b0894//b1513//b3453//b4383//b3207//b2866//b0757//b0346//b1037//b0584//b2559//b1718//b0517//b0032//b3416//b2963//b0118//b3846//b2763//b1246//b0484//b1021//b1655//b3326//b4159//b0124//b3168//b2286//b3127//b1779//b2762//b3026//b2573//b0734//b3925//b0460//b2674//b3508//b0585//b3939//b4291//b2802//b1655//b2601//b3666//b1858//b0677//b2703//b1379//b2911//b1324//b3221//b3477//b3753//b2224//b0366//b1111//b4195//b3166//b2485//b3168//b0929//b0334//b4070//b3114//b0754//b2278//b2661//b2987//b1826//b2805//b2148//b0383//b3171//b2976//b4265//b1474//b3670//b3571//b3939//b0198//b4009//b2841//b2729//b3395//b3165//b3568//b1609//b4104//b4073//b3960//b1718//b0020//b3454//b4637//b0594//b3564//b2095//b2416//b1902//b0400//b0062//b3405//b3425//b4129//b2663//b3565//b4106//b1548//b3912//b0679//b0034//b2077//b1883//b2799//b0179//b3167//b0553//b1612//b0106//b1189//b0429//b4669//b0114//b2287//b0429//b1246//b4194//b2276//b2074//b2992//b3456//b4092//b0342//b0348//b4268//b2277//b3325//b4058//b2146//b4071//b2553//b0346//b4292//b2572//b1205//b0904//b0123//b1743//b0874//b3212//b0110//b2720//b2528//b3601//b4093//b3118//b0352//b4203//b1246//b3437//b2841//b0820//b0728//b1024//b4241//b3806//b0337//b2754//b4450//b1015//b4310//b1223//b2579//b0598//b0367//b3759//b2752//b2488//b4132//b0334//b2155//b2717//b4209//b0078//b0108//b2992//b2288//b4032//b1338//b4291//b3165//b0429//b0038//b2560//b2508//b0758//b3449//b1261//b2284//b0153//b3168//b1891//b3480//b1039//b1973//b2535//b2282//b3666//b1798//b4159//b1656//b1988//b3403//b4400//b3006//b1102//b1798//b1302//b0755//b3543//b2741//b4175//b0585//b3365//b1656//b2912//b2488//b4008//b2482//b3224//b0873//b2465//b1704//b4000//b2559//b2676//b2096//b4439//b2500//b2367//b0033//b0378//b1671//b3167//b3132//b3278//b3392//b1747//b0125//b3273//b1679//b3541//b2752//b3940//b0515//b2710//b4171//b4171//b0723//b3036//b2703//b2407//b3568//b1547//b3542//b3751//b3005//b4102//b2078//b2993//b2240//b2559//b2481//b3329//b0240//b0678//b0623//b4058//b0778//b0781//b3277//b4241//b0605//b2240//b2726//b4242//b1113//b1492//b2470//b0874//b4417//b1127//b0814//b1920//b1681//b3781//b2375//b0974//b3272//phnE_2//b2286//b2531//b0192//b2867//b3542//b4319//b4314//b1223//b3241//b2535//b2375//b0863//b1182//b2236//b4254//b2393//b1397//b2096//b0178//b2760//b2492//b3588//b2712//b4014//b2673//b2571//b0032//b1008//b3830//b2429//b3114//b1111//b3363//b1885//b1712//b2278//b2752//b4015//b0734//b0192//ilvG_1//b3541//b0411//b3528//b3959//b3356//b3393//b1322//b3728//b3668//b0516//b1205//b1492//b0019//b3912//b4131//b1712//b2507//b1715//b2243//b2756//b2365//b0179//b0681//b1901//b1718//b1334//b2559//b0198//b0588//b4063//b1298//b2706//b0570//b2364//b2553//b3615//b3275//b3903//b1132//b1528//b4013//b3423//b3759//b0682//b1781//b0348//b3070//b2202//b0613//b2309//b0587//b0020//b0330//b2675//b4592//b0887//b2551//b1297//b3005//b2476//b0461//b3118//b1857//b2341//b2310//b2724//b0179//b0682//b2307//b4168//b0311//b3616//b0575//b1007//b4129//b0996//b4392//b2903//b1609//b2751//b0428//b2757//b3451//b4326//b4326//b2942//b2818//b1737//b3417//b1892//b3227//b2852//b0997//b0450//b3123//b0390//b1391//b0613//b3960//b0432//b4238//b0336//b1613//
