#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3603//b2224//b0378//b1205//
AlaS-L-alanine	b3038//
AllS-allantoin	b0872//b2911//b4233//
AraC-L-arabinose	b4002//b1714//b3605//b0590//b4451//b4311//b3168//b4159//b3425//b2171//b3409//b0588//b4313//b3608//
ArcA-Phosphorylated	b3511//b3728//b0873//b2703//b1498//b4073//b4132//b3423//b0154//b2481//b4062//b4400//b0522//yegZ//b3600//b1704//b3905//b3438//b1970//b3453//b2368//b4071//b2277//b4039//b0570//b1883//b2975//b1260//b3530//b2990//b3026//b2759//b3169//b2571//b0106//b1190//b2979//b2241//b0041//b0400//b3532//b3939//b3091//b1511//b0757//b4009//b2927//b0778//b0396//b3115//b4381//b0336//b2674//b0617//b0819//b2720//b0344//b0179//b2607//b4059//b0571//b3939//b1620//b3394//b4393//b0109//b0273//b4637//b3518//b2366//b2009//b3969//b3224//b4123//b3829//b1132//b0333//b3452//phnE_2//b0589//b3577//b2492//b2840//b0429//b2424//b0125//b3855//b3758//b3006//b0975//b0344//b1714//b0352//b4030//b3580//b1540//b1475//b3831//b1389//b1337//b3320//b3469//efeU_2//b4367//b3441//b2063//b1537//b4382//b4438//b1682//b0201//b1901//b2280//b0980//b0587//b4010//b1591//b1883//b3414//b1737//b2079//b2617//b3771//b3728//b1613//b3237//b2926//b2663//b3565//b0776//b2630//b1262//b0887//b2726//b0378//b0722//b0679//b4241//b3477//b1904//b3124//b2375//b4104//b0112//b1389//b4599//b2094//b3224//b0350//b1430//b3077//b3708//b1540//b2994//b4079//b0167//b2573//b3334//b2553//b4171//b2311//b3580//b1654//b3869//b4268//b1190//b4209//b0034//b3242//b3214//b3572//b2284//b3274//b0722//b2286//b0928//b4242//
ArgP-L-arginine	b2722//b2221//b2760//b3721//b3709//b2710//b0035//b3408//b4068//b2208//b4200//b0720//b4702//b1246//b0396//b0398//
ArgR-L-arginine	b4105//b0035//b0041//b1892//b1296//b4010//b2291//b4100//b2673//b4326//b1890//b4383//b2905//b1593//b0723//b2708//b1521//b0523//b3579//b1210//b0033//b0618//b2508//b3428//b4237//b2196//b1597//b2801//b0776//b2029//b3938//b0933//b2903//b1537//b4438//b1102//b2961//b0125//b2093//
AtoC-phosphorylated	b0432//b3417//b3133//b2760//
BaeR-Phosphorylated	b2905//b1513//b4122//b3766//b3092//b2925//b2717//b3424//
BirA-bio-5-AMP	b0033//b0613//b4471//b0241//b3393//
CRP-cAMP	b3544//b2146//b3829//b1334//b0118//b1587//b3368//b3168//b2675//b4293//b1475//b2531//b0727//b1671//b1588//b1130//b1042//b0351//b4122//b1851//b1136//b4288//b4322//b1006//b4072//b4592//b2754//b1241//b1718//b3241//b1987//b4139//b3026//b1272//b3095//b2937//b2708//b2801//b2508//b0353//b4068//b2609//b0863//b3312//b0031//b1891//b4194//b3242//b1102//b4094//b4399//b1988//b4416//b3367//b1617//b3577//b2720//b0192//b2197//b2234//b0077//b2606//b1407//b4265//b3588//b1712//b2916//b4506//b2990//b2707//b2029//b0183//b1379//b1892//b1782//b2716//b3971//b3941//b0378//b4014//b1616//b3166//b3508//b0180//b3240//b4398//b1988//b3313//b1009//b2341//b3830//b0203//b2277//b3313//b2976//b2235//b3403//b0273//b2666//b0353//b3169//b0757//b2559//b4264//b2943//b3278//b4010//b3403//b1016//b1747//b3127//b1338//b1012//b2213//b0156//b4203//b3454//b2487//b0720//b2937//b2996//b0399//b3753//b3608//b0241//b2741//b4094//b2703//b1680//b1735//b3093//b0116//b4058//b3615//b0077//b4159//b0903//b2284//b0886//b1241//b1182//b1797//b1780//b2241//b1189//b0618//b0038//b3725//b4063//b0203//b2243//b4009//b1043//b3081//b2979//b3450//b3093//b0177//b0974//b3223//b3565//b3414//b2926//b0756//b2671//b0389//b3477//b2153//b0584//b1617//b0390//b3418//b0860//b3961//b3278//b2708//b3905//b1612//b4177//b4177//b3722//b1888//b3452//b0343//b3324//b3403//b3709//b2309//b1337//b3334//efeU_2//b2584//b3672//b1670//b2212//b4039//b1530//b3417//b0333//b3581//b4154//b3724//b4131//b0778//b2705//b3938//b2719//b3961//b2481//b2993//b1010//b1821//b3723//b2997//b4123//b2964//b0042//b4100//b2589//b2488//b1920//b0338//b2529//b4015//b0764//b4381//b3721//b4567//b1394//b1798//b1612//b1590//b0150//b2221//b2529//b1385//b0782//b0785//b3828//b0935//b3026//b3118//b1715//b3095//b3227//b2579//b0976//b4172//b3170//b3725//b1905//b1211//b3670//b1654//b1670//b1819//b0733//b2464//b0873//b2759//b3036//b1608//b3456//b0182//b3403//b2307//b0720//b0572//b2415//b0368//b3769//b0728//b3458//b4319//b1040//b2866//b1002//b3542//b1679//b3425//b1276//b3327//b2429//b4033//b2912//b0183//b0774//b3123//b0516//b0782//b3727//b3425//b3616//b2078//b1256//b4194//b1797//b0153//b3544//b2430//b4071//b1621//b4669//b3070//b0874//b0972//b2417//b1622//b0863//b0377//b4054//b4314//b0041//b3723//b3934//b3057//b4105//b3938//b1970//b0593//b0377//b1819//b1641//b3961//b0904//b2729//b1656//b4671//b0241//b3855//b2764//b0754//b0396//b2484//b1223//b0334//b0887//b3938//b2232//b3859//b1393//b4075//b0594//b0341//b3700//b2571//b0928//b1011//b3469//b0348//b1779//b1321//b2091//b0152//b0367//b2296//b3688//b1261//b4240//b4033//b2840//b1160//b1681//b0598//b3096//b2717//b3133//b0154//b4264//b3357//b0933//b3510//b1390//b4099//b0337//b3077//b2146//b3721//b3806//b3230//b2106//b3701//b4006//b1208//b3578//b4133//b3321//b3708//b1593//b3393//b2559//b0995//b2465//b1796//b3416//b0720//b3721//b0574//b3093//b0782//b0785//b0403//b0588//b2741//b1210//b0064//b0181//b0872//b3759//b2508//b0400//b4002//b2980//b1221//b3425//b1745//b1512//b0605//b4267//b3961//b3851//b1265//b0167//b3600//b0389//b0722//b1015//b2171//b1615//b1669//b2476//b2311//b2800//b4319//b3222//b2803//b0123//b2725//b4318//b1733//b3726//efeU_2//b2990//b2282//b3476//b2721//b1514//b3903//b1882//b2609//b0683//b1684//b3567//b3133//b2993//b2927//b3115//b4313//b4392//b4287//b3532//b1130//b2076//b4702//b1500//b0591//b2697//b0889//b0398//b3365//b0336//b4699//b4120//b0571//b1883//b4382//b3093//b2509//b2707//b4200//b3772//b0723//b0314//b0043//b1102//b3666//b2584//b3530//b0754//b1111//b0589//b2799//b3449//b1190//b1209//b4018//b4506//b3829//b1654//b2287//b1521//b0064//b2486//b3095//b3580//b0978//b1747//b3123//b1797//b3311//b4471//b0389//b3579//b0617//b1620//b2530//b3750//b0430//b1901//b2107//b2591//b2579//b2313//b2374//b2904//
