#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0820//b2584//b4438//b3272//
AlaS-L-alanine	b2996//
AllS-allantoin	b2224//b3114//b2425//
AraC-L-arabinose	b4067//b0344//b2666//b0351//b0048//b3853//b3237//b4071//b1902//b2659//b0553//b2364//b3123//b2470//
ArcA-Phosphorylated	b3207//b3757//b3569//b1205//b3221//b2590//b3609//b4168//b0605//b4196//b1713//b1684//b0198//b3667//b2800//b0973//b3049//b0677//b0040//b0432//b1744//b3278//b1011//b1654//b4100//b0183//b3781//b3671//b1817//b2223//b1921//b0959//b3702//b0572//b4104//b0972//b2731//b4172//b2280//b2553//b0970//b1010//b2675//b2095//b3846//b3905//b3277//b0450//b2364//b2492//b4095//b1859//b3364//b1537//b3771//b3759//b4008//b0886//b0397//b4168//b1475//b1512//b2236//b2805//b1528//b4321//b1673//b0887//b0676//b4096//b0118//b4004//b2535//b3410//b3521//b0575//b2957//b0726//b2717//b2717//b4476//b2500//b0377//b4439//b0399//b2750//b3574//b0975//b0035//b2904//b3615//b3455//b2663//b2721//b1973//b2509//b1260//b0618//b3432//b2852//b0199//b3926//b3124//b3969//b1037//b4072//b4069//b4002//b4382//b0574//b0571//b3851//b2760//b4310//b3959//b2201//b2143//b3008//b4054//b3599//b4450//b1732//b0112//b2406//b2280//b2063//b3314//b2068//b3578//b2146//b1392//b2208//b1223//b2224//b1613//b2372//b0080//b2092//b1263//b3579//b1132//b0366//b3225//b0978//b2281//b3671//b2608//b0431//b3366//b2224//b3721//b1272//b2077//b2421//b4072//b0515//b1482//b0333//b1846//b4095//b2078//b2204//b4123//b1671//b0590//b4092//b0895//b2554//b2284//b0676//b1680//b2719//b2560//b3666//b4074//b3860//b2375//
ArgP-L-arginine	sroD//b2202//b2146//b3568//b1039//b1814//b1211//b1189//b2724//b0722//b3317//b2659//b1247//b0202//b3413//b0908//
ArgR-L-arginine	b1609//b0109//b2212//b4441//b3565//b4118//b3167//b2926//b2676//b3077//b3321//b4115//b3326//b0450//b0733//b3531//b1220//b0935//b4315//b4476//b2223//b0106//b4139//b3939//b3423//b3319//b3542//b2199//b1207//b4013//b2417//b0344//b1826//b2421//b4102//b0874//b0367//b0043//b0619//
AtoC-phosphorylated	b0726//b0048//b0033//b1814//
BaeR-Phosphorylated	b2146//b2507//b2725//b3418//b3670//b4193//b3846//b4670//
BirA-bio-5-AMP	b0198//b3616//b4013//b0565//b4115//
CRP-cAMP	b4104//b3321//b3478//b4133//b2198//b0591//b3942//b3969//b1393//b1907//b0887//b3134//b1620//b1136//b1493//b2240//b1300//b3772//b4460//b0191//b2009//b4111//b1620//b4152//b3727//b0166//b1613//b0785//b2557//b0192//b3758//b0594//b1209//b2374//b0020//b2489//b2107//b2591//b4014//b3076//b3577//b3940//b1886//b0553//b0763//b0755//b3521//b2306//b2659//b3478//b0154//b2286//b0161//b2529//b2752//b3774//b2976//b3668//b0684//b1612//b1851//b1482//b3166//b1335//b0864//b4309//b4115//b3460//b0189//b0621//b3571//b1322//b1336//b3750//b4010//b3724//b3418//b4092//b0040//b0819//b4172//b2866//b0978//b3320//b2281//b2076//b0827//b0522//b1882//b0998//b3942//b2803//b0201//b2215//b0168//b2277//b3721//b1429//b2754//b3617//b2838//b0765//b4254//b3969//b4511//b2483//b2552//b3601//b1247//b2281//b2236//b2975//b1620//b0613//b1275//b0400//b1429//b1227//b1302//b0894//b0109//b1718//b0296//b4101//b4241//b3567//b1263//b2417//b2470//b3166//b2979//b4014//b3908//b3959//b0037//b0517//b3603//b4599//b1655//b3405//b4476//b3438//b1920//b4393//b1738//b4317//b4663//b2943//b4317//b3960//b2078//b2727//b4406//b1220//b1859//b3334//b1389//b0110//b0107//b2588//b3569//b4123//b0161//b3224//b1517//b2666//b2923//b0596//b3925//b3766//b0812//b2559//b4101//b4240//b1211//b0207//b1390//b2306//b3934//b3315//b1407//b3511//b2706//b1858//b1101//b0451//b3165//b1798//b1673//b3416//b1922//b1511//b3605//b3170//b3425//b1850//b2231//b3911//b4030//b2913//b4314//b1482//b0937//b2428//b0461//b3688//b2416//b0572//b0727//b0764//b2579//b1189//b1023//b1136//b2742//b0204//b3518//b4238//b1608//b3942//b0450//b1160//b4118//b1655//b3410//b1390//b2148//b0931//b1010//b2421//b3236//b0935//b0874//b0596//b0557//b1493//b2422//b1276//b4310//b4125//b3133//b3241//b1391//b1594//b2720//b3113//b0114//b2370//b1886//b1674//b0936//b2213//b1336//b1780//b0203//b4291//b1622//b3276//b3728//b2726//b3600//b1519//b3438//b0860//b2199//b2560//b3859//b3599//b0564//b4024//b2588//b3006//b1299//b0460//b0343//b4174//b2236//b0207//b4699//b2077//b0313//b1244//b1261//b1252//b0197//b2231//b2706//b1385//b2718//b2206//b1673//b3367//b0621//b2529//b4398//b0596//b2961//b2669//b0198//b0154//b0273//b4239//b0814//b2719//b4170//b1002//b0078//b0331//b1587//b1988//b0516//b1012//b4471//b3168//b4439//b2421//b2903//b1531//b0397//b0031//b3319//b4209//b1885//b2392//b4506//b3124//b3324//b1537//b1474//b3542//b3008//b0819//b2280//b2344//b1012//b1706//b4159//b2673//b1492//b3171//b2231//b4095//b0340//b4030//b2094//b1681//b3431//b0042//b1817//b4138//b4200//b2369//b0970//b1244//b1594//b0191//b2722//b1987//b1037//b0615//b0150//b2729//b4290//b1011//b4124//b1208//b3076//b3480//b2207//b2802//b2290//b3957//b1621//b0345//b3864//b3905//b3564//b4502//b1037//b4238//b0044//b1613//b3572//b4468//b3327//b4268//b3906//b4705//b3395//b1102//b0349//b1385//b4431//b0936//b0588//b4322//b3071//b3770//b2205//b3781//b0296//b0616//b2977//b2591//b2423//b4471//b1207//b3543//b2764//b2492//b0384//b0826//b1006//b2573//b0515//b0349//b3707//b0729//b2804//b3667//b2674//b0035//b0675//b1515//b2424//b3564//b1904//b4237//b4094//b0979//b4471//b0827//b3125//b0784//b1588//b1517//b0019//b3214//b2415//b2309//b0589//b2078//b3335//b0191//b2840//b2487//b2608//b4398//b2222//b2235//b3095//b2094//b0812//b2715//b3828//b4254//b4098//b2818//b2716//b0296//b4101//b3161//b0972//b4063//b1540//b3864//b3617//b3869//b3276//b0980//b2725//b0389//b2232//b1002//b3939//b1826//b1851//b1669//b0522//b3118//b2905//b2804//b4290//b4287//b4079//b3544//b2063//b4139//b4187//b4320//b3426//b3672//b2286//b1884//b3772//b3403//b0153//b0861//b2470//b1182//b1388//b2414//b1891//b3670//b3409//b4058//b0043//b4104//b4240//b4460//b0125//b3566//b4200//b0959//b2423//b4119//b3583//b0572//b3321//b1498//b1850//b0970//b4009//b2206//b4322//
ChbR-Monoacetylchitobiose-6P	b2957//b0622//b0150//b4197//b2155//b2213//
CpxR-Phosphorylated	b0166//b4209//b1036//b3243//b2913//b0860//b3667//b3566//b4203//b2278//b2553//b0240//b0570//b3725//b4037//b3093//b3049//b4393//b0953//b0553//b4242//b0785//b4240//b3096//b0109//b0335//b2923//b0352//b1241//b4138//b2074//b1211//b0783//b3461//b1036//b2464//b4393//b2492//b1743//b3450//b2702//b0972//b2492//b3478//b0928//b3902//b0782//b2554//b4030//b1531//b0036//b2079//b2535//b3320//b0037//b0339//b0976//b0734//b1608//b2312//b0429//b3581//b2212//b4398//b0682//b1385//b3314//b4129//b0204//
CreB-Phosphorylated	b2617//b3237//b3603//b3477//b4129//b0570//b4426//b3905//b0080//
CueR-Ag	b3582//b1263//b1858//b1744//b1221//b2487//b3236//
CueR-Cu+	b1907//b3224//b4008//b3461//b0776//b3165//b0586//
CuerR-Au	b3958//b0124//b3970//b0198//b3212//b1002//b4242//
CusR-Pasp	b1779//b2732//b3115//b0389//b3071//b3493//b1338//b0078//b2508//b2146//b3860//b0366//
CynR-Cyanate	b0240//b2754//b0623//b0602//
CysB-N-acetyl-L-serine	b3161//b0461//b3457//b4193//b0764//b4310//b1109//b0124//b1482//b1814//b2600//b3327//b0778//b4098//b3316//b0341//b4111//b3221//b2488//b1220//b3365//b1393//b2763//b0331//b2583//b3227//b3049//b2076//b0240//b4068//
CysB-O-acetyl-L-serine	b0431//b1712//b2904//b3320//b1337//b1392//b0411//b1244//b0335//b2222//b1670//b0597//b2490//b4392//b4460//b0972//b3759//b4314//b4016//b1043//b1902//b0598//b1006//b1394//b1736//b3431//b0590//b1336//b0727//b0757//b4195//
DcuR-Phosphorylated	b1588//b2143//b0584//b2977//b2422//b2283//b2491//b2669//b0675//
DnaA-ATP	b3458//b2867//b0895//b3970//b3005//b0564//b4376//b3413//b3357//b1261//b0460//b3672//
DpiA-Pasp	b2965//b1023//b1020//b2211//b0785//b2923//b2707//b1821//b3005//b1263//b2731//
DsdC-D-serine	b1009//b3938//b1516//
EvgA-Phosphorylated	b3275//b0183//b3315//b4268//b3367//b4293//b3771//b1043//b2470//b1715//b0411//b2802//b2290//b2631//b4173//
FNR-Fe_reduced	b1321//b2283//b0190//b3261//b4314//b1890//b2286//b4238//b2428//b4293//b3540//b4290//b2075//b0820//b3540//b0980//b1336//b1112//b3510//b2905//b1680//b0781//b1323//b2206//b2406//b2719//b4123//b0805//b4401//b1015//b0123//b1336//b1297//b3236//b1209//b4174//b3076//b4241//b2704//b1209//b3328//b2491//b1212//b1819//b1885//b2992//b3320//b0860//b0198//b2601//b3701//b0336//b0177//b1007//b4316//b1589//b0314//b0819//b4201//b4033//b2068//b4168//b4118//b3405//b2554//b1716//b0150//b3666//b2763//b2222//b2943//b1500//b3668//b3543//b0189//b2804//b4069//b3565//b0441//b0723//b2232//b3092//b2311//b0682//b2484//b1109//b0566//b4171//b4239//b1395//b3425//b3091//b2608//b4069//b0367//b0201//b2606//b0440//b1670//b2291//b2732//b4239//b0862//b3577//b1718//b1062//b2232//b3725//b2754//b0399//b4013//b2291//b0593//b3541//b3669//b1746//b3479//b3416//b3077//b0184//b1209//b3161//b2583//b2240//b2208//b1712//b3528//b2374//b0040//b3241//b0945//b2757//b1020//b1712//b2310//b0191//b3237//b1612//b3540//b0339//b1681//b4242//b3669//b0331//b3123//b1780//b0677//b1222//b0180//b3831//b3113//b3363//b1016//b3574//b2617//b0197//b2911//b0977//b0430//b2713//b1780//b1597//b1859//b0598//b4381//b1859//b2465//b4460//b1024//b1022//b2406//b3026//b2241//b1129//b2580//b0462//b4637//b0777//b1819//b2757//b2091//b3458//ilvG_2//b4118//b2589//b4200//b2600//b3072//b1735//b3859//b3429//b2712//b2091//b1515//b0573//b1337//b4002//b0462//b4669//b1020//b2076//b1492//b1008//b3772//b2617//b1747//b0116//b4175//b0043//b3260//b2762//b2364//b3092//b2481//b1658//b1797//b4119//b3415//b3599//b3750//b3311//b0841//b3005//b3057//b0336//b3532//b3771//b4320//b0342//b3410//b2980//b1654//b3260//b3509//b3395//b3368//b3758//b0183//b0116//b4104//b0756//b0614//b2841//b3853//b3450//b2663//b2422//b0337//b2720//b0953//b3166//yegZ//b0953//b3766//b1287//b0676//b2708//b4317//b0623//b2207//b1589//b3025//b3392//b2464//b1883//b2724//b4058//b4317//b0342//b0348//b1921//b4173//b2488//b1881//b3688//b4317//b1476//b0571//b3166//b3771//b0598//b3828//b2673//b1852//b2579//b2804//b1608//b0340//b3770//b3616//b0763//b1261//b2724//b2762//b0618//b1613//b4384//b1900//b0889//b4383//b2423//b1594//b1388//b0343//b0338//
FhlA-Formate	b0184//b0331//b3908//b3429//b3912//b2802//b3165//b2606//b1859//b3214//b2076//b3321//b2424//b1733//b0114//b3756//b1826//b2995//b4102//b0945//b2280//b0041//b3230//b1041//b2724//b1127//b2674//b2282//b1737//b3781//
FucR-L-fuculose-1-phosphate	b3392//b2079//b2417//b2199//b4318//b0756//b0112//
Fur-Fe2+	b0886//b0181//b3430//b0204//b0776//b2724//b2497//b3460//b2601//b1190//b3603//b3903//b3071//b4131//b2705//b2223//b0935//b1748//b3599//b2903//b3081//b3752//b1613//b3580//b1101//b1101//b0676//b0204//b3863//b3415//b0241//b4698//b4034//b1211//b3961//b0873//b3905//b1272//b3774//b0431//b4007//b4670//b0957//b3325//b4016//b3070//b0313//b3359//b2312//b1211//b1888//b0953//b1212//b2750//b4317//b1474//b4030//b2697//b3611//b0593//b0621//b3702//b4008//b3829//b2425//b3726//b2729//b1589//b4240//b2614//b3469//b0346//b3314//b2722//b4354//b1388//b0523//b3134//b3509//b2155//b1515//b1597//b4008//b4104//b4174//b1389//b1819//b3569//b2344//b4074//b0977//b4132//b0040//b3579//b2697//b0724//b0397//b3478//b2208//b3414//b4102//b4174//b3077//b1850//b1394//b1682//b1798//b0894//b2310//b2801//b0575//b0390//b0959//b0462//b0976//b1621//b0782//b2662//b0684//b4006//b0038//b3313//b0722//b4068//b2572//b2530//b4005//b3076//b0039//b2095//b1244//b0614//b0764//b2208//b3938//b2416//b2283//b3006//b4382//b0347//
Fur-Mn2+	b1521//b1388//b1987//b2751//b2281//b1220//b4203//b4014//b4120//b4132//b4139//b1734//b0430//b0113//b3724//b3666//b1008//b0758//b2584//b0728//b2414//b3564//b0062//b1884//b3367//b1190//b1588//b4069//b4095//b0178//b0864//b3707//b2485//b2573//b3912//b4289//b3723//b0352//b1818//b4383//b0397//b4381//b2279//b3577//b3458//b3224//b1511//b3723//b3453//b3566//b3331//b3213//b2630//b1388//b2943//b2203//b2996//b4132//b3261//b2296//b2671//b0862//b0583//b2371//b0340//b2799//b1260//b3410//b1241//b3934//b2204//b1889//b2499//b2221//b1890//b3772//b2866//b2661//b1210//b2727//b2469//b4354//b1209//b3721//b1511//b0557//b3863//b3938//b3905//b4416//b3533//b2213//b4079//b2580//b3093//b4004//b2731//b4426//b3666//b0975//b3509//b2801//b2309//b0038//efeU_2//b1395//b3571//b1476//b1735//b1429//b2943//b2805//b1888//b1613//b0035//b4079//b1736//b3221//b4154//b1734//b3599//b3242//b3272//b4174//b2573//b2196//b2588//b0203//b4013//b0679//b0461//b3231//b2980//b2721//b0675//b2661//b0591//b1704//b2148//b0928//
GlcC-Acetate	b1379//b3319//b3961//b3774//b3907//b3608//b4069//
GlcC-Glycolate	b2285//b0107//b2509//ilvG_2//b0035//b1682//b3171//
GlrR-Pasp56	b0863//
IclR-pyruvate	b0678//b2838//b1587//b3037//
IdnR-5-ketogluconate	b1881//b1617//b4324//b2911//b0936//b0154//b3727//b2760//
IdnR-Idonate	b3511//b1590//b4399//b3912//b4309//b2731//b2107//b2912//
IlvY-2-acetolactate	b3667//b2156//
IlvY-Alfa-acetohydroxybutirate	b4316//b1112//
IscR-2Fe	b2571//b3169//b2838//b1540//b2365//b0935//b2487//b2852//ilvG_1//b0998//b0334//b0895//b2728//b2750//b0366//b4062//b4123//b0063//b2913//b4016//b0887//b1008//b0314//b1497//b4138//b3127//b3438//b1264//b3961//b3035//b3870//b2371//b1588//b2673//b0720//b2703//b3432//b3852//b3113//b2276//b0998//
LldR-L-lactate	b1007//b1611//b4005//
Lrp-Leucine	b0602//b1887//b4074//b3071//b2415//b2085//b0517//b1276//b3165//b3610//b4323//b0346//b0204//b0622//b2995//b0314//b3221//b3164//phnE_2//b1492//b3938//b4101//b3315//b4287//b4118//b1885//b3133//b1608//b0756//b2759//b0933//b2415//b4040//b0861//b2608//b1207//b0978//b2703//b3260//b1798//b0154//b3572//b2286//b3968//b4037//b0348//b0080//b2283//b0167//b1247//b1112//b3227//b1548//b1589//b2222//b0043//b1247//b2731//b2588//b4238//b3533//b3127//b3365//b2559//b3574//b4105//b3583//b4239//b0338//b2146//b3123//b0591//b3864//b0553//b2236//b1398//b1493//b0979//b0957//b2415//b2529//b1987//b2029//b4160//b0733//b2722//b2234//b3237//b2802//b4268//b2552//b2755//b2367//b2224//b3359//b2205//b3829//b3260//b1857//b3265//b3096//b1335//b2630//b4115//b2485//b2200//
LsrR	b1736//b3604//b0782//b2283//b4355//b0167//b1131//b4072//b2987//
MalT-ADP-Maltotriose	b1298//b3752//b3327//b2979//b1492//b0020//b0296//b2342//b3025//b3528//
MalT-Maltotriose-ATP	b0177//b4268//b1674//b3231//b1851//b3476//b1421//b0107//b2923//b4213//
MelR-Melibiose	b1782//b1212//b2215//
MetJ-S-adenosylmethionine	b1805//b1021//b2283//b1851//b4172//b3334//b4075//b4152//b2570//b3214//b1022//b2370//b1021//b1012//b0378//
MetR-L-homocysteine	b0184//b3092//b4104//b4071//b4669//
MhpR-3-DHPP	b1296//b2937//b1818//b1038//b4670//b2719//
MhpR-3HPP	b0154//b0035//b1243//b1011//b2661//b0720//
MntR-Cd2+	b3969//b3600//b2943//b4102//b1622//
ModE-MoO42-	b2676//b3971//b4063//b4315//b3531//b3134//b2938//b3581//b3934//b0031//b2570//b1589//b4398//b0863//b0178//b1384//b0240//b3722//b0618//b0365//b0614//b1817//b2991//b2903//b0398//b2365//b2148//b3461//b4202//b3774//b3508//b1732//b0199//b0038//b1109//b1415//b2727//b2942//b3403//b3261//b3608//b1321//b2107//b1858//b3971//b2579//
NarL-Phosphorylated	b0377//b2662//b2485//b1747//b4237//b1920//b3577//b1973//b1299//b1247//b0367//b3938//b2308//b1337//b1512//b1671//b3225//b4292//b2483//b1396//b3428//b1656//b0383//b2675//b0396//b2509//b2528//b0168//b0192//b1621//b2631//b2151//b1889//b4094//b0378//b0311//b1819//b2716//b2750//b0619//b0166//b3410//b3617//b1521//b0596//b2499//b4313//b3672//b3118//b2425//b4702//b1421//b1131//b0273//b1298//b2800//b3869//b3581//b2961//b0777//b0384//b0080//b4187//b4003//b2276//b1712//b4096//b1407//b2370//b0588//b2727//b3326//b3166//b2964//b2205//b3403//b1796//b1715//b4009//b3518//b2063//b0723//b4129//b0585//b0586//b3568//b4119//b1062//b2470//b2153//b0033//b0460//b1296//b3752//b2726//b2297//b2236//b3544//b4241//b2866//b3404//b3437//b2307//b1716//b0934//b0594//b4233//b1670//b2570//b2429//b3830//b2153//b0109//b2487//b3851//b1712//b3863//b4105//b2938//b0399//b0108//b0204//b0819//b0591//b1672//
NarP-Phosphorylated	b3212//b3441//b1714//b0841//b4249//b1889//b2197//b2750//b0038//b4062//b3611//b1780//b0336//b3126//b0781//b3912//b1243//b1590//b4104//b0575//b0348//b1885//b3405//b1243//b0152//b1973//b2151//b0935//b3272//b2079//b3542//b3458//b1008//b2500//b0041//b1226//b1272//b3725//b3671//b2373//b0349//b4209//b2801//b4076//b0937//b0908//b1009//b1497//b2152//b2661//
NhaR-Na+	b4268//b3753//b1391//b2710//b0038//b2731//b4009//
NikR-Cd2+	b2867//b1622//b3480//b2276//b0826//b1024//
NikR-Co2+	b1622//b1226//b4039//b4004//b0336//b3403//
NikR-Cu2+	b1885//b1907//b3413//b0398//b0198//b2223//
NikR-Ni2+	b3477//b2243//b3568//b3518//b0516//b2156//
NikR-Zn2+	b3274//b3726//b2223//b3449//b1039//b4174//
NrdR-ATP	b1590//b2964//b2805//b3565//b2579//b2068//b4476//b3531//b4115//
NrdR-Zn2+	b4010//b1683//b0154//b3574//b1616//b0368//b0775//b0166//b1852//
NrdR-dATP	b3868//b4073//b2802//b2106//b4197//b1535//b1222//b1226//b2868//
NsrR-2Fe	b2752//b4172//b2707//b1224//b4264//b0679//b2528//b0586//b0515//b1590//b0197//b1540//b0763//b2671//b2591//b1297//b1519//b1641//b0566//b4399//b3668//b3274//b4669//b4019//b1734//b3170//b1036//b3615//b3035//b0339//b0908//b3070//b4168//b3367//b3227//b1497//b3134//b0571//b3274//b0484//b1127//b3961//b1127//b2660//b1621//b2751//b2741//b4063//b4319//b3450//b2528//b0113//b0721//b3115//b2705//b1260//b3241//b1037//b1276//b1515//b2557//b3311//b1515//b2199//b4323//b0201//b3274//b4663//b3667//b0040//b2763//b4460//b3134//
PhoB-Phosphorylated	b2095//b2074//b4105//b2754//b2482//b4383//b3939//b2551//b1547//b4125//b0826//b0721//b1021//b3869//b3169//b3828//b3207//b4399//b1499//b2801//efeU_2//b2373//b3533//b2203//b2482//b3134//b2309//b3356//b0591//b2911//b1212//b2430//b2372//b2609//b2149//b4237//b1902//b0684//b0522//b2752//b2076//b4239//b2153//b0113//b1805//b3528//b3135//b3830//b0167//b3521//b2488//b1500//b1429//b0390//b1672//b1261//b3368//b0062//b1390//b1881//b0312//
