#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b4669//b0192//b3854//b3911//
AlaS-L-alanine	b3722//
AllS-allantoin	b0114//b2465//b2428//
AraC-L-arabinose	b4118//b0675//b0522//b0177//b4291//b2211//b2552//b4288//b4265//b4382//b0347//b3335//b1970//b0570//
ArcA-Phosphorylated	b4197//b3328//b1252//b2281//b3026//b4382//b4502//b0889//b2531//b3968//b4169//b2106//b2709//b2711//b4381//b0411//b0399//b0588//b3957//b0805//b4123//b0181//b3426//b0377//b1518//b2724//b3114//b4441//b1010//b0178//b2741//b2560//b4599//b3006//b4073//b3241//b0428//b2202//b2151//b0411//b1301//b1040//b2912//b0151//b2666//b2207//b3533//b2963//b1212//b2570//b2392//b0820//b2723//b4094//b0765//b1617//b0860//b3581//yegZ//b0945//b3758//b2484//b3565//b0125//b0339//b0997//b2866//b1036//b3518//b2529//b1038//b2106//b1620//b4239//b0936//b2993//b0997//b0929//b0484//b0583//b1324//b3582//b2239//b3451//b2802//b1540//b2202//b4239//b3170//b0860//b4249//b1244//b4032//b0335//b3666//b1211//b0557//b0352//b4015//b4106//b2979//b0339//b3123//b2938//b2927//b4034//b3222//b2904//b3927//b4702//b3451//b0151//b4174//b2239//b4118//b0977//b3414//b2763//b0602//b0430//b2241//b3508//b2805//b2406//b4154//b1389//b0335//b2702//b2063//b2975//b0516//b1102//b2703//b3314//b1859//b1613//b0814//b2482//b1715//b4670//b2800//b2660//b1041//b0873//b2422//b3272//b2278//b2469//b0116//b0123//b1674//b0975//b1655//b3273//b4310//b3212//b1883//b1922//b1224//b1476//b2979//b0571//b2483//b0198//b4200//b3449//b1475//b0019//b4321//b2730//b3726//b0758//b1528//b0972//b1395//b0895//b2085//
ArgP-L-arginine	b0589//b3330//b3214//b2287//b1038//b2723//b2709//b3479//b3601//b3925//b0557//b1131//b2290//b3424//b1497//b3957//
ArgR-L-arginine	b2965//b1814//b3076//b1888//b2503//b1826//b3668//b4015//b4450//b1007//b2590//b4062//b3165//b2727//b1008//b4200//b3331//b1821//b3275//b1043//b4431//b0862//b3364//b1010//b3365//b2091//b0774//b0907//b3828//b2372//b2197//b3927//b2583//b1900//b0614//b1612//b1704//b4354//b3450//
AtoC-phosphorylated	b2991//b1588//b3533//b1620//
BaeR-Phosphorylated	b0980//b4138//b0150//b1006//b1537//b1885//b3540//b1335//
BirA-bio-5-AMP	b2754//b0758//b2722//b0192//b0340//
CRP-cAMP	b4293//b3569//b1421//b2673//b2584//b2590//b1846//b4354//b3902//b2904//b1892//b0775//b3574//b3135//b4406//b1905//b3404//b0430//b2991//b3317//b3365//b2530//b3081//b3670//b0594//b3164//b1101//b3766//b1590//b1113//b1682//b4058//b4033//b3328//b3829//b3315//b1212//b1988//b3452//b3758//b2868//b4289//b0523//b2530//b2417//b0597//b4195//b0620//b2751//b0763//b0461//b1225//b0191//b0077//b1654//b4007//b4249//b1322//b3437//b1744//b1497//b4699//b4177//b0781//b0683//b3243//b3392//b1245//b1334//b3669//b3394//b3357//b2662//b2675//b2341//b0383//b3724//b1023//b4104//b2709//b4024//b2676//b1246//b1884//b0864//b4663//b0378//b1882//b1511//b3531//b4095//b2580//b3093//b1391//b0812//b1136//b0043//b0020//b4431//b0682//b2308//b0118//b1225//b4471//b1256//b3316//b4194//b3116//b0565//b0330//b0352//b3452//b4009//b4193//b3223//b4242//b2393//b2393//b4008//b2818//b2704//b2163//b1261//b0727//b4170//b0388//b3415//b3571//b2199//b3582//b2904//b4399//b2992//b2211//b3333//b1901//b4170//b0201//b1002//b1112//b4003//b0344//b2498//b0863//b4322//b1746//b4401//b4010//b2232//b2905//b2308//b2287//b4033//b2671//b4289//b4122//b3456//b3368//b2666//b0152//b0765//b2481//b0872//b0432//b2296//b0366//b0976//b0110//b1589//b1858//b3274//b0862//b3231//b3273//b0118//b3260//b0727//b4010//b1670//b3093//b3212//b0031//sroD//b3317//b0346//b3846//b1885//b2720//b2702//b4098//b4198//b0042//b0977//b2606//b0908//b0388//b2866//b2500//b2913//b3117//b3237//b3578//b2215//b3451//b3265//b4213//b2074//b1655//b4511//b3565//b3037//b0367//b0153//b3518//b1514//b2307//b3961//b3277//b2938//b3600//b2722//b3127//b3076//b4175//b2726//b0377//b1704//b0384//b2223//b1394//b3328//b2588//b0972//b4000//b1889//b0240//yegZ//b4382//b4033//b4098//b0979//b3437//b1821//b4705//b2288//b0873//b1395//b3081//b1261//b4316//b3864//b3723//b0903//b0763//b0461//b4059//b0734//b1398//b4392//b0078//b3968//b3237//b2723//b0907//b0676//b2530//b3431//b2673//b4322//b3413//b3417//b0403//b2235//b3115//b4139//b1012//b0411//b3940//b0678//b3518//b1042//b2232//b0116//b4062//b1008//b2107//b1010//b0463//b2416//b3133//b0182//b4099//b4237//b2997//b1009//b3574//b3960//b2147//b1611//b1109//b2557//b4069//b3904//b2231//b0774//b3728//b4096//b3751//b0108//b0463//b3905//phnE_2//b3752//b2200//b1129//b0113//b0042//b3543//b1654//b1037//b2530//b2241//b1037//b0313//b1131//b0062//b3544//b2107//b1300//b0399//b3116//b1210//b0886//b1746//b2406//b3273//b0605//b3860//b1532//b2964//b3274//b3363//b4008//b4316//b3601//b2311//b0727//b1299//b0935//b0553//b2484//b1220//b2222//b3132//b0330//b1130//b0399//b2296//b3314//b4313//b0038//b2205//b3417//b3859//b3272//b3077//b2481//b1532//b4008//b0614//b2666//b1394//b1531//b3405//b0333//b2709//b4030//b0431//b3415//b0352//b0399//b3327//b3727//b0980//b4441//b1889//b3135//b3242//b3531//b3588//b4196//b2799//b1415//b0860//b0040//b2702//b4467//b2372//b2600//b3868//b1015//b2801//b2600//b3806//b1655//b2197//b3315//b4319//b0589//b4002//b3724//b3773//b4669//b0430//b0597//b2662//b4139//b3317//b1537//b0995//b2916//b2916//b3092//b3426//b4506//b2476//b2500//b2731//b4125//b0167//b1718//b0043//b0108//b0678//b4431//b2212//b4123//b2905//b2492//b0388//b3771//b0342//b4381//b2500//b1182//b3072//b1748//b2277//b4354//b3572//b3316//b0078//b3365//b3469//b1226//b4169//b2370//b1324//b2143//b3313//b3437//b2802//b0953//b3418//b1591//b3912//b4592//b0863//b4198//b2661//b2077//b3942//b1482//b2486//b1482//b4097//b4102//b3533//b2583//b0757//b2600//b2723//b0979//b2990//b0389//b3781//b1276//b4289//b2290//b3213//b3518//b4105//b0035//b3124//b0814//b0389//b3774//b2554//b4506//b2198//b2723//b4119//b1020//b0111//b3278//b2662//b0463//b1024//b0108//b1016//b2609//b3132//b1717//b3863//phnE_2//b3509//b1597//b3057//b3725//b0335//b0595//b3171//b3207//b0934//b3424//
