#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0973//b0907//b1540//b4267//
AlaS-L-alanine	b1546//
AllS-allantoin	b0339//b1379//b0106//
AraC-L-arabinose	b2407//b4313//b0349//b2904//b1805//b4471//b3707//b2660//b0778//b4239//b1780//b2660//b0619//b4024//
ArcA-Phosphorylated	b0311//b4320//b2201//b2742//b2149//b2716//b2758//b1889//b2965//b1397//b2150//b0723//b3223//b3261//yegZ//b4669//b3751//b0181//b2430//b3461//b2392//b1224//b2938//b1518//b1499//b2280//b4355//b2535//b0516//b0727//b2852//b3479//b2291//b2964//b1476//b3095//b2490//b0197//b0733//b3852//b2487//b2756//b1540//b3479//b1882//b0330//b2076//b0874//b3578//b1492//b2076//b4471//b4151//b1388//b4293//b1256//b4013//b0080//b4187//b2476//b3275//b0031//b2241//b3530//b0864//b1397//b0620//b0977//b4073//b0338//b1336//b3728//b4290//b3415//b3423//b0734//b3957//b4439//b3533//b3437//b2607//b2764//b0675//b2706//b1881//b3971//b0396//b2990//b3368//b2584//b3364//b3960//b4018//b1190//b0484//b4151//b3569//b4476//b3828//b0460//b4138//b1513//b0353//b2750//b1225//b1182//b2310//b1499//b4287//b2590//b0862//b3049//b2106//b3722//b2996//b0516//b3438//b3759//b3938//b4451//b2079//b2571//b0724//b4198//b2364//b1241//b4006//b1921//b4099//b4131//b0677//b1395//b3035//b1716//b3758//b2728//ilvG_1//b3414//b0400//b0980//b0181//b0904//b3905//b0586//b1010//b2290//b3461//b4105//b4392//b1608//b0431//b3701//b2095//b1430//b0928//b0597//b0377//b2758//b4249//b2570//b1042//b3334//b0523//b4233//b1920//b1611//b2202//b3751//b1337//b4239//b2076//b4322//b0125//b3266//b1247//b3616//b1852//
ArgP-L-arginine	b3605//b0945//b3277//b1334//b3707//b1002//b0036//b2760//b4072//b3565//b0345//b0352//b0348//b4382//b4036//b2573//
ArgR-L-arginine	b1819//b0207//b2236//b1302//b0683//b0755//b0588//b2079//b3480//b0191//b0191//b3332//b4441//b4007//b4400//b4416//b3315//b1011//b4310//b2153//b0461//b1597//b3038//b3077//b2156//b2078//b0590//b3335//b2236//b4468//b4013//b0062//b3334//b2838//b4397//b2429//b2470//b2943//b1594//
AtoC-phosphorylated	b3172//b2407//b1615//b3830//
BaeR-Phosphorylated	b1818//b0515//b4129//b0573//b4024//b3533//b1593//b0523//
BirA-bio-5-AMP	b4175//b0756//b0124//b3117//b1681//
CRP-cAMP	b2965//b0043//b2911//b1287//b2423//b2213//b1859//b2583//b1712//b2666//b2196//b4037//b3071//b2373//b0573//b1244//b2212//b2163//b0349//b0343//b4139//b1819//b3413//b4637//b2728//b3564//b0778//b2992//b3365//b2666//b4187//b2663//b3327//b4101//b0035//b2570//b2720//b3037//b0191//b3477//b3278//b2341//b0979//b3425//b0411//b0805//b4095//b0390//b0598//b3908//b0428//b2572//b4154//b3806//b3243//b0557//b4175//b0931//b3771//b3725//b0432//b4099//b0340//b1682//b0397//b2584//b1973//b2481//b1209//b0936//b2994//b2528//b4093//b1501//b1988//b3214//b2583//b2465//b4406//b4393//efeU_2//b2407//b1323//b4122//b0592//b1024//b1780//b3759//b3971//b0183//b4202//b4076//b3521//b3588//b2076//b3241//b0682//b2311//b0678//b3543//b1517//b3574//b3518//b3530//b0192//b3859//b1300//b1656//b3828//b1262//b1616//b4599//b2715//b2560//b3567//b2731//b1287//b4096//b4376//b3438//b4187//b3926//b4009//b3224//b2201//b2146//b3057//b4471//b0827//b0061//b3240//b1492//b0036//b0181//b0461//b0936//b3266//b0727//b2200//b1982//b3480//b0564//b3037//b3161//efeU_2//b1499//b1482//b4099//b0313//b1713//b2572//b1887//b2029//b1781//b0041//b2311//b0367//b3356//b4398//b1716//b2979//b1041//b0044//b3240//b1704//b1241//b2728//b3212//b1987//b3927//b2608//b0038//b3127//b4072//b3449//b0895//b0460//b1016//b2724//b3938//b2721//b2284//b0178//b1130//b2095//b2742//b2724//b3081//b0202//b2497//b2660//b3025//b0722//b4004//b4118//b2312//b3542//b2724//b1335//b3726//b0605//b1683//b1826//b0110//ilvG_1//b4075//b0039//b1704//b1007//b0820//b3971//b3260//b1132//b1111//b1621//b0894//b0619//b3831//b1718//b2804//b3493//b0460//b3903//b0583//b3599//b3133//b4173//b2481//b4171//b4431//b4013//b0591//b4033//b4104//b0729//b1779//b4009//b0570//b2557//b0181//b0873//b1716//b3320//b1245//b2926//b2310//b1226//b2617//b3702//b3543//b3026//b3454//b4075//b1041//b1336//b0039//b3911//b0180//b4242//b0397//b2997//b3278//b3481//b2239//b1715//b3438//b0977//b0113//b2731//b4168//b4154//b2803//b3907//b0874//b4037//b2342//b1246//b3260//b0389//b2979//b3454//b2799//b2588//b1818//b3272//b4004//b2195//b0827//b4125//b0167//b3164//b1024//b4076//b4599//b4392//b4397//b2309//b3702//b2077//b4438//b2528//b1301//b4238//b1391//b1012//b2215//b2286//b1131//b3576//b4129//b2731//b4397//b2570//b0765//b3315//b1482//b1101//b0591//b3416//b1482//b3452//b1528//b0681//b0383//b4663//b3460//b2464//b0523//b3770//b2588//b4401//b2143//b1256//b2288//b2673//b3222//b2213//b3603//b0721//b0594//b1814//b2368//b0113//b4314//b2731//b3855//b0727//b1672//b3926//b0759//b1189//b1513//b2675//b4384//b2755//b3569//b3726//b1743//b1209//b1684//b3409//b0775//b1160//b1111//b1336//b3688//b2725//b1245//b2751//b0557//b4198//b1609//b3672//b1546//b0726//b0553//b0042//b3405//b1038//b2799//b1517//b2588//b3315//b4502//b2236//b1670//b2606//b0034//b1818//b1680//b1712//b1396//b3669//b1039//b3432//b2676//b4105//b0345//b1615//b2993//b4105//b1641//b3425//b1890//b1714//b0330//b3774//b3124//b3114//b3117//b3166//b0591//b0161//b4000//b2207//b0570//b2553//b0078//b2722//b4241//b3223//ilvG_2//b2232//b2373//b2079//b2221//b2535//b1296//b3510//b3116//b0033//b2708//b3164//b1744//b0574//b4451//b2029//b4439//b4175//b0180//b1297//b4311//b1500//b2706//b4382//b1704//b4173//b4076//b3724//b3727//b2194//b2800//b2991//b2976//b3959//b2617//b0331//b3759//b1160//b1888//b2589//b2676//b0827//b4104//b1987//b4000//b2804//b4194//b1716//b2223//b0592//b1007//b4292//b4008//b2415//b0723//sroD//b2368//b3723//b4138//b2503//b4426//b4037//b3781//b2068//b1814//b1395//b0613//b4293//b2143//b4197//b1301//b0676//b2282//b2707//b0345//b2277//b2106//b0347//b2927//b1779//b1298//b3036//b3165//b4101//b1007//b2987//b0595//b0727//b1205//b3829//b2528//b3076//b0522//b3766//b1246//b2580//b0570//b1535//b2926//b0113//b2146//b1987//b0346//b0841//
