#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2992//b2757//b1716//b4400//
AlaS-L-alanine	b3722//
AllS-allantoin	b3532//b1389//b1392//
AraC-L-arabinose	b2755//b4323//b1429//b2904//b3170//b1819//b0077//b4399//b2669//b3830//b2730//b2148//b4324//b2631//
ArcA-Phosphorylated	b0041//b1243//b0383//b1516//b0035//b3409//b3701//b2673//b0337//b1587//b4291//b1211//b2717//b2224//b2197//b2489//b1738//b3240//b3863//b1511//b1745//b2198//b4213//b4592//b1881//b0080//b2224//b2726//b1658//b1384//b1037//b3756//b4439//b3426//b1714//b0522//b0343//b3356//b1379//b2308//b3423//b0677//b2709//b1515//b3275//b4637//b4451//b2905//b0880//b2755//b3135//b4289//b0570//b2716//b0783//b2204//b2588//b4160//b0587//b2232//b4170//b1112//b0895//b3222//b0118//b4139//b4354//b4293//b3667//b3759//b1036//b2719//b2342//b2579//b4095//b4567//b0684//b1530//b4471//b2231//b0759//b0722//b4355//b0205//b4097//b0115//b1857//b3243//b3207//b2911//b4309//b3334//b0398//b2591//b2601//b0349//b3773//b1245//b1264//b4197//b2148//b4241//b2313//b1681//b3727//b4202//b0432//b3852//b1209//b3332//b2171//b0589//b1622//b2964//b0334//b0819//b1814//b0517//b3702//b3583//b1850//b3906//b0591//b3709//b2557//b2964//b0365//b1002//b0338//b4069//b1111//b2464//b2393//b4002//b2724//b1712//b3781//b2607//b1672//b4321//b2486//b2029//b4288//b0161//b4317//b4073//b0041//b1301//b1111//b4316//b4592//b2840//b3241//b3329//b0623//b3324//b1036//b3132//b0566//b4311//b1298//b0620//b3599//b1109//b4310//sroD//b4401//b3806//b4111//b4034//b2093//b2975//b1672//b3580//b1846//b1798//b1594//
ArgP-L-arginine	b2552//b3410//b1900//b0676//b2703//b2485//b0345//b1902//b3457//b2309//b3091//b1245//b1887//b1190//b3569//b0997//
ArgR-L-arginine	b2417//b2590//b3577//b0341//b4397//b1335//b1043//b1296//b1617//b0345//b0934//b4264//b4174//b2977//b3478//b4034//b0241//b1499//b4354//b2722//b0366//b2757//b0757//b0820//b2852//b3394//b1011//b3927//b2725//b2107//b3853//b4073//b2470//b2276//b4384//b1062//b4317//b2211//b4160//
AtoC-phosphorylated	b2583//b1492//b4054//b1287//
BaeR-Phosphorylated	b0202//b2372//b1883//b0783//b3410//b2224//b0777//b4097//
BirA-bio-5-AMP	b0338//b0676//b1921//b1263//b0574//
CRP-cAMP	b4030//b1641//b4177//b0862//b1010//b2805//b1499//b3418//b0874//b3904//b2631//b1276//b1127//b0383//b0352//b0207//b3272//b3868//b1922//b3275//b1609//b4062//b2741//b0366//b2977//b1669//b2483//b0366//b2163//b0150//b4233//b2286//b1669//b1712//b1160//b3461//b4290//b3853//b3904//b4406//b4320//b2282//b2368//b2078//b0168//b1132//b4063//b1336//b1857//b0862//b2671//b3968//b1275//b3960//b3701//b3903//b3132//b2281//b4099//b3724//b1891//b2364//b2407//b0179//b3456//b0077//b3243//b2805//b2422//b0565//b3479//b1535//b3864//b0036//b4381//b1407//b4129//b1474//b3071//b1407//b2529//b2756//b0348//b0366//b1859//b2730//b0342//b3571//b2236//b0352//b1208//b2731//b2913//b1887//b0042//b0207//b4401//b2095//b1223//b1276//b3588//b0978//b1593//b0995//b0959//b3905//b0757//b3240//b2589//b0429//b4592//b1395//b3601//b3750//b4171//b0034//b0682//b4004//b1397//b4000//b1858//b4102//b3318//b3774//b2591//b1779//b2759//b3116//b0150//b1421//b0683//b3927//b4288//b4174//b0819//b2852//b0365//b4203//b2286//b3429//b0032//b0864//b1620//b4264//b1887//sroD//b2712//b3493//b4467//b2239//b2487//b2584//b2242//b4637//b3961//b0937//b4169//b3906//b0516//b2530//b4151//b2211//b1500//b4397//b3707//b3543//b2607//b2288//b2675//b0995//b0721//b2818//b2720//b4203//b0400//b1674//b0347//b3610//b3544//b3113//b1221//b3521//b2372//b2755//b3957//b4034//b2660//b1515//b4125//b1684//b1814//b2630//b1679//b3601//b4399//b2092//b4467//b2482//b0784//b3751//b3132//b2281//b2470//b4101//b0061//b4320//b1385//b2106//b3828//b2241//b2372//b3599//b1275//b3774//b3564//b3564//b2276//b2997//b1673//b1746//b4193//b2491//b2759//b2614//b2243//b1275//b3533//b1716//b3942//b3870//b2579//b1679//b3227//b1620//b0440//b2485//b0515//b4416//b3441//b2406//b2762//b4093//b3574//b2937//b4005//b2156//b1395//b4292//b4293//b3458//b4010//b3726//b2531//b1514//b3325//b1881//b1207//b3574//b3314//b3426//b0451//b4401//b0977//b4119//b3081//b2373//b2580//b2307//b4007//b2608//b3566//b0953//b4671//b0124//b1796//b0931//b2732//b1716//b0959//b2554//b2291//b1905//b3773//b0907//b2803//b4098//b1613//b1136//b0754//b3528//b2282//b2706//b1208//b2284//b0044//b0975//b3830//b1620//b3318//b0841//b2283//b3870//b2421//b4019//b3477//b0396//b3368//b3970//b2579//b1817//b0039//b4099//b1713//b0062//b1518//b4097//b2074//b3392//phnE_2//b2730//b4406//b1127//b2307//b0153//b1220//b3709//b3236//b0588//b3456//b2702//b1680//b3403//b3424//b0192//b4071//b2313//b3479//b1430//b0841//b0675//b3476//b2155//b2500//b2076//b1761//b0934//b0515//b4197//b2996//b1904//b3164//b0198//b2803//b2976//b2308//b1719//b1101//b2942//b1043//b2913//b3314//b1883//b1892//b2726//b0894//b3530//b2975//b3364//b4122//b1334//b2198//b0862//b4416//b1679//b2732//b3567//b0976//b3725//b1733//b1208//b1287//b2975//b1109//b3134//b1387//b0621//b3722//b3766//b1779//b4119//b3410//b2725//b1655//b3709//b3008//b2732//b3430//b0589//b2994//b0903//b4102//b1514//b1391//b1276//b4506//b4355//b0463//b3313//b2281//b4070//b4426//b2207//b1746//b1900//b2553//b0396//b0953//b1261//b3958//b3721//b2617//b3035//b0337//b1111//b0785//b0564//b0314//b3405//b0724//b1706//b3057//b1224//b2310//sroD//b4393//b4476//b3958//b0399//b0754//b0596//b0619//phnE_2//b3727//b3806//b3441//b4213//b1530//b3904//b4468//b3860//b4054//b4397//b2286//b2925//b3617//b2723//b0108//b0929//b1593//b2703//b2992//b1817//b3771//b2671//b2469//b0953//b4567//b4058//b3604//b4018//b2710//b4072//b0605//b2309//b0887//b3831//b1891//b0517//b1744//b3610//b2276//b3366//ilvG_1//b0933//b1521//b3904//b4426//b0756//b4324//b1265//b4035//b1612//b3566//b0039//b4238//b0785//b2673//b3934//b1275//b4071//b3667//b3869//b2094//b4355//b0441//b2198//b2417//b3081//b0819//b3759//b0571//b3769//b1127//b0080//b1814//b4096//b1245//b0782//b1680//b3582//b0729//b4036//b1323//b3278//b1012//
