#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3541//b3574//b2554//b3911//
AlaS-L-alanine	b2368//
AllS-allantoin	b1901//b3727//b3452//
AraC-L-arabinose	b3212//b4003//b2374//b3599//b3331//b2937//b2760//b2288//b4098//b3610//b2708//b3927//b2763//b3667//
ArcA-Phosphorylated	b3316//b3668//b1246//b1987//b3450//b4324//b1779//b1590//b0177//b4008//b0574//b2095//b3605//b3230//b0037//b3237//b0945//b1379//b3688//b0977//b3859//b4242//b3830//b2716//b2715//b2149//b1713//b2560//b3133//b3569//b2375//b3273//b3367//b3511//b4288//b3907//b0296//b2075//b4382//b4264//b4005//b4599//b2490//b4196//b1521//b2531//b0622//b1024//b4076//b4000//b3708//b3171//b3781//b2309//b0441//b1389//b4015//b4398//b0864//b3172//b4095//b1112//b0895//b1300//b2800//b2916//b1747//b1738//b3605//b1395//b2554//b2240//b4120//b3903//b0929//b2221//b2279//b2659//b4267//b0937//b3413//b3037//b1589//b3566//b2751//b1530//b3364//b1589//b0972//b1518//b0199//b3601//b4249//b0894//b2507//b1476//b3959//b3771//b1892//b3845//b1593//b0429//b4197//b0894//b2482//b1384//b0783//b3940//b2705//b2465//b0396//b1385//b4119//b1384//b1814//b0044//b1655//b0979//b0432//b3601//b0933//ilvG_2//b0345//b1846//b0330//b2508//b2614//b1548//b3845//b2993//b4699//b0783//b3769//b3367//b0192//b2208//b4310//b2215//b3313//b4039//b3912//b3221//b0019//b1224//b1858//b1904//b0759//b2913//b1379//b3321//b3223//b2497//b1622//b0597//b2631//b2095//b3610//b1321//b2912//b3830//b0819//b1748//b2085//b4663//b4506//b3277//b2723//b2277//b0724//b2282//b0728//b2232//b1622//b3942//b3603//b4416//b1260//
ArgP-L-arginine	b1846//b1537//b0044//b2203//b3461//b4567//b0756//b3026//b3241//b1680//b1744//b1130//b1392//b2727//b2726//b3688//
ArgR-L-arginine	b1920//b1532//b0827//b0348//b1669//b1430//b0334//b3906//b2341//b0592//b2571//b1038//b0107//b2149//b0192//b0397//b0203//b2306//b1613//b2231//b3038//b2234//b0396//b0019//b2309//b3830//b2235//b4007//b2726//b1387//b2507//b0606//b4671//b4292//b1129//b1226//b1715//b1746//b0389//
AtoC-phosphorylated	b3540//b2364//b0378//b4018//
BaeR-Phosphorylated	b3092//b1389//b3072//b0782//b0044//b1612//b3957//b2659//
BirA-bio-5-AMP	b2297//b2231//b3574//b0064//b3357//
CRP-cAMP	b0589//b0198//b1858//b3925//b0614//b2276//b1225//b2609//b0118//b2975//b1608//b2751//b3414//b0042//b0586//b0113//b2308//b0450//b1390//b2150//b2663//b0346//b1391//b2710//b0959//b1224//b3571//b4384//b2221//b4098//b1887//b4397//b0461//b0031//b2232//b3273//b2673//b3477//b2726//b1429//b3617//b1891//b3568//b2282//b0826//b2393//b1016//b4100//b2091//b0755//b3410//b1850//b3207//b3161//b2727//b2713//b4242//b1511//b4036//b1037//b2841//b0936//b0583//b3569//b2422//b2631//b3212//b2704//b4699//b2096//b4439//b0166//b2429//b2152//b1160//b4000//b3413//b0973//b1621//b2430//b3772//b3608//b1182//b2208//b0675//b2674//b3667//b3231//b1209//b0124//b0296//b0197//b0152//b2063//b0389//b2203//b2498//b0199//b1263//b1987//b2486//b2904//b4323//b2485//b4177//b4317//b2724//b2486//b4101//b4118//b0571//b4698//b0343//b4355//b4467//b3274//b2531//b0553//b0339//b2311//b3460//b0820//b1616//b4118//b1010//b3578//b1324//b1673//b2631//b3726//b2163//b2313//b0179//b3172//b0775//b2148//b2392//b2281//b4007//b3957//b3367//b3452//b3726//b0728//b2150//b1160//b3960//b0180//b2423//b3333//b0722//b3410//b4115//b4099//b3855//b1493//b0895//b2205//b0904//b1905//b0343//b1264//b0346//b0429//b2094//b3164//b1111//b2631//b2976//b1296//b3077//b3276//b1748//b4268//b0593//b1528//b2614//b4039//b2669//b2342//b2423//b2996//b0819//b0110//b0077//b0204//b0432//b3081//b0517//b1706//b4018//b1264//b2287//b3275//b4698//b0595//b4502//b2243//b2414//b2723//b0758//b1907//b1826//b4367//b4079//b2662//b4268//b4193//b0154//b3392//b1548//b4119//b4062//b2617//b3942//b3458//b0617//b3830//b4151//b0904//b1885//b4506//b3543//b3750//b1782//b0368//b0273//b3721//b3905//b2490//b0585//b1519//b0368//b0973//b0583//b0161//b1407//b2430//b4068//b4193//b2608//b3588//b1011//b3278//b2483//b2673//b3854//b4016//b0584//b1062//b3133//b0390//b1540//b3757//b3240//b2231//b3666//b4169//b2202//b0675//b4383//b0168//b3911//b2718//b0573//b0977//b1616//b3905//b1654//b1715//b1682//b1513//b2344//b2751//b4010//b0031//b2803//b1337//b0377//b4468//b4024//b2421//b4006//b2617//b3617//b4059//b0335//b1272//b4133//b0517//b1398//b0723//b1672//b2709//b4318//b1589//b3413//b3417//b3868//b0462//b0729//b2286//b2916//b3541//b3599//b3272//b3724//b1221//b2977//b3008//phnE_2//b2063//b4400//b0114//b0675//b4317//b2609//b0062//b1111//b2752//b3413//b1922//b2557//b0342//b0557//b0880//b1264//b2009//b2963//b3480//b0123//b0037//b1535//b2992//b2913//b4197//b3581//b3236//b3903//b0721//b0977//b4019//b0347//b2497//b2868//b2498//b3166//b3168//b1609//b0880//b0184//b0337//b3480//b0873//b2202//b0150//b3477//b1112//b0619//b4105//b3236//b2375//b3509//b0764//b2707//b0775//b2312//b3428//b2149//b1040//b2486//b1384//b1922//b3667//b1298//b1590//b1276//b1608//b3326//b1537//b3311//b1669//b1713//b3908//b3574//b0078//b4320//b3925//b4393//b0151//b3319//b2838//b0428//b0221//b1889//b0776//b0383//b0781//b3214//b1826//b1334//b2370//b3781//b2852//b0463//b1475//b3845//b4292//b0106//b4007//b1500//b1617//b4310//b3461//b2277//b4197//b0428//b3508//b3425//b4400//b2552//b0111//b1189//b2211//b0678//b1006//b0061//b1781//b3957//b3049//b1670//b2308//b2997//b0596//b2866//b3509//b3223//b3605//b2491//b0617//b2367//b1805//b0774//b4174//b3081//b4076//b0043//b1589//b1587//b1641//b2666//b2706//b3410//b1515//b0677//b3408//b0618//b3926//b0774//b0676//b2374//b0606//b3405//b3330//b0572//b3905//b2392//b1338//b3115//b4073//b4151//b0682//b0676//b4323//b2560//b3707//b3324//b4637//b2200//b4123//b0342//b4034//b0574//b3425//b0872//b0676//b4698//b0908//b2205//b0557//b3164//b0887//b0553//b0061//b0038//b1222//b0886//b3414//b2697//b0383//b2311//b0384//b4002//b1779//b1714//b1670//b0889//b2756//b2068//b1022//b2286//b0864//b1547//b2149//b4203//b2374//b0203//b1244//b2029//b1211//b2724//b2392//b2414//b1744//b0620//
